match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_keyPass,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,captain,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,player_lastName,stat_totalCross,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_accurateCross,stat_goals,stat_bigChanceMissed,player_sofascoreId,stat_goalAssist,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_hitWoodwork
11067526,home,Grêmio,Gabriel Grando,Gabriel Grando,gabriel-grando,G. Grando,G,12,192,1323,M,1111770,EUR,954288000,G,12,12,False,20.0,9.0,17.0,6.0,6.0,7.0,3.0,13.0,5.0,2.0,3.0,90.0,27.0,6.9,11.0,0.0,0.0,0.00028072,0,0.8706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067526,home,Grêmio,Bruno Uvini,,bruno-uvini,Bruno Uvini,D,,187,190,M,158267,EUR,675907200,D,15,15,False,25.0,17.0,3.0,,9.0,11.0,8.0,14.0,6.0,,,90.0,37.0,6.6,9.0,0.0313,0.0,0.00299744,1,,4.0,3.0,8.0,3.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11067526,home,Grêmio,Bruno Alves,,bruno-alves,B. Alves,D,3,184,261,M,551810,EUR,671760000,D,34,34,False,22.0,14.0,4.0,,12.0,16.0,2.0,6.0,10.0,,,90.0,36.0,7.2,9.0,0.0,0.0,0.00122475,0,,1.0,3.0,1.0,6.0,,,,2.0,2.0,,,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11067526,home,Grêmio,Walter Kannemann,,walter-kannemann,W. Kannemann,D,4,183,2119,M,249647,EUR,668908800,D,4,4,False,31.0,19.0,6.0,2.0,13.0,15.0,6.0,16.0,6.0,,,90.0,52.0,7.3,12.0,0.083,0.0684,0.00288394,2,,,4.0,2.0,8.0,2.0,,1.0,5.0,5.0,,,,,1.0,,1.0,,True,1.0,3.0,1.0,,,,,,,,,,,,,,,
11067526,home,Grêmio,Fábio,,fabio,Fábio,D,2,172,304,M,40677,EUR,647481600,M,2,2,False,31.0,26.0,2.0,1.0,3.0,4.0,23.0,28.0,1.0,,,51.0,45.0,6.9,8.0,0.06,0.0,0.0208506,1,,,,1.0,5.0,1.0,,,,,,,,,,2.0,1.0,,,,4.0,4.0,,1.0,1.0,,,,,,,,,,,,
11067526,home,Grêmio,Mathias Villasanti,,mathias-villasanti,M. Villasanti,M,20,178,2843,M,1139775,EUR,854064000,M,20,20,False,40.0,38.0,4.0,2.0,14.0,15.0,24.0,25.0,12.0,,,90.0,55.0,6.8,6.0,0.0363,0.0,0.183013,1,,1.0,1.0,8.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,
11067526,home,Grêmio,Felipe Carballo,,felipe-carballo,F. Carballo,M,,177,618,M,805038,EUR,844387200,M,8,8,False,44.0,40.0,2.0,1.0,16.0,17.0,24.0,27.0,9.0,,,84.0,60.0,6.7,9.0,0.0,0.0,0.0402789,0,,1.0,,4.0,2.0,1.0,,,1.0,2.0,,,3.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
11067526,home,Grêmio,Reinaldo,,reinaldo,Reinaldo,D,6,178,2574,M,243109,EUR,622944000,M,22,22,False,30.0,22.0,4.0,2.0,10.0,12.0,13.0,20.0,7.0,,,90.0,64.0,7.5,15.0,0.0908,0.1709,0.118227,2,,4.0,1.0,7.0,4.0,,1.0,,7.0,,1.0,3.0,2.0,1.0,,1.0,,1.0,,1.0,2.0,1.0,,2.0,1.0,,1.0,1.0,,,,,,,,,
11067526,home,Grêmio,Bitello,Bitello,bitello,Bitello,M,10,179,1768,M,1106839,EUR,947203200,F,39,39,False,41.0,37.0,1.0,,5.0,8.0,35.0,36.0,3.0,,,84.0,63.0,7.4,10.0,0.0813,0.0524,0.445381,3,,,,5.0,4.0,2.0,1.0,1.0,,,,6.0,3.0,1.0,,3.0,3.0,,,1.0,,,,3.0,1.0,1.0,3.0,,,,,,,,,,
11067526,home,Grêmio,Franco Cristaldo,,franco-cristaldo,F. Cristaldo,M,10,175,2295,M,558820,EUR,840067200,F,19,19,False,48.0,39.0,2.0,1.0,13.0,14.0,26.0,38.0,7.0,,,63.0,67.0,7.8,17.0,1.02,0.9913,0.0519089,5,,1.0,1.0,3.0,7.0,2.0,,1.0,,,,3.0,2.0,2.0,,3.0,2.0,,,1.0,2.0,2.0,,4.0,3.0,,,1.0,1.0,,,,,,,,
