match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_wonTackle,stat_fouls,stat_shotOffTarget,stat_wasFouled,player_firstName,player_lastName,stat_accurateCross,stat_keyPass,player_sofascoreId,stat_totalContest,stat_bigChanceCreated,stat_totalOffside,captain,stat_bigChanceMissed,stat_goalAssist,stat_wonContest,stat_errorLeadToAShot,stat_punches
11406809,home,Lazio,Christos Mandas,christos-mandas,C. Mandas,G,35,189,1760,M,913762,EUR,1000684800,G,35,35,False,29.0,17.0,19.0,7.0,15.0,18.0,2.0,11.0,4.0,2.0,3.0,90.0,33.0,7.4,12.0,0.00063934,0,0.2301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406809,home,Lazio,Adam Marušić,adam-marusic,A. Marušić,D,77,185,1131,M,267619,EUR,719280000,D,77,77,False,49.0,41.0,5.0,3.0,13.0,15.0,28.0,38.0,9.0,,,90.0,68.0,7.8,14.0,0.0283719,2,,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.2615,0.6528,,,,,,,,,,,,,,,,,,,,,,
11406809,home,Lazio,Nicolò Casale,nicolo-casale,N. Casale,D,16,191,431,M,862697,EUR,887414400,D,15,15,False,71.0,68.0,3.0,3.0,33.0,34.0,35.0,37.0,3.0,,,90.0,78.0,7.4,4.0,0.0258518,1,,,4.0,,7.0,2.0,,1.0,,,2.0,,0.057,,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,
11406809,home,Lazio,Alessio Romagnoli,alessio-romagnoli,A. Romagnoli,D,13,185,1922,M,227864,EUR,789868800,D,13,13,False,83.0,78.0,2.0,1.0,47.0,49.0,31.0,34.0,7.0,,,90.0,93.0,7.4,6.0,0.0150223,2,,,2.0,1.0,4.0,4.0,1.0,,,2.0,,1.0,0.0365,0.2943,1.0,,2.0,,,1.0,1.0,3.0,,,,,,,,,,,,,,
11406809,home,Lazio,Mario Gila Fuentes,mario-gila-fuentes,M. Gila,D,34,183,1766,M,965828,EUR,967507200,D,34,34,False,73.0,68.0,2.0,2.0,23.0,23.0,46.0,51.0,5.0,,,90.0,96.0,7.9,6.0,0.037352,2,,1.0,1.0,1.0,2.0,4.0,1.0,,,1.0,3.0,,0.2162,0.071,,1.0,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,
11406809,home,Lazio,Felipe Anderson,felipe-anderson,F. Anderson,M,7,175,6043,M,152276,EUR,734832000,M,7,7,False,55.0,43.0,4.0,3.0,6.0,10.0,37.0,50.0,2.0,,,90.0,73.0,7.8,20.0,0.0840605,2,,5.0,,,2.0,5.0,1.0,,,1.0,4.0,1.0,0.0352,0.1413,,1.0,,,2.0,,1.0,1.0,,,,3.0,F_Andersoon,1.0,1.0,1.0,,,,,,
11406809,home,Lazio,Danilo Cataldi,danilo-cataldi,D. Cataldi,M,32,180,952,M,317301,EUR,776131200,M,32,32,False,85.0,80.0,6.0,4.0,26.0,26.0,54.0,59.0,5.0,,,80.0,89.0,7.0,5.0,0.0287406,0,,,,,2.0,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,True,,,,,
11406809,home,Lazio,Daichi Kamada,daichi-kamada,D. Kamada,M,18,184,6890,M,794338,EUR,839203200,M,6,6,False,83.0,77.0,3.0,2.0,27.0,29.0,50.0,56.0,4.0,,,80.0,97.0,7.4,9.0,0.0840303,2,,2.0,,,2.0,3.0,,1.0,,2.0,3.0,1.0,0.0977,,,,,,2.0,2.0,1.0,,,,,1.0,kamadadaichi,,,,,,,,,
11406809,home,Lazio,Mattia Zaccagni,mattia-zaccagni,M. Zaccagni,M,10,176,4751,M,293581,EUR,803260800,M,20,20,False,31.0,26.0,1.0,1.0,3.0,3.0,24.0,37.0,3.0,,,84.0,55.0,7.1,20.0,0.209209,0,,9.0,,,3.0,2.0,,,,,,3.0,,,,1.0,1.0,,,,,2.0,,,1.0,4.0,,2.0,,,,,,,,
11406809,home,Lazio,Valentín Castellanos,valentin-castellanos,V. Castellanos,F,11,179,10645,M,877013,EUR,907372800,F,19,19,False,12.0,7.0,,,1.0,2.0,6.0,12.0,1.0,,,58.0,20.0,6.3,8.0,0.0264264,3,,2.0,2.0,1.0,6.0,2.0,,1.0,,,,1.0,0.3118,,3.0,,1.0,,,1.0,2.0,1.0,,,,,tatycastellanos11,,,,,1.0,,,,
11406809,home,Lazio,Pedro,pedro,Pedro,F,9,167,5026,M,35428,EUR,554428800,F,9,9,False,27.0,24.0,1.0,,6.0,7.0,18.0,22.0,5.0,,,57.0,36.0,6.9,8.0,0.0250352,0,,2.0,,,4.0,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,2.0,,1.0,,,,1.0,Pedro,1.0,,,,,,,,
11406809,home,Lazio,Gustav Isaksen,gustav-isaksen,G. Isaksen,M,18,181,3333,M,976381,EUR,987638400,F,18,18,True,10.0,9.0,1.0,,,1.0,9.0,12.0,2.0,,,33.0,16.0,6.7,6.0,0.0154503,0,,3.0,,,2.0,1.0,,,,,,2.0,,,,,,,,2.0,,1.0,,,,2.0,,,,,,,,,,
11406809,home,Lazio,Ciro Immobile,ciro-immobile,C. Immobile,F,36,185,15127,M,45923,EUR,635472000,F,17,17,True,8.0,6.0,,,,,6.0,8.0,1.0,,,32.0,12.0,6.8,4.0,0.0446971,0,,,,1.0,1.0,2.0,,,,1.0,1.0,2.0,,,,,,,1.0,1.0,,,,,,1.0,ciroimmobile17,,,,,,,,,
11406809,home,Lazio,Mattéo Guendouzi,matteo-guendouzi,M. Guendouzi,M,6,185,7016,M,852404,EUR,924048000,M,8,8,True,11.0,10.0,2.0,2.0,4.0,4.0,6.0,8.0,2.0,,,10.0,13.0,7.4,2.0,0.37043,0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,MatteoGuendouzi,,1.0,,,,1.0,,,
11406809,home,Lazio,Matías Vecino,matias-vecino,M. Vecino,M,15,187,1431,M,158615,EUR,682992000,M,5,5,True,10.0,10.0,1.0,1.0,4.0,4.0,6.0,6.0,4.0,,,10.0,13.0,6.8,,0.00608198,1,,,,,,1.0,,,,,1.0,,0.0408,,,,,,,,1.0,,,,,,,,,,,,,,,
