match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_accurateLongBalls,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_shotOffTarget,stat_wonTackle,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_interceptionWon,stat_fouls,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,stat_wasFouled,stat_penaltyWon,player_sofascoreId,stat_penaltyMiss,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_goalsPrevented,stat_clearanceOffLine,stat_outfielderBlock,stat_lastManTackle,stat_penaltyConceded
11388402,home,Feyenoord,Justin Bijlow,bijlow-justin,J. Bijlow,G,16,190,1386,M,556696,EUR,885427200,G,1,1,False,20.0,18.0,1.0,18.0,19.0,1.0,2.0,2.0,2.0,1.0,7.0,1.0,1.0,90.0,27.0,6.8,2.0,0.00013229,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388402,home,Feyenoord,Lutsharel Geertruida,lutsharel-geertruida,L. Geertruida,D,6,185,2489,M,856739,EUR,963878400,D,4,4,False,68.0,64.0,1.0,25.0,25.0,43.0,2.0,1.0,,,8.0,,,90.0,81.0,9.1,5.0,0.157512,3,1.0,39.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,0.7644,1.1918,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388402,home,Feyenoord,Gernot Trauner,gernot-trauner,G. Trauner,D,18,183,610,M,121588,EUR,701481600,D,18,18,False,82.0,72.0,6.0,35.0,39.0,43.0,4.0,1.0,,2.0,5.0,,,90.0,95.0,7.5,13.0,0.0549637,1,,37.0,3.0,,1.0,,,,2.0,0.0887,,1.0,True,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
11388402,home,Feyenoord,Thomas Beelen,thomas-beelen,T. Beelen,D,3,190,421,M,1127916,EUR,992217600,D,3,3,False,94.0,87.0,3.0,47.0,50.0,44.0,4.0,,,,8.0,,,90.0,102.0,7.3,10.0,0.0530381,0,,40.0,3.0,,,,,,1.0,,,,,1.0,3.0,3.0,,,,3.0,,,2.0,1.0,,,,,,,,,,,,,,,,,
11388402,home,Feyenoord,Dávid Hancko,david-hancko,D. Hancko,D,17,188,4795,M,807771,EUR,881971200,D,33,33,False,45.0,39.0,1.0,16.0,16.0,31.0,4.0,3.0,,,11.0,,,65.0,66.0,6.7,14.0,0.062732,2,,24.0,7.0,,,1.0,1.0,,2.0,0.1419,0.0557,1.0,,,1.0,2.0,2.0,1.0,1.0,,,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
11388402,home,Feyenoord,Calvin Stengs,calvin-stengs,C. Stengs,M,23,187,1733,M,857480,EUR,913939200,M,10,10,False,36.0,28.0,1.0,3.0,3.0,35.0,2.0,1.0,1.0,,1.0,,,76.0,46.0,7.6,14.0,0.113066,2,,25.0,1.0,,,,1.0,,,0.0484,0.0154,2.0,,1.0,,,,,,2.0,,,,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,
11388402,home,Feyenoord,Ramiz Zerrouki,ramiz-zerrouki,R. Zerrouki,M,6,183,8083,M,989882,EUR,896140800,M,6,6,False,79.0,72.0,4.0,29.0,30.0,50.0,3.0,,,,11.0,,,90.0,89.0,7.3,8.0,0.0775061,0,,43.0,3.0,,,,,,1.0,,,1.0,,3.0,1.0,2.0,,,1.0,,,,1.0,2.0,1.0,,,,,rramizz_,,,,,,,,,,,
11388402,home,Feyenoord,Quinten Timber,quinten-timber,Q. Timber,M,27,177,8611,M,959805,EUR,992736000,M,8,8,False,43.0,33.0,1.0,10.0,10.0,34.0,7.0,2.0,1.0,,1.0,,,65.0,56.0,7.3,14.0,0.110328,1,1.0,23.0,3.0,1.0,,,,,3.0,0.016,,1.0,,,,1.0,1.0,,1.0,1.0,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,
11388402,home,Feyenoord,Igor Paixão,igor-paixao,I. Paixão,F,14,168,12525,M,981815,EUR,962150400,F,14,14,False,33.0,27.0,4.0,3.0,4.0,40.0,3.0,3.0,2.0,,1.0,,,90.0,58.0,8.0,15.0,0.741159,5,1.0,29.0,3.0,,1.0,2.0,3.0,,,0.4821,0.4805,8.0,,2.0,1.0,1.0,,,,2.0,,,2.0,1.0,11.0,5.0,2.0,,,,,,,,,,,,,,
11388402,home,Feyenoord,Ayase Ueda,ueda-ayase,A. Ueda,F,9,182,7469,M,985823,EUR,904262400,F,9,9,False,10.0,7.0,1.0,2.0,2.0,8.0,3.0,1.0,1.0,,,,,65.0,21.0,7.6,6.0,0.046423,4,,5.0,1.0,,1.0,1.0,2.0,1.0,,1.5022,1.5766,1.0,,1.0,,,1.0,1.0,,2.0,,,,,,,1.0,2.0,1.0,bee18,1.0,,,,,,,,,,
11388402,home,Feyenoord,Luka Ivanušec,luka-ivanusec,L. Ivanušec,F,18,175,3285,M,822462,EUR,912038400,F,17,17,False,27.0,21.0,1.0,4.0,4.0,25.0,4.0,4.0,2.0,,3.0,,,57.0,41.0,7.9,10.0,0.0700001,2,,18.0,3.0,,,,2.0,1.0,2.0,0.1687,0.181,2.0,,1.0,1.0,,,,2.0,1.0,,,,1.0,2.0,1.0,,,,LukaIvanusec,,,,,,,,,,,
11388402,home,Feyenoord,Alireza Jahanbakhsh,alireza-jahanbakhsh,A. Jahanbakhsh,M,27,180,3825,M,331837,EUR,745027200,F,7,7,True,15.0,10.0,1.0,,,19.0,4.0,3.0,3.0,,2.0,,,33.0,28.0,7.2,9.0,0.0136165,3,,10.0,,,,,1.0,,1.0,0.294,0.0546,,,,,,,1.0,,,,,1.0,,4.0,,1.0,,,alirezajb,,,,,,,,,,,
11388402,home,Feyenoord,Marcos López,marcos-lopez,M. López,D,15,176,2887,M,883745,EUR,943056000,D,15,15,True,18.0,15.0,1.0,6.0,6.0,12.0,2.0,1.0,1.0,,2.0,,,25.0,26.0,7.4,4.0,0.72516,0,,9.0,,,1.0,,,,1.0,,,3.0,,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,
11388402,home,Feyenoord,Thomas Van den Belt,thomas-van-den-belt,T. V. d. Belt,M,20,181,290,M,945233,EUR,992822400,M,16,16,True,9.0,7.0,,3.0,3.0,6.0,3.0,,,,2.0,,,25.0,11.0,6.8,2.0,0.00460502,1,,4.0,,,,,,,,0.0583,,,,,,2.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,
11388402,home,Feyenoord,Santiago Giménez,santiago-gimenez,S. Giménez,F,7,182,32499,M,892141,EUR,987552000,F,29,29,True,2.0,2.0,,,,2.0,3.0,2.0,2.0,,,,,25.0,11.0,9.2,1.0,0.456362,5,1.0,2.0,1.0,,2.0,1.0,3.0,2.0,,1.2985,1.3772,2.0,,,,1.0,,,,1.0,,,,1.0,,,2.0,,,sant.gimenez,,,,,,,,,,,
11388402,home,Feyenoord,Ondrej Lingr,lingr-ondrej,O. Lingr,M,9,175,293,M,794968,EUR,907718400,M,32,32,True,3.0,3.0,,,,3.0,,,,,1.0,,,14.0,5.0,6.5,1.0,0.00755823,1,,3.0,,,,1.0,1.0,,,0.6569,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
11388402,home,Feyenoord,Kostas Lamprou,kostas-lamprou,K. Lamprou,G,31,176,186,M,42876,EUR,685065600,G,31,31,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388402,home,Feyenoord,Timon Wellenreuther,timon-wellenreuther,T. Wellenreuther,G,22,186,588,M,253875,EUR,817948800,G,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388402,home,Feyenoord,Givairo Read,givairo-read,G. Read,D,26,175,1865,M,1388535,EUR,1149206400,M,26,26,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388402,home,Feyenoord,Yankuba Minteh,minteh-yankuba,Y. Minteh,M,11,180,7047,M,1400106,EUR,1090454400,F,19,19,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minteh01,,,,,,,,,,,
11388402,home,Feyenoord,Leo Sauer,sauer-leo,L. Sauer,M,16,184,1911,M,1150938,EUR,1134691200,F,25,25,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Leo Sauer,,,,,,,,,,,,,,,,,,,,
11388402,away,PEC Zwolle,Jasper Schendelaar,jasper-schendelaar,J. Schendelaar,G,1,182,179,M,856636,EUR,967852800,G,1,1,False,39.0,19.0,30.0,12.0,20.0,19.0,1.0,,,,15.0,,,90.0,58.0,8.6,20.0,0.00213162,0,,7.0,1.0,1.0,,,,,,,,,,10.0,,1.0,,,,,Jasper,Schendelaar,,,,,,1.0,,,,1.0,9.0,1.0,2.0,10.0,-0.0672,,,,
11388402,away,PEC Zwolle,Bram van Polen,bram-van-polen,B. v. Polen,D,,179,52,M,17032,EUR,497836800,D,2,2,False,34.0,29.0,8.0,22.0,24.0,11.0,,,,3.0,7.0,,,90.0,52.0,6.5,10.0,0.0318542,0,,8.0,1.0,,,,,,,,,1.0,True,6.0,,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,
