match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_unsuccessfulTouch,stat_interceptionWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_keyPass,captain,player_lastName,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
14083101,home,Real Sociedad,Mikel Oyarzabal,mikel-oyarzabal,M. Oyarzabal,F,10,181,11730,M,823622,EUR,861580800,F,10,10,False,20.0,11.0,,,1.0,4.0,5.0,7.0,15.0,1.0,2.0,,,,90.0,36.0,6.9,16.0,0.104419,,1,,0.42,0.0,0.22,,,mikel10oyar,,,2.0,11.0,5.0,,2.0,2.0,1.0,,7.0,,2.0,,1.0,,1.0,0.083,-0.16,3.0,,,,,,2.0,,2.0,True,,,,
14083101,home,Real Sociedad,Arsen Zakharyan,arsen-zakharyan,A. Zakharyan,M,21,183,4558,M,1066045,EUR,1053907200,M,21,21,True,14.0,9.0,2.0,1.0,0.0,4.0,6.0,5.0,8.0,1.0,3.0,,,,41.0,27.0,6.3,12.0,0.00182945,,0,,-0.17,-0.37,-0.06,,Arsen Zakharyan,zaha47,2.0,,,3.0,3.0,,3.0,1.0,,,1.0,,3.0,,2.0,,,,,,,,,,1.0,,,,,,,,
14083101,home,Real Sociedad,Pablo Marín,pablo-marin,P. Marín,M,15,178,481,M,1139409,EUR,1057190400,M,28,28,True,8.0,6.0,,,0.0,2.0,2.0,4.0,6.0,,2.0,,,,27.0,12.0,6.4,4.0,0.0351338,,0,,0.09,0.06,-0.05,,Pablo Marín,,,,,3.0,1.0,,,,,1.0,,,,,2.0,1.0,,,,1.0,,,,,,,,,,,,,
14083101,home,Real Sociedad,Takefusa Kubo,kubo-takefusa,T. Kubo,M,14,174,23791,M,880218,EUR,991612800,F,14,14,True,6.0,3.0,,,0.0,,,3.0,6.0,,,,,,27.0,12.0,6.7,4.0,0.00140001,,0,,-0.1,0.12,0.14,,,KuboTake,,,,1.0,4.0,,1.0,1.0,2.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,
14083101,home,Real Sociedad,Aihen Muñoz,aihen-munoz,A. Muñoz,D,3,175,419,M,966441,EUR,871689600,D,3,3,True,5.0,2.0,1.0,,0.0,1.0,2.0,1.0,3.0,1.0,1.0,,,,8.0,10.0,6.6,5.0,0.00027795,,0,,0.02,0.03,0.13,,,,1.0,,2.0,2.0,2.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
14083101,home,Real Sociedad,Mikel Goti,mikel-goti,M. Goti,M,25,185,158,M,1136702,EUR,1022112000,M,22,22,True,3.0,1.0,1.0,,0.0,,1.0,1.0,2.0,,1.0,,,,8.0,6.0,6.3,4.0,0.00066601,,0,,-0.07,-0.1,-0.01,,,,,,1.0,4.0,1.0,,,,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,
14083101,home,Real Sociedad,Unai Marrero,unai-marrero,U. Marrero,G,13,187,278,M,1094782,EUR,1002585600,G,13,13,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,Unai Marrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083101,home,Real Sociedad,Álvaro Odriozola,alvaro-odriozola,Á. Odriozola,D,20,175,2582,M,353250,EUR,818899200,D,20,20,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083101,home,Real Sociedad,Duje Ćaleta-Car,duje-caleta-car,D. Ćaleta-Car,D,16,192,2892,M,257091,EUR,842918400,D,16,16,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083101,home,Real Sociedad,Aritz Elustondo,aritz-elustondo,A. Elustondo,D,6,178,410,M,785468,EUR,764812800,D,6,6,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083101,home,Real Sociedad,Luka Sučić,luka-sucic,L. Sučić,M,24,185,6267,M,949156,EUR,1031443200,M,24,24,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,luka_sucic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083101,home,Real Sociedad,Beñat Turrientes,benat-turrientes,B. Turrientes,M,8,179,748,M,980410,EUR,1012435200,M,8,8,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083101,home,Real Sociedad,Umar Sadiq,umar-sadiq,U. Sadiq,F,6,192,2879,M,754710,EUR,854841600,F,15,15,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083101,away,Athletic Club,Unai Simón,unai-simon,U. Simón,G,1,189,6832,M,797291,EUR,865987200,G,1,1,False,35.0,23.0,22.0,10.0,0.0,19.0,23.0,4.0,12.0,1.0,5.0,,2.0,2.0,90.0,39.0,7.2,12.0,0.00526889,0.6251,0,0.2959,0.09,0.02,-0.35,0.49,,unai_simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
14083101,away,Athletic Club,Andoni Gorosabel,andoni-gorosabel,A. Gorosabel,D,2,174,530,M,866810,EUR,839116800,D,2,2,False,38.0,27.0,5.0,2.0,1.0,12.0,18.0,15.0,20.0,4.0,1.0,,,,83.0,77.0,6.6,21.0,0.211683,,0,,0.03,0.33,-0.41,,,,1.0,,3.0,5.0,6.0,1.0,2.0,2.0,,,1.0,,3.0,,3.0,1.0,,,,1.0,,,,,,,,1.0,,,,,
14083101,away,Athletic Club,Daniel Vivian,daniel-vivian,D. Vivian,D,3,183,3110,M,910978,EUR,931132800,D,3,3,False,47.0,38.0,6.0,,0.0,26.0,27.0,12.0,20.0,8.0,2.0,,,,90.0,64.0,6.5,11.0,0.00468404,,1,,0.18,0.03,-0.44,,,,,,2.0,3.0,6.0,,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,0.1697,0.13,,1.0,,0.4106,,,,,,,,,,1.0
14083101,away,Athletic Club,Aymeric Laporte,aymeric-laporte,A. Laporte,D,14,191,10335,M,149734,EUR,769996800,D,14,14,False,40.0,36.0,4.0,3.0,0.0,27.0,27.0,9.0,13.0,12.0,4.0,,,,90.0,59.0,6.9,5.0,0.00373394,,0,,0.05,0.08,-0.21,,,laporte27,,,6.0,3.0,9.0,1.0,1.0,,2.0,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,
14083101,away,Athletic Club,Yuri Berchiche,yuri-berchiche,Y. Berchiche,D,17,181,1146,M,84531,EUR,634608000,D,17,17,False,35.0,30.0,2.0,1.0,0.0,16.0,18.0,14.0,17.0,2.0,7.0,,,,90.0,53.0,6.4,7.0,0.146886,,2,,0.27,0.24,-0.36,,,,1.0,,2.0,5.0,5.0,,2.0,2.0,1.0,2.0,2.0,,,2.0,,,1.0,0.0566,-0.36,1.0,1.0,,0.0733,,,,,2.0,True,,,,
14083101,away,Athletic Club,Mikel Jauregizar,mikel-jauregizar,M. Jauregizar,M,18,177,1766,M,1495844,EUR,1068681600,M,18,18,False,28.0,23.0,3.0,1.0,0.0,8.0,9.0,15.0,19.0,,2.0,,,,90.0,41.0,6.9,8.0,0.173877,,0,,0.33,0.0,-0.24,,,,2.0,1.0,2.0,4.0,8.0,2.0,4.0,2.0,2.0,,2.0,,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,
14083101,away,Athletic Club,Iñigo Ruiz de Galarreta,inigo-ruiz-de-galarreta,I. R. d. Galarreta,M,16,174,944,M,96365,EUR,744595200,M,16,16,False,35.0,30.0,4.0,3.0,0.0,11.0,11.0,19.0,24.0,,7.0,,,,68.0,47.0,7.0,7.0,0.0461552,,2,,0.22,0.08,-0.09,,,,,,1.0,5.0,9.0,,3.0,1.0,5.0,3.0,1.0,,1.0,,,,1.0,0.1117,0.01,1.0,,,,1.0,,,,,,,,,
14083101,away,Athletic Club,Álex Berenguer,alex-berenguer,Á. Berenguer,M,7,175,1919,M,592012,EUR,804816000,M,7,7,False,21.0,14.0,5.0,2.0,0.0,3.0,6.0,11.0,15.0,,2.0,,,,90.0,37.0,6.6,16.0,0.144604,,0,,0.31,0.25,-0.29,,,,8.0,2.0,2.0,7.0,4.0,2.0,,,2.0,,3.0,,1.0,,,,,,,2.0,,,,,1.0,,,3.0,,,,,
14083101,away,Athletic Club,Oihan Sancet,oihan-sancet,O. Sancet,M,8,188,3356,M,966801,EUR,956620800,M,8,8,False,19.0,11.0,2.0,1.0,0.0,9.0,12.0,2.0,7.0,,1.0,,,,53.0,28.0,6.6,11.0,0.00332595,,1,,-0.06,0.0,-0.11,,,,,,2.0,3.0,7.0,,2.0,1.0,1.0,,2.0,,1.0,,2.0,2.0,1.0,0.0279,-0.12,1.0,,,,,,,,,,,,,
14083101,away,Athletic Club,Robert Navarro,robert-navarro,R. Navarro,M,23,178,940,M,944165,EUR,1018569600,M,23,23,False,15.0,13.0,,,0.0,1.0,1.0,12.0,14.0,2.0,2.0,,,,90.0,42.0,6.9,16.0,0.00849023,,2,,-0.23,0.03,-0.09,,,,1.0,,,10.0,4.0,,1.0,1.0,2.0,2.0,2.0,,5.0,,2.0,1.0,,0.4387,0.53,5.0,1.0,1.0,0.3914,1.0,,1.0,,1.0,,,,,
14083101,away,Athletic Club,Gorka Guruzeta,gorka-guruzeta,G. Guruzeta,F,11,188,2498,M,605672,EUR,842486400,F,11,11,False,25.0,16.0,1.0,,0.0,9.0,10.0,7.0,15.0,1.0,2.0,,,,90.0,35.0,7.3,11.0,0.00795217,,2,,-0.34,0.01,0.13,,,,,,3.0,5.0,5.0,,,,2.0,,5.0,,2.0,,,,1.0,0.1497,0.49,,1.0,1.0,0.1763,,,,,,,,,,
14083101,away,Athletic Club,Nico Williams,nico-williams,N. Williams,M,10,180,84836,M,1085400,EUR,1026432000,F,10,10,True,12.0,9.0,1.0,,0.0,1.0,2.0,8.0,10.0,,,,,,37.0,25.0,6.1,11.0,0.0302252,,1,,-0.18,0.03,-0.01,,,NicoWill,1.0,,,6.0,2.0,,,,2.0,,1.0,,2.0,,2.0,,1.0,0.0456,-0.19,3.0,,,,,,,,,,,,,
14083101,away,Athletic Club,Alejandro Rego,rego-mora-alejandro,A. R. Mora,M,30,192,517,M,2110897,EUR,1055289600,M,30,30,True,5.0,5.0,,,0.0,4.0,4.0,1.0,1.0,,1.0,,,,22.0,9.0,6.8,,0.00037202,,0,,0.02,,0.0,,,,,,1.0,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14083101,away,Athletic Club,Jesús Areso,jesus-areso,J. Areso,D,12,183,656,M,910267,EUR,930873600,D,12,12,True,2.0,1.0,,,0.0,,,1.0,2.0,1.0,,,,,16.0,7.0,6.3,3.0,6.744e-05,,0,,0.01,,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083101,away,Athletic Club,Alex Padilla,padilla-alex,Á. Padilla,G,27,190,1431,M,1155116,EUR,1062374400,G,27,27,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,Álex Padilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083101,away,Athletic Club,Aitor Paredes,aitor-paredes,A. Paredes,D,4,186,1132,M,959872,EUR,956966400,D,4,4,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083101,away,Athletic Club,Adama Boiro,adama-boiro,A. Boiro,D,19,182,1918,M,1398511,EUR,1024704000,D,19,19,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,Adama Boiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083101,away,Athletic Club,Mikel Vesga,mikel-vesga,M. Vesga,M,6,191,504,M,359742,EUR,734227200,M,6,6,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083101,away,Athletic Club,Unai Gómez,unai-gomez,U. Gómez,M,20,183,803,M,1391375,EUR,1053820800,M,20,20,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083101,away,Athletic Club,Selton Sanchez,selton-sanchez,S. Sánchez,M,44,185,436,M,1953923,EUR,1171929600,M,44,44,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083101,away,Athletic Club,Nico Serrano,nico-serrano,N. Serrano,M,22,178,446,M,1019318,EUR,1046822400,F,22,22,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083101,away,Athletic Club,Urko Izeta,urko-izeta,U. Izeta,F,25,175,415,M,1430667,EUR,938563200,F,25,25,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,Urko Izeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
