match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_clearanceOffLine,stat_wonTackle,stat_aerialLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_blockedScoringAttempt,stat_dispossessed,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_lastManTackle,stat_errorLeadToAGoal,stat_bigChanceMissed,stat_hitWoodwork
11408394,home,Portimonense SAD,Kosuke Nakamura,kosuke-nakamura,K. Nakamura,G,23,185,357,M,155775,EUR,793843200,G,32,32,False,29.0,16.0,25.0,12.0,4.0,6.0,12.0,23.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,2.0,90.0,39.0,6.7,13.0,0.00252478,0,-0.3836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408394,home,Portimonense SAD,Igor Formiga,igor-formiga,Igor Formiga,D,32,175,266,M,1009030,EUR,915753600,D,33,33,False,32.0,22.0,3.0,2.0,10.0,14.0,12.0,20.0,3.0,6.0,,8.0,,,,,68.0,52.0,6.6,18.0,0.266687,0,,,,2.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
11408394,home,Portimonense SAD,Pedrão,pedrao,Pedrão,D,44,194,152,M,931811,EUR,862617600,D,44,44,False,36.0,27.0,8.0,3.0,18.0,18.0,9.0,18.0,1.0,7.0,,4.0,,,,,90.0,51.0,7.4,11.0,0.00371627,0,,,,,2.0,,,,2.0,1.0,2.0,,4.0,2.0,,True,1.0,2.0,,,,,,,,,,,,,,,,
11408394,home,Portimonense SAD,Alemão,alemao,Alemão,D,43,194,174,M,1199402,EUR,1036540800,D,43,43,False,46.0,34.0,14.0,5.0,23.0,26.0,11.0,20.0,1.0,2.0,5.0,5.0,,,,,90.0,58.0,7.6,12.0,0.00497868,2,,Alemão,,,4.0,,,,2.0,1.0,,,1.0,1.0,1.0,,,,3.0,1.0,1.0,1.0,0.2116,0.1169,,,,,,,,,,
11408394,home,Portimonense SAD,Gonçalo Costa,goncalo-costa,G. Costa,D,20,170,81,M,1087354,EUR,950832000,D,18,18,False,23.0,19.0,4.0,2.0,10.0,11.0,9.0,12.0,1.0,3.0,2.0,5.0,,,,,68.0,36.0,6.5,7.0,0.00752627,1,,,,,1.0,,1.0,,,1.0,,1.0,2.0,,,,,,,1.0,,,0.0122,,,,,,,,,,,
11408394,home,Portimonense SAD,Taichi Fukui,taichi-fukui,T. Fukui,M,21,177,1092,M,1105857,EUR,1089849600,M,8,8,False,22.0,17.0,4.0,1.0,5.0,6.0,13.0,17.0,1.0,1.0,1.0,1.0,,,,,82.0,28.0,6.5,6.0,0.0395602,1,,,,1.0,2.0,2.0,,,,1.0,,,,,1.0,,,,,,,,0.0221,,1.0,1.0,,,,,,,,
11408394,home,Portimonense SAD,Lucas Ventura,lucas-ventura,Lucas Ventura,M,25,180,163,M,879934,EUR,895536000,M,25,25,False,29.0,26.0,2.0,,16.0,17.0,10.0,12.0,,11.0,,4.0,,,,,90.0,48.0,7.2,7.0,0.00970081,1,,,,,4.0,1.0,,,,1.0,9.0,2.0,2.0,1.0,1.0,,,6.0,,,,,0.0183,,,1.0,2.0,,,,,,,
11408394,home,Portimonense SAD,Hildeberto Pereira,hildeberto-pereira,H. Pereira,F,14,175,109,M,352880,EUR,825724800,M,10,10,False,18.0,11.0,,,1.0,3.0,10.0,16.0,2.0,3.0,,3.0,,,,,73.0,30.0,6.3,11.0,0.0178968,1,,,,1.0,5.0,1.0,2.0,,,1.0,,,1.0,1.0,,,,,,,1.0,,0.197,0.0884,,,1.0,1.0,,,,,,
11408394,home,Portimonense SAD,Carlinhos,carlinhos,Carlinhos,M,11,179,118,M,244787,EUR,772243200,M,11,11,False,35.0,27.0,3.0,1.0,10.0,11.0,20.0,31.0,1.0,4.0,1.0,1.0,,,,,90.0,53.0,8.0,15.0,0.28102,1,,,,7.0,5.0,1.0,2.0,1.0,,,1.0,2.0,1.0,1.0,3.0,,,,2.0,,,,0.0153,,3.0,1.0,,,2.0,2.0,,,,
11408394,home,Portimonense SAD,Hélio Varela,varela-helio,H. Varela,F,29,176,603,M,1094395,EUR,1020384000,M,77,77,False,23.0,18.0,1.0,1.0,6.0,6.0,14.0,21.0,3.0,9.0,1.0,4.0,,,,,90.0,45.0,6.7,15.0,0.123958,2,,,,4.0,9.0,1.0,6.0,4.0,,,1.0,3.0,1.0,1.0,2.0,,,1.0,2.0,1.0,,,0.049,,2.0,1.0,3.0,,,,,,,
