match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalContest,stat_shotOffTarget,stat_unsuccessfulTouch,stat_expectedGoals,stat_shotValueNormalized,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_keyPass,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,stat_errorLeadToAShot,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
14065161,home,Borussia Dortmund,Gregor Kobel,gregor-kobel,G. Kobel,G,1,193,6864,M,gregorkobel,556866,EUR,881366400,G,1,1,False,46.0,27.0,28.0,10.0,0.0,21.0,26.0,6.0,20.0,1.0,1.0,12.0,1.0,3.0,90.0,50.0,7.7,19.0,0.00841264,103.80692025219,13.0,88.095,20.685,0.5049,0,0.9237,0.17,0.03,0.17,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065161,home,Borussia Dortmund,Aarón Anselmino,anselmino-aaron,A. Anselmino,D,5,186,12022,M,,1500263,EUR,1114732800,D,28,28,False,32.0,27.0,3.0,2.0,0.0,13.0,13.0,14.0,19.0,3.0,5.0,3.0,,,90.0,46.0,7.0,5.0,0.010178,70.361080629478,6.0,62.895,25.83,,0,,0.02,0.06,0.21,,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14065161,home,Borussia Dortmund,Waldemar Anton,waldemar-anton,W. Anton,D,3,189,2193,M,,799046,EUR,837820800,D,3,3,False,46.0,39.0,9.0,4.0,0.0,27.0,30.0,12.0,16.0,,2.0,5.0,,,90.0,65.0,7.3,10.0,0.00878611,101.09196951114,14.0,0.315,10.185,,1,,0.12,0.04,0.27,,2.0,6.0,,5.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0783,-0.36,,,,,,,,,,,,,,,,,,,,
14065161,home,Borussia Dortmund,Nico Schlotterbeck,nico-schlotterbeck,N. Schlotterbeck,D,4,191,10353,M,nico.schlotterbeck,940871,EUR,944006400,D,4,4,False,64.0,55.0,12.0,8.0,0.0,37.0,40.0,18.0,24.0,,1.0,2.0,,,90.0,78.0,8.8,10.0,0.0154641,67.167835679412,9.0,53.34,18.165,,1,,0.3,0.04,0.15,,2.0,7.0,1.0,5.0,,,4.0,3.0,1.0,,,,,0.0313,0.52,True,1.0,1.0,0.1535,,,,,,,,,,,,,,,,
14065161,home,Borussia Dortmund,Yan Couto,couto-yan,Y. Couto,D,2,169,7173,M,yan.couto,1002813,EUR,1023062400,M,2,2,False,39.0,26.0,3.0,,1.0,5.0,10.0,21.0,29.0,2.0,6.0,5.0,,,89.0,80.0,7.9,27.0,0.877766,185.9680453889,12.0,83.79,36.12,,0,,0.9,0.17,-0.04,,1.0,5.0,1.0,2.0,,1.0,2.0,2.0,,,4.0,,1.0,,,,,,,,,8.0,2.0,1.0,2.0,2.0,2.0,,,,,,,,
14065161,home,Borussia Dortmund,Marcel Sabitzer,marcel-sabitzer,M. Sabitzer,M,20,177,8484,M,marcel7sabitzer,133908,EUR,763862400,M,20,20,False,32.0,20.0,3.0,,0.0,6.0,8.0,14.0,24.0,,2.0,3.0,,,90.0,39.0,6.8,14.0,0.260139,56.052731430049,6.0,27.93,20.055,,0,,0.29,0.02,-0.04,,,2.0,1.0,1.0,,1.0,2.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,
14065161,home,Borussia Dortmund,Felix Nmecha,nmecha-felix,F. Nmecha,M,8,190,3992,M,,907463,EUR,971136000,M,8,8,False,34.0,27.0,4.0,1.0,1.0,14.0,16.0,13.0,18.0,1.0,8.0,4.0,,,89.0,51.0,6.9,11.0,0.146483,72.678027677248,10.0,24.675,14.91,,1,,0.28,0.05,-0.03,,,4.0,3.0,2.0,,2.0,2.0,1.0,1.0,3.0,1.0,,3.0,0.0306,-0.05,,,,,,,,,1.0,1.0,,2.0,1.0,,,,,,,
14065161,home,Borussia Dortmund,Daniel Svensson,daniel-svensson,D. Svensson,M,24,183,3298,M,,1021272,EUR,1013472000,M,24,24,False,23.0,18.0,1.0,,0.0,8.0,10.0,10.0,13.0,1.0,3.0,4.0,,,90.0,46.0,6.7,11.0,0.0358829,12.104649028986,2.0,6.09,8.085,,1,,0.0,0.04,-0.03,,,3.0,2.0,4.0,,,1.0,1.0,1.0,,1.0,,,0.0713,-0.28,,1.0,,0.57,,,8.0,2.0,,1.0,,,,,,,,,,
14065161,home,Borussia Dortmund,Karim Adeyemi,karim-adeyemi,K. Adeyemi,F,27,177,17028,M,karim_adeyemi,940054,EUR,1011312000,F,27,27,False,12.0,11.0,,,0.0,2.0,2.0,9.0,10.0,3.0,10.0,1.0,,,80.0,29.0,6.2,14.0,0.0471971,71.885666078609,6.0,49.77,20.685,,0,,0.03,0.09,-0.03,,1.0,3.0,,,,,,,2.0,1.0,4.0,,5.0,,,,,,,,,1.0,,2.0,,,,,,,,,,,
14065161,home,Borussia Dortmund,Julian Brandt,julian-brandt,J. Brandt,M,10,186,9499,M,julianbrandt,226978,EUR,830995200,F,10,10,False,14.0,12.0,1.0,,0.0,4.0,5.0,8.0,9.0,,1.0,3.0,,,80.0,22.0,7.4,6.0,0.0106971,30.034643564219,4.0,-5.88,8.925,,2,,-0.03,-0.23,-0.01,,,1.0,,,,,,,,,2.0,,2.0,0.787,0.48,,2.0,1.0,0.9994,,,1.0,,,1.0,,,,,,,,,,
14065161,home,Borussia Dortmund,Serhou Guirassy,serhou-guirassy,S. Guirassy,F,9,187,50480,M,guirassy19off,328027,EUR,826588800,F,9,9,False,22.0,17.0,,,0.0,8.0,10.0,9.0,12.0,3.0,4.0,3.0,,,89.0,37.0,6.6,10.0,0.0245493,42.436604319034,4.0,-18.9,4.83,,2,,0.04,0.11,-0.07,,6.0,8.0,,2.0,,,,,1.0,1.0,1.0,1.0,5.0,0.2651,-0.54,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,
