match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_totalTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_aerialWon,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_aerialLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_challengeLost,stat_hitWoodwork,stat_totalOffside,stat_errorLeadToAGoal
12421125,home,KAA Gent,Daniel Schmidt,daniel-schmidt,D. Schmidt,G,1,196,258,M,997499,EUR,697075200,G,1,1,False,34.0,25.0,12.0,3.0,0.0,25.0,25.0,9.0,1.0,1.0,1.0,7.0,1.0,1.0,4.0,5.0,1.0,90.0,48.0,8.2,9.0,0.00010935,0,2.0661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421125,home,KAA Gent,Matisse Samoise,matisse-samoise,M. Samoise,M,18,180,256,M,1046245,EUR,1006300800,D,18,18,False,23.0,17.0,6.0,4.0,0.0,9.0,11.0,15.0,5.0,2.0,2.0,4.0,2.0,,,,,45.0,46.0,7.5,12.0,0.0548387,2,,,,9.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0315,1.0,,,,,,,,,,,,,,,,
12421125,home,KAA Gent,Tsuyoshi Watanabe,tsuyoshi-watanabe,T. Watanabe,D,4,187,1372,M,942213,EUR,855100800,D,4,4,False,66.0,60.0,8.0,3.0,0.0,50.0,51.0,15.0,4.0,2.0,2.0,3.0,1.0,,,,,90.0,77.0,8.3,7.0,0.00985739,2,,,,10.0,,,,,,,1.0,,,0.1406,1.0,True,3.0,2.0,1.0,1.0,0.7531,,,,,,,,,,
12421125,home,KAA Gent,Jordan Torunarigha,jordan-torunarigha,J. Torunarigha,D,25,189,608,M,801003,EUR,870912000,D,23,23,False,64.0,51.0,12.0,5.0,0.0,38.0,41.0,23.0,4.0,2.0,3.0,4.0,,,,,,90.0,76.0,7.1,15.0,0.0418981,0,,,,13.0,,,4.0,,,,1.0,1.0,,,,,2.0,,,,,3.0,1.0,1.0,1.0,,,,,,
12421125,home,KAA Gent,Archie Brown,brown-archie,A. Brown,D,3,190,3096,M,1009738,EUR,1022544000,D,3,3,False,37.0,32.0,5.0,2.0,0.0,13.0,15.0,26.0,2.0,1.0,1.0,6.0,,,,,,86.0,66.0,7.5,16.0,0.192917,2,,,,20.0,4.0,1.0,6.0,,1.0,,2.0,,1.0,0.0729,2.0,,1.0,1.0,1.0,,0.3898,,2.0,4.0,1.0,1.0,,,,,
12421125,home,KAA Gent,Mathias Delorge,mathias-delorge-knieper,M. Delorge,M,17,189,582,M,1124749,EUR,1091232000,M,16,16,False,55.0,48.0,8.0,5.0,2.0,23.0,25.0,35.0,1.0,,,7.0,,,,,,90.0,70.0,7.9,15.0,0.083662,1,,Mathias Delorge-Knieper,,26.0,5.0,1.0,3.0,,,,2.0,,,0.0584,5.0,,1.0,1.0,,,0.1544,1.0,1.0,1.0,,,,,,,
12421125,home,KAA Gent,Atsuki Ito,atsuki-ito,A. Ito,M,15,185,595,M,1034816,EUR,902793600,M,15,15,False,43.0,35.0,7.0,1.0,0.0,16.0,19.0,24.0,4.0,,,2.0,1.0,,,,,90.0,52.0,6.5,9.0,0.123175,1,,Atsuki Ito,,19.0,,,7.0,,,,1.0,1.0,3.0,0.1793,,,1.0,1.0,,,0.4076,4.0,,1.0,1.0,,1.0,,,,
12421125,home,KAA Gent,Noah Fadiga,fadiga-noah,N. Fadiga,M,27,187,700,M,960437,EUR,944179200,M,22,22,False,5.0,3.0,,,0.0,,1.0,4.0,1.0,,1.0,1.0,1.0,,,,,38.0,10.0,6.6,3.0,0.00058815,0,,,,3.0,,,3.0,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,
12421125,home,KAA Gent,Omri Gandelman,omri-gandelman,O. Gandelman,M,16,188,1075,M,1019125,EUR,958435200,M,6,6,False,20.0,16.0,,,0.0,2.0,2.0,18.0,8.0,,1.0,2.0,7.0,,,,,90.0,39.0,7.1,5.0,0.0285351,4,,Omri Gandelman,,14.0,,,5.0,3.0,,6.0,,,1.0,1.1617,,,,1.0,,,0.1537,2.0,1.0,1.0,1.0,,2.0,1.0,,,
12421125,home,KAA Gent,Momodou Sonko,momodou-sonko,M. Sonko,M,11,176,575,M,1135616,EUR,1107129600,M,11,11,False,21.0,17.0,3.0,2.0,0.0,2.0,2.0,19.0,4.0,,,3.0,,,,,,78.0,35.0,7.5,10.0,0.0433718,2,,Momodou Sonko,,15.0,,,4.0,2.0,,,3.0,,,0.3825,1.0,,,,,,,1.0,1.0,5.0,4.0,1.0,,1.0,2.0,,
