match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_interceptionWon,stat_aerialLost,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_wasFouled,stat_expectedGoalsOnTarget,stat_dispossessed,stat_crossNotClaimed,stat_lastManTackle,stat_outfielderBlock,stat_goals,stat_totalOffside
14035844,home,KVC Westerlo,Andreas Jungdal,,,andreas-jungdal,A. Jungdal,G,99,195.0,289,M,963038,EUR,1014336000,G,99,99,False,16.0,11.0,10.0,5.0,0.0,7.0,7.0,4.0,9.0,7.0,1.0,2.0,2.0,90.0,24.0,7.3,6.0,0.00457428,0.54,0,0.3555,0.11,0.01,0.14,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035844,home,KVC Westerlo,Bryan Reynolds,,,bryan-reynolds,B. Reynolds,D,22,185.0,426,M,862075,EUR,993686400,D,22,22,False,46.0,38.0,2.0,1.0,0.0,15.0,16.0,23.0,30.0,6.0,,,,90.0,69.0,7.0,14.0,0.148071,,1,,0.38,0.12,-0.07,,2.0,3.0,3.0,5.0,1.0,2.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,0.2249,1.0,-0.52,,,,,,,,,,,,,,,,,
14035844,home,KVC Westerlo,Emin Bayram,,,emin-bayram,E. Bayram,D,40,193.0,768,M,997153,EUR,1049241600,D,40,40,False,57.0,49.0,8.0,2.0,0.0,32.0,35.0,17.0,22.0,2.0,,,,90.0,70.0,6.7,9.0,0.00984158,,0,,0.26,0.09,0.0,,,2.0,1.0,3.0,1.0,,,,7.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
14035844,home,KVC Westerlo,Roman Neustädter,,,roman-neustadter,R. Neustädter,D,33,190.0,122,M,38471,EUR,572140800,D,33,33,False,22.0,21.0,3.0,2.0,0.0,17.0,17.0,4.0,5.0,1.0,,,,45.0,30.0,7.0,2.0,0.00170714,,0,,0.07,0.36,0.15,,,1.0,2.0,2.0,1.0,,,,4.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
14035844,home,KVC Westerlo,Tuur Rommens,,,rommens-tuur,T. Rommens,D,25,185.0,329,M,1130011,EUR,1048636800,D,25,25,False,39.0,30.0,3.0,,0.0,17.0,18.0,13.0,21.0,4.0,,,,90.0,80.0,7.2,17.0,0.370813,,2,,0.51,0.47,-0.12,,2.0,4.0,5.0,9.0,3.0,1.0,1.0,1.0,9.0,4.0,3.0,5.0,,0.382,2.0,-0.61,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,
14035844,home,KVC Westerlo,Doğucan Haspolat,,,dogucan-haspolat,D. Haspolat,M,34,177.0,454,M,846087,EUR,950227200,M,34,34,False,41.0,35.0,2.0,,0.0,16.0,18.0,19.0,23.0,7.0,,,,90.0,66.0,6.6,14.0,0.0952786,,3,,0.19,0.19,0.13,,8.0,1.0,4.0,4.0,1.0,1.0,,1.0,2.0,2.0,2.0,,,0.0796,2.0,0.25,2.0,2.0,2.0,,1.0,1.0,True,1.0,1.0,1.0,0.1205,,,,,,
14035844,home,KVC Westerlo,Thomas Van den Keybus,,,thomas-van-den-keybus,T. V. d. Keybus,M,39,179.0,112,M,997164,EUR,988156800,M,39,39,False,28.0,24.0,1.0,,0.0,11.0,13.0,13.0,15.0,5.0,,,,90.0,47.0,7.4,9.0,0.0394848,,3,,0.11,0.39,0.16,,1.0,1.0,1.0,8.0,1.0,2.0,,,1.0,3.0,3.0,4.0,,0.1826,1.0,-0.44,1.0,,,2.0,,2.0,,1.0,,2.0,0.1128,,,,,,
14035844,home,KVC Westerlo,Griffin Yow,,,griffin-yow,G. Yow,M,18,173.0,283,M,979808,EUR,1032912000,M,18,18,False,8.0,6.0,,,0.0,2.0,3.0,4.0,5.0,,,,,45.0,15.0,6.9,4.0,0.0545391,,1,,0.21,0.07,0.21,,,,4.0,2.0,,1.0,,,1.0,1.0,1.0,1.0,2.0,0.0803,1.0,-0.39,,1.0,,,,1.0,,,,1.0,,,,,,,
14035844,home,KVC Westerlo,Isa Sakamoto,Issai Sakamoto,,isa-sakamoto,I. Sakamoto,M,13,174.0,492,M,1126245,EUR,1061856000,M,13,13,False,28.0,25.0,,,0.0,12.0,12.0,13.0,16.0,7.0,,,,87.0,38.0,6.3,6.0,0.0711232,,1,,0.08,0.48,-0.15,,,,8.0,2.0,2.0,3.0,,1.0,,,,1.0,4.0,0.0961,3.0,-0.52,1.0,,,2.0,,,,,,,,1.0,,,,,
14035844,home,KVC Westerlo,Josimar Alcócer,,,josimar-alcocer,J. Alcócer,M,77,185.0,655,M,1131598,EUR,1089158400,M,77,77,False,19.0,14.0,,,0.0,6.0,7.0,8.0,12.0,4.0,,,,72.0,37.0,6.2,14.0,0.145873,,2,,0.19,0.33,-0.01,,1.0,,10.0,1.0,1.0,3.0,,2.0,1.0,1.0,,2.0,1.0,0.035,1.0,-0.19,,2.0,,,,,,,,,,3.0,,,,,
