match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_errorLeadToAGoal,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_challengeLost,captain,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_blockedScoringAttempt,stat_accurateCross,player_firstName,player_lastName,stat_goalAssist,stat_goals,player_sofascoreId
10433847,home,Sivasspor,Muammer Yıldırım,muammer-yildirim,M. Yıldırım,G,190,33,M,130582,EUR,653270400,G,25,25,True,8.0,8.0,1.0,1.0,8.0,8.0,,,,,,,,,45.0,9.0,6.5,,0,25,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10433847,home,Sivasspor,Fredrik Ulvestad,fredrik-ulvestad,F. Ulvestad,M,183,122,M,36922,EUR,708739200,M,23,23,True,30.0,20.0,4.0,2.0,8.0,9.0,12.0,21.0,5.0,4.0,,2.0,,,45.0,36.0,6.9,11.0,1,8,,1.0,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,,
10433847,home,Sivasspor,Clinton N'Jie,clinton-njie,C. N'Jie,F,175,913,M,291665,EUR,745372800,F,10,10,True,14.0,12.0,,,3.0,3.0,10.0,15.0,1.0,2.0,,,,,45.0,27.0,6.5,10.0,1,,4.0,,4.0,3.0,1.0,,,,2.0,,1.0,,1.0,1.0,,,1.0,,,,,2.0,,1.0,,,,,
10433847,home,Sivasspor,Robin Yalçın,robin-yalcin,R. Yalçın,D,183,91,M,138154,EUR,759456000,M,8,8,True,18.0,15.0,3.0,3.0,5.0,5.0,10.0,15.0,5.0,2.0,,,,,24.0,28.0,7.6,6.0,0,2,2.0,,2.0,1.0,1.0,,4.0,4.0,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,
10433847,home,Sivasspor,Jordy Caicedo,jordy-caicedo,J. Caicedo,F,185,1235,M,804770,EUR,879811200,F,30,30,True,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,15.0,3.0,7.3,,1,9,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,
10433847,home,Sivasspor,Baver Kuckar,kuckar-baver,B. Kuçkar,G,186,5,M,1063913,EUR,1045267200,G,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433847,home,Sivasspor,Caner Osmanpaşa,caner-osmanpasa,C. Osmanpaşa,D,182,35,M,135941,EUR,569203200,D,88,88,True,,,,,,,,,,,,,,,,,,,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433847,home,Sivasspor,Mehmet Albayrak,mehmet-albayrak,M. Albayrak,D,189,18,M,1141652,EUR,1073260800,D,96,96,True,,,,,,,,,,,,,,,,,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,Mehmet Albayrak,,,,
10433847,home,Sivasspor,Samba Camara,samba-camara,S. Camara,D,190,68,M,837301,EUR,721699200,D,14,14,True,,,,,,,,,,,,,,,,,,,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433847,home,Sivasspor,Isaac Cofie,isaac-cofie,I. Cofie,M,180,58,M,45926,EUR,685324800,M,5,5,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433847,away,Fenerbahçe,İrfan Can Eğribayat,irfan-can-egribayat,İ. C. Eğribayat,G,193,1983,M,594618,EUR,891216000,G,70,70,False,38.0,19.0,29.0,10.0,10.0,11.0,9.0,27.0,1.0,5.0,,1.0,2.0,3.0,90.0,44.0,6.7,19.0,0,71,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10433847,away,Fenerbahçe,Bright Osayi-Samuel,bright-osayi-samuel,B. Osayi-Samuel,D,175,5509,M,791616,EUR,883526400,D,21,21,False,33.0,27.0,,,14.0,19.0,13.0,14.0,4.0,6.0,,2.0,,,79.0,53.0,6.5,11.0,0,26,,,4.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,,,1.0,,,2.0,,,,,,,,,,,,,
10433847,away,Fenerbahçe,Serdar Aziz,serdar-aziz,S. Aziz,D,183,609,M,43528,EUR,656640000,D,4,4,False,63.0,52.0,10.0,2.0,41.0,43.0,11.0,20.0,3.0,3.0,,1.0,,,90.0,71.0,6.8,11.0,0,,,2.0,2.0,,,5.0,,,,,1.0,2.0,,,,,,,,,,,,,,,1.0,,
10433847,away,Fenerbahçe,Samet Akaydın,samet-akaydin,S. Akaydın,D,190,969,M,863600,EUR,763516800,D,3,3,False,33.0,28.0,5.0,2.0,26.0,28.0,2.0,5.0,3.0,5.0,,,,,90.0,42.0,6.9,5.0,0,3,,3.0,2.0,,,4.0,,,,2.0,,,,,,5.0,,,,,,,,,,,,,
10433847,away,Fenerbahçe,Luan Peres,luan-peres,L. Peres,D,190,1198,M,842098,EUR,774576000,D,28,28,False,30.0,21.0,2.0,,16.0,20.0,5.0,11.0,6.0,12.0,,,,,90.0,58.0,6.6,16.0,2,14,1.0,,4.0,4.0,3.0,2.0,3.0,1.0,,1.0,,,1.0,,,2.0,2.0,,,1.0,1.0,,1.0,,,,,,
10433847,away,Fenerbahçe,Arda Güler,arda-guler,A. Güler,M,176,398152,M,1091116,EUR,1109289600,M,10,10,False,28.0,24.0,,,15.0,15.0,10.0,15.0,6.0,4.0,,,,,45.0,43.0,7.0,9.0,3,15,2.0,2.0,4.0,5.0,3.0,,1.0,1.0,1.0,,,,1.0,,,,1.0,,,1.0,,,2.0,1.0,Arda Guler,,,,AGüler
10433847,away,Fenerbahçe,Willian Arão,willian-arao,Willian Arão,M,181,1888,M,242213,EUR,700358400,M,5,5,False,33.0,30.0,2.0,,14.0,15.0,16.0,18.0,3.0,5.0,,,,,79.0,46.0,6.5,6.0,0,15,,,6.0,,,2.0,3.0,1.0,2.0,2.0,,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,
10433847,away,Fenerbahçe,İrfan Can Kahveci,irfan-can-kahveci,İ. C. Kahveci,M,180,4224,M,226986,EUR,805766400,M,17,17,False,20.0,16.0,1.0,,8.0,10.0,9.0,12.0,2.0,7.0,,,,,50.0,26.0,6.2,5.0,0,71,2.0,1.0,4.0,1.0,1.0,,,,,3.0,1.0,,,,,2.0,1.0,,1.0,,,,,1.0,,,1.0,,irfankahveci
10433847,away,Fenerbahçe,Ferdi Kadıoğlu,ferdi-kadioglu,F. Kadıoğlu,D,174,20994,M,825844,EUR,939254400,M,7,7,False,37.0,28.0,3.0,,14.0,16.0,15.0,22.0,5.0,4.0,,2.0,,,90.0,59.0,8.2,18.0,2,24,1.0,1.0,8.0,1.0,,,2.0,2.0,5.0,1.0,2.0,3.0,1.0,,,3.0,2.0,,,2.0,,1.0,,1.0,,,,2.0,ferdikadioglu
10433847,away,Fenerbahçe,João Pedro Galvão,joao-pedro-galvao,João Pedro Galvão,F,184,2071,M,123208,EUR,700099200,F,20,20,False,13.0,10.0,1.0,1.0,2.0,3.0,8.0,10.0,7.0,2.0,,1.0,,,69.0,33.0,6.8,16.0,1,9,,3.0,13.0,7.0,3.0,1.0,,,8.0,3.0,1.0,5.0,,1.0,,,1.0,,1.0,,,,,,,,,,
10433847,away,Fenerbahçe,Enner Valencia,enner-valencia,E. Valencia,F,177,9801,M,106456,EUR,626140800,F,13,13,False,1.0,,,,,,,1.0,,,,,,,14.0,1.0,6.5,1.0,0,10,,,1.0,,,,,,,1.0,,,,,,,,True,,,,,,,,,,,ennervalencia
10433847,away,Fenerbahçe,Diego Rossi,diego-rossi,D. Rossi,F,170,1997,M,831809,EUR,894153600,F,9,9,True,29.0,24.0,1.0,1.0,12.0,14.0,12.0,15.0,4.0,5.0,,1.0,,,76.0,42.0,7.4,11.0,1,10,,,3.0,3.0,2.0,,1.0,1.0,3.0,1.0,2.0,,2.0,,,,,,,1.0,,,,,,,,1.0,
10433847,away,Fenerbahçe,İsmail Yüksek,ismail-yuksek,İ. Yüksek,M,183,3147,M,952600,EUR,917308800,M,80,80,True,10.0,10.0,,,6.0,6.0,4.0,4.0,3.0,2.0,,,,,45.0,18.0,6.7,1.0,0,5,,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,1.0,,,,2.0,1.0,,,,,,,,,,,,
10433847,away,Fenerbahçe,Serdar Dursun,serdar-dursun,S. Dursun,F,190,1064,M,123917,EUR,687830400,F,19,19,True,13.0,8.0,,,3.0,3.0,5.0,10.0,2.0,,,1.0,,,21.0,26.0,6.1,14.0,0,19,,,6.0,3.0,1.0,,,,3.0,1.0,,1.0,3.0,,,,,,,,,,,,,,,,
10433847,away,Fenerbahçe,Ezgjan Alioski,ezgjan-alioski,E. Alioski,D,173,797,M,137060,EUR,697852800,D,6,6,True,5.0,5.0,,,1.0,1.0,4.0,4.0,,,,,,,11.0,10.0,6.3,1.0,0,7,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,
10433847,away,Fenerbahçe,Mert Hakan Yandaş,mert-hakan-yandas,M. H. Yandaş,M,174,1764,M,856849,EUR,777254400,M,8,8,True,5.0,4.0,1.0,,1.0,1.0,3.0,5.0,,1.0,,,,,11.0,8.0,6.3,3.0,1,8,1.0,,2.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
10433847,away,Fenerbahçe,Osman Ertuğrul Çetin,osman-ertugrul-cetin,O. E. Çetin,G,188,500,M,1023481,EUR,1050883200,G,54,54,True,,,,,,,,,,,,,,,,,,,0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433847,away,Fenerbahçe,Jayden Oosterwolde,jayden-oosterwolde,J. Oosterwolde,D,189,3123,M,1048324,EUR,988243200,D,24,24,True,,,,,,,,,,,,,,,,,,,0,24,,,,,,,,,,,,,,,,,,,,,,,,,Jayden Oosterwolde,,,,
10433847,away,Fenerbahçe,Miguel Crespo,miguel-crespo,M. Crespo,M,187,618,M,972410,EUR,842400000,M,27,27,True,,,,,,,,,,,,,,,,,,,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433847,away,Fenerbahçe,Nazım Sangaré,nazim-sangare,N. Sangaré,M,180,168,M,169425,EUR,770256000,D,30,30,True,,,,,,,,,,,,,,,,,,,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433847,away,Fenerbahçe,Joshua King,joshua-king,J. King,F,180,2230,M,100621,EUR,695433600,F,15,15,True,,,,,,,,,,,,,,,,,,,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
