match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,length,playerName,reason,rescinded,id,isHome,incidentClass,player_id,player_name,injury,from,confirmed
10411748,FT,2.0,2.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
10411748,,,,,90,0.0,,1,,,injuryTime,4.0,,,,,,,,,,,
10411748,,,,,81,,,10,,,card,,Albin Ekdal,Foul,False,120431339.0,True,yellowRed,21992.0,Albin Ekdal,,,
10411748,,,,,78,,,13,,,substitution,,,,,121268848.0,True,regular,,,False,,
10411748,,,,,78,,,13,,,substitution,,,,,121268850.0,False,regular,,,False,,
10411748,,,,,77,,,14,,,substitution,,,,,121268849.0,False,regular,,,False,,
10411748,,,,,68,,,23,,,substitution,,,,,121268773.0,False,regular,,,False,,
10411748,,,,,68,,,23,,,card,,Albin Ekdal,Foul,False,120431265.0,True,yellow,21992.0,Albin Ekdal,,,
10411748,,,,,66,,,25,,,substitution,,,,,121268746.0,True,regular,,,False,,
10411748,,,,,66,,,25,,,substitution,,,,,121268747.0,True,regular,,,False,,
10411748,,,,,58,,,33,,,substitution,,,,,121268652.0,True,regular,,,False,,
10411748,,2.0,2.0,,50,,,41,,,goal,,,,,165655925.0,False,regular,826198.0,Andrea Pinamonti,,,
10411748,,,,,46,,,45,,,substitution,,,,,121268556.0,True,regular,,,False,,
10411748,HT,2.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
10411748,,2.0,1.0,,45,4.0,,1,,,goal,,,,,165655624.0,True,penalty,788061.0,M'Bala Nzola,,penalty,
10411748,,,,,45,2.0,,1,,,card,,Gian Marco Ferrari,Foul,False,120431102.0,False,yellow,170887.0,Gian Marco Ferrari,,,
10411748,,,,,45,1.0,,1,,,varDecision,,,,,12847.0,True,penaltyNotAwarded,832076.0,Petko Hristov,,,False
10411748,,,,,45,0.0,,1,,,injuryTime,1.0,,,,,,,,,,,
10411748,,1.0,1.0,,30,,,16,,,goal,,,,,165655345.0,True,regular,385330.0,Simone Bastoni,,,
10411748,,0.0,1.0,,27,,,19,,,goal,,,,,165655298.0,False,regular,835600.0,Davide Frattesi,,,
