match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_fouls,stat_interceptionWon,stat_bigChanceCreated,stat_penaltyWon,stat_keyPass,stat_accurateCross,stat_totalOffside,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals,stat_penaltyMiss,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded,stat_goalAssist,stat_lastManTackle
11450095,home,Galatasaray,Fernando Muslera,fernando-muslera,F. Muslera,G,16,190,9264,M,Muslera,28381,EUR,519264000,G,1,1,False,True,32.0,29.0,6.0,3.0,29.0,30.0,2.0,5.0,1.0,1.0,3.0,90.0,40.0,6.5,3.0,0.00013255,0,0.3987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450095,home,Galatasaray,Barış Alper Yılmaz,baris-alper-yilmaz,B. A. Yılmaz,M,53,186,13210,M,barisalperyilmaz,904096,EUR,959040000,D,53,53,False,,15.0,8.0,,,4.0,4.0,14.0,1.0,,,,90.0,40.0,7.1,17.0,0.00905509,1,,4.0,3.0,1.0,3.0,5.0,10.0,2.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,0.0203,0.0344,,,,,,,,,,,,,,,,,,,,,
11450095,home,Galatasaray,Davinson Sánchez,davinson-sanchez,D. Sánchez,D,6,187,12299,M,DAVINSON,566102,EUR,834537600,D,6,6,False,,51.0,39.0,12.0,2.0,26.0,32.0,19.0,3.0,,,,90.0,63.0,6.6,14.0,0.00376014,1,,13.0,,1.0,,2.0,3.0,,,,,,1.0,2.0,1.0,,1.0,0.5809,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11450095,home,Galatasaray,Victor Nelsson,victor-nelsson,V. Nelsson,D,15,187,2642,M,Nelsson,846148,EUR,908323200,D,25,25,False,,56.0,50.0,10.0,6.0,34.0,36.0,20.0,,,,,90.0,71.0,7.2,7.0,0.0122575,0,,16.0,,4.0,4.0,4.0,5.0,,,,,,5.0,,,1.0,2.0,,,,,2.0,,3.0,,,,,,,,,,,,,,,,
11450095,home,Galatasaray,Derrick Köhn,derrick-kohn,D. Köhn,D,39,180,1915,M,,886737,EUR,918086400,D,17,17,False,,30.0,22.0,4.0,1.0,9.0,12.0,20.0,6.0,,,,90.0,75.0,7.6,19.0,0.056067,0,,13.0,2.0,3.0,,10.0,10.0,3.0,1.0,5.0,3.0,,1.0,5.0,4.0,1.0,2.0,,,,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,
11450095,home,Galatasaray,Kerem Demirbay,kerem-demirbay,K. Demirbay,M,26,185,2104,M,,142619,EUR,741657600,M,8,8,False,,44.0,34.0,7.0,4.0,19.0,20.0,27.0,6.0,,,,80.0,63.0,8.2,14.0,0.66237,0,,17.0,3.0,,,4.0,7.0,3.0,,3.0,2.0,,1.0,4.0,3.0,1.0,1.0,,,,,,,2.0,2.0,,3.0,2.0,1.0,,,,,,,,,,,
11450095,home,Galatasaray,Lucas Torreira,lucas-torreira,L. Torreira,M,34,168,8760,M,ltorreira34,754794,EUR,823996800,M,34,34,False,,43.0,40.0,5.0,5.0,20.0,21.0,23.0,4.0,,,,87.0,64.0,7.6,7.0,0.316479,0,,21.0,1.0,,,4.0,4.0,3.0,,1.0,,,1.0,3.0,2.0,2.0,1.0,,,,,2.0,,3.0,1.0,,1.0,1.0,,,,,,,,,,,,
11450095,home,Galatasaray,Tetê,tete,Tetê,F,21,175,4004,M,Tete,980327,EUR,950572800,M,20,20,False,,14.0,12.0,1.0,1.0,4.0,5.0,9.0,6.0,,,,45.0,26.0,7.4,5.0,0.0141063,3,,8.0,,2.0,,3.0,2.0,,,2.0,1.0,1.0,1.0,,,2.0,1.0,0.3469,0.3293,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,,
11450095,home,Galatasaray,Dries Mertens,dries-mertens,D. Mertens,M,,169,10127,M,driesmertens,32493,EUR,547257600,M,10,10,False,,25.0,17.0,3.0,2.0,8.0,11.0,19.0,3.0,,,,88.0,37.0,6.9,13.0,0.0990578,3,,11.0,5.0,,,3.0,1.0,,1.0,1.0,,2.0,,,,,1.0,0.0761,0.3988,,1.0,,1.0,,,,1.0,2.0,1.0,,,,,,,,,,,
11450095,home,Galatasaray,Kerem Aktürkoğlu,kerem-akturkoglu,K. Aktürkoğlu,F,9,173,24917,M,KAktürkoğlu,903324,EUR,908928000,M,7,7,False,,22.0,15.0,2.0,,7.0,8.0,15.0,9.0,,,,90.0,36.0,7.6,10.0,0.0116841,3,,8.0,1.0,1.0,,7.0,1.0,3.0,,2.0,1.0,2.0,1.0,,,1.0,,2.1924,1.449,1.0,1.0,,2.0,2.0,,,1.0,,,,,,1.0,2.0,1.0,,,,,
11450095,home,Galatasaray,Carlos Vinícius,carlos-vinicius,C. Vinícius,F,95,190,7220,M,,891920,EUR,796089600,F,95,95,False,,1.0,1.0,,,,,2.0,1.0,,,,70.0,11.0,6.0,4.0,0.0055175,3,,1.0,1.0,3.0,2.0,10.0,4.0,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,0.3021,0.7389,2.0,1.0,,5.0,,,,,,2.0,,,,,,,,,,,
11450095,home,Galatasaray,Kaan Ayhan,kaan-ayhan,K. Ayhan,D,23,185,4087,M,,138152,EUR,784425600,D,23,23,True,,12.0,9.0,1.0,1.0,5.0,5.0,8.0,,,,,45.0,23.0,6.7,4.0,0.00164833,0,,4.0,1.0,,,3.0,1.0,2.0,,,,,,1.0,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,
11450095,home,Galatasaray,Wilfried Zaha,wilfried-zaha,W. Zaha,M,10,180,18594,M,wilfriedzaha,111850,EUR,721353600,F,14,14,True,,3.0,3.0,,,1.0,1.0,2.0,3.0,,,,20.0,5.0,6.3,2.0,0.00039091,0,,2.0,,2.0,,5.0,,,,1.0,,,,,,1.0,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,
11450095,home,Galatasaray,Berkan Kutlu,berkan-kutlu,B. Kutlu,M,18,186,2127,M,,992912,EUR,885686400,M,18,18,True,,7.0,6.0,,,2.0,2.0,5.0,2.0,,,,10.0,8.0,6.6,1.0,0.00122082,0,,4.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
