match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_keyPass,stat_challengeLost,stat_wasFouled,stat_shotOffTarget,stat_blockedScoringAttempt,stat_fouls,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalOffside,stat_hitWoodwork,stat_goals,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
13078230,home,De Graafschap,Ties Wieggers,Ties Wieggers,,ties-wieggers,T. Wieggers,G,1,189.0,18,M,1144947,EUR,1039737600.0,G,1,1,False,24.0,18.0,12.0,7.0,0.0,14.0,16.0,4.0,8.0,2.0,2.0,2.0,90.0,27.0,7.1,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13078230,home,De Graafschap,Jeffrey Fortes,,,jeffrey-fortes,J. Fortes,D,22,182.0,33,M,52753,EUR,606528000.0,D,22,22,False,48.0,41.0,,,0.0,8.0,11.0,33.0,38.0,4.0,,,90.0,69.0,7.1,15.0,0,True,1.0,2.0,1.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,
13078230,home,De Graafschap,Maas Willemsen,Maas Willemsen,,maas-willemsen,M. Willemsen,D,3,190.0,70,M,1132765,EUR,1051574400.0,D,4,4,False,44.0,42.0,6.0,5.0,0.0,25.0,26.0,17.0,18.0,5.0,,,90.0,53.0,7.2,2.0,0,,,1.0,,2.0,4.0,,,3.0,,1.0,2.0,1.0,,,,1.0,2.0,,,,,,,,,,,,,
13078230,home,De Graafschap,Rio Hillen,Rio,Hillen,rio-hillen,R. Hillen,D,22,187.0,90,M,1012927,EUR,1046822400.0,D,20,20,False,78.0,74.0,2.0,2.0,0.0,36.0,39.0,38.0,39.0,7.0,,,83.0,89.0,7.9,4.0,3,,,,3.0,,5.0,,,2.0,2.0,1.0,,,,,3.0,,2.0,2.0,1.0,,,,,,,,,,,
13078230,home,De Graafschap,Kaya Symons,Kaya,Symons,symons-kaya,K. Symons,D,21,178.0,96,M,1196919,EUR,1112227200.0,D,21,21,False,48.0,38.0,6.0,4.0,0.0,18.0,22.0,20.0,27.0,7.0,,,90.0,74.0,7.3,13.0,2,,1.0,,1.0,5.0,7.0,1.0,,1.0,,1.0,6.0,5.0,,1.0,,3.0,,2.0,,1.0,,,,,,,,,,
13078230,home,De Graafschap,Donny Warmerdam,,,warmerdam-donny,D. Warmerdam,M,56,174.0,102,M,996987,EUR,1009929600.0,M,8,8,False,53.0,45.0,2.0,,1.0,7.0,8.0,40.0,47.0,6.0,,,78.0,71.0,8.3,12.0,2,,2.0,,,1.0,6.0,1.0,3.0,,,,1.0,,,2.0,6.0,,2.0,,1.0,,2.0,3.0,1.0,1.0,1.0,,,,,
13078230,home,De Graafschap,Lion Kaak,,,lion-kaak,L. Kaak,M,,180.0,9,M,103509,EUR,677894400.0,M,6,6,False,71.0,61.0,2.0,1.0,0.0,21.0,23.0,40.0,48.0,4.0,,,90.0,77.0,7.4,10.0,1,,,1.0,,4.0,2.0,,,,,2.0,1.0,1.0,,,3.0,2.0,1.0,1.0,,1.0,,,,,,1.0,,,,
13078230,home,De Graafschap,Wanya Marcal Madivadua,,,wanya-marcal-madivadua,W. M. Madivadua,M,27,181.0,193,M,1157405,EUR,1034985600.0,M,37,37,False,24.0,20.0,,,0.0,5.0,5.0,16.0,21.0,2.0,,,61.0,33.0,6.9,7.0,0,,2.0,,,2.0,1.0,,2.0,1.0,1.0,,1.0,1.0,,,2.0,,,,,,1.0,,,,3.0,,,,,
13078230,home,De Graafschap,Youssef El Jebli,,,youssef-el-jebli,Y. E. Jebli,M,,177.0,54,M,803042,EUR,725414400.0,M,47,47,False,51.0,46.0,6.0,4.0,0.0,10.0,11.0,36.0,40.0,5.0,,,62.0,63.0,7.2,10.0,4,,,,1.0,3.0,3.0,2.0,1.0,,,,1.0,,,2.0,1.0,,1.0,,3.0,,,,,1.0,,,,,,
13078230,home,De Graafschap,Ibrahim El Kadiri,,,ibrahim-el-kadiri,I. E. Kadiri,M,11,170.0,419,M,1006443,EUR,1011744000.0,M,30,30,False,36.0,31.0,,,0.0,5.0,6.0,27.0,33.0,2.0,,,71.0,58.0,7.4,15.0,2,,3.0,,,4.0,6.0,,6.0,,,1.0,1.0,,,6.0,1.0,3.0,,1.0,1.0,,1.0,5.0,,,,,,,,
