match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_aerialLost,stat_aerialWon,stat_wonTackle,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_fouls,stat_totalCross,stat_accurateCross,stat_wonContest,stat_unsuccessfulTouch,stat_keyPass,captain,stat_challengeLost,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_goalAssist
11369829,home,KV Mechelen,Gaëtan Coucke,gaetan-coucke,G. Coucke,G,98,187,160,M,794989,EUR,910051200,G,1,1,False,31.0,24.0,10.0,3.0,22.0,23.0,2.0,8.0,7.0,1.0,1.0,90.0,35.0,7.0,7.0,0.0,0.0,0.00030297,0,0.0538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369829,home,KV Mechelen,Sandy Walsh,sandy-walsh,S. Walsh,D,14,185,7746,M,163199,EUR,795139200,D,5,5,False,39.0,33.0,4.0,3.0,20.0,20.0,13.0,19.0,2.0,,,45.0,47.0,6.7,7.0,0.0,0.0,0.0132001,0,,,,sandywalsh,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11369829,home,KV Mechelen,Jordi Vanlerberghe,jordi-vanlerberghe,J. Vanlerberghe,D,30,189,145,M,284727,EUR,835833600,D,30,30,False,114.0,101.0,18.0,13.0,60.0,62.0,41.0,52.0,5.0,,,90.0,125.0,8.0,13.0,0.0,0.0,0.0322161,0,,,,,3.0,5.0,,4.0,1.0,3.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,
11369829,home,KV Mechelen,David Bates,david-bates,D. Bates,D,4,193,95,M,839675,EUR,844473600,D,27,27,False,94.0,87.0,4.0,2.0,61.0,62.0,26.0,32.0,8.0,,,90.0,105.0,7.3,8.0,0.0142,0.0,0.00825529,1,,,,,3.0,2.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,
11369829,home,KV Mechelen,Daam Foulon,daam-foulon,D. Foulon,M,5,180,205,M,826170,EUR,922147200,D,23,23,False,69.0,61.0,1.0,,29.0,31.0,33.0,42.0,2.0,,,90.0,93.0,7.7,13.0,0.0769,0.0,0.0209427,2,,,,,1.0,7.0,1.0,4.0,1.0,1.0,2.0,,3.0,1.0,,2.0,,1.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,
11369829,home,KV Mechelen,Rob Schoofs,rob-schoofs,R. Schoofs,M,17,179,194,M,133164,EUR,764380800,M,16,16,False,70.0,56.0,9.0,5.0,17.0,21.0,40.0,50.0,10.0,,,85.0,88.0,7.1,20.0,0.2351,0.0,0.259723,5,,,,,7.0,4.0,3.0,,,,3.0,2.0,,,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,3.0,,,,,
11369829,home,KV Mechelen,Mory Konate,mory-konate,M. Konate,M,8,191,1273,M,889927,EUR,753321600,M,8,8,False,33.0,33.0,2.0,2.0,21.0,21.0,12.0,12.0,4.0,,,64.0,43.0,7.2,1.0,0.0273,0.0193,0.0358072,1,,,,,,2.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,3.0,,,,,1.0,,,,
11369829,home,KV Mechelen,Geoffry Hairemans,geoffry-hairemans,G. Hairemans,F,11,184,140,M,58917,EUR,688003200,M,7,7,False,48.0,45.0,3.0,3.0,15.0,15.0,33.0,36.0,5.0,,,77.0,63.0,7.8,6.0,0.414,0.0224,0.108753,3,,,,,2.0,2.0,,1.0,2.0,1.0,,,1.0,1.0,,1.0,,1.0,3.0,3.0,,3.0,3.0,,1.0,,1.0,1.0,,,,
11369829,home,KV Mechelen,Kerim Mrabti,kerim-mrabti,K. Mrabti,F,19,175,187,M,338869,EUR,769392000,M,19,19,False,45.0,39.0,9.0,7.0,9.0,9.0,30.0,38.0,1.0,,,90.0,57.0,6.9,12.0,0.0,0.0,0.278102,0,,,,,6.0,1.0,,1.0,,1.0,,1.0,,,2.0,,,3.0,2.0,,,2.0,1.0,,,,,,,,,
11369829,home,KV Mechelen,Nikola Storm,nikola-storm,N. Storm,F,26,178,277,M,149796,EUR,780883200,M,11,11,False,26.0,24.0,2.0,2.0,3.0,3.0,23.0,28.0,2.0,,,86.0,42.0,7.6,7.0,0.0182,0.0,0.17373,1,,,,,1.0,4.0,3.0,,,1.0,1.0,,,1.0,,,,,5.0,2.0,2.0,1.0,5.0,,,,1.0,,,,,
