match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_goals,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot,player_sofascoreId
12441736,home,FC Groningen,Etienne Vaessen,etienne-vaessen,E. Vaessen,G,1,187,465,M,809408,EUR,806716800,G,1,1,False,34.0,16.0,26.0,9.0,0.0,8.0,15.0,8.0,19.0,2.0,2.0,1.0,90.0,38.0,5.7,18.0,0.0040645,0,-1.2881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441736,home,FC Groningen,Marco Rente,marco-rente,M. Rente,D,5,185,163,M,827103,EUR,856828800,D,5,5,False,31.0,20.0,5.0,1.0,0.0,11.0,14.0,10.0,19.0,1.0,4.0,,90.0,53.0,6.5,16.0,0.122056,0,,,,True,2.0,1.0,4.0,1.0,9.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12441736,home,FC Groningen,Hjalmar Ekdal,hjalmar-ekdal,H. Ekdal,D,18,187,547,M,875360,EUR,908928000,D,4,4,False,43.0,36.0,3.0,1.0,0.0,24.0,28.0,12.0,15.0,5.0,2.0,,90.0,56.0,6.6,7.0,0.0051691,0,,,,,,,3.0,6.0,4.0,8.0,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
12441736,home,FC Groningen,Marvin Peersman,marvin-peersman,M. Peersman,D,43,185,131,M,76160,EUR,666144000,D,43,43,False,26.0,20.0,1.0,,0.0,13.0,15.0,7.0,11.0,8.0,3.0,,90.0,46.0,6.7,7.0,0.0104287,1,,,,,,,5.0,1.0,7.0,4.0,1.0,,,1.0,3.0,1.0,1.0,1.0,,1.0,1.0,2.0,0.0433,,,,,,,,,,,
12441736,home,FC Groningen,Wouter Prins,wouter-prins,W. Prins,D,2,173,77,M,1481249,EUR,1076025600,D,2,2,False,11.0,5.0,4.0,1.0,0.0,1.0,5.0,4.0,6.0,2.0,2.0,,57.0,23.0,6.5,10.0,0.00843034,0,,,,,,,1.0,1.0,1.0,3.0,,,,1.0,,2.0,1.0,,,,3.0,,,,,,,,,,,,,
12441736,home,FC Groningen,Tika de Jonge,tika-de-jonge,T. d. Jonge,M,8,182,103,M,1121402,EUR,1047340800,M,18,18,False,34.0,23.0,4.0,2.0,0.0,8.0,13.0,15.0,21.0,1.0,5.0,,63.0,50.0,6.7,16.0,0.0124445,1,,Tika de Jonge,,,,,,1.0,2.0,6.0,,1.0,4.0,,3.0,1.0,,,,1.0,3.0,1.0,0.0282,3.0,,,,,,,,,,
12441736,home,FC Groningen,Stije Resink,stije-resink,S. Resink,M,6,186,608,M,1090328,EUR,1053993600,M,6,6,False,38.0,33.0,3.0,2.0,0.0,15.0,18.0,18.0,20.0,1.0,9.0,,90.0,67.0,7.4,12.0,0.0305647,2,,Stije Resink,,,,,,2.0,9.0,14.0,1.0,2.0,7.0,,1.0,7.0,4.0,2.0,2.0,,1.0,2.0,0.0453,3.0,1.0,1.0,0.0311,,,,,,,
12441736,home,FC Groningen,Mats Seuntjens,mats-seuntjens,M. Seuntjens,M,20,187,138,M,163541,EUR,703468800,M,20,20,False,11.0,9.0,2.0,1.0,0.0,6.0,7.0,3.0,9.0,,1.0,,45.0,25.0,6.5,9.0,0.0365185,1,,,,,5.0,,,,3.0,1.0,1.0,,2.0,,,1.0,1.0,,2.0,1.0,,,0.0152,,,,,,,,,,,
12441736,home,FC Groningen,Luciano Valente,luciano-valente,L. Valente,M,10,189,1455,M,1121400,EUR,1065225600,M,10,10,False,27.0,22.0,3.0,2.0,1.0,8.0,9.0,14.0,19.0,1.0,5.0,,90.0,43.0,7.0,11.0,0.034637,3,,Luciano Valente,,,1.0,,1.0,,6.0,4.0,,3.0,4.0,,,1.0,1.0,1.0,2.0,1.0,1.0,,0.195,3.0,1.0,1.0,0.1691,1.0,1.0,1.0,,,,
12441736,home,FC Groningen,Dave Kwakman,dave-kwakman,D. Kwakman,M,23,186,255,M,1146002,EUR,1091836800,M,16,16,False,24.0,17.0,3.0,1.0,0.0,5.0,6.0,12.0,19.0,,2.0,,89.0,48.0,7.4,15.0,0.0270322,2,,,,,1.0,,1.0,,7.0,9.0,2.0,1.0,4.0,,2.0,3.0,2.0,,1.0,,2.0,5.0,0.1635,1.0,1.0,1.0,0.828,,,,1.0,,,
12441736,home,FC Groningen,Thom van Bergen,thom-van-bergen,T. v. Bergen,F,26,180,457,M,1413536,EUR,1073347200,F,26,26,False,28.0,21.0,1.0,,0.0,9.0,12.0,13.0,17.0,1.0,6.0,,90.0,49.0,6.7,13.0,0.0618068,2,,Thom van Bergen,,,1.0,1.0,2.0,1.0,6.0,4.0,,3.0,2.0,,1.0,2.0,,,1.0,1.0,2.0,,0.1359,1.0,,1.0,,,,,,,,
12441736,home,FC Groningen,Brynjólfur Darri Willumsson,brynjolfur-darri-willumsson,B. Darri Willumsson,F,9,185,358,M,907520,EUR,966038400,F,9,9,True,7.0,6.0,,,0.0,3.0,4.0,3.0,3.0,,,,45.0,16.0,6.5,3.0,0.00200194,1,,,,,,,2.0,1.0,2.0,1.0,,,,,,,,,,,1.0,,0.0973,,,1.0,,,,,,,,
12441736,home,FC Groningen,Finn Stam,finn-stam,F. Stam,D,3,188,79,M,1125984,EUR,1050192000,D,22,22,True,17.0,16.0,,,0.0,13.0,13.0,3.0,4.0,4.0,,,33.0,23.0,6.5,1.0,0.00285596,0,,Finn Stam,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
