match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_shotOffTarget,captain,stat_totalCross,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_goalAssist,stat_hitWoodwork,stat_goals,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11369922,home,Sint-Truidense VV,Zion Suzuki,,,zion-suzuki,Z. Suzuki,G,31,189,4910,M,905351,EUR,1029888000,G,1,1,False,22.0,19.0,6.0,3.0,18.0,19.0,1.0,3.0,1.0,1.0,11.0,1.0,1.0,2.0,90.0,32.0,6.8,3.0,0.00048037,0,-0.6288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369922,home,Sint-Truidense VV,Rein Van Helden,,,rein-van-helden,R. V. Helden,D,20,187,193,M,1047163,EUR,1027468800,D,20,20,False,94.0,84.0,4.0,2.0,32.0,39.0,52.0,55.0,3.0,5.0,5.0,,,,90.0,103.0,7.1,10.0,0.0377181,2,,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.1574,0.5633,1.0,,,,,,,,,,,,,,,,,,,,,
11369922,home,Sint-Truidense VV,Matte Smets,,,smets-matte,M. Smets,D,6,184,963,M,1392905,EUR,1073174400,D,16,16,False,77.0,73.0,9.0,8.0,46.0,48.0,27.0,29.0,3.0,3.0,4.0,,,,90.0,82.0,6.6,5.0,0.0228503,1,,4.0,2.0,1.0,,1.0,1.0,,,0.1705,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
11369922,home,Sint-Truidense VV,Bruno Godeau,,,bruno-godeau,B. Godeau,D,31,190,68,M,247321,EUR,705456000,D,31,31,False,51.0,47.0,3.0,3.0,24.0,28.0,23.0,23.0,1.0,1.0,2.0,,,,61.0,60.0,7.1,5.0,0.0109476,2,,1.0,,1.0,1.0,3.0,2.0,,,0.1573,0.3878,,1.0,1.0,True,,,,,,,,,,,,,,,,,,
11369922,home,Sint-Truidense VV,Daiki Hashioka,,,daiki-hashioka,D. Hashioka,D,4,185,1039,M,897334,EUR,926899200,M,4,4,False,54.0,46.0,1.0,,19.0,21.0,27.0,37.0,4.0,8.0,4.0,,,,90.0,80.0,7.4,14.0,0.021326,1,,4.0,,,1.0,3.0,1.0,3.0,2.0,0.0332,0.1684,,3.0,,,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,
11369922,home,Sint-Truidense VV,Mathias Delorge,Mathias Delorge-Knieper,,mathias-delorge-knieper,M. Delorge,M,17,189,582,M,1124749,EUR,1091232000,M,17,17,False,79.0,75.0,13.0,11.0,27.0,28.0,48.0,52.0,4.0,5.0,9.0,,,,90.0,92.0,7.9,7.0,0.1208,1,,5.0,1.0,,1.0,2.0,,1.0,1.0,0.0416,0.0294,4.0,3.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,
11369922,home,Sint-Truidense VV,Ryotaro Ito,Ryotaro,Ito,ryotaro-ito,R. Ito,M,13,174,672,M,831697,EUR,886723200,M,13,13,False,51.0,45.0,6.0,4.0,14.0,14.0,34.0,42.0,,6.0,5.0,,,,85.0,73.0,7.7,13.0,0.304054,1,,3.0,,,1.0,,1.0,1.0,,0.0352,0.1862,2.0,,,,5.0,3.0,2.0,1.0,,3.0,1.0,4.0,3.0,1.0,,,,,,,,
11369922,home,Sint-Truidense VV,Eric Bocat,,,eric-bocat,E. Bocat,D,17,182,70,M,1017684,EUR,932083200,M,77,77,False,75.0,67.0,3.0,2.0,24.0,28.0,45.0,53.0,2.0,6.0,12.0,,,,90.0,103.0,7.3,18.0,0.266618,1,,3.0,,,,1.0,1.0,2.0,1.0,0.0297,,2.0,1.0,,,6.0,2.0,2.0,,,2.0,,2.0,,,1.0,2.0,,,,,,
11369922,home,Sint-Truidense VV,Jarne Steuckers,,,steuckers-jarne,J. Steuckers,M,7,179,987,M,1099462,EUR,1012780800,F,18,18,False,61.0,51.0,7.0,4.0,16.0,17.0,42.0,61.0,3.0,5.0,4.0,,,,90.0,93.0,8.7,24.0,1.08427,2,,2.0,,,,,,,,0.0681,,7.0,1.0,1.0,,17.0,2.0,1.0,,,7.0,,2.0,1.0,3.0,1.0,,1.0,,,,,
11369922,home,Sint-Truidense VV,Aboubakary Koita,,,aboubakary-koita,A. Koita,M,11,175,1938,M,890110,EUR,906249600,F,7,7,False,51.0,39.0,6.0,4.0,6.0,10.0,35.0,47.0,,14.0,4.0,,,,90.0,91.0,8.9,26.0,0.381987,9,,9.0,1.0,,4.0,,,2.0,1.0,0.2467,0.5714,2.0,1.0,3.0,,6.0,4.0,2.0,1.0,,2.0,1.0,15.0,10.0,1.0,2.0,,,2.0,,,,
