match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_interceptionWon,stat_totalTackle,stat_onTargetScoringAttempt,stat_goals,stat_wonTackle,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wasFouled,captain,stat_totalOffside,stat_errorLeadToAGoal,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed
11204735,home,Portland Timbers,Hunter Sulte,,,hunter-sulte,H. Sulte,G,98,201.0,16,M,1020286,EUR,1019692800,G,26,26,False,22.0,12.0,11.0,1.0,11.0,11.0,1.0,11.0,2.0,3.0,2.0,5.0,1.0,90.0,31.0,7.4,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11204735,home,Portland Timbers,Pablo Bonilla,,,bonilla-pablo,P. Bonilla,D,3,173.0,76,M,985855,EUR,944092800,D,28,28,False,34.0,24.0,7.0,3.0,9.0,9.0,19.0,32.0,3.0,4.0,,,,90.0,55.0,7.4,15.0,0,1.0,7.0,4.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
11204735,home,Portland Timbers,Larrys Mabiala,,,larrys-mabiala,L. Mabiala,D,33,189.0,18,M,21556,EUR,560649600,D,33,33,False,48.0,43.0,8.0,5.0,23.0,25.0,20.0,23.0,4.0,7.0,,,,90.0,59.0,7.1,5.0,0,,,,1.0,2.0,2.0,1.0,,,,1.0,,,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,
11204735,home,Portland Timbers,Tyler Clegg,Tyler Clegg,,clegg-tyler,T. Clegg,D,4,190.0,5,M,1490351,EUR,957139200,D,39,39,False,45.0,39.0,14.0,11.0,20.0,23.0,19.0,22.0,4.0,4.0,,,,90.0,54.0,7.5,7.0,1,,,,,2.0,2.0,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
11204735,home,Portland Timbers,Justin Rasmussen,Justin Rasmussen,,justin-rasmussen,J. Rasmussen,D,,183.0,11,,1172498,EUR,913680000,D,14,14,False,33.0,26.0,3.0,1.0,12.0,15.0,15.0,22.0,1.0,3.0,,,,90.0,51.0,6.6,14.0,2,,4.0,1.0,2.0,6.0,3.0,,2.0,,,,,1.0,2.0,1.0,1.0,2.0,,,2.0,1.0,1.0,1.0,,,,,,,,
11204735,home,Portland Timbers,Cristhian Paredes,,,cristhian-paredes,C. Paredes,M,8,182.0,232,M,822782,EUR,895449600,M,22,22,False,14.0,14.0,2.0,2.0,4.0,4.0,10.0,11.0,,3.0,,,,45.0,19.0,7.0,1.0,1,,1.0,,,2.0,,1.0,,,,1.0,,1.0,2.0,,1.0,,,,,,1.0,,,,,,,,,
11204735,home,Portland Timbers,Noel Caliskan,Noel Caliskan,,caliskan-noel,N. Caliskan,D,92,180.0,39,M,1489304,EUR,967507200,M,92,92,False,25.0,19.0,2.0,2.0,7.0,7.0,12.0,18.0,1.0,5.0,,,,90.0,36.0,6.9,8.0,1,,,,,3.0,5.0,,1.0,1.0,,,1.0,2.0,,,1.0,2.0,,,2.0,1.0,,1.0,2.0,,,,,,,
11204735,home,Portland Timbers,Diego Gutiérrez,Diego Gutiérrez,,diego-gutierrez,D. Gutiérrez,F,16,180.0,10,M,1186863,EUR,925516800,M,16,16,False,10.0,5.0,,,2.0,3.0,5.0,11.0,,,,,,66.0,21.0,6.5,10.0,0,,4.0,2.0,,2.0,,,,,,,2.0,1.0,2.0,,,,,,,1.0,,,,,,,,,,
11204735,home,Portland Timbers,Sebastián Blanco,,,sebastian-blanco,S. Blanco,M,10,166.0,80,M,33239,EUR,574387200,M,10,10,False,12.0,8.0,2.0,2.0,2.0,4.0,6.0,10.0,,,,,,34.0,17.0,6.6,6.0,1,,2.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,True,,,,,,
11204735,home,Portland Timbers,Marvin Loría,,,marvin-loria,M. Loría,M,11,175.0,101,M,937121,EUR,861840000,M,44,44,False,13.0,12.0,,,5.0,5.0,7.0,11.0,,2.0,,,,45.0,22.0,6.9,6.0,4,,3.0,,1.0,4.0,1.0,1.0,,,,,1.0,2.0,,1.0,,,1.0,1.0,,,,3.0,,,,,,,,
