match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_fouls,stat_expectedGoals,player_firstName,player_lastName,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_totalCross,player_sofascoreId,stat_keyPass,stat_accurateCross,stat_outfielderBlock,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_savedShotsFromInsideTheBox,stat_punches,stat_lastManTackle
12327421,home,Atalanta,Marco Carnesecchi,marco-carnesecchi,M. Carnesecchi,G,29,192,3101,M,865646,EUR,962409600,G,29,29,False,30.0,22.0,16.0,10.0,0.0,17.0,22.0,5.0,8.0,2.0,6.0,1.0,2.0,2.0,90.0,39.0,6.3,8.0,0.00187279,0,-1.5901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12327421,home,Atalanta,Rafael Tolói,rafael-toloi,R. Tolói,D,2,185,2015,M,82943,EUR,655516800,D,2,2,False,47.0,41.0,6.0,2.0,0.0,23.0,25.0,18.0,22.0,2.0,5.0,,,,75.0,55.0,6.5,6.0,0.0185931,0,,True,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12327421,home,Atalanta,Isak Hien,hien-isak,I. Hien,D,4,191,2306,M,1157713,EUR,916185600,D,4,4,False,40.0,36.0,,,0.0,32.0,35.0,4.0,5.0,4.0,7.0,,,,90.0,51.0,6.5,4.0,0.00249233,1,,,5.0,5.0,,,,,,1.0,3.0,1.0,1.0,3.0,1.0,0.1006,,,,,,,,,,,,,,,,,,,
12327421,home,Atalanta,Giorgio Scalvini,giorgio-scalvini,G. Scalvini,D,42,194,3375,M,1012176,EUR,1071100800,D,42,42,False,46.0,35.0,4.0,3.0,0.0,15.0,17.0,20.0,29.0,1.0,3.0,,,,84.0,65.0,7.0,17.0,0.0188386,1,,,1.0,3.0,,,1.0,1.0,1.0,2.0,5.0,1.0,,2.0,,0.0446,,,2.0,1.0,1.0,3.0,0.3014,,,,,,,,,,,,
12327421,home,Atalanta,Emil Holm,emil-holm,E. Holm,D,2,191,1648,M,965264,EUR,958176000,M,3,3,False,20.0,12.0,5.0,3.0,0.0,6.0,9.0,6.0,13.0,,4.0,,,,57.0,38.0,6.9,13.0,0.00355558,2,,,,6.0,3.0,3.0,2.0,2.0,1.0,,4.0,,2.0,,1.0,0.0733,,,3.0,,,,,2.0,,,,,,,,,,,
12327421,home,Atalanta,Mario Pašalić,mario-pasalic,M. Pašalić,M,20,189,7385,M,190437,EUR,792288000,M,8,8,False,55.0,49.0,3.0,1.0,0.0,23.0,25.0,26.0,31.0,,5.0,,,,90.0,64.0,6.4,10.0,0.190578,0,,,,1.0,2.0,1.0,,,,2.0,4.0,,,,1.0,,,,,,,2.0,,1.0,pasalicmario,1.0,,,,,,,,,
12327421,home,Atalanta,Éderson,ederson,Éderson,M,13,183,7659,M,946888,EUR,931305600,M,13,13,False,55.0,49.0,6.0,4.0,0.0,29.0,31.0,20.0,24.0,,11.0,,,,90.0,64.0,6.9,8.0,0.0243987,0,,,,4.0,,,3.0,3.0,1.0,,4.0,,,1.0,2.0,,,,2.0,,,,,,ederson99,1.0,,,,,,,,,
12327421,home,Atalanta,Matteo Ruggeri,matteo-ruggeri,M. Ruggeri,M,3,187,2490,M,965011,EUR,1026345600,M,22,22,False,47.0,44.0,4.0,3.0,0.0,24.0,25.0,21.0,26.0,2.0,6.0,,,,90.0,75.0,7.0,12.0,0.0450893,1,,,1.0,4.0,3.0,1.0,2.0,1.0,,1.0,4.0,,1.0,1.0,,0.0533,,,1.0,,,2.0,,4.0,,1.0,1.0,1.0,,,,,,,
12327421,home,Atalanta,Teun Koopmeiners,teun-koopmeiners,T. Koopmeiners,M,8,183,6981,M,803033,EUR,888624000,F,7,7,False,36.0,31.0,3.0,2.0,0.0,14.0,15.0,20.0,27.0,,6.0,,,,90.0,53.0,7.1,12.0,0.0986011,1,,,3.0,3.0,,,,,,2.0,2.0,,1.0,,,0.106,,,,,,2.0,,6.0,teunkoopmeiners,1.0,3.0,,1.0,,,,,,
12327421,home,Atalanta,Charles De Ketelaere,charles-de-ketelaere,C. De Ketelaere,F,17,192,14835,M,960441,EUR,984182400,F,17,17,False,30.0,19.0,2.0,2.0,1.0,7.0,10.0,14.0,23.0,,3.0,,,,74.0,54.0,7.2,20.0,0.266531,0,,,1.0,7.0,5.0,3.0,2.0,1.0,1.0,1.0,5.0,,,,,,,,2.0,,,4.0,,3.0,cdk,2.0,2.0,,,1.0,,,,,
12327421,home,Atalanta,Ademola Lookman,ademola-lookman,A. Lookman,F,22,174,80703,M,824200,EUR,877305600,F,11,11,False,28.0,17.0,,,1.0,4.0,5.0,13.0,25.0,,,,,,56.0,43.0,8.3,15.0,0.0256438,1,,,,8.0,5.0,4.0,2.0,2.0,2.0,,2.0,,,,,0.5156,,,1.0,1.0,1.0,,0.2334,2.0,molalookman,1.0,,,2.0,,,,,,
12327421,home,Atalanta,Gianluca Scamacca,gianluca-scamacca,G. Scamacca,F,9,195,6692,M,807301,EUR,915148800,F,90,90,True,7.0,5.0,1.0,1.0,0.0,3.0,3.0,2.0,4.0,1.0,,,,,34.0,19.0,6.9,7.0,0.0203239,2,,,,1.0,,,,,1.0,,2.0,,1.0,,,0.432,,,2.0,1.0,,2.0,0.8182,,scamacca,3.0,,,1.0,1.0,1.0,,,,
12327421,home,Atalanta,Aleksei Miranchuk,aleksei-miranchuk,A. Miranchuk,M,59,182,4256,M,324353,EUR,813888000,M,59,59,True,19.0,16.0,,,0.0,8.0,9.0,9.0,12.0,,2.0,,,,33.0,29.0,6.6,7.0,0.281009,2,,,,1.0,3.0,1.0,,,,,2.0,,1.0,,,0.4216,,,,,,1.0,,2.0,Miranchuk,1.0,1.0,,,1.0,1.0,1.0,,,
12327421,home,Atalanta,Berat Djimsiti,berat-djimsiti,B. Djimsiti,D,19,190,2156,M,151003,EUR,730080000,D,19,19,True,9.0,8.0,1.0,,0.0,7.0,8.0,1.0,1.0,1.0,,,,,15.0,10.0,6.7,1.0,0.00037687,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
