match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_outfielderBlock,stat_totalOffside,stat_challengeLost,stat_accurateCross,stat_clearanceOffLine,stat_keyPass,stat_wonContest,stat_bigChanceCreated,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_punches,stat_errorLeadToAShot,stat_bigChanceMissed,stat_hitWoodwork
12513998,home,AVS - Futebol SAD,Simão,,,simao,Simão,G,93,187,92,M,981817,EUR,738979200,G,93,93,False,30.0,22.0,15.0,7.0,0.0,16.0,17.0,6.0,13.0,5.0,1.0,4.0,5.0,90.0,39.0,8.2,9.0,0.00173025,0,1.7872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513998,home,AVS - Futebol SAD,Léo Alaba,,,leo-alaba,L. Alaba,D,22,179,54,M,1105945,EUR,930787200,D,22,22,False,34.0,25.0,7.0,4.0,0.0,17.0,21.0,8.0,16.0,6.0,,,,90.0,69.0,6.8,21.0,0.0107013,1,,3.0,2.0,5.0,4.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0219,,,,,,,,,,,,,,,,,,
12513998,home,AVS - Futebol SAD,Cristian Castro,Cristian Castro,,cristian-castro,C. Castro,D,42,192,155,M,1067320,EUR,980380800,D,42,42,False,36.0,29.0,11.0,4.0,0.0,24.0,24.0,5.0,12.0,3.0,,,,90.0,50.0,7.3,8.0,0.0067582,0,,,1.0,3.0,3.0,,,,9.0,,,,,2.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,
12513998,home,AVS - Futebol SAD,Baptiste Roux,,,baptiste-roux,B. Roux,D,5,190,62,M,1049576,EUR,943574400,D,6,6,False,38.0,34.0,4.0,2.0,0.0,31.0,34.0,3.0,4.0,7.0,,,,90.0,62.0,7.7,5.0,0.0015868,0,,,3.0,3.0,8.0,,,,12.0,2.0,5.0,3.0,1.0,,2.0,,1.0,,,1.0,,,,,,,,,,,,,,
12513998,home,AVS - Futebol SAD,Kiki Afonso,,,kiki-afonso,K. Afonso,D,24,181,59,M,324345,EUR,787017600,D,24,24,False,15.0,5.0,4.0,,0.0,3.0,8.0,3.0,9.0,2.0,,,,90.0,33.0,7.1,15.0,0.051464,0,,2.0,1.0,5.0,1.0,1.0,,,4.0,1.0,,,,,3.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,
12513998,home,AVS - Futebol SAD,John Mercado,,,john-mercado,John Mercado,F,7,184,889,M,1002514,EUR,1023062400,M,17,17,False,14.0,8.0,1.0,,0.0,3.0,4.0,5.0,10.0,4.0,,,,90.0,38.0,6.6,16.0,0.0215458,1,,,2.0,10.0,6.0,2.0,5.0,1.0,2.0,1.0,3.0,3.0,4.0,,,0.0702,3.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,
12513998,home,AVS - Futebol SAD,Jonatan Lucca,,,jonatan-lucca,J. Lucca,M,,184,49,M,268407,EUR,770515200,M,47,47,False,20.0,19.0,,,0.0,11.0,12.0,8.0,8.0,4.0,,,,53.0,26.0,6.6,3.0,0.0184172,0,,,,1.0,1.0,1.0,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12513998,home,AVS - Futebol SAD,Giorgi Aburjania,,,giorgi-aburjania,G. Aburjania,M,29,187,130,M,156569,EUR,789004800,M,8,8,False,19.0,15.0,3.0,1.0,0.0,8.0,8.0,7.0,11.0,2.0,,,,73.0,26.0,6.9,5.0,0.0147054,0,,,1.0,1.0,4.0,,,,1.0,2.0,1.0,1.0,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,
12513998,home,AVS - Futebol SAD,Eric Veiga,,,eric-veiga,E. Veiga,D,,183,53,M,833744,EUR,856224000,M,27,27,False,5.0,4.0,1.0,,0.0,2.0,3.0,2.0,2.0,2.0,,,,72.0,13.0,6.3,3.0,0.00221887,0,,,,6.0,1.0,1.0,,,,,,,,1.0,3.0,,2.0,,1.0,,,,,,,,,,,,,,,
12513998,home,AVS - Futebol SAD,Lucas Piazón,,,lucas-piazon,L. Piazón,M,12,182,408,M,156025,EUR,759024000,F,14,14,False,29.0,24.0,2.0,,1.0,11.0,12.0,14.0,18.0,2.0,,,,81.0,35.0,7.2,6.0,0.281473,0,,1.0,2.0,2.0,4.0,,1.0,,1.0,,,,,2.0,,,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,
12513998,home,AVS - Futebol SAD,Nenê,,,nene,Nenê,F,18,183,194,M,44685,EUR,428198400,F,18,18,False,14.0,5.0,3.0,2.0,0.0,2.0,4.0,3.0,11.0,1.0,,,,81.0,37.0,7.7,19.0,0.00549389,6,,1.0,1.0,5.0,4.0,1.0,1.0,3.0,,,1.0,1.0,7.0,2.0,1.0,0.494,2.0,,1.0,,,,1.0,,,True,2.0,1.0,1.0,0.9541,,,,
12513998,home,AVS - Futebol SAD,Jaume Grau,,,jaume-grau,J. G. Ciscar,M,15,183,72,M,838633,EUR,862790400,M,15,15,True,16.0,12.0,2.0,1.0,0.0,9.0,10.0,3.0,6.0,3.0,,,,37.0,25.0,6.9,4.0,0.00373676,1,,,,2.0,2.0,,,1.0,1.0,2.0,1.0,,,1.0,,0.0472,1.0,1.0,,1.0,,,,,,,,,,,,,,
12513998,home,AVS - Futebol SAD,Babatunde Akinsola,,,akinsola-babatunde,B. Akinsola,F,11,175,163,M,1133063,EUR,1047254400,F,11,11,True,4.0,3.0,,,0.0,,,3.0,4.0,1.0,,,,18.0,7.0,6.7,2.0,0.0651698,1,,,,2.0,1.0,,1.0,,,,,,,1.0,,0.019,1.0,,,,,,2.0,,,,,1.0,,,,,,
12513998,home,AVS - Futebol SAD,Gustavo Mendonca,,,mendonca-gustavo,G. Mendonça,M,23,176,44,M,1006114,EUR,1047340800,M,23,23,True,7.0,6.0,,,0.0,3.0,4.0,3.0,4.0,1.0,,,,17.0,10.0,6.4,3.0,0.00262209,0,,1.0,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
12513998,home,AVS - Futebol SAD,Jorge Teixeira,,,jorge-teixeira,J. Teixeira,D,5,188,34,M,58826,EUR,525484800,D,5,5,True,1.0,1.0,1.0,1.0,0.0,,,1.0,1.0,,,,,9.0,4.0,6.6,,0.00049168,0,,,,1.0,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
12513998,home,AVS - Futebol SAD,Yair Mena,Yair Mena,Palacios,yair-mena,Y. Mena,M,16,176,81,M,972823,EUR,962150400,F,16,16,True,,,,,0.0,,,,,1.0,,,,9.0,4.0,6.7,,,1,,,,2.0,2.0,,,,,,,,,2.0,2.0,0.0543,,,2.0,,,,,,,,,1.0,,,,,,
12513998,home,AVS - Futebol SAD,Pedro Trigueira,,,pedro-trigueira,P. Trigueira,G,88,192,38,M,61123,EUR,568252800,G,88,88,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513998,home,AVS - Futebol SAD,Ignacio Rodríguez,Ignacio Rodríguez,,ignacio-rodriguez,I. Rodríguez,D,4,188,64,M,1104158,EUR,1068422400,D,4,4,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513998,home,AVS - Futebol SAD,Rafael Rodrigues,,,rodrigues-rafael,R. Rodrigues,D,2,183,215,M,1091960,EUR,1012089600,D,3,3,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513998,away,Vitória SC,Bruno Varela,,,bruno-varela,B. Varela,G,14,191,628,M,138895,EUR,783907200,G,14,14,False,30.0,26.0,11.0,8.0,0.0,22.0,25.0,4.0,5.0,6.0,,,1.0,90.0,37.0,6.9,4.0,0.0008892,1,-0.0459,,2.0,,3.0,,,1.0,1.0,,,,,1.0,,0.0152,,,,,,,,,,True,,,,,1.0,,,
12513998,away,Vitória SC,Bruno Gaspar,,,bruno-gaspar,B. Gaspar,D,76,180,173,M,252819,EUR,735350400,D,76,76,False,56.0,46.0,6.0,2.0,0.0,15.0,16.0,34.0,46.0,3.0,,,,90.0,85.0,7.1,16.0,0.208195,1,,6.0,1.0,2.0,3.0,,2.0,,,,1.0,,1.0,2.0,,0.027,,,,,3.0,,2.0,,,,1.0,,,0.077,,,,
12513998,away,Vitória SC,Jorge Fernandes,,,jorge-fernandes,J. Fernandes,D,44,193,145,M,814673,EUR,859939200,D,44,44,False,37.0,33.0,2.0,2.0,0.0,23.0,26.0,10.0,11.0,2.0,,,,45.0,40.0,7.1,4.0,0.0233319,0,,,2.0,1.0,3.0,,,,1.0,,,,,1.0,,,1.0,,,,,,1.0,,1.0,,,,,,,,,
12513998,away,Vitória SC,Toni Borevković,,,toni-borevkovic,T. Borevković,D,24,194,270,M,886843,EUR,866592000,D,24,24,False,79.0,72.0,9.0,4.0,0.0,45.0,48.0,27.0,31.0,2.0,,,,90.0,89.0,7.1,7.0,0.00934496,1,,,,3.0,2.0,,,,2.0,,2.0,1.0,,,2.0,0.0346,1.0,2.0,,,,,,,,,1.0,,,0.4857,,,,
