match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,player_sofascoreId,stat_totalContest,stat_wonContest,stat_keyPass,stat_accurateCross,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_penaltyWon,stat_penaltyFaced,stat_penaltyConceded,stat_totalOffside
14572772,home,Nottingham Forest,Matz Sels,matz-sels,M. Sels,G,26,188.0,2414,M,78152,EUR,699062400,G,26,26,False,25.0,17.0,14.0,6.0,0.0,14.0,15.0,3.0,10.0,1.0,1.0,2.0,4.0,1.0,1.0,90.0,31.0,6.9,8.0,0.00174144,0.0035,0,0.3436,0.08,0.02,0.16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572772,home,Nottingham Forest,Neco Williams,williams-neco,N. Williams,D,3,183.0,3207,M,927356,EUR,987120000,D,3,3,False,51.0,45.0,6.0,3.0,0.0,26.0,26.0,19.0,25.0,1.0,8.0,4.0,3.0,,,90.0,83.0,8.4,13.0,0.0134074,,1,,-0.06,0.1,0.78,,,,3.0,1.0,7.0,2.0,3.0,1.0,1.0,2.0,2.0,5.0,4.0,1.0,2.0,1.0,0.0201,0.0,,,,,,,,,,,,,,
14572772,home,Nottingham Forest,Nikola Milenković,nikola-milenkovic,N. Milenković,D,31,195.0,5082,M,836168,EUR,876614400,D,31,31,False,45.0,37.0,12.0,5.0,0.0,26.0,27.0,11.0,18.0,1.0,2.0,10.0,2.0,,,90.0,59.0,7.7,8.0,0.167652,,0,,0.33,0.11,0.41,,,,,,2.0,,,,,1.0,1.0,,,,,2.0,,,milenkovicn_4,1.0,1.0,1.0,,,,,,,,,,
14572772,home,Nottingham Forest,Murillo,murillo,Murillo,D,5,180.0,9927,M,1199282,EUR,1025740800,D,5,5,False,44.0,42.0,6.0,4.0,0.0,28.0,29.0,14.0,15.0,,2.0,4.0,1.0,,,90.0,55.0,7.4,3.0,0.00396821,,0,,0.16,0.03,0.46,,Murillo,,,,3.0,1.0,1.0,,,1.0,1.0,2.0,1.0,,,1.0,,,murillosantiago40,,,,,,,,,,,,,
14572772,home,Nottingham Forest,Oleksandr Zinchenko,oleksandr-zinchenko,O. Zinchenko,D,47,175.0,17955,M,287643,EUR,850608000,D,35,35,False,19.0,14.0,1.0,,0.0,2.0,4.0,12.0,15.0,1.0,1.0,,,,,44.0,26.0,6.7,8.0,0.0433197,,0,,0.2,-0.21,-0.05,,,,4.0,,1.0,1.0,,,,,,,,,,,,,OZinchenko,,,1.0,1.0,,,,,,,,,
14572772,home,Nottingham Forest,Douglas Luiz,douglas-luiz,D. Luiz,M,21,175.0,11812,M,867887,EUR,894672000,M,12,12,False,55.0,53.0,2.0,1.0,0.0,21.0,22.0,32.0,33.0,,6.0,3.0,7.0,,,85.0,74.0,7.4,7.0,0.149645,,0,,0.38,0.29,0.28,,,,2.0,,5.0,1.0,1.0,,,,3.0,2.0,2.0,2.0,2.0,4.0,,,Douglas_Luiz,3.0,2.0,,1.0,,,,,,,,,
14572772,home,Nottingham Forest,Elliot Anderson,elliot-anderson,E. Anderson,M,8,179.0,7782,M,994546,EUR,1036540800,M,8,8,False,87.0,78.0,10.0,8.0,0.0,30.0,34.0,48.0,53.0,,7.0,1.0,5.0,,,89.0,108.0,7.5,16.0,0.0641411,,1,,0.25,0.35,0.18,,,,1.0,1.0,7.0,1.0,2.0,1.0,,,1.0,3.0,3.0,3.0,3.0,3.0,0.0196,-0.07,,1.0,1.0,1.0,,,,,,,,,,
14572772,home,Nottingham Forest,Dan Ndoye,dan-ndoye,D. Ndoye,M,14,184.0,4722,M,944327,EUR,972432000,M,14,14,False,17.0,12.0,,,0.0,4.0,6.0,8.0,11.0,,6.0,,5.0,,,90.0,44.0,6.7,14.0,0.0101139,,0,,-0.23,0.16,0.29,,,,3.0,2.0,7.0,,3.0,,,3.0,1.0,1.0,,3.0,3.0,1.0,,,,3.0,2.0,,1.0,,,,,,,,,
14572772,home,Nottingham Forest,Morgan Gibbs-White,morgan-gibbs-white,M. Gibbs-White,M,10,171.0,6989,M,865912,EUR,948931200,M,10,10,False,38.0,29.0,2.0,2.0,0.0,7.0,7.0,22.0,31.0,1.0,4.0,1.0,5.0,,,90.0,52.0,7.2,14.0,0.0590985,,2,,-0.55,0.56,0.25,,,,,2.0,4.0,,2.0,,,,,3.0,2.0,3.0,,,0.9566,0.28,Morgangibbs27,,,1.0,,True,1.0,1.0,1.0,0.8031,,,,
14572772,home,Nottingham Forest,Callum Hudson-Odoi,callum-hudson-odoi,C. Hudson-Odoi,M,7,177.0,9203,M,867442,EUR,973555200,M,7,7,False,30.0,28.0,1.0,1.0,0.0,3.0,3.0,25.0,27.0,,4.0,2.0,3.0,,,90.0,46.0,6.9,8.0,0.0539336,,3,,-0.25,0.6,-0.01,,,,2.0,1.0,5.0,1.0,2.0,,,,1.0,,,1.0,2.0,,0.3014,-0.54,Calteck10,3.0,2.0,,,,1.0,2.0,,0.0506,,,,
