match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_expectedGoals,player_firstName,player_lastName,stat_challengeLost,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_blockedScoringAttempt,stat_dispossessed,stat_wonContest,stat_unsuccessfulTouch,captain,player_sofascoreId,stat_totalOffside,stat_goodHighClaim,stat_lastManTackle,stat_bigChanceCreated,stat_goals,stat_errorLeadToAShot,stat_bigChanceMissed,stat_punches
12437609,home,Espanyol,Joan García,joan-garcia,J. García,G,13,193,111965,M,930267,EUR,988934400,G,1,1,False,11.0,10.0,2.0,1.0,0.0,9.0,10.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,90.0,19.0,6.3,1.0,0.00048074,0,0.1268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437609,home,Espanyol,Omar El Hilali,omar-el-hilali,O. E. Hilali,D,23,183,6663,M,1064026,EUR,1063324800,D,23,23,False,27.0,24.0,3.0,2.0,0.0,11.0,11.0,13.0,17.0,4.0,,,,,68.0,40.0,6.7,4.0,0.00604421,0,,1.0,5.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437609,home,Espanyol,Marash Kumbulla,marash-kumbulla,M. Kumbulla,D,4,191,1585,M,893642,EUR,949968000,D,4,4,False,47.0,38.0,7.0,3.0,0.0,26.0,27.0,13.0,21.0,2.0,,,,,90.0,70.0,6.7,11.0,0.0133326,1,,1.0,4.0,1.0,,,1.0,2.0,3.0,6.0,1.0,1.0,9.0,1.0,2.0,4.0,0.1102,,,,,,,,,,,,,,,,,,,,
12437609,home,Espanyol,Leandro Cabrera,leandro-cabrera,L. Cabrera,D,6,190,819,M,81992,EUR,677116800,D,6,6,False,55.0,38.0,14.0,5.0,0.0,23.0,27.0,15.0,28.0,1.0,,,,,90.0,73.0,7.2,18.0,0.00908916,2,,,11.0,4.0,3.0,1.0,,3.0,6.0,3.0,,2.0,3.0,,2.0,,0.1136,,,,,,,,,,,,,,,,,,,,
12437609,home,Espanyol,Brian Oliván,brian-olivan,B. Oliván,D,12,179,147,M,351500,EUR,765158400,D,14,14,False,17.0,9.0,5.0,2.0,0.0,4.0,4.0,6.0,15.0,2.0,,,,,58.0,33.0,6.5,13.0,0.0637619,1,,2.0,1.0,1.0,,,1.0,,,3.0,1.0,,,1.0,,2.0,0.039,,,1.0,1.0,0.0672,1.0,,,,,,,,,,,,,,
12437609,home,Espanyol,Álvaro Tejero,alvaro-tejero,Á. Tejero,D,15,173,307,M,826679,EUR,837820800,M,12,12,False,38.0,34.0,8.0,7.0,0.0,13.0,15.0,26.0,43.0,7.0,,,,,90.0,75.0,7.2,24.0,0.403369,2,,20.0,,,,,5.0,1.0,,6.0,3.0,1.0,1.0,,,1.0,0.0647,,,1.0,,,5.0,1.0,,,,,,,,,,,,,
12437609,home,Espanyol,Alex Král,alex-kral,A. Král,M,33,185,664,M,825740,EUR,895536000,M,20,20,False,17.0,16.0,1.0,1.0,0.0,8.0,8.0,10.0,13.0,1.0,,,,,90.0,34.0,6.2,8.0,0.0856975,0,,4.0,3.0,2.0,1.0,,2.0,4.0,,10.0,2.0,,,,,,,,,1.0,,,,,4.0,1.0,,,,,,,,,,,
12437609,home,Espanyol,Pol Lozano,pol-lozano,P. Lozano,M,10,176,521,M,826010,EUR,939168000,M,10,10,False,32.0,24.0,1.0,,0.0,9.0,12.0,15.0,20.0,3.0,,,,,90.0,53.0,6.8,13.0,0.0178955,1,,,5.0,4.0,4.0,,,,1.0,6.0,,,2.0,,2.0,2.0,0.018,,,4.0,,,1.0,1.0,,,4.0,,,,,,,,,,
12437609,home,Espanyol,Jofre Carreras,jofre,J. Carreras,M,17,175,337,M,1019236,EUR,992736000,M,17,17,False,11.0,6.0,,,0.0,,,6.0,11.0,5.0,,,,,68.0,24.0,6.5,11.0,0.0091996,0,,,3.0,,,3.0,,,,3.0,3.0,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,
12437609,home,Espanyol,Javi Puado,javi-puado,J. Puado,M,7,178,1352,M,891511,EUR,896054400,F,7,7,False,18.0,14.0,2.0,,0.0,8.0,9.0,6.0,10.0,3.0,,,,,81.0,34.0,6.5,11.0,0.00211679,1,,1.0,3.0,1.0,1.0,1.0,,1.0,,6.0,2.0,,,,1.0,1.0,0.0473,,,,,,,1.0,3.0,1.0,2.0,True,,,,,,,,,
