match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,player_sofascoreId,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_goodHighClaim,stat_bigChanceMissed,stat_outfielderBlock,stat_goals,stat_bigChanceCreated
14083175,home,Getafe,David Soria,david-soria,D. Soria,G,13,192.0,676,M,604258,EUR,733881600,G,13,13,False,37.0,15.0,32.0,10.0,0.0,7.0,10.0,8.0,27.0,1.0,9.0,2.0,3.0,1.0,1.0,1.0,90.0,44.0,6.5,22.0,0.00406391,10.610693754031,2.0,-0.84,3.045,0.2204,0,-0.2444,0.01,0.01,-0.14,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083175,home,Getafe,Kiko Femenía,kiko-femenia,K. Femenía,D,17,176.0,444,M,53739,EUR,665452800,D,17,17,False,26.0,22.0,4.0,3.0,0.0,12.0,15.0,10.0,11.0,2.0,6.0,,,,,,56.0,35.0,6.6,4.0,0.00964451,33.791961154418,5.0,20.16,9.66,,1,,0.11,0.02,-0.15,,,,1.0,1.0,1.0,0.0113,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,
14083175,home,Getafe,Abdelkabir Abqar,abqar-abdelkabir,A. Abqar,D,3,188.0,4060,M,1101232,EUR,921024000,D,3,3,False,41.0,33.0,12.0,8.0,0.0,20.0,24.0,13.0,17.0,4.0,1.0,,,,,,90.0,59.0,7.2,10.0,0.0383799,66.573605896697,9.0,29.19,15.015,,0,,0.27,0.19,-0.13,,,,4.0,9.0,,,,abdel.abqar,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,
14083175,home,Getafe,Domingos Duarte,domingos-duarte,D. Duarte,D,22,191.0,695,M,576276,EUR,794793600,D,22,22,False,28.0,23.0,4.0,4.0,0.0,13.0,15.0,10.0,13.0,5.0,1.0,,,,,,67.0,34.0,6.8,5.0,0.00251079,7.6328974259225,2.0,-0.41999999999999,2.625,,0,,0.05,0.0,-0.1,,,,5.0,6.0,,,,,2.0,3.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
14083175,home,Getafe,Diego Rico,diego-rico,D. Rico,D,16,181.0,662,M,350560,EUR,730425600,D,16,16,False,46.0,33.0,3.0,,0.0,16.0,22.0,17.0,24.0,3.0,8.0,,,,,,90.0,90.0,6.8,25.0,0.0431346,80.845565261501,12.0,29.82,11.13,,1,,0.09,0.05,-0.14,,,,1.0,9.0,1.0,0.0162,-0.07,,2.0,3.0,,,,1.0,1.0,1.0,2.0,7.0,2.0,1.0,10.0,1.0,,,,,,,,,,,
14083175,home,Getafe,Juan Iglesias,juan-iglesias,J. Iglesias,D,21,185.0,520,M,949707,EUR,899424000,M,21,21,False,38.0,26.0,11.0,3.0,0.0,7.0,11.0,19.0,27.0,3.0,5.0,,,,,,90.0,74.0,6.6,31.0,0.0916261,75.889093188016,10.0,43.05,14.28,,1,,0.25,-0.2,-0.06,,,,1.0,6.0,,0.0091,-0.02,,2.0,11.0,1.0,3.0,,,3.0,2.0,4.0,2.0,4.0,1.0,6.0,1.0,1.0,1.0,,,,,,,,,
14083175,home,Getafe,Djené,djene,Djené,D,2,178.0,2527,M,307702,EUR,694137600,M,2,2,False,35.0,27.0,7.0,4.0,0.0,11.0,17.0,16.0,18.0,1.0,4.0,,,,,,90.0,42.0,6.6,11.0,0.0103461,81.163613342335,9.0,30.135,17.01,,0,,0.1,0.2,-0.03,,,,1.0,3.0,,,,,,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,,,,,,True,,,,,,,,
14083175,home,Getafe,Mauro Arambarri,mauro-arambarri,M. Arambarri,M,8,175.0,1414,M,385888,EUR,812419200,M,8,8,False,20.0,15.0,1.0,1.0,0.0,6.0,8.0,9.0,12.0,,2.0,,,,,,90.0,31.0,6.4,9.0,0.0112807,15.471374055515,3.0,0.84,6.93,,3,,-0.02,0.01,-0.07,,,,,2.0,1.0,0.0754,0.11,,1.0,5.0,,1.0,1.0,,,,3.0,1.0,3.0,,,,1.0,1.0,,1.0,0.1619,,,,,,
14083175,home,Getafe,Álex Sancris,alex-sancris,Á. Sancris,M,18,181.0,216,M,1398518,EUR,853545600,M,18,18,False,15.0,13.0,2.0,1.0,0.0,3.0,3.0,10.0,12.0,,4.0,,,,,,56.0,29.0,6.5,10.0,0.0296024,38.13730167735,7.0,26.565,14.91,,0,,0.14,0.03,-0.06,,Álex Sancris,,,3.0,,,,,,3.0,,1.0,1.0,,,,3.0,2.0,2.0,1.0,4.0,,1.0,,,,,,,,,,
14083175,home,Getafe,Adrian Liso,liso-adrian,A. Liso,F,23,182.0,1047,M,1515554,EUR,1112400000,F,23,23,False,10.0,8.0,,,0.0,2.0,2.0,6.0,8.0,,,,,,,,55.0,22.0,6.6,9.0,0.0178419,36.006689876106,3.0,33.18,25.83,,0,,0.08,0.05,-0.01,,,,1.0,3.0,,,,,1.0,4.0,,1.0,1.0,,1.0,1.0,4.0,,1.0,1.0,1.0,,2.0,,,,,,,,,,
14083175,home,Getafe,Mario Martín,martin-mario,M. Martín,M,6,177.0,16546,M,1154549,EUR,1078444800,F,6,6,False,31.0,23.0,3.0,2.0,0.0,7.0,7.0,16.0,24.0,,6.0,,,,,,81.0,46.0,6.4,15.0,0.0102428,69.386035239042,10.0,15.225,9.45,,2,,-0.11,0.04,-0.05,,,,1.0,5.0,1.0,0.0317,-0.18,,6.0,9.0,1.0,3.0,2.0,,,,4.0,2.0,,,,,1.0,1.0,,,,,,,,,
14083175,home,Getafe,Borja Mayoral,borja-mayoral,B. Mayoral,F,9,182.0,2532,M,604954,EUR,860198400,F,9,9,True,14.0,11.0,2.0,1.0,0.0,1.0,2.0,10.0,12.0,,2.0,,,,,,35.0,16.0,6.4,4.0,0.0119622,38.14574577389,4.0,1.995,6.51,,0,,0.06,-0.07,-0.01,,,,,,,,,,2.0,3.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,
14083175,home,Getafe,Coba da Costa,da-costa-coba-gomes,C. d. Costa,M,77,182.0,408,M,1392054,EUR,1027641600,F,20,20,True,18.0,13.0,2.0,1.0,0.0,4.0,4.0,9.0,14.0,,1.0,,,,,,34.0,25.0,6.5,9.0,0.00861996,40.102653207497,6.0,33.6,15.33,,0,,-0.01,0.06,-0.01,,,,1.0,2.0,,,,,2.0,3.0,,,,,,,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,
