match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_ballRecovery,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalOffside,stat_shotValueNormalized,stat_dispossessed,stat_totalContest,stat_wasFouled,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_keyPass,stat_aerialLost,stat_wonContest,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,captain,stat_goals,player_sofascoreId,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_bigChanceCreated,stat_penaltyWon
15197266,home,Charlton Athletic,William Mannion,william-mannion,W. Mannion,G,25,186,26,M,848457,EUR,894326400,G,25,25,False,33.0,12.0,28.0,8.0,0.0,7.0,10.0,5.0,23.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,11.0,90.0,48.0,6.4,22.0,22.599426795826,5.0,11.55,4.515,1.3146,0,0.06,0.0,-0.98,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15197266,home,Charlton Athletic,Keenan Gough,keenan-gough,K. Gough,M,36,182,12,M,2193236,EUR,1141084800,D,36,36,False,25.0,16.0,3.0,,0.0,10.0,15.0,6.0,10.0,3.0,,,,,2.0,,,,,90.0,41.0,6.0,10.0,34.907021882788,6.0,-7.14,4.62,,0,0.06,-0.09,-0.43,,1.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15197266,home,Charlton Athletic,Lloyd Jones,lloyd-jones,L. Jones,D,5,190,87,M,1096460,EUR,813024000,D,5,5,False,26.0,23.0,3.0,,0.0,19.0,21.0,4.0,5.0,,1.0,,,,,,,,,90.0,38.0,5.3,3.0,79.790162954843,13.0,15.12,11.97,,3,0.14,0.03,-0.89,,3.0,6.0,,1.0,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,-0.6,,,,,,,,,,,,,,,,,,,,,
15197266,home,Charlton Athletic,Amari'i Bell,amarii-bell,A. Bell,D,17,179,286,M,369674,EUR,768096000,D,17,17,False,18.0,17.0,3.0,2.0,0.0,13.0,14.0,4.0,4.0,5.0,4.0,,1.0,,,,,,,74.0,36.0,6.2,6.0,59.940606456242,9.0,25.725,20.055,,0,0.02,0.01,-0.42,,2.0,5.0,1.0,4.0,1.0,,1.0,,,,,,,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,
15197266,home,Charlton Athletic,Conor Coventry,conor-coventry,C. Coventry,M,6,177,316,M,931257,EUR,953942400,M,6,6,False,23.0,17.0,3.0,,0.0,13.0,16.0,4.0,7.0,2.0,3.0,,,,,,,,,66.0,32.0,6.2,9.0,46.99596982113,7.0,24.78,9.345,,0,-0.01,0.04,-0.1,,,,1.0,2.0,1.0,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,
15197266,home,Charlton Athletic,James Bree,james-bree,J. Bree,D,14,178,146,M,555406,EUR,881798400,M,28,28,False,24.0,22.0,3.0,2.0,0.0,9.0,9.0,13.0,15.0,2.0,3.0,,,,,,,,,90.0,48.0,7.1,6.0,22.605433142686,4.0,-22.47,-4.725,,1,0.46,-0.1,-0.21,,,4.0,2.0,2.0,1.0,3.0,4.0,1.0,,,1.0,,0.01,,,,,,6.0,3.0,2.0,,,,,,,,,,,,,
15197266,home,Charlton Athletic,Sonny Carey,sonny-carey,S. Carey,M,14,184,144,M,1020336,EUR,979948800,M,14,14,False,30.0,18.0,2.0,1.0,0.0,7.0,9.0,11.0,21.0,8.0,6.0,,2.0,,1.0,,,,,90.0,45.0,6.1,17.0,155.06315163104,12.0,99.33,36.54,,1,0.02,0.15,-0.23,,1.0,5.0,1.0,2.0,,,1.0,,,,1.0,,-0.14,2.0,2.0,2.0,,,,,,3.0,1.0,68.518261380716,2.0,,,,,,,,,
15197266,home,Charlton Athletic,Greg Docherty,greg-docherty,G. Docherty,M,10,177,61,M,313386,EUR,842313600,M,10,10,False,12.0,10.0,2.0,1.0,0.0,7.0,7.0,3.0,5.0,9.0,4.0,,1.0,,1.0,,,,,67.0,24.0,6.2,6.0,42.372515829676,4.0,34.86,13.965,,1,0.09,0.03,-0.2,,,4.0,3.0,1.0,,,3.0,3.0,,,1.0,,-0.01,1.0,1.0,1.0,,,1.0,,1.0,3.0,,,,True,,,,,,,,
15197266,home,Charlton Athletic,Tyreece Campbell,tyreece-campbell,T. Campbell,M,7,178,617,M,1186345,EUR,1063497600,M,7,7,False,14.0,11.0,3.0,1.0,0.0,5.0,8.0,6.0,6.0,3.0,2.0,,1.0,,2.0,,,,,82.0,29.0,6.7,8.0,125.36256168649,12.0,76.44,24.15,,1,0.35,0.31,-0.22,,,3.0,1.0,3.0,,,1.0,,1.0,,,,-0.29,,2.0,,,,5.0,1.0,2.0,,2.0,56.641624987542,3.0,,,,,,,,,
15197266,home,Charlton Athletic,Miles Leaburn,miles-leaburn,M. Leaburn,F,11,196,174,M,1391785,EUR,1069977600,F,11,11,False,17.0,9.0,,,0.0,2.0,3.0,7.0,14.0,18.0,3.0,,1.0,,1.0,,,,,90.0,38.0,7.1,15.0,51.041186277603,6.0,35.07,16.38,,2,-0.01,0.11,0.19,,9.0,13.0,1.0,4.0,,,1.0,1.0,1.0,1.0,,,0.3,4.0,3.0,2.0,,,,,1.0,10.0,1.0,20.127116435297,1.0,,1.0,,,,,,,
15197266,home,Charlton Athletic,Charlie Kelman,charlie-kelman,C. Kelman,F,23,169,367,M,964422,EUR,1004659200,F,23,23,False,9.0,6.0,1.0,,0.0,1.0,1.0,5.0,8.0,7.0,3.0,,,,2.0,,,,,66.0,13.0,5.9,5.0,15.986659203387,2.0,3.885,4.935,,1,-0.07,-0.43,-0.01,,,,,,,,,,,,1.0,,0.01,2.0,,,,,,,,3.0,,,,,,,,,,,,
15197266,home,Charlton Athletic,Macaulay Gillesphey,macaulay-gillesphey,M. Gillesphey,D,3,180,49,M,814577,EUR,817171200,D,3,3,True,9.0,9.0,,,0.0,6.0,6.0,3.0,3.0,,3.0,,,,,,,,,24.0,15.0,6.2,1.0,15.098284116701,3.0,0.83999999999999,3.255,,1,0.03,0.02,-0.28,,,,,3.0,,,,,,1.0,,,-0.01,,,,,,,,,,,,,,,,,,,,,
15197266,home,Charlton Athletic,Karoy Anderson,karoy-anderson,K. Anderson,M,23,180,189,M,1400998,EUR,1096588800,M,18,18,True,9.0,8.0,,,0.0,5.0,5.0,3.0,4.0,1.0,1.0,,,,,,,,,24.0,13.0,6.4,2.0,38.513076479779,7.0,-10.92,3.57,,0,-0.03,-0.01,-0.11,,,1.0,,,,1.0,,,,,,,,,2.0,,Karoy Anderson,,,,,,1.0,,,,,,,,,,,
15197266,home,Charlton Athletic,Joe Rankin-Costello,joe-rankin-costello,J. Rankin-Costello,D,26,183,69,M,905789,EUR,932947200,M,26,26,True,7.0,6.0,,,0.0,2.0,3.0,4.0,4.0,2.0,1.0,,,,,,,,,23.0,9.0,6.3,2.0,34.298678793702,3.0,16.17,18.585,,0,0.0,0.03,-0.15,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
