match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_wonTackle,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_totalOffside,stat_outfielderBlock,player_sofascoreId,captain,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_goalsPrevented,stat_penaltyConceded
12451045,home,Stade Rennais,Steve Mandanda,steve-mandanda,S. Mandanda,G,30,185.0,792,M,27029,EUR,480816000,G,30,30,False,14.0,13.0,2.0,1.0,0.0,13.0,14.0,8.0,90.0,20.0,6.8,1.0,6.473e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451045,home,Stade Rennais,Hans Hateboer,hans-hateboer,H. Hateboer,D,33,185.0,622,M,356352,EUR,758073600,D,33,33,False,52.0,49.0,1.0,,0.0,15.0,17.0,,90.0,71.0,7.3,5.0,0.150095,1,37.0,39.0,4.0,3.0,1.0,4.0,4.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0236,1.0,,,,,,,,,,,,,,,,,,,,,,
12451045,home,Stade Rennais,Jérémy Jacquet,jeremy-jacquet,J. Jacquet,D,97,191.0,9015,M,1445625,EUR,1121212800,D,97,97,False,77.0,71.0,8.0,5.0,0.0,26.0,28.0,6.0,90.0,89.0,8.1,6.0,0.0317014,2,45.0,49.0,,,1.0,1.0,1.0,7.0,,,,4.0,,5.0,1.0,1.0,0.2832,1.0,,,1.0,2.0,4.0,1.4216,,,,,,,,,,,,,,,,
12451045,home,Stade Rennais,Lilian Brassier,lilian-brassier,L. Brassier,D,3,184.0,576,M,988907,EUR,941500800,D,5,5,False,79.0,72.0,4.0,1.0,0.0,29.0,31.0,5.0,90.0,98.0,7.6,9.0,0.0355267,2,43.0,50.0,2.0,,2.0,4.0,2.0,5.0,,,1.0,8.0,4.0,,2.0,1.0,0.0463,,,,,,,,1.0,,,,,,,,,,,,,,,
12451045,home,Stade Rennais,Lorenz Assignon,lorenz-assignon,L. Assignon,M,22,179.0,641,M,1009334,EUR,961632000,M,22,22,False,37.0,31.0,2.0,1.0,0.0,2.0,3.0,5.0,74.0,63.0,7.8,17.0,0.421361,1,32.0,43.0,9.0,3.0,,,4.0,2.0,1.0,,,,1.0,1.0,,1.0,0.0154,5.0,,,,,1.0,,1.0,3.0,1.0,2.0,2.0,1.0,,,,,,,,,,
12451045,home,Stade Rennais,Jordan James,jordan-james,J. James,M,6,190.0,940,M,1136409,EUR,1083024000,M,17,17,False,35.0,31.0,2.0,1.0,0.0,4.0,4.0,3.0,90.0,60.0,7.3,18.0,0.321812,3,29.0,40.0,9.0,2.0,1.0,,9.0,4.0,,1.0,1.0,,,1.0,2.0,3.0,0.2039,5.0,,,,,1.0,,2.0,5.0,1.0,1.0,1.0,,1.0,,,,,,,,,
12451045,home,Stade Rennais,Djaoui Cissé,djaoui-cisse,D. Cissé,M,6,188.0,1161,M,1445628,EUR,1075507200,M,38,38,False,41.0,38.0,5.0,5.0,0.0,12.0,12.0,7.0,90.0,51.0,6.9,6.0,0.042167,0,26.0,29.0,,,1.0,1.0,6.0,3.0,,3.0,,,,2.0,,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
12451045,home,Stade Rennais,Seko Fofana,seko-fofana,S. Fofana,M,42,184.0,11416,M,191188,EUR,799804800,M,8,8,False,38.0,35.0,4.0,4.0,0.0,6.0,6.0,2.0,61.0,55.0,7.3,6.0,0.293583,4,30.0,33.0,1.0,1.0,1.0,,4.0,2.0,,,2.0,,1.0,,,1.0,0.3086,3.0,,,1.0,1.0,,0.1545,1.0,4.0,2.0,,,,,sekofofana,,,,,,,,
12451045,home,Stade Rennais,Adrien Truffert,truffert-adrien,A. Truffert,M,3,176.0,1506,M,999028,EUR,1006214400,M,3,3,False,39.0,34.0,1.0,,0.0,10.0,11.0,2.0,90.0,65.0,7.4,10.0,0.11676,1,27.0,34.0,6.0,3.0,,2.0,1.0,4.0,1.0,,1.0,4.0,1.0,1.0,,,0.0269,,,,,,1.0,,,1.0,1.0,,1.0,,1.0,,True,,,,,,,
12451045,home,Stade Rennais,Mousa Tamari,mousa-al-taamari,M. Tamari,F,11,175.0,5388,M,876600,EUR,865900800,F,11,11,False,21.0,18.0,,,0.0,5.0,5.0,1.0,61.0,29.0,6.7,5.0,0.402066,3,13.0,16.0,,,,1.0,2.0,2.0,,,,,,,,,0.2536,3.0,,,1.0,,,,3.0,3.0,1.0,,,1.0,,,,,,,,,,
12451045,home,Stade Rennais,Arnaud Kalimuendo,arnaud-kalimuendo,A. Kalimuendo,F,25,175.0,3552,M,954061,EUR,1011484800,F,9,9,False,11.0,10.0,,,0.0,3.0,3.0,,90.0,24.0,7.3,4.0,0.0143099,6,7.0,9.0,1.0,,,,1.0,2.0,,,1.0,,,2.0,,1.0,1.1577,,,,,1.0,1.0,0.9729,4.0,,,,2.0,2.0,,,,1.0,,,,,,
12451045,home,Stade Rennais,Ismael Koné,ismael-kone,I. Koné,M,90,188.0,2687,M,1134351,EUR,1023321600,M,90,90,True,17.0,17.0,,,0.0,6.0,6.0,,29.0,24.0,6.6,2.0,0.0190701,1,11.0,11.0,,,,2.0,4.0,2.0,,1.0,,,,,,2.0,0.0211,1.0,Ismael Koné,,,,,,1.0,1.0,,,,,,,,,,,,,,
12451045,home,Stade Rennais,Kazeem Olaigbe,kazeem-olaigbe,K. Olaigbe,F,70,178.0,771,M,1004346,EUR,1041465600,F,19,19,True,11.0,9.0,,,0.0,3.0,3.0,2.0,29.0,16.0,7.0,4.0,0.159156,1,6.0,8.0,,,,,1.0,1.0,,,1.0,,,,,1.0,0.0166,3.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,
