match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,stat_lastManTackle,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_wasFouled,stat_errorLeadToAGoal,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,captain,stat_accurateCross,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside,player_lastName,stat_crossNotClaimed,stat_outfielderBlock
12437794,home,Barcelona,Iñaki Peña,inaki-pena,I. Peña,G,13,185,45964,M,inakipenya,794949,EUR,920332800,G,13,13,False,29.0,25.0,6.0,2.0,0.0,22.0,23.0,3.0,6.0,3.0,13.0,1.0,2.0,1.0,3.0,3.0,90.0,40.0,6.5,4.0,0.00051365,0,-1.2651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437794,home,Barcelona,Jules Koundé,jules-kounde,J. Koundé,D,23,180,147044,M,JKoundé,827212,EUR,910828800,D,23,23,False,58.0,54.0,2.0,1.0,0.0,16.0,16.0,38.0,45.0,,1.0,,,,,,90.0,82.0,7.0,10.0,0.116307,0,,3.0,3.0,1.0,7.0,5.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12437794,home,Barcelona,Pau Cubarsí,pau-cubarsi,P. Cubarsí,D,5,184,156448,M,PauCubarsí,1402913,EUR,1169424000,D,2,2,False,89.0,85.0,11.0,7.0,0.0,42.0,42.0,43.0,47.0,1.0,4.0,,,,,,90.0,96.0,7.1,5.0,0.0235156,0,,,2.0,1.0,2.0,4.0,,,,,3.0,3.0,,,,Pau Cubarsí,1.0,,,,,,,,,,,,,,,,,,
12437794,home,Barcelona,Iñigo Martínez,inigo-martinez,I. Martínez,D,26,181,62317,M,IñigoMartínez,173883,EUR,674438400,D,5,5,False,92.0,88.0,9.0,7.0,0.0,22.0,22.0,66.0,70.0,4.0,2.0,,,,,,90.0,104.0,7.6,4.0,0.0523201,2,,,,2.0,1.0,3.0,1.0,,,1.0,1.0,1.0,,,,,,1.0,1.0,0.0492,0.091,,,,,,,,,,,,,,
12437794,home,Barcelona,Alejandro Balde,alejandro-balde,A. Balde,D,3,175,128076,M,AlejandroBalde,997035,EUR,1066435200,D,3,3,False,78.0,75.0,1.0,1.0,0.0,23.0,24.0,52.0,58.0,1.0,10.0,,,,,,90.0,100.0,7.1,8.0,0.0677302,0,,4.0,1.0,,2.0,4.0,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,
12437794,home,Barcelona,Marc Casadó,marc-casado,M. Casadó,M,17,172,64339,M,marccasado,1000483,EUR,1063497600,M,17,17,False,59.0,53.0,2.0,2.0,0.0,22.0,24.0,31.0,36.0,1.0,6.0,,,,,,80.0,71.0,6.5,9.0,0.035216,0,,1.0,3.0,,4.0,5.0,1.0,,,1.0,2.0,1.0,2.0,,,,,,,,,3.0,1.0,,,,,,,,,,,,
12437794,home,Barcelona,Pedri,pedri,Pedri,M,8,174,636700,M,Pedri,992587,EUR,1038182400,M,8,8,False,71.0,63.0,8.0,8.0,0.0,9.0,10.0,54.0,61.0,,13.0,,,,,,90.0,97.0,8.9,16.0,0.36267,3,,,,,8.0,7.0,2.0,5.0,4.0,,2.0,,2.0,,4.0,,,1.0,2.0,0.3677,0.8376,1.0,,5.0,3.0,1.0,1.0,,,,,,,,
12437794,home,Barcelona,Raphinha,raphinha,Raphinha,M,11,176,878494,M,Raphinha,831005,EUR,850521600,M,11,11,False,42.0,33.0,5.0,4.0,0.0,4.0,5.0,35.0,56.0,1.0,4.0,,,,,,90.0,90.0,7.3,30.0,0.452761,5,,19.0,1.0,,11.0,8.0,3.0,11.0,6.0,,2.0,2.0,1.0,,4.0,,,1.0,1.0,0.6049,0.218,,,2.0,1.0,2.0,,True,6.0,3.0,1.0,2.0,,,
12437794,home,Barcelona,Pablo Gavi,gavi,Gavi,M,6,173,250088,M,Gavi,1103693,EUR,1091664000,M,6,6,False,27.0,22.0,,,1.0,4.0,5.0,18.0,23.0,1.0,3.0,,,,,,64.0,40.0,6.9,9.0,0.100294,1,,1.0,,1.0,4.0,3.0,1.0,,,1.0,1.0,,3.0,4.0,2.0,,,1.0,,0.0734,,1.0,,,1.0,1.0,,,,,,,,,
12437794,home,Barcelona,Fermín López,fermin-lopez,F. López,M,16,176,179218,M,FermínLópez,1153270,EUR,1052611200,M,16,16,False,33.0,27.0,2.0,,0.0,8.0,8.0,21.0,28.0,,2.0,,,,,,64.0,44.0,6.2,11.0,0.270218,1,,3.0,2.0,1.0,5.0,1.0,,2.0,,,,,,1.0,1.0,Fermín López,,,1.0,0.4145,0.2619,,,,,1.0,,,2.0,,,,,,
