match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_sofascoreId,stat_aerialWon,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_ownGoals,captain,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_keyPass,stat_shotOffTarget,stat_bigChanceMissed,stat_penaltyWon,stat_totalOffside,stat_bigChanceCreated,stat_penaltyConceded,stat_penaltyFaced,stat_wonContest
11406779,home,Cagliari,Simone Scuffet,simone-scuffet,S. Scuffet,G,22,193,684,M,284349,EUR,833500800,G,22,22,False,27.0,11.0,23.0,7.0,0.0,4.0,5.0,7.0,22.0,1.0,8.0,1.0,2.0,2.0,90.0,30.0,6.2,16.0,0.00301502,0,-1.5846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406779,home,Cagliari,Pantelis Hatzidiakos,hatzidiakos-pantelis,P. Hatzidiakos,D,6,185,762,M,822163,EUR,853545600,D,17,17,False,17.0,11.0,4.0,1.0,0.0,9.0,11.0,2.0,6.0,4.0,5.0,,,,87.0,38.0,6.7,10.0,0.00153087,0,,,,1.0,5.0,1.0,1.0,4.0,1.0,3.0,4.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
11406779,home,Cagliari,Yerry Mina,yerry-mina,Y. Mina,D,26,195,5988,M,360396,EUR,780278400,D,26,26,False,25.0,17.0,7.0,2.0,0.0,13.0,14.0,4.0,11.0,5.0,,1.0,,,90.0,40.0,7.3,8.0,0.00111546,1,,,,1.0,3.0,,,11.0,2.0,,,,,2.0,yerrymina,4.0,1.0,1.0,0.7884,0.9951,,,,,,,,,,,,,,,
11406779,home,Cagliari,Alberto Dossena,dossena-alberto,A. Dossena,D,4,195,511,M,870211,EUR,908236800,D,4,4,False,27.0,19.0,3.0,,0.0,14.0,17.0,5.0,10.0,5.0,3.0,1.0,,,90.0,41.0,6.3,9.0,0.00433959,1,,,,1.0,3.0,,,10.0,,,,,,2.0,,4.0,,,0.0246,,1.0,1.0,,,,,,,,,,,,,
11406779,home,Cagliari,Nahitan Nández,nahitan-nandez,N. Nandez,M,8,175,1922,M,589620,EUR,820108800,M,8,8,False,18.0,12.0,4.0,,0.0,5.0,8.0,9.0,12.0,3.0,9.0,,,,79.0,38.0,6.3,14.0,0.0605538,0,,,,2.0,12.0,2.0,1.0,1.0,,2.0,1.0,1.0,2.0,2.0,,2.0,,,,,,,True,2.0,2.0,5.0,3.0,,,,,,,,
11406779,home,Cagliari,Ibrahim Sulemana,ibrahim-sulemana,I. Sulemana,M,25,180,1979,M,105905,EUR,1053561600,M,25,25,False,10.0,7.0,2.0,1.0,0.0,5.0,6.0,2.0,4.0,4.0,,,,,45.0,22.0,6.8,5.0,0.00035651,1,,,,,1.0,,1.0,2.0,,1.0,3.0,2.0,1.0,,,1.0,,,0.0422,,,,,,,,,1.0,,,,,,,
11406779,home,Cagliari,Antoine Makoumbou,antoine-makoumbou,A. Makoumbou,M,29,186,535,M,920391,EUR,900720000,M,29,29,False,16.0,13.0,3.0,2.0,0.0,6.0,6.0,7.0,10.0,1.0,3.0,,,,90.0,26.0,6.5,4.0,0.0110067,0,,,,,2.0,1.0,,2.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
11406779,home,Cagliari,Tommaso Augello,tommaso-augello,T. Augello,M,3,181,354,M,596736,EUR,778204800,M,27,27,False,13.0,11.0,3.0,2.0,0.0,8.0,10.0,3.0,4.0,,2.0,,,,90.0,35.0,6.7,6.0,0.00864887,0,,,,1.0,1.0,,,4.0,,2.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,
11406779,home,Cagliari,Zito Luvumbo,zito-luvumbo,Z. Luvumbo,F,15,171,5304,M,1000150,EUR,1015632000,F,77,77,False,13.0,5.0,3.0,,0.0,3.0,3.0,2.0,12.0,6.0,5.0,6.0,,,90.0,33.0,6.3,16.0,0.00052201,2,,,,1.0,10.0,1.0,2.0,,,,,,1.0,3.0,LuvumboZito,,,,0.3923,,,,,2.0,,3.0,,2.0,1.0,1.0,1.0,,,,
11406779,home,Cagliari,Eldor Shomurodov,shomurodov-eldor,E. Shomurodov,F,14,190,31540,M,791355,EUR,804384000,F,61,61,False,11.0,7.0,1.0,,0.0,2.0,2.0,7.0,11.0,5.0,4.0,2.0,,,79.0,27.0,7.1,9.0,0.203454,2,,,,3.0,8.0,,1.0,1.0,,,2.0,,3.0,3.0,,1.0,1.0,,0.1476,0.0367,,,,2.0,2.0,1.0,1.0,1.0,,,,1.0,,,
11406779,home,Cagliari,Gianluca Gaetano,gaetano-gianluca,G. Gaetano,M,10,183,1108,M,902019,EUR,957484800,F,70,70,False,12.0,8.0,1.0,,0.0,6.0,7.0,2.0,5.0,2.0,3.0,1.0,,,69.0,20.0,6.8,8.0,0.00671751,1,,,,,4.0,1.0,2.0,1.0,,1.0,,,2.0,1.0,,1.0,1.0,1.0,0.7884,0.9922,,,,,,,1.0,,,,,,,,
11406779,home,Cagliari,Matteo Prati,matteo-prati,M. Prati,M,4,182,705,M,1111640,EUR,1072569600,M,16,16,True,5.0,1.0,4.0,,0.0,1.0,3.0,,2.0,3.0,1.0,,,,45.0,12.0,6.8,4.0,2.334e-05,1,,,,1.0,1.0,,,,1.0,1.0,3.0,2.0,,,,,1.0,,0.0111,0.4029,,,,,,,,,,,,,,,
11406779,home,Cagliari,Alessandro Deiola,alessandro-deiola,A. Deiola,M,14,189,280,M,328109,EUR,807235200,M,14,14,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,,,21.0,5.0,6.3,,0.00243998,0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406779,home,Cagliari,Gabriele Zappa,gabriele-zappa,G. Zappa,D,28,183,617,M,927304,EUR,945820800,D,28,28,True,2.0,1.0,,,0.0,,1.0,1.0,1.0,2.0,,,,,11.0,7.0,6.7,2.0,0.00033611,0,,,,,,,,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11406779,home,Cagliari,Nicolas Viola,nicolas-viola,N. Viola,F,10,180,280,M,21608,EUR,624153600,M,10,10,True,4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,,,,,,11.0,8.0,6.4,5.0,0.00038285,0,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,
11406779,home,Cagliari,Mateusz Wieteska,mateusz-wieteska,M. Wieteska,D,4,187,1515,M,286087,EUR,855619200,D,23,23,True,,,,,0.0,,,,,,,,,,10.0,,6.3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
