match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_outfielderBlock,stat_keyPass,stat_challengeLost,stat_interceptionWon,captain,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_wonTackle,stat_penaltyWon,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork,stat_penaltyConceded
10437992,home,Paços de Ferreira,Nigel Thomas,nigel-thomas,N. Thomas,F,27,177,76,M,916952,EUR,980985600,F,7,7,False,18.0,14.0,1.0,,4.0,4.0,11.0,18.0,,2.0,,,,79.0,28.0,6.5,8.0,1,4.0,1.0,,5.0,2.0,1.0,,,,2.0,1.0,,,,1.0,2.0,,,1.0,,,1.0,,,,,,,1.0,,,,,
10437992,home,Paços de Ferreira,Luiz Carlos,luiz-carlos,L. Carlos,M,,175,24,M,94203,EUR,489369600,M,22,22,True,16.0,12.0,3.0,1.0,7.0,9.0,6.0,11.0,,5.0,,,,45.0,28.0,6.6,10.0,0,4.0,1.0,,6.0,3.0,1.0,,1.0,1.0,2.0,1.0,,,,1.0,2.0,1.0,,1.0,,,,,1.0,,1.0,,,,,,,,
10437992,home,Paços de Ferreira,Fábio Gomes,fabio-gomes,Fábio Gomes,F,90,192,633,M,909487,EUR,864518400,F,11,11,True,5.0,3.0,,,,,3.0,6.0,,2.0,,,,14.0,12.0,5.7,8.0,1,1.0,2.0,1.0,7.0,1.0,5.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
10437992,home,Paços de Ferreira,Hernani Infande,infande-hernani,H. Infande,F,,178,44,M,1088749,EUR,986256000,F,70,70,True,5.0,5.0,,,3.0,3.0,2.0,2.0,,1.0,,,,11.0,10.0,6.8,2.0,1,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,
10437992,home,Paços de Ferreira,Uilton Silva,uilton-silva,U. Silva,F,,175,21,M,943391,EUR,712022400,F,9,9,True,8.0,8.0,2.0,2.0,4.0,4.0,4.0,4.0,,2.0,,,,12.0,14.0,6.4,4.0,1,,,,4.0,,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,,,,2.0,,,,,,,,
10437992,home,Paços de Ferreira,Jorge Silva,jorge-silva,J. Silva,D,7,183,105,M,790787,EUR,827452800,D,21,21,True,2.0,1.0,,,,1.0,1.0,1.0,,,,,,12.0,3.0,6.4,1.0,0,,3.0,1.0,3.0,1.0,,,,,,,Jorge,Silva,,,,,,,,,,,,,,,,,,,,,
10437992,home,Paços de Ferreira,Igor Vekić,igor-vekic,I. Vekić,G,1,192,160,M,943735,EUR,894412800,G,98,98,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437992,home,Paços de Ferreira,Erick Ferigra,erick-ferigra,E. Ferigra,D,14,180,130,M,928766,EUR,918259200,D,23,23,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Erick,Ferigra,,,,,,,,,,,,,,,,,,,,,
10437992,home,Paços de Ferreira,Tiago Ribeiro,tiago-ribeiro,T. Ribeiro,M,10,184,44,M,1174486,EUR,1016064000,M,18,18,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Tiago Ribeiro,,,,,,,,,,,,,,,,,,,,,,
10437992,home,Paços de Ferreira,Alexandre Guedes,alexandre-guedes,A. Guedes,F,11,185,80,M,299914,EUR,760924800,F,30,30,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437992,away,Santa Clara,Gabriel Batista,gabriel-batista,G. Batista,G,1,188,348,M,822526,EUR,896832000,G,12,12,False,27.0,13.0,20.0,6.0,10.0,12.0,3.0,15.0,1.0,13.0,3.0,3.0,,90.0,37.0,6.8,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,
10437992,away,Santa Clara,Nanú,nanu,Nanú,D,14,177,273,M,343965,EUR,769132800,D,31,31,False,18.0,13.0,3.0,2.0,6.0,8.0,8.0,11.0,2.0,5.0,,,,73.0,38.0,7.2,10.0,0,1.0,,,1.0,3.0,2.0,2.0,1.0,2.0,,,,,1.0,2.0,,1.0,,1.0,,,,,1.0,,1.0,,,,,,,,
10437992,away,Santa Clara,Ygor Nogueira,ygor-nogueira,Y. Nogueira,D,40,187,112,M,757980,EUR,796262400,D,2,2,False,37.0,28.0,4.0,1.0,21.0,25.0,7.0,12.0,6.0,3.0,,,,90.0,59.0,7.6,12.0,0,,2.0,3.0,3.0,7.0,1.0,,4.0,,,,,,4.0,,,1.0,,,,,,,2.0,,,,,1.0,,,,,
10437992,away,Santa Clara,Adriano Firmino,adriano-firmino,A. Firmino,M,6,187,127,M,989383,EUR,941673600,D,20,20,False,35.0,31.0,3.0,2.0,25.0,28.0,6.0,7.0,3.0,8.0,,,,90.0,45.0,7.2,5.0,1,,1.0,,2.0,3.0,,,3.0,,,1.0,,,,1.0,,1.0,,,1.0,,,,2.0,,,,1.0,,,,,,
10437992,away,Santa Clara,Paulo Henrique,paulo-henrique,P. Henrique,D,23,182,49,M,342981,EUR,846028800,D,16,16,False,44.0,31.0,9.0,3.0,20.0,25.0,11.0,19.0,3.0,4.0,,,,90.0,57.0,7.2,13.0,2,,4.0,6.0,6.0,9.0,1.0,1.0,2.0,,,2.0,,,,1.0,,,True,,,1.0,,,1.0,,,,1.0,,,,,1.0,
10437992,away,Santa Clara,Matheus Araújo,matheus-araujo,M. Araújo,D,32,185,323,M,1105841,EUR,983404800,D,32,32,False,16.0,14.0,1.0,,10.0,10.0,4.0,7.0,2.0,5.0,,,,73.0,31.0,6.9,4.0,1,1.0,,,,5.0,,,3.0,,2.0,,Matheus,,,,,1.0,,,,,,,3.0,,,,1.0,,,,,,
10437992,away,Santa Clara,Allano,allano,Allano,M,29,182,485,M,796925,EUR,798681600,M,7,7,False,16.0,11.0,3.0,1.0,6.0,7.0,5.0,11.0,,2.0,,,,83.0,38.0,7.0,11.0,1,2.0,3.0,,6.0,10.0,3.0,3.0,2.0,4.0,5.0,2.0,,,1.0,,1.0,1.0,,,,,1.0,,2.0,,,,,2.0,,,,,
10437992,away,Santa Clara,Kento Misao,kento-misao,K. Misao,M,6,180,90,M,358988,EUR,829612800,M,40,40,False,29.0,24.0,3.0,2.0,12.0,14.0,12.0,15.0,,6.0,,,,90.0,42.0,6.7,8.0,1,,1.0,1.0,6.0,5.0,1.0,,3.0,1.0,1.0,3.0,,,1.0,,1.0,1.0,,,,,,,2.0,,,,1.0,,,,,,
10437992,away,Santa Clara,Bruno Jordão,bruno-jordao,B. Jordão,M,6,180,275,M,845791,EUR,908150400,M,6,6,False,11.0,11.0,,,7.0,7.0,4.0,4.0,,2.0,,,,61.0,19.0,5.8,4.0,0,,,,5.0,1.0,2.0,,,,1.0,1.0,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,1.0
10437992,away,Santa Clara,Rildo,rildo,Rildo,F,37,178,262,M,1047095,EUR,948412800,M,37,37,False,8.0,5.0,,,4.0,6.0,1.0,2.0,1.0,3.0,,,,61.0,15.0,6.0,5.0,1,,1.0,1.0,8.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,5.0,,,,,,1.0,,1.0,,,,,3.0,,,,,
10437992,away,Santa Clara,Walter González,walter-gonzalez,W. González,F,9,185,74,M,805142,EUR,801014400,F,24,24,False,19.0,14.0,3.0,2.0,7.0,7.0,7.0,12.0,2.0,1.0,,,,90.0,32.0,6.1,9.0,3,,5.0,2.0,7.0,3.0,1.0,,,2.0,1.0,,,,,,,,,,,2.0,,,,,1.0,1.0,1.0,,,,,,
10437992,away,Santa Clara,Victor Bobsin,victor-bobsin,V. Bobsin,M,8,184,110,M,905451,EUR,947635200,M,80,80,True,15.0,13.0,3.0,3.0,6.0,7.0,7.0,8.0,2.0,3.0,,,,29.0,24.0,6.9,3.0,0,,,1.0,3.0,4.0,1.0,1.0,1.0,,1.0,2.0,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,
10437992,away,Santa Clara,Gabriel Silva,gabriel-silva,Gabriel Silva,F,10,177,795,M,1046794,EUR,1016755200,F,49,49,True,4.0,2.0,1.0,1.0,,1.0,2.0,3.0,,1.0,,,,29.0,9.0,6.7,4.0,0,,3.0,1.0,3.0,2.0,,,1.0,2.0,,,Gabriel Silva,,,1.0,,,,,,,,,1.0,,,,,,,,,,
10437992,away,Santa Clara,Bruno Almeida,bruno-almeida,B. Almeida,M,10,172,75,M,941314,EUR,842227200,M,19,19,True,9.0,4.0,1.0,1.0,1.0,1.0,5.0,12.0,1.0,1.0,,,,17.0,18.0,7.3,8.0,0,4.0,,,1.0,1.0,1.0,1.0,,,,,,,,2.0,1.0,,,2.0,,,,,,,,,,,,,,,
10437992,away,Santa Clara,Diogo Calila,diogo-calila,D. Calila,M,2,173,593,M,892083,EUR,907977600,D,13,13,True,12.0,10.0,,,4.0,5.0,6.0,9.0,1.0,4.0,,,,17.0,19.0,6.9,5.0,0,2.0,,,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,
10437992,away,Santa Clara,Matheus Babi,matheus-babi,Matheus Babi,F,17,191,462,M,1007431,EUR,869184000,F,39,39,True,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,16.0,11.0,6.6,3.0,1,,2.0,2.0,3.0,3.0,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,1.0,,,2.0,,,,,
10437992,away,Santa Clara,Marcos Díaz,marcos-diaz,M. Díaz,G,,186,29,M,105935,EUR,507945600,G,74,74,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437992,away,Santa Clara,Ítalo,italo,Ítalo,D,16,191,58,M,1110161,EUR,1013990400,D,44,44,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437992,away,Santa Clara,Costinha,costinha,Costinha,F,10,170,38,M,805190,EUR,714700800,M,11,11,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437992,away,Santa Clara,Kyosuke Tagawa,kyosuke-tagawa,K. Tagawa,F,11,181,119,M,858886,EUR,918691200,F,9,9,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
