match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalLongBalls,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_possessionLostCtrl,stat_expectedGoals,stat_keyPass,stat_accurateLongBalls,stat_aerialLost,stat_outfielderBlock,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork,stat_errorLeadToAShot,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal
12436490,home,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190,2695,M,103335,EUR,699667200,G,1,1,False,True,24.0,24.0,0.0,24.0,24.0,1.0,1.0,9.0,1.0,1.0,1.0,90.0,34.0,5.8,6.976e-05,0,-2.5635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436490,home,Fulham,Kenny Tete,kenny-tete,K. Tete,D,2,180,1146,M,190877,EUR,813196800,D,2,2,False,,36.0,28.0,1.0,13.0,15.0,7.0,3.0,2.0,1.0,,,71.0,67.0,6.9,0.00983597,1,,3.0,15.0,21.0,1.0,7.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,14.0,0.0264,1.0,,,,,,,,,,,,,,,,,,,,,
12436490,home,Fulham,Joachim Andersen,joachim-andersen,J. Andersen,D,5,190,2378,M,362682,EUR,833500800,D,5,5,False,,57.0,49.0,0.0,27.0,31.0,4.0,,3.0,1.0,,,79.0,64.0,6.8,0.00665039,0,,11.0,22.0,26.0,1.0,2.0,1.0,,,,,,2.0,2.0,,,8.0,,,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12436490,home,Fulham,Calvin Bassey,calvin-bassey,C. Bassey,D,3,185,8710,M,861972,EUR,946598400,D,3,3,False,,83.0,75.0,0.0,48.0,49.0,1.0,3.0,14.0,,,,90.0,90.0,6.5,0.020809,0,,8.0,27.0,34.0,1.0,2.0,,,,,,1.0,,,,1.0,8.0,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12436490,home,Fulham,Antonee Robinson,antonee-robinson,A. Robinson,D,33,183,2862,M,803174,EUR,870998400,D,33,33,False,,60.0,46.0,0.0,15.0,18.0,7.0,1.0,3.0,1.0,,,90.0,89.0,6.9,0.266344,1,,6.0,33.0,49.0,,3.0,2.0,,2.0,2.0,,2.0,4.0,2.0,,,19.0,0.0318,1.0,2.0,1.0,,,,7.0,2.0,1.0,1.0,0.0201,,,,,,,,,,,
12436490,home,Fulham,Andreas Pereira,andreas-pereira,A. Pereira,M,8,177,14092,M,285949,EUR,820454400,M,18,18,False,,37.0,25.0,0.0,10.0,13.0,3.0,,3.0,1.0,,,59.0,54.0,6.7,0.152817,1,,2.0,18.0,33.0,,4.0,2.0,,1.0,1.0,,1.0,1.0,1.0,,2.0,18.0,0.0401,2.0,1.0,,,,,9.0,3.0,,,,andreaspereira,1.0,,,,,,,,,
12436490,home,Fulham,Saša Lukić,sasa-lukic,S. Lukić,M,20,183,2086,M,371222,EUR,839894400,M,20,20,False,,56.0,53.0,0.0,25.0,25.0,9.0,,2.0,2.0,,,90.0,69.0,6.9,0.0503196,0,,1.0,28.0,31.0,,3.0,,,,,,2.0,7.0,3.0,,4.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,
12436490,home,Fulham,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183,8263,M,352770,EUR,831081600,M,17,17,False,,36.0,31.0,0.0,8.0,8.0,1.0,,4.0,,,,90.0,54.0,6.9,0.0414797,3,,1.0,23.0,32.0,,7.0,,4.0,2.0,,,,1.0,,1.0,,16.0,0.1613,1.0,,1.0,,,,4.0,,,2.0,0.7237,alexanderiwobi,1.0,1.0,,,,,,,,
12436490,home,Fulham,Emile Smith Rowe,emile-smith-rowe,E. Smith Rowe,M,32,182,7311,M,867445,EUR,964742400,M,32,32,False,,27.0,25.0,0.0,7.0,7.0,2.0,,2.0,,,,59.0,33.0,6.6,0.0175424,0,,1.0,18.0,20.0,,3.0,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,5.0,,,1.0,,,,,,,,,,esr,,,1.0,,,,,,,
12436490,home,Fulham,Reiss Nelson,reiss-nelson,R. Nelson,M,11,175,4847,M,826139,EUR,944784000,M,19,19,False,,33.0,30.0,0.0,5.0,5.0,4.0,,3.0,2.0,,,71.0,54.0,6.8,0.122699,0,,2.0,26.0,31.0,,5.0,1.0,1.0,2.0,,,3.0,2.0,2.0,5.0,1.0,13.0,,,1.0,,,,,3.0,1.0,,,,reissnelson,,,,,,,,,,
