match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_totalCross,stat_blockedScoringAttempt,stat_accurateCross,stat_dispossessed,stat_shotOffTarget,captain,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_errorLeadToAShot,stat_totalOffside
13981435,home,Juventus,Dušan Vlahović,,,dusan-vlahovic,D. Vlahović,F,9,190,43057,M,DV9,832208,EUR,949017600,F,9,9,False,5.0,4.0,1.0,1.0,0.0,4.0,4.0,,1.0,,,,73.0,14.0,6.6,2.0,7.748e-05,,2,,-0.01,,0.27,,2.0,1.0,4.0,3.0,,2.0,1.0,2.0,2.0,,,,,,,0.0997,,-0.49,,1.0,,,1.0,,,,,,,
13981435,home,Juventus,Juan Cabal,,,juan-cabal,J. Cabal,D,32,185,4400,M,,988037,EUR,978912000,D,32,32,True,4.0,3.0,1.0,,0.0,2.0,2.0,1.0,2.0,1.0,,,17.0,8.0,6.3,1.0,7.841e-05,,1,,-0.02,0.01,-0.13,,1.0,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,0.0137,,-0.01,,,,,1.0,,,,,,,
13981435,home,Juventus,Vasilije Adžić,Vasilije,Adžić,vasilije-adzic,V. Adžić,M,17,187,5124,M,,1149288,EUR,1147392000,M,17,17,True,7.0,7.0,,,0.0,1.0,1.0,6.0,6.0,3.0,,,17.0,14.0,7.6,3.0,0.00736324,,1,,0.08,0.03,-0.03,,,1.0,3.0,1.0,3.0,,,,1.0,,1.0,1.0,,,,0.0184,0.2331,0.55,,,,1.0,,,,1.0,,,,
13981435,home,Juventus,Loïs Openda,,,lois-openda,L. Openda,F,20,177,15661,M,l_openda,835480,EUR,950659200,F,20,20,True,4.0,3.0,,,0.0,2.0,2.0,1.0,2.0,,,,17.0,9.0,6.6,1.0,0.00177768,,1,,-0.07,-0.15,0.0,,2.0,,2.0,3.0,,,,2.0,,,,,,,,0.0177,,-0.04,,1.0,,,,,,1.0,1.0,,,1.0
13981435,home,Juventus,João Mário,,,joao-mario,J. Mário,D,17,178,3148,M,,902031,EUR,946857600,D,25,25,True,5.0,5.0,,,0.0,1.0,1.0,4.0,4.0,,,,11.0,8.0,6.6,1.0,0.00269624,,0,,-0.06,-0.11,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
13981435,home,Juventus,Jonathan David,,,jonathan-david,J. David,F,30,180,21023,M,jodavid,935564,EUR,947808000,F,30,30,True,5.0,4.0,,,1.0,1.0,1.0,3.0,4.0,,,,11.0,6.0,6.6,2.0,0.00392884,,0,,-0.04,,0.13,,,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,
13981435,home,Juventus,Carlo Pinsoglio,,,carlo-pinsoglio,C. Pinsoglio,G,23,194,2090,M,,46420,EUR,637545600,G,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981435,home,Juventus,Mattia Perin,,,mattia-perin,M. Perin,G,1,188,3256,M,,79645,EUR,721353600,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981435,home,Juventus,Daniele Rugani,,,daniele-rugani,D. Rugani,D,24,188,2117,M,,139273,EUR,775440000,D,24,24,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981435,home,Juventus,Filip Kostić,,,filip-kostic,F. Kostić,M,18,184,7055,M,filipkostic,126588,EUR,720576000,M,18,18,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981435,away,Inter,Yann Sommer,,,yann-sommer,Y. Sommer,G,1,183,12749,M,yannsommer,16206,EUR,598320000,G,1,1,False,17.0,14.0,6.0,3.0,0.0,12.0,14.0,2.0,3.0,,,,90.0,17.0,5.5,3.0,0.00026703,,0,-2.7749,0.04,0.0,-0.44,-0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981435,away,Inter,Manuel Akanji,,,manuel-akanji,M. Akanji,D,25,187,22699,M,manuel_akanji,383560,EUR,806112000,D,25,25,False,88.0,79.0,5.0,3.0,0.0,27.0,27.0,52.0,61.0,3.0,,,90.0,99.0,6.3,9.0,0.0601572,,1,,0.05,0.3,-0.64,,1.0,3.0,1.0,5.0,4.0,,,2.0,,,,,1.0,,,0.0149,,0.0,1.0,1.0,1.0,,,,,,,,,
13981435,away,Inter,Francesco Acerbi,,,francesco-acerbi,F. Acerbi,D,15,192,5573,M,,126816,EUR,571449600,D,15,15,False,64.0,63.0,1.0,1.0,0.0,25.0,25.0,38.0,39.0,2.0,,,90.0,82.0,6.7,2.0,0.202462,,0,,0.38,0.26,-0.5,,,4.0,2.0,5.0,7.0,2.0,1.0,1.0,2.0,1.0,,,4.0,,,,,,1.0,,1.0,,,,,,,,,
13981435,away,Inter,Alessandro Bastoni,,,alessandro-bastoni,A. Bastoni,D,95,190,15274,M,alessandrobastoni,826188,EUR,923961600,D,95,95,False,77.0,71.0,4.0,4.0,0.0,25.0,26.0,46.0,51.0,3.0,,,90.0,101.0,5.8,15.0,0.127278,,2,,0.07,0.28,-0.73,,1.0,2.0,3.0,2.0,3.0,,2.0,,2.0,,,,,,,0.1424,,-0.26,7.0,,1.0,,2.0,,,,,,,
13981435,away,Inter,Denzel Dumfries,,,denzel-dumfries,D. Dumfries,M,2,189,15021,M,ddumfries2,759520,EUR,829785600,M,2,2,False,15.0,12.0,,,0.0,3.0,4.0,9.0,11.0,1.0,,,77.0,34.0,6.7,9.0,0.0345981,,1,,-0.11,-0.19,-0.11,,2.0,3.0,3.0,6.0,,,1.0,2.0,,2.0,,,,1.0,,0.0699,,-0.05,2.0,1.0,,,,,,1.0,,,,
13981435,away,Inter,Nicolò Barella,,,nicolo-barella,N. Barella,M,23,175,21290,M,nicolo_barella,363856,EUR,855273600,M,23,23,False,36.0,32.0,2.0,1.0,0.0,4.0,5.0,28.0,31.0,3.0,,,64.0,53.0,6.5,12.0,0.159463,,3,,0.28,0.1,-0.13,,,,5.0,2.0,,,1.0,,1.0,1.0,,,,2.0,1.0,0.1904,,-0.04,6.0,2.0,3.0,2.0,1.0,,,2.0,,,,
13981435,away,Inter,Hakan Çalhanoğlu,,,hakan-calhanoglu,H. Çalhanoğlu,M,20,178,32988,M,HÇalhanoğlu,135700,EUR,760665600,M,20,20,False,80.0,77.0,5.0,3.0,0.0,26.0,26.0,51.0,54.0,9.0,,,81.0,99.0,9.7,8.0,0.0663901,,6,,0.16,0.36,-0.07,,,,2.0,3.0,1.0,,1.0,1.0,1.0,1.0,3.0,2.0,,1.0,,0.2652,0.9161,1.0,4.0,1.0,,,2.0,,1.0,1.0,1.0,,,
13981435,away,Inter,Henrikh Mkhitaryan,,,henrikh-mkhitaryan,H. Mkhitaryan,M,22,178,8680,M,micki_taryan,37151,EUR,601344000,M,22,22,False,50.0,46.0,5.0,4.0,0.0,12.0,15.0,34.0,35.0,6.0,,,90.0,68.0,6.8,9.0,0.0662251,,1,,0.13,0.27,-0.23,,1.0,1.0,6.0,7.0,,1.0,3.0,2.0,2.0,,,,1.0,3.0,3.0,0.0259,,-0.14,1.0,,,1.0,1.0,,2.0,1.0,1.0,,,
13981435,away,Inter,Carlos Augusto,,,carlos-augusto,C. Augusto,D,30,184,7355,M,,929199,EUR,915667200,M,30,30,False,21.0,15.0,,,1.0,4.0,4.0,11.0,17.0,,,,64.0,31.0,6.6,9.0,0.0172713,,0,,-0.29,-0.13,0.34,,,2.0,2.0,3.0,1.0,1.0,,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,,1.0,,,,
13981435,away,Inter,Marcus Thuram,,,marcus-thuram,M. Thuram,F,9,192,25521,M,m_thuram,791702,EUR,870825600,F,9,9,False,20.0,16.0,1.0,1.0,0.0,3.0,3.0,13.0,17.0,1.0,,,90.0,34.0,7.1,10.0,0.157696,,4,,-0.82,-0.52,0.24,,1.0,3.0,4.0,4.0,1.0,,3.0,1.0,,2.0,1.0,1.0,,,,0.2506,0.2688,0.48,1.0,1.0,1.0,3.0,2.0,,,,,,,
13981435,away,Inter,Lautaro Martínez,,,lautaro-martinez,L. Martínez,F,10,175,122092,M,LautaroM,823984,EUR,872208000,F,10,10,False,10.0,9.0,,,0.0,2.0,2.0,7.0,8.0,,,,64.0,20.0,6.5,4.0,0.0472663,,0,,-0.08,-0.08,0.19,,1.0,1.0,6.0,4.0,2.0,,,3.0,2.0,2.0,,,,,,,,,,,,2.0,,True,,1.0,,,,
13981435,away,Inter,Federico Dimarco,,,federico-dimarco,F. Dimarco,M,32,174,15308,M,dimarco32,284361,EUR,879120000,D,32,32,True,9.0,4.0,1.0,,1.0,1.0,3.0,3.0,6.0,,,,26.0,16.0,6.2,9.0,0.127419,,0,,0.02,0.16,-0.41,,,,,,,,,,,2.0,,,,,,,,,7.0,,3.0,,,,,,,1.0,,
13981435,away,Inter,Piotr Zieliński,,,piotr-zielinski,P. Zieliński,M,7,180,18478,M,zielu_94,138605,EUR,769392000,M,7,7,True,5.0,4.0,,,1.0,1.0,2.0,3.0,3.0,1.0,,,26.0,6.0,6.5,1.0,0.0102293,,0,,0.03,0.02,-0.11,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
13981435,away,Inter,Ange-Yoan Bonny,,,ange-yoan-bonny,A. Bonny,F,14,189,10665,M,,1086223,EUR,1067040000,F,14,14,True,5.0,5.0,,,0.0,2.0,2.0,3.0,3.0,3.0,,,26.0,11.0,6.5,2.0,0.0035524,,0,,-0.05,-0.18,0.15,,2.0,,4.0,3.0,,,,1.0,,,,,,2.0,,,,,,,,1.0,,,,1.0,,,,
13981435,away,Inter,Matteo Darmian,,,matteo-darmian,M. Darmian,M,36,182,3779,M,,19352,EUR,628560000,D,36,36,True,1.0,1.0,,,0.0,1.0,1.0,,0.0,,,,13.0,5.0,5.9,4.0,2.17e-05,,0,,0.0,-0.15,-0.37,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0
13981435,away,Inter,Petar Sučić,,,petar-sucic,P. Sučić,M,8,184,7937,M,,1091303,EUR,1067040000,M,8,8,True,5.0,4.0,,,0.0,2.0,2.0,2.0,3.0,,,,9.0,6.0,6.3,2.0,0.00183944,,0,,0.01,-0.01,-0.16,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
13981435,away,Inter,Josep Martínez,,,josep-martinez,J. Martínez,G,13,191,2817,M,,845291,EUR,896227200,G,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981435,away,Inter,Raffaele Di Gennaro,,,raffaele-di-gennaro,R. D. Gennaro,G,12,188,1343,M,,301162,EUR,749606400,G,12,12,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981435,away,Inter,Yann Bisseck,,,yann-bisseck,Y. Bisseck,D,31,194,5415,M,,906275,EUR,975456000,D,31,31,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981435,away,Inter,Stefan de Vrij,,,stefan-de-vrij,S. de Vrij,D,6,188,5674,M,Stefandevrij,91046,EUR,697248000,D,6,6,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981435,away,Inter,Tomás Palacios,,,tiago-tomas-palacios,T. Palacios,D,24,195,2235,M,,1173598,EUR,1051488000,D,42,42,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981435,away,Inter,Davide Frattesi,,,davide-frattesi,D. Frattesi,M,16,178,5601,M,davidefrrattesi_22,835600,EUR,937958400,M,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981435,away,Inter,Luís Henrique,,,luis-henrique,L. Henrique,M,11,181,6103,M,,977679,EUR,1008288000,F,11,11,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981435,away,Inter,Andy Diouf,,,andy-diouf,A. Diouf,M,17,187,3993,M,,1048889,EUR,1053129600,M,17,17,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981435,away,Inter,Francesco Pio Esposito,,,francesco-pio-esposito,F. P. Esposito,F,94,189,8641,M,,1156616,EUR,1119916800,F,94,94,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
