match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_wasFouled,stat_fouls,player_lastName,stat_challengeLost,stat_unsuccessfulTouch,stat_dispossessed,stat_totalOffside,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_shotOffTarget,stat_goals,stat_blockedScoringAttempt,stat_penaltyWon,stat_savedShotsFromInsideTheBox,stat_penaltyConceded,stat_penaltyFaced,stat_interceptionWon
12499482,home,RB Leipzig,Péter Gulácsi,peter-gulacsi,P. Gulácsi,G,1,190,2361,M,37096,EUR,641952000,G,1,1,False,True,19.0,14.0,5.0,0.0,14.0,14.0,5.0,2.0,2.0,3.0,6.0,2.0,1.0,2.0,1.0,1.0,67.0,29.0,6.9,5.0,6.081e-05,0,-0.3122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499482,home,RB Leipzig,Kosta Nedeljković,kosta-nedeljkovic,K. Nedeljković,D,19,184,2309,M,1152923,EUR,1134691200,D,21,21,False,,17.0,14.0,2.0,0.0,8.0,10.0,8.0,,3.0,,1.0,,,,,,45.0,30.0,6.8,9.0,0.00630723,0,,Kosta Nedeljkovic,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
12499482,home,RB Leipzig,Lukas Klostermann,lukas-klostermann,L. Klostermann,D,16,188,717,M,319853,EUR,833760000,D,16,16,False,,77.0,71.0,2.0,0.0,45.0,48.0,29.0,1.0,1.0,4.0,5.0,,,,,,90.0,86.0,6.5,6.0,0.0148634,0,,,,26.0,,3.0,4.0,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12499482,home,RB Leipzig,El Chadaille Bitshiabu,el-chadaille-bitshiabu,E. C. Bitshiabu,D,5,196,1701,M,1048009,EUR,1116201600,D,5,5,False,,104.0,89.0,14.0,0.0,39.0,44.0,61.0,4.0,5.0,11.0,11.0,,,,,,90.0,124.0,7.3,18.0,0.0358431,0,,,6.0,50.0,1.0,2.0,5.0,2.0,1.0,1.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
12499482,home,RB Leipzig,Castello Lukeba,castello-lukeba,C. Lukeba,D,23,184,2734,M,976421,EUR,1040083200,D,23,23,False,,62.0,45.0,4.0,0.0,24.0,27.0,38.0,3.0,12.0,2.0,7.0,,,,,,90.0,101.0,7.0,28.0,0.0158975,0,,,1.0,21.0,3.0,1.0,5.0,7.0,4.0,,3.0,2.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,
12499482,home,RB Leipzig,Ridle Baku,ridle-baku,R. Baku,M,17,176,1448,M,856553,EUR,891993600,M,17,17,False,,36.0,31.0,1.0,0.0,7.0,8.0,29.0,,1.0,,1.0,,,,,,89.0,47.0,7.0,12.0,0.174926,0,,,1.0,24.0,1.0,1.0,5.0,2.0,,,1.0,1.0,,,,,2.0,2.0,,1.0,2.0,,,,,,,,,,,,,,,
12499482,home,RB Leipzig,Nicolas Seiwald,seiwald-nicolas,N. Seiwald,M,13,179,1528,M,976575,EUR,988934400,M,13,13,False,,51.0,43.0,4.0,0.0,18.0,22.0,40.0,3.0,8.0,,6.0,,,,,,90.0,75.0,8.1,20.0,0.686398,0,,,2.0,28.0,11.0,1.0,3.0,1.0,,,5.0,3.0,,,1.0,,,2.0,,,3.0,3.0,2.0,,,,,,,,,,,,,
12499482,home,RB Leipzig,Arthur Vermeeren,arthur-vermeeren,A. Vermeeren,M,18,180,4699,M,1149127,EUR,1107734400,M,18,18,False,,32.0,27.0,2.0,0.0,12.0,17.0,15.0,,1.0,1.0,2.0,,,,,,45.0,40.0,6.5,7.0,0.0106512,1,,Arthur Vermeeren,1.0,15.0,,,1.0,1.0,,1.0,1.0,,1.0,,,,,1.0,,,,,,arthurvermeeren,1.0,0.1043,0.0732,,,,,,,,,
12499482,home,RB Leipzig,Christoph Baumgartner,christoph-baumgartner,C. Baumgartner,M,14,180,2738,M,825956,EUR,933465600,M,14,14,False,,34.0,22.0,2.0,0.0,4.0,8.0,26.0,3.0,10.0,1.0,5.0,,,,,,90.0,62.0,7.0,23.0,0.0316301,4,,,1.0,18.0,,1.0,7.0,4.0,1.0,,4.0,4.0,,2.0,1.0,,,4.0,2.0,,,,,,1.0,0.3325,0.5717,1.0,3.0,,,,,,,
12499482,home,RB Leipzig,Benjamin Šeško,benjamin-sesko,B. Šeško,F,30,195,79780,M,986397,EUR,1054339200,F,30,30,False,,11.0,8.0,,0.0,2.0,2.0,9.0,1.0,1.0,1.0,,,,,,,90.0,20.0,7.0,5.0,0.233241,3,,,,6.0,,,,,,1.0,,,,,,,,2.0,,1.0,1.0,,,benjamin_sesko,1.0,1.3685,0.7677,1.0,2.0,1.0,,,,,,
12499482,home,RB Leipzig,Loïs Openda,lois-openda,L. Openda,F,20,177,15660,M,835480,EUR,950659200,F,11,11,False,,20.0,11.0,,0.0,3.0,6.0,15.0,1.0,7.0,,1.0,,,,,,89.0,36.0,7.4,13.0,0.146227,1,,,,8.0,1.0,2.0,3.0,1.0,1.0,,1.0,,,4.0,,,1.0,3.0,,1.0,1.0,,,l_openda,,0.0476,,,,,1.0,1.0,,,,
12499482,home,RB Leipzig,Lutsharel Geertruida,lutsharel-geertruida,L. Geertruida,D,6,185,2489,M,856739,EUR,963878400,D,3,3,True,,31.0,28.0,1.0,0.0,9.0,9.0,24.0,,1.0,3.0,2.0,,,,,,45.0,42.0,7.0,5.0,0.0485578,0,,,1.0,19.0,2.0,,1.0,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
12499482,home,RB Leipzig,Amadou Haidara,amadou-haidara,A. Haidara,M,21,174,6620,M,822708,EUR,886204800,M,8,8,True,,36.0,28.0,4.0,0.0,7.0,8.0,28.0,1.0,2.0,1.0,4.0,,,,,,45.0,44.0,6.7,10.0,0.185383,0,,,1.0,21.0,,2.0,6.0,2.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,1.0,,,amadou_haidara04,,,,,,,,,,,,
12499482,home,RB Leipzig,Maarten Vandevoordt,maarten-vandevoordt,M. Vandevoordt,G,26,192,1417,M,934385,EUR,1014681600,G,26,26,True,,8.0,6.0,3.0,0.0,3.0,3.0,5.0,1.0,1.0,,5.0,1.0,1.0,,,,23.0,13.0,7.0,2.0,0.00129704,0,0.0653,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
12499482,home,RB Leipzig,Tidiam Gomis,gomis-tidiam,T. Gomis,M,27,183,739,M,1426577,EUR,1154995200,F,27,27,True,,,,,0.0,,,,,2.0,,,,,,,,1.0,4.0,,2.0,,0,,Tidiam Gomis,,,,1.0,2.0,3.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
12499482,home,RB Leipzig,Yussuf Poulsen,yussuf-poulsen,Y. Poulsen,F,15,193,1781,M,135264,EUR,771638400,F,9,9,True,,2.0,1.0,,0.0,,,3.0,1.0,1.0,1.0,1.0,,,,,,1.0,5.0,,2.0,0.00017475,1,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,0.092,0.158,,,,,,,,,
12499482,home,RB Leipzig,Lionel Voufack,lionel-voufack,L. Voufack,D,19,178,72,M,1546067,EUR,1191715200,D,48,48,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499482,home,RB Leipzig,Jonathan Norbye,jonathan-norbye,J. Norbye,D,45,194,248,M,1606622,EUR,1174867200,D,45,45,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499482,home,RB Leipzig,Viggo Gebel,viggo-gebel,V. Gebel,M,47,175,303,M,1900995,EUR,1195689600,M,47,47,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499482,away,Holstein Kiel,Thomas Dähne,thomas-dahne,T. Dähne,G,21,193,74,M,126346,EUR,757641600,G,21,21,False,,33.0,17.0,22.0,0.0,13.0,14.0,19.0,,,1.0,14.0,5.0,3.0,1.0,,,90.0,54.0,7.1,16.0,0.00048314,0,0.5706,,6.0,4.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,
12499482,away,Holstein Kiel,Timo Becker,timo-becker,T. Becker,D,5,186,174,M,814735,EUR,859248000,D,17,17,False,True,35.0,24.0,7.0,0.0,16.0,20.0,15.0,,5.0,5.0,5.0,,,,,,90.0,55.0,6.9,13.0,0.00609935,1,,,3.0,8.0,,2.0,6.0,2.0,1.0,,4.0,4.0,,,1.0,,2.0,,,,,,,,,0.0648,,,,,1.0,,,,,1.0
12499482,away,Holstein Kiel,David Zec,zec-david,D. Zec,D,26,185,265,M,887911,EUR,947030400,D,26,26,False,,31.0,26.0,2.0,0.0,24.0,26.0,5.0,2.0,3.0,3.0,2.0,,,,,,66.0,46.0,6.7,7.0,0.00069814,1,,,,2.0,,1.0,3.0,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,0.0467,,,1.0,,,,,,,1.0
12499482,away,Holstein Kiel,Marko Ivezić,marko-ivezic,M. Ivezić,D,6,191,161,M,1105869,EUR,1007251200,D,6,6,False,,31.0,24.0,7.0,0.0,18.0,22.0,9.0,2.0,3.0,6.0,3.0,,,,,,90.0,43.0,7.0,7.0,0.0031337,1,,,4.0,6.0,,2.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,0.0496,,,1.0,,,,,,,1.0
12499482,away,Holstein Kiel,Lasse Rosenboom,lasse-rosenboom,L. Rosenboom,M,23,190,90,M,980616,EUR,1011398400,M,23,23,False,,24.0,14.0,2.0,0.0,7.0,11.0,14.0,2.0,3.0,1.0,,,,,,,79.0,38.0,6.3,15.0,0.0152371,0,,,1.0,7.0,1.0,4.0,8.0,1.0,,,1.0,1.0,,,2.0,,2.0,3.0,,,1.0,,,,,,,,,,,,,,,1.0
12499482,away,Holstein Kiel,Armin Gigović,armin-gigovic,A. Gigović,M,37,187,1508,M,988893,EUR,1018051200,M,37,37,False,,35.0,31.0,1.0,0.0,19.0,23.0,12.0,2.0,5.0,,9.0,,,,,,90.0,50.0,6.5,12.0,0.014327,0,,,,12.0,,1.0,8.0,4.0,1.0,,1.0,1.0,,1.0,2.0,,,3.0,2.0,,1.0,,,,,,,,,,,,,,,2.0
