match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_interceptionWon,stat_aerialLost,stat_onTargetScoringAttempt,player_sofascoreId,player_lastName,captain,stat_blockedScoringAttempt,stat_shotOffTarget,stat_totalOffside,stat_goodHighClaim,stat_goals,stat_bigChanceMissed
10408546,home,Girona FC,Paulo Gazzaniga,paulo-gazzaniga,P. Gazzaniga,G,13,196,1913,M,164343,EUR,694310400,G,13,13,False,34.0,20.0,19.0,5.0,18.0,21.0,2.0,13.0,8.0,2.0,3.0,90.0,45.0,6.8,14.0,0.0,0.0,0.00298079,0,0.5078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408546,home,Girona FC,Arnau Martínez,arnau-martinez,A. Martínez,D,4,181,1573,M,1084081,EUR,1051228800,D,4,4,False,46.0,39.0,3.0,1.0,24.0,25.0,16.0,24.0,5.0,,,90.0,70.0,6.4,14.0,0.0,0.0,0.187006,0,,Arnau Martinez,3.0,1.0,1.0,6.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,
10408546,home,Girona FC,Santiago Bueno,santiago-bueno,S. Bueno,D,4,189,1175,M,846308,EUR,910569600,D,22,22,False,71.0,69.0,3.0,3.0,54.0,55.0,15.0,16.0,5.0,,,90.0,81.0,7.5,3.0,0.0,0.0,0.0102437,0,,,,,,,3.0,,,,,2.0,2.0,3.0,2.0,,,,,1.0,1.0,,,,,,,,,,,
10408546,home,Girona FC,David López,david-lopez,D. López,D,5,185,551,M,135116,EUR,623894400,D,5,5,False,88.0,86.0,3.0,1.0,75.0,75.0,11.0,13.0,7.0,,,90.0,98.0,6.5,2.0,0.0182,0.064,0.00310376,1,,,,,,6.0,,2.0,,,,5.0,,,,,,,1.0,,,3.0,1.0,,,,,,,,,
10408546,home,Girona FC,Miguel Gutiérrez,miguel-gutierrez,M. Gutiérrez,D,3,180,4281,M,908716,EUR,996192000,D,3,3,False,76.0,69.0,7.0,5.0,41.0,42.0,28.0,35.0,8.0,,,90.0,100.0,7.0,12.0,0.0,0.0,0.0298228,0,,,1.0,,1.0,2.0,6.0,,,,,1.0,,2.0,2.0,,4.0,3.0,1.0,,1.0,1.0,,MGutiérrez,,,,,,,,
10408546,home,Girona FC,Oriol Romeu,oriol-romeu,O. Romeu,M,28,182,14412,M,69416,EUR,685670400,M,18,18,False,31.0,28.0,1.0,,19.0,20.0,9.0,11.0,6.0,,,75.0,40.0,6.9,4.0,0.0,0.0,0.0069485,0,,,,,,2.0,3.0,1.0,,,,,,1.0,1.0,,,2.0,,,2.0,1.0,,oriolromeu,,,,,,,,
10408546,home,Girona FC,Viktor Tsygankov,viktor-tsygankov,V. Tsygankov,M,15,178,5432,M,319735,EUR,879552000,M,8,8,False,27.0,20.0,2.0,2.0,6.0,8.0,15.0,20.0,4.0,,,87.0,38.0,7.0,10.0,0.0612,0.0664,0.0595056,1,,,1.0,1.0,,2.0,2.0,1.0,,1.0,1.0,,,,,,1.0,1.0,,2.0,2.0,1.0,1.0,viktortsygankov,,,,,,,,
10408546,home,Girona FC,Aleix García,aleix-garcia,A. García,M,24,173,4524,M,796047,EUR,867456000,M,14,14,False,50.0,46.0,4.0,4.0,15.0,16.0,32.0,36.0,3.0,,,87.0,60.0,7.1,7.0,0.0,0.0,0.0448672,0,,,2.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,,1.0,1.0,,1.0,,,,2.0,,,AlexGarcia97,,,,,,,,
10408546,home,Girona FC,Borja García,borja-garcia,B. García,M,,175,113,M,129472,EUR,657504000,M,24,24,False,27.0,21.0,1.0,,8.0,10.0,13.0,18.0,2.0,,,64.0,36.0,6.7,9.0,0.0,0.0,0.0205244,0,,,1.0,,1.0,3.0,4.0,1.0,1.0,,,,,2.0,,,1.0,1.0,,,2.0,1.0,,,,True,,,,,,
10408546,home,Girona FC,Rodrigo Riquelme,rodrigo-riquelme,R. Riquelme,M,17,174,4780,M,989113,EUR,954633600,M,17,17,False,32.0,30.0,2.0,2.0,9.0,9.0,21.0,27.0,5.0,,,90.0,58.0,6.8,14.0,0.1804,0.0857,0.0286716,2,,,4.0,,,4.0,5.0,,2.0,4.0,2.0,,,1.0,1.0,,2.0,2.0,1.0,1.0,2.0,,1.0,,,,1.0,,,,,
