match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_outfielderBlock,stat_wasFouled,player_firstName,player_lastName,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,captain,stat_onTargetScoringAttempt,stat_accurateCross,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,player_sofascoreId
10388471,home,1. FSV Mainz 05,Robin Zentner,robin-zentner,R. Zentner,G,27,193,298,M,174345,EUR,783302400,G,27,27,False,26.0,9.0,24.0,7.0,3.0,5.0,6.0,21.0,1.0,1.0,1.0,1.0,1.0,10.0,2.0,1.0,1.0,90.0,33.0,6.5,17.0,0.0,0.0,0.00583496,0,0.0349,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388471,home,1. FSV Mainz 05,Stefan Bell,stefan-bell,S. Bell,D,16,192,142,M,106662,EUR,682992000,D,16,16,False,31.0,22.0,10.0,5.0,10.0,12.0,12.0,22.0,1.0,4.0,3.0,,2.0,7.0,,,,90.0,43.0,6.9,13.0,0.0,0.0,0.182228,0,,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
10388471,home,1. FSV Mainz 05,Alexander Hack,alexander-hack,A. Hack,D,42,186,103,M,142208,EUR,747446400,D,42,42,False,39.0,28.0,8.0,4.0,12.0,18.0,16.0,21.0,2.0,4.0,3.0,1.0,4.0,12.0,,,,90.0,52.0,6.7,13.0,0.023,0.0,0.0170787,1,,,1.0,2.0,,,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10388471,home,1. FSV Mainz 05,Edimilson Fernandes,edimilson-fernandes,E. Fernandes,M,6,190,345,M,330099,EUR,829526400,D,20,20,False,33.0,20.0,13.0,3.0,12.0,17.0,8.0,16.0,2.0,2.0,8.0,1.0,1.0,15.0,,,,90.0,51.0,6.9,15.0,0.0376,0.0,0.0859706,1,,,,1.0,3.0,2.0,1.0,,,,1.0,1.0,,,1.0,2.0,2.0,1.0,,,,,,,,,,
10388471,home,1. FSV Mainz 05,Silvan Widmer,silvan-widmer,S. Widmer,M,30,182,532,M,157377,EUR,731289600,M,30,30,False,21.0,14.0,2.0,2.0,4.0,5.0,10.0,16.0,2.0,1.0,3.0,,,5.0,,,,68.0,42.0,7.0,15.0,0.1135,0.0,0.0279887,1,,,,2.0,1.0,,3.0,,1.0,1.0,,,,,,1.0,,,True,,,,,,,,,
10388471,home,1. FSV Mainz 05,Leandro Barreiro,leandro-barreiro,L. Barreiro,M,18,170,2537,M,906800,EUR,946857600,M,8,8,False,21.0,17.0,2.0,1.0,7.0,8.0,10.0,13.0,2.0,2.0,6.0,,1.0,7.0,,,,90.0,38.0,7.2,11.0,0.2897,0.0328,0.121084,2,,,,,3.0,1.0,5.0,,2.0,1.0,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,
10388471,home,1. FSV Mainz 05,Dominik Kohr,dominik-kohr,D. Kohr,D,31,183,342,M,152206,EUR,759974400,M,31,31,False,49.0,27.0,7.0,2.0,9.0,13.0,18.0,36.0,3.0,5.0,6.0,1.0,1.0,9.0,,,,90.0,68.0,6.5,26.0,0.2015,0.0,0.0261164,3,,,2.0,1.0,2.0,2.0,2.0,1.0,,1.0,,,,,,2.0,1.0,2.0,,,,,,,,,,
10388471,home,1. FSV Mainz 05,Aarón Martín,aaron-martin,A. Martín,D,3,180,1160,M,797286,EUR,861667200,M,3,3,False,20.0,17.0,4.0,2.0,9.0,11.0,10.0,17.0,1.0,3.0,6.0,,4.0,4.0,,,,84.0,52.0,7.4,12.0,0.0,0.0,0.111381,0,,8.0,1.0,,5.0,4.0,1.0,2.0,1.0,,1.0,,,,,,,,,,2.0,,,,,,,
10388471,home,1. FSV Mainz 05,Anton Stach,anton-stach,A. Stach,M,18,192,1470,M,889861,EUR,911088000,F,6,6,False,37.0,22.0,1.0,1.0,6.0,7.0,18.0,33.0,7.0,2.0,12.0,,,2.0,,,,84.0,53.0,7.5,19.0,0.0658,0.0,0.119998,2,,3.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,2.0,,,,2.0,1.0,1.0,,,2.0,,,,,,,
10388471,home,1. FSV Mainz 05,Jonathan Burkardt,jonathan-burkardt,J. Burkardt,F,9,181,3956,M,939830,EUR,963273600,F,29,29,False,18.0,11.0,1.0,,5.0,8.0,7.0,12.0,1.0,4.0,7.0,1.0,1.0,5.0,,,,73.0,39.0,7.9,13.0,0.54,1.4577,0.0659569,4,,2.0,1.0,,2.0,,2.0,1.0,2.0,,,1.0,,,2.0,3.0,3.0,1.0,,3.0,1.0,1.0,,,,,,
