match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_totalContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_totalOffside,player_sofascoreId,captain,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_errorLeadToAShot
13472595,home,Bahia,Ronaldo,ronaldo,Ronaldo,G,96,193,1025,M,840106,EUR,840672000,G,96,96,False,24.0,20.0,8.0,4.0,0.0,17.0,17.0,3.0,7.0,1.0,8.0,1.0,1.0,1.0,90.0,31.0,7.0,4.0,0.00181314,38.522471636703,7.0,16.695,7.98,0,0.0727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472595,home,Bahia,Santiago Arias,santiago-arias,S. Arias,D,13,177,3440,M,158583,EUR,695260800,D,13,13,False,65.0,58.0,2.0,1.0,0.0,20.0,23.0,38.0,42.0,1.0,2.0,,,,90.0,78.0,7.5,9.0,0.111319,250.99255489274,34.0,215.46,17.85,2,,,,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,0.152,1.0,,,,,,,,,,,,,,,,,,,,
13472595,home,Bahia,Kanu,kanu,Kanu,D,4,186,926,M,871705,EUR,857692800,D,4,4,False,76.0,72.0,4.0,1.0,0.0,50.0,52.0,22.0,24.0,3.0,6.0,,,,90.0,85.0,7.3,4.0,0.00926789,241.8941737906,35.0,122.115,13.23,0,,,,,,2.0,1.0,3.0,5.0,,,,1.0,1.0,,,1.0,2.0,3.0,,,,,,,,,,,,,,,,,
13472595,home,Bahia,Santiago Ramos Mingo,ramos-mingo-santiago,S. R. Mingo,D,21,185,2035,M,989843,EUR,1006300800,D,21,21,False,48.0,42.0,4.0,2.0,0.0,26.0,29.0,16.0,19.0,3.0,4.0,,,,84.0,53.0,6.5,6.0,0.00616845,132.10963891223,20.0,66.885,20.58,1,,,,,,2.0,5.0,3.0,5.0,1.0,,,,,0.0322,,,,,1.0,,,,,,,,,,,,,,,,
13472595,home,Bahia,Luciano Juba,luciano-juba,L. Juba,D,46,176,3659,M,1017264,EUR,935884800,D,46,46,False,57.0,52.0,6.0,3.0,0.0,26.0,28.0,26.0,29.0,6.0,6.0,,,,90.0,84.0,7.6,11.0,0.179078,151.79842292568,21.0,92.715,19.53,4,,,,6.0,3.0,1.0,,4.0,,1.0,2.0,1.0,,,0.4947,3.0,2.0,,,,1.0,1.0,1.0,2.0,0.3824,,,,,,,,,,,
13472595,home,Bahia,Nicolás Acevedo,nicolas-acevedo,N. Acevedo,M,26,173,1112,M,959620,EUR,924048000,M,26,26,False,69.0,62.0,5.0,4.0,0.0,27.0,29.0,35.0,40.0,1.0,7.0,,,,87.0,92.0,7.6,13.0,0.0375976,215.16007602606,28.0,103.425,21.21,0,,,,,,,,7.0,9.0,,,2.0,4.0,3.0,,1.0,1.0,,1.0,3.0,4.0,,,3.0,,3.0,4.0,,,,,,,,,
13472595,home,Bahia,Ademir,ademir,Ademir,F,7,172,1700,M,922546,EUR,792892800,M,7,7,False,34.0,27.0,,,1.0,4.0,4.0,23.0,30.0,,1.0,,,,90.0,55.0,8.0,14.0,0.606712,153.04468915701,19.0,56.91,18.375,3,,,,4.0,2.0,3.0,,5.0,4.0,1.0,,1.0,,,0.5864,3.0,2.0,,1.0,,3.0,1.0,2.0,4.0,0.3957,,3.0,1.0,1.0,,,,,,,
13472595,home,Bahia,Everton Ribeiro,everton-ribeiro,E. Ribeiro,M,10,174,5845,M,145063,EUR,608169600,M,10,10,False,53.0,45.0,3.0,2.0,0.0,13.0,14.0,32.0,39.0,,4.0,,,,70.0,74.0,7.4,20.0,0.324312,250.18598072216,33.0,137.865,38.01,1,,,,8.0,,1.0,,6.0,5.0,1.0,,1.0,2.0,,0.1008,3.0,2.0,,2.0,1.0,2.0,,,1.0,,1.0,1.0,,,evertonri,True,,,,,
13472595,home,Bahia,Jean Lucas,jean-lucas,J. Lucas,M,6,181,3752,M,927975,EUR,898473600,M,6,6,False,15.0,12.0,1.0,1.0,0.0,3.0,5.0,9.0,10.0,,2.0,,,,70.0,27.0,6.9,7.0,0.0140092,72.129024643686,9.0,39.585,19.11,3,,,,2.0,,2.0,1.0,4.0,2.0,,3.0,1.0,1.0,1.0,0.301,,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,
13472595,home,Bahia,Erick Pulga,erick-pulga,E. Pulga,M,16,169,4844,M,1104070,EUR,970358400,M,16,16,False,22.0,17.0,,,0.0,3.0,4.0,14.0,18.0,,4.0,,,,84.0,35.0,7.6,9.0,0.143739,239.63433909223,20.0,99.225,38.01,2,,Erick,Pulga,1.0,,3.0,1.0,7.0,5.0,,1.0,1.0,1.0,,0.8868,1.0,2.0,,1.0,2.0,2.0,,1.0,3.0,0.9506,,2.0,1.0,,,,1.0,,,,
