match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_wasFouled,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_challengeLost,stat_unsuccessfulTouch,stat_keyPass,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_hitWoodwork,stat_totalOffside,stat_expectedGoals,stat_dispossessed,captain,stat_blockedScoringAttempt,stat_interceptionWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_punches,stat_lastManTackle
11368640,home,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189,12131,M,oblakjan,69768,EUR,726364800,G,13,13,False,13.0,13.0,0.0,13.0,13.0,7.0,1.0,1.0,2.0,2.0,90.0,22.0,6.0,1.0,4.617e-05,0,-1.4649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368640,home,Atlético Madrid,César Azpilicueta,cesar-azpilicueta,C. Azpilicueta,D,3,178,4642,M,Dave,21555,EUR,620265600,D,3,3,False,35.0,31.0,0.0,20.0,21.0,1.0,,,,,60.0,40.0,6.6,5.0,0.0392965,0,,5.0,3.0,11.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368640,home,Atlético Madrid,Stefan Savić,stefan-savic,S. Savić,D,15,186,1712,M,,76265,EUR,663292800,D,15,15,False,70.0,56.0,0.0,38.0,43.0,4.0,,,,,90.0,80.0,6.4,14.0,0.0252278,0,,15.0,6.0,19.0,28.0,7.0,8.0,7.0,9.0,3.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11368640,home,Atlético Madrid,Gabriel Paulista,gabriel-paulista,G. Paulista,D,3,187,5224,M,,124737,EUR,659577600,D,4,4,False,28.0,27.0,0.0,20.0,20.0,1.0,,,,,45.0,36.0,6.5,2.0,0.00160617,0,,3.0,2.0,7.0,8.0,,1.0,2.0,2.0,5.0,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
11368640,home,Atlético Madrid,Mario Hermoso,mario-hermoso,M. Hermoso,D,22,184,2630,M,,353130,EUR,803433600,D,22,22,False,55.0,50.0,0.0,30.0,33.0,4.0,,,,,90.0,69.0,6.6,6.0,0.0237349,0,,5.0,4.0,20.0,22.0,2.0,,3.0,4.0,3.0,1.0,,,,,,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11368640,home,Atlético Madrid,Samuel Lino,samuel-lino,S. Lino,M,16,178,22125,M,osamuellino,874705,EUR,945907200,D,12,12,False,22.0,19.0,1.0,4.0,4.0,1.0,,,,,60.0,33.0,7.4,5.0,0.53978,2,,2.0,1.0,16.0,21.0,,,3.0,2.0,,1.0,,,3.0,1.0,1.0,,,1.0,2.0,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0641,,,,,,,,,,
11368640,home,Atlético Madrid,Marcos Llorente,marcos-llorente,M. Llorente,D,14,184,9206,M,marcosllorente,353138,EUR,791424000,M,14,14,False,35.0,30.0,0.0,15.0,16.0,4.0,,,,,90.0,49.0,6.5,10.0,0.52305,1,,1.0,1.0,15.0,21.0,5.0,,9.0,1.0,1.0,,,,2.0,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,0.0366,2.0,,,,,,,,,
11368640,home,Atlético Madrid,Rodrigo de Paul,rodrigo-de-paul,R. de Paul,M,7,180,54582,M,RodridePaul,249399,EUR,769737600,M,5,5,False,48.0,38.0,0.0,14.0,15.0,5.0,,,,,90.0,57.0,6.8,11.0,0.0326331,2,,11.0,8.0,24.0,34.0,2.0,,5.0,3.0,,2.0,,,1.0,,,1.0,1.0,2.0,1.0,,,,,,2.0,,,0.1353,,,,,,,,,,
11368640,home,Atlético Madrid,Koke,koke,Koke,M,6,177,5822,M,Koke6,84539,EUR,694828800,M,6,6,False,66.0,60.0,0.0,43.0,44.0,8.0,,,,,71.0,76.0,6.9,9.0,0.0518747,1,,7.0,3.0,17.0,23.0,1.0,,4.0,2.0,2.0,,,,1.0,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,0.0248,,True,1.0,1.0,,,,,,
11368640,home,Atlético Madrid,Antoine Griezmann,antoine-griezmann,A. Griezmann,F,7,176,100258,M,AGriez,85859,EUR,669513600,M,7,7,False,40.0,32.0,0.0,11.0,16.0,2.0,,,,,90.0,58.0,6.8,16.0,0.0314331,4,,2.0,1.0,22.0,29.0,2.0,,2.0,1.0,,,,,5.0,1.0,,1.0,1.0,,,2.0,,,,,2.0,,,0.7608,,,1.0,,1.0,1.0,0.0774,,,
11368640,home,Atlético Madrid,Ángel Correa,angel-correa,Á. Correa,F,7,171,16959,M,angelcorrea32,316152,EUR,794707200,F,10,10,False,7.0,7.0,0.0,5.0,5.0,2.0,,,,,55.0,26.0,7.0,10.0,0.257136,2,,,,4.0,10.0,1.0,,5.0,3.0,,1.0,,,8.0,2.0,,2.0,1.0,2.0,,2.0,2.0,1.0,,,2.0,,1.0,0.0511,1.0,,,,,,,,,
11368640,home,Atlético Madrid,Álvaro Morata,alvaro-morata,Á. Morata,F,7,189,28279,M,ÁMorata,125407,EUR,719798400,F,19,19,True,8.0,4.0,0.0,2.0,3.0,,,,,,45.0,13.0,7.2,4.0,0.00416545,1,,1.0,,2.0,5.0,1.0,1.0,2.0,3.0,1.0,2.0,,,,,,,,1.0,,,,,,,,,1.0,0.4504,,,,,,1.0,0.915,1.0,,
