match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_fouls,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_totalContest,stat_shotOffTarget,captain,stat_totalCross,stat_accurateCross,stat_wonContest,stat_keyPass,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_goodHighClaim,player_sofascoreId,stat_hitWoodwork
10388242,home,VfL Bochum 1848,Philipp Hofmann,philipp-hofmann,P. Hofmann,F,33,195,413,M,340719,EUR,733449600,F,33,33,False,26.0,18.0,1.0,1.0,7.0,7.0,11.0,19.0,1.0,,,90.0,35.0,7.2,11.0,0.0,0.0,0.38239,0,,9.0,9.0,,2.0,,1.0,,7.0,8.0,,,1.0,,,1.0,,,,1.0,,,,,,3.0,,,1.0,,,
10388242,home,VfL Bochum 1848,Dominique Heintz,dominique-heintz,D. Heintz,D,3,188,93,M,136922,EUR,745372800,D,30,30,True,7.0,3.0,2.0,,2.0,3.0,1.0,5.0,2.0,,,32.0,17.0,6.4,7.0,0.0,0.0,0.00011581,0,,4.0,1.0,2.0,3.0,,,,1.0,,2.0,,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,
10388242,home,VfL Bochum 1848,Gerrit Holtmann,gerrit-holtmann,G. Holtmann,F,17,183,244,M,253517,EUR,796089600,F,17,17,True,3.0,1.0,,,,,1.0,3.0,1.0,,,21.0,7.0,6.3,4.0,0.0,0.0,0.00027983,0,,6.0,2.0,1.0,,,,,2.0,1.0,,1.0,,,,,,,,3.0,,,,,1.0,,,,,,,
10388242,home,VfL Bochum 1848,Philipp Förster,philipp-forster,P. Förster,M,11,189,109,M,268791,EUR,791856000,M,10,10,True,3.0,3.0,,,2.0,2.0,2.0,3.0,,,,20.0,9.0,6.3,2.0,0.0,0.0,0.0183424,0,,5.0,,3.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,2.0,1.0,,,,,,,,
10388242,home,VfL Bochum 1848,Pierre Kunde,pierre-kunde,P. Kunde,M,8,180,572,M,788352,EUR,806716800,M,28,28,True,5.0,4.0,,,3.0,3.0,1.0,2.0,4.0,,,20.0,13.0,6.2,5.0,0.0152,0.0,0.00238038,1,,5.0,,2.0,1.0,1.0,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,
10388242,home,VfL Bochum 1848,Vasilis Lampropoulos,vasilis-lampropoulos,V. Lampropoulos,D,24,185,107,M,32993,EUR,638755200,D,24,24,True,,,,,,,,,,,,3.0,1.0,,,0.0,0.0,0.0,0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388242,home,VfL Bochum 1848,Michael Esser,michael-esser,M. Esser,G,,198,31,M,40371,EUR,564537600,G,21,21,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388242,home,VfL Bochum 1848,Jordi Osei-Tutu,jordi-osei-tutu,J. Osei-Tutu,D,14,179,224,M,908631,EUR,907286400,D,18,18,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388242,home,VfL Bochum 1848,Saidy Janko,saidy-janko,S. Janko,D,17,178,272,M,348362,EUR,814320000,D,23,23,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388242,home,VfL Bochum 1848,Moritz Broschinski,moritz-broschinski,M. Broschinski,F,17,188,263,M,924205,EUR,969667200,F,29,29,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388242,away,RB Leipzig,Janis Blaswich,janis-blaswich,J. Blaswich,G,28,193,639,M,96832,EUR,673142400,G,21,21,False,53.0,49.0,11.0,7.0,49.0,50.0,,3.0,11.0,1.0,2.0,90.0,65.0,6.7,4.0,0.0,0.0,0.00024856,0,-0.5169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
10388242,away,RB Leipzig,Mohamed Simakan,mohamed-simakan,M. Simakan,D,3,187,5879,M,945063,EUR,957312000,D,2,2,False,42.0,36.0,5.0,4.0,20.0,22.0,18.0,22.0,3.0,,,71.0,68.0,7.1,12.0,0.0,0.0,0.181589,0,,2.0,4.0,,1.0,,3.0,,,2.0,,1.0,,,,1.0,1.0,,,2.0,,,2.0,2.0,1.0,3.0,,,,,,
10388242,away,RB Leipzig,Willi Orbán,willi-orban,W. Orbán,D,4,186,3115,M,136924,EUR,720748800,D,4,4,False,67.0,49.0,15.0,7.0,37.0,46.0,12.0,21.0,9.0,,,90.0,77.0,6.9,19.0,0.0698,0.1807,0.00690857,2,,6.0,10.0,,2.0,,,1.0,5.0,7.0,,,,1.0,,2.0,1.0,,,1.0,,True,,,,,,1.0,,,,
10388242,away,RB Leipzig,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186,50096,M,964994,EUR,1011744000,D,32,32,False,72.0,69.0,11.0,10.0,52.0,54.0,17.0,18.0,6.0,,,90.0,87.0,7.4,6.0,0.1019,0.0,0.161275,1,,6.0,4.0,1.0,2.0,2.0,1.0,,3.0,2.0,3.0,,2.0,,,2.0,2.0,,,,1.0,,,,,2.0,,,,,JGvardiol,
10388242,away,RB Leipzig,Marcel Halstenberg,marcel-halstenberg,M. Halstenberg,D,,187,311,M,103364,EUR,685929600,D,23,23,False,56.0,47.0,5.0,3.0,27.0,28.0,22.0,33.0,5.0,,,82.0,73.0,6.7,14.0,0.0,0.0,0.180853,0,,1.0,2.0,,2.0,,1.0,,,1.0,,,,,,,,,,2.0,,,5.0,2.0,1.0,1.0,,,,,,
10388242,away,RB Leipzig,Kevin Kampl,kevin-kampl,K. Kampl,M,,178,752,M,84251,EUR,655430400,M,44,44,False,37.0,33.0,3.0,2.0,12.0,13.0,21.0,24.0,7.0,,,90.0,40.0,6.8,4.0,0.0,0.0,0.0427019,0,,3.0,2.0,1.0,,1.0,,,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
10388242,away,RB Leipzig,Konrad Laimer,konrad-laimer,K. Laimer,D,27,180,7452,M,355492,EUR,864691200,M,27,27,False,48.0,39.0,3.0,2.0,23.0,28.0,16.0,20.0,10.0,,,82.0,69.0,7.3,12.0,0.0,0.0,0.0406297,0,,4.0,10.0,1.0,,,2.0,2.0,1.0,,3.0,1.0,1.0,,,2.0,1.0,,,6.0,,,,,6.0,,,,,,KonradLaimer,
10388242,away,RB Leipzig,Dominik Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,187,77008,M,869856,EUR,972432000,M,17,17,False,60.0,52.0,9.0,8.0,22.0,22.0,34.0,46.0,5.0,,,90.0,104.0,8.5,20.0,0.2021,0.0,0.507075,3,,8.0,14.0,,,,1.0,4.0,,1.0,1.0,2.0,3.0,,,2.0,1.0,,,10.0,2.0,,8.0,4.0,7.0,5.0,,1.0,1.0,,DomSzobo,
10388242,away,RB Leipzig,Timo Werner,timo-werner,T. Werner,F,36,180,18941,M,232306,EUR,826070400,M,11,11,False,30.0,24.0,1.0,1.0,9.0,10.0,15.0,21.0,3.0,,,71.0,41.0,7.1,9.0,0.0965,0.0327,0.131461,2,,,3.0,,,,2.0,1.0,,,1.0,,,1.0,,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,timowerner,
10388242,away,RB Leipzig,André Silva,andre-silva,A. Silva,F,9,185,5788,M,190159,EUR,815616000,F,19,19,False,22.0,12.0,1.0,,2.0,3.0,10.0,19.0,1.0,,,90.0,44.0,5.9,20.0,0.6024,0.2815,0.0363219,7,,10.0,5.0,1.0,,,6.0,2.0,3.0,1.0,,2.0,1.0,2.0,,1.0,1.0,,,4.0,2.0,,,,1.0,1.0,2.0,3.0,,,andresilva9,1.0
10388242,away,RB Leipzig,Yussuf Poulsen,yussuf-poulsen,Y. Poulsen,F,15,193,1781,M,135264,EUR,771638400,F,9,9,False,14.0,9.0,,,2.0,3.0,7.0,11.0,3.0,,,68.0,25.0,6.5,10.0,0.0,0.0,0.00490802,0,,5.0,5.0,,1.0,,1.0,,1.0,3.0,,,3.0,,,1.0,1.0,,,2.0,,,,,1.0,,,,,,,
10388242,away,RB Leipzig,Emil Forsberg,emil-forsberg,E. Forsberg,M,10,179,2256,M,51785,EUR,688176000,F,10,10,True,4.0,3.0,,,,1.0,3.0,4.0,,,,22.0,8.0,6.7,2.0,0.105,0.0867,0.0820795,2,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,
10388242,away,RB Leipzig,Benjamin Henrichs,benjamin-henrichs,B. Henrichs,D,39,182,1142,M,319857,EUR,856656000,D,39,39,True,19.0,13.0,1.0,1.0,3.0,7.0,10.0,13.0,3.0,,,19.0,28.0,7.2,9.0,0.0,0.0,0.0100697,0,,,6.0,,,,1.0,,,2.0,1.0,,,,,3.0,1.0,,,1.0,,,1.0,,1.0,,,,,,,
10388242,away,RB Leipzig,Dani Olmo,dani-olmo,D. Olmo,M,20,179,190811,M,789071,EUR,894499200,M,7,7,True,7.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,2.0,,,19.0,15.0,7.4,4.0,0.6735,0.9377,0.282996,4,,2.0,2.0,,,,1.0,,,,,2.0,,3.0,,,,,,2.0,1.0,,,,2.0,1.0,1.0,,1.0,,DaniOlmo,
10388242,away,RB Leipzig,David Raum,david-raum,D. Raum,D,22,180,2192,M,856076,EUR,893203200,D,22,22,True,8.0,7.0,,,4.0,4.0,5.0,6.0,,,,8.0,14.0,7.1,1.0,0.0,0.0,0.130385,0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,2.0,2.0,1.0,3.0,,,,,,
10388242,away,RB Leipzig,Amadou Haidara,amadou-haidara,A. Haidara,M,21,174,6620,M,822708,EUR,886204800,M,8,8,True,4.0,3.0,,,,,3.0,4.0,,,,8.0,5.0,6.6,1.0,0.0172,0.0,0.0113804,1,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,amadou_haidara04,
10388242,away,RB Leipzig,Ørjan Nyland,orjan-nyland,Ø. Nyland,G,13,192,1031,M,22209,EUR,652924800,G,13,13,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388242,away,RB Leipzig,Lukas Klostermann,lukas-klostermann,L. Klostermann,D,16,188,717,M,319853,EUR,833760000,D,16,16,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388242,away,RB Leipzig,Sanoussy Ba,sanoussy-ba,S. Ba,D,25,178,145,M,1142701,EUR,1073260800,D,25,25,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,Sanoussy,Ba,,,,,,,,,,,,,
