match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_blockedScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_totalCross,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goalAssist,stat_keyPass,player_firstName,player_lastName,captain,stat_shotOffTarget,stat_hitWoodwork,stat_bigChanceCreated,stat_totalOffside,stat_goals,stat_accurateCross,stat_lastManTackle,player_sofascoreId
11396331,home,Borussia M'gladbach,Moritz Nicolas,moritz-nicolas,M. Nicolas,G,33,193,411,M,578166,EUR,877392000,G,33,33,False,35.0,25.0,14.0,4.0,24.0,27.0,1.0,8.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,90.0,39.0,6.5,10.0,0.00020336,0,-0.6244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396331,home,Borussia M'gladbach,Joseph Scally,scally-joseph,J. Scally,D,29,184,1087,M,1002920,EUR,1041292800,D,29,29,False,32.0,24.0,2.0,1.0,19.0,23.0,5.0,9.0,1.0,3.0,2.0,4.0,,,,90.0,45.0,6.4,11.0,0.00415062,0,,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11396331,home,Borussia M'gladbach,Marvin Friedrich,marvin-friedrich,M. Friedrich,D,5,193,161,M,254449,EUR,818812800,D,5,5,False,36.0,27.0,6.0,2.0,24.0,31.0,3.0,5.0,1.0,5.0,1.0,3.0,,,,90.0,46.0,6.9,11.0,0.0106204,1,,,1.0,,,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.1042,,,,,,,,,,,,,,,,,,,
11396331,home,Borussia M'gladbach,Nico Elvedi,nico-elvedi,N. Elvedi,D,30,188,1059,M,282229,EUR,844041600,D,30,30,False,41.0,36.0,3.0,1.0,33.0,35.0,3.0,6.0,,,8.0,2.0,,,,90.0,57.0,7.1,6.0,0.00209983,0,,,,,,1.0,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
11396331,home,Borussia M'gladbach,Luca Netz,netz-luca,L. Netz,D,25,180,641,M,979144,EUR,1052956800,D,20,20,False,34.0,20.0,5.0,,15.0,25.0,5.0,10.0,1.0,6.0,2.0,8.0,,,,90.0,55.0,6.7,20.0,0.00140856,1,,,2.0,1.0,,,2.0,2.0,1.0,,,3.0,1.0,0.1134,1.0,2.0,2.0,1.0,1.0,0.2005,,,,,,,,,,,,,
11396331,home,Borussia M'gladbach,Rocco Reitz,rocco-reitz,R. Reitz,M,27,175,1025,M,1048650,EUR,1022630400,M,27,27,False,34.0,25.0,3.0,2.0,19.0,26.0,6.0,8.0,,4.0,1.0,14.0,,,,90.0,54.0,7.4,12.0,0.152825,0,,,7.0,4.0,2.0,7.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,
11396331,home,Borussia M'gladbach,Julian Weigl,julian-weigl,J. Weigl,M,5,186,1190,M,237068,EUR,810518400,M,8,8,False,30.0,26.0,4.0,2.0,24.0,24.0,2.0,6.0,2.0,6.0,6.0,6.0,,,,90.0,52.0,7.2,6.0,0.00088195,0,,,4.0,1.0,,6.0,3.0,1.0,1.0,,1.0,,2.0,,,1.0,,,,,,,,,True,,,,,,,,
11396331,home,Borussia M'gladbach,Manu Koné,manu-kone,M. Koné,M,17,186,6974,M,974087,EUR,990057600,M,17,17,False,28.0,23.0,1.0,,14.0,16.0,9.0,12.0,1.0,6.0,2.0,7.0,,,,89.0,54.0,6.7,13.0,0.0149525,1,,2.0,9.0,,4.0,,4.0,3.0,1.0,,,2.0,1.0,0.0804,,2.0,,,,,,1.0,,,,1.0,1.0,,,,,,
11396331,home,Borussia M'gladbach,Franck Honorat,franck-honorat,F. Honorat,M,9,180,718,M,280453,EUR,839721600,F,9,9,False,27.0,17.0,4.0,2.0,12.0,14.0,5.0,14.0,,2.0,,4.0,,,,75.0,34.0,6.8,12.0,0.0919148,0,,,2.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,
11396331,home,Borussia M'gladbach,Alassane Pléa,alassane-plea,A. Pléa,M,14,180,1816,M,192308,EUR,731721600,F,14,14,False,16.0,11.0,1.0,,6.0,8.0,5.0,8.0,,2.0,,3.0,,,,66.0,23.0,7.3,7.0,0.361468,1,,1.0,3.0,,2.0,,,,1.0,,,,,0.0371,,1.0,1.0,,,,1.0,1.0,,,,1.0,,1.0,,,,,
