match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_totalContest,stat_keyPass,player_sofascoreId,stat_dispossessed,stat_shotOffTarget,stat_accurateCross,stat_wonContest,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,captain
10382173,home,PSV Eindhoven,Walter Benítez,,,walter-benitez,W. Benítez,G,44,193,4345,M,249859,EUR,727401600,G,1,1,False,22.0,17.0,13.0,8.0,13.0,13.0,4.0,9.0,1.0,1.0,10.0,1.0,3.0,4.0,90.0,34.0,7.7,5.0,0,,,,,,,,,,,,,,,,,,,,,,
10382173,home,PSV Eindhoven,Jordan Teze,,,jordan-teze,J. Teze,D,4,183,1080,M,825846,EUR,938649600,D,3,3,False,65.0,56.0,15.0,9.0,25.0,29.0,31.0,39.0,1.0,3.0,10.0,,,,90.0,86.0,7.3,14.0,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
10382173,home,PSV Eindhoven,Jarrad Branthwaite,,,jarrad-branthwaite,J. Branthwaite,D,32,195,2596,M,979563,EUR,1025136000,D,22,22,False,75.0,69.0,3.0,3.0,40.0,42.0,29.0,33.0,3.0,3.0,5.0,,,,90.0,82.0,7.2,6.0,0,,8.0,9.0,,3.0,2.0,,,,,1.0,1.0,,,,,,,,,,
10382173,home,PSV Eindhoven,Armando Obispo,,,armando-obispo,A. Obispo,D,4,184,450,M,825838,EUR,920592000,D,4,4,False,80.0,75.0,6.0,4.0,41.0,43.0,34.0,37.0,5.0,6.0,9.0,,,,90.0,94.0,7.4,6.0,0,,3.0,6.0,2.0,4.0,4.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,
10382173,home,PSV Eindhoven,Philipp Max,,,philipp-max,P. Max,D,,178,608,M,142672,EUR,749347200,D,31,31,False,42.0,36.0,1.0,,15.0,17.0,21.0,30.0,1.0,1.0,8.0,,,,85.0,56.0,6.4,12.0,0,5.0,,4.0,2.0,,,,,,,1.0,,1.0,1.0,,,,,,,,
10382173,home,PSV Eindhoven,Xavi Simons,,,xavi-simons,X. Simons,M,7,179,50786,M,997183,EUR,1050883200,M,7,7,False,21.0,17.0,1.0,,4.0,6.0,13.0,15.0,,2.0,5.0,,,,68.0,35.0,6.6,12.0,1,,,4.0,,,1.0,1.0,,4.0,1.0,,,1.0,1.0,XaviSimons,3.0,1.0,,,,,
10382173,home,PSV Eindhoven,Ibrahim Sangaré,,,ibrahim-sangare,I. Sangaré,M,6,191,10131,M,843754,EUR,881020800,M,6,6,False,71.0,60.0,2.0,1.0,25.0,26.0,36.0,46.0,3.0,10.0,10.0,,,,90.0,100.0,7.6,20.0,0,1.0,2.0,8.0,,2.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,6.0,3.0,ibrahim_sangare,2.0,,1.0,4.0,,,
10382173,home,PSV Eindhoven,Joey Veerman,,,joey-veerman,J. Veerman,M,23,185,3780,M,850816,EUR,911433600,M,23,23,False,45.0,34.0,10.0,6.0,10.0,11.0,26.0,37.0,1.0,1.0,5.0,,,,68.0,60.0,7.5,13.0,4,3.0,1.0,2.0,,1.0,2.0,,,,,,1.0,1.0,4.0,,,2.0,2.0,,2.0,,
10382173,home,PSV Eindhoven,Noni Madueke,,,noni-madueke,N. Madueke,M,20,182,40352,M,966547,EUR,1015718400,F,10,10,False,21.0,20.0,,,2.0,2.0,19.0,23.0,,7.0,1.0,,,,90.0,46.0,7.0,11.0,4,4.0,,7.0,1.0,,,3.0,,1.0,1.0,,,8.0,3.0,nonzinoo10,1.0,1.0,1.0,3.0,1.0,2.0,
10382173,home,PSV Eindhoven,Luuk de Jong,,,luuk-de-jong,L. de Jong,F,26,188,8572,M,40878,EUR,651715200,F,9,9,False,26.0,16.0,1.0,,6.0,6.0,10.0,20.0,12.0,16.0,3.0,,,,90.0,45.0,7.6,15.0,4,,3.0,5.0,,1.0,1.0,,,3.0,4.0,,,,1.0,luukdejong9,2.0,2.0,,,,2.0,True
