match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalContest,stat_wonContest,stat_keyPass,stat_clearanceOffLine,stat_outfielderBlock,player_firstName,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,player_lastName,captain,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,player_sofascoreId,stat_wasFouled,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_accurateCross,stat_punches
13189399,home,Nottingham Forest,Carlos Miguel,carlos-miguel,C. Miguel,G,1,204,5473,M,973738,EUR,907891200,G,33,33,False,23.0,12.0,20.0,9.0,0.0,4.0,6.0,8.0,17.0,1.0,1.0,2.0,12.0,3.0,6.0,90.0,36.0,8.3,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13189399,home,Nottingham Forest,Willy Boly,willy-boly,W. Boly,D,30,195,1886,M,139310,EUR,665539200,D,30,30,False,41.0,32.0,6.0,,0.0,25.0,27.0,7.0,15.0,2.0,5.0,4.0,5.0,,,90.0,56.0,7.1,13.0,0,1.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
13189399,home,Nottingham Forest,Morato,morato,F. Morato,D,4,190,2243,M,985086,EUR,993859200,D,4,4,False,41.0,37.0,5.0,3.0,0.0,28.0,31.0,9.0,10.0,1.0,3.0,2.0,3.0,,,90.0,49.0,7.1,5.0,0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
13189399,home,Nottingham Forest,Harry Toffolo,harry-toffolo,H. Toffolo,D,15,183,335,M,358218,EUR,808790400,D,15,15,False,45.0,36.0,6.0,2.0,0.0,21.0,25.0,15.0,20.0,1.0,2.0,3.0,3.0,,,90.0,52.0,7.6,9.0,0,,3.0,3.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
13189399,home,Nottingham Forest,Eric da Silva Moreira,eric-da-silva-moreira,E. d. S. Moreira,D,2,185,769,M,1418646,EUR,1146614400,M,17,17,False,38.0,26.0,6.0,2.0,0.0,14.0,20.0,12.0,18.0,,1.0,,6.0,,,90.0,58.0,6.5,18.0,1,,1.0,5.0,2.0,1.0,,2.0,,,,,,,Eric da Silva Moreira,2.0,2.0,1.0,,,,,,,,,,,,,
13189399,home,Nottingham Forest,Ryan Yates,ryan-yates,R. Yates,M,22,190,884,M,846252,EUR,880070400,M,22,22,False,45.0,40.0,4.0,2.0,0.0,19.0,19.0,21.0,26.0,2.0,3.0,1.0,4.0,,,74.0,56.0,7.9,8.0,2,,,3.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,,,1.0,,True,1.0,1.0,1.0,,,,,,,,
13189399,home,Nottingham Forest,James Ward-Prowse,james-ward-prowse,J. Ward-Prowse,M,20,177,4247,M,161717,EUR,783648000,M,18,18,False,54.0,54.0,4.0,4.0,0.0,28.0,28.0,26.0,34.0,1.0,3.0,2.0,8.0,,,85.0,67.0,7.2,8.0,0,8.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,prowsey16,1.0,,,,,,
13189399,home,Nottingham Forest,Álex Moreno,alex-moreno,Á. Moreno,D,24,179,1199,M,294593,EUR,739497600,M,19,19,False,30.0,21.0,,,0.0,11.0,11.0,10.0,20.0,,4.0,2.0,2.0,,,90.0,47.0,7.0,13.0,0,1.0,1.0,1.0,,2.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,
13189399,home,Nottingham Forest,Jota Silva,jota-silva,J. Silva,F,26,179,2845,M,1011895,EUR,933465600,F,20,20,False,19.0,16.0,3.0,2.0,1.0,3.0,3.0,13.0,16.0,,4.0,,6.0,,,74.0,38.0,7.6,11.0,4,,1.0,7.0,,1.0,,4.0,3.0,3.0,1.0,3.0,,,,,1.0,1.0,,,,,,,2.0,2.0,3.0,1.0,,,
13189399,home,Nottingham Forest,Taiwo Awoniyi,taiwo-awoniyi,T. Awoniyi,F,9,183,3455,M,359664,EUR,871344000,F,9,9,False,14.0,10.0,,,0.0,2.0,2.0,8.0,12.0,2.0,3.0,2.0,4.0,,,74.0,27.0,6.6,8.0,2,,7.0,11.0,1.0,,,2.0,2.0,1.0,,1.0,,,,,1.0,1.0,,,1.0,,,,1.0,,,1.0,1.0,,
