match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_aerialLost,stat_outfielderBlock,stat_fouls,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyWon,stat_goals,stat_totalOffside,stat_penaltyConceded,player_sofascoreId,stat_blockedScoringAttempt,stat_penaltyMiss
10389821,home,Clermont Foot,Mory Diaw,mory-diaw,M. Diaw,G,99,197,3450,M,580226,EUR,740707200,G,99,99,False,40.0,23.0,20.0,5.0,19.0,25.0,4.0,15.0,6.0,1.0,3.0,1.0,1.0,3.0,90.0,44.0,7.0,17.0,0.0,0.0,0.0355827,1.0,0,0.2197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389821,home,Clermont Foot,Alidu Seidu,alidu-seidu,A. Seidu,D,36,173,2225,M,1049515,EUR,960076800,D,36,36,False,31.0,24.0,5.0,3.0,18.0,22.0,6.0,9.0,7.0,,,,,,90.0,52.0,7.1,10.0,0.0,0.0,0.00382668,,0,,Alidu Seidu,,1.0,1.0,7.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
10389821,home,Clermont Foot,Florent Ogier,florent-ogier,F. Ogier,D,69,182,26,M,122943,EUR,606441600,D,21,21,False,23.0,19.0,4.0,3.0,18.0,19.0,1.0,4.0,4.0,,,,,,90.0,38.0,7.1,6.0,0.0,0.0,0.00024185,,0,,,,1.0,3.0,2.0,,,,7.0,1.0,1.0,1.0,1.0,,True,1.0,3.0,2.0,,,,,,,,,,,,,,,
10389821,home,Clermont Foot,Maximiliano Caufriez,maximiliano-caufriez,M. Caufriez,D,5,189,161,M,800349,EUR,856051200,D,5,5,False,31.0,28.0,2.0,2.0,21.0,22.0,7.0,9.0,6.0,,,,,,90.0,49.0,7.2,5.0,0.1885,0.2058,0.00342527,,2,,,,,3.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,,,2.0,3.0,1.0,1.0,,,,,,,,,,,,,
10389821,home,Clermont Foot,Mehdi Zeffane,mehdi-zeffane,M. Zeffane,M,,176,821,M,217770,EUR,706233600,M,2,2,False,28.0,20.0,2.0,1.0,14.0,18.0,7.0,13.0,5.0,,,,,,78.0,40.0,6.9,11.0,0.0,0.0,0.372182,2.0,0,,,,1.0,4.0,2.0,,1.0,,1.0,,1.0,1.0,,,,,,1.0,,,1.0,3.0,1.0,2.0,1.0,,,,,,,,
10389821,home,Clermont Foot,Yohann Magnin,yohann-magnin,Y. Magnin,M,8,183,60,M,942840,EUR,866851200,M,7,7,False,37.0,28.0,2.0,2.0,12.0,16.0,16.0,21.0,4.0,,,,,,77.0,49.0,6.4,11.0,0.0,0.0,0.00673559,,0,,,,1.0,8.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,,,,2.0,,3.0,,,,,,2.0,,,,,,,,,
10389821,home,Clermont Foot,Johan Gastien,johan-gastien,J. Gastien,M,25,179,44,M,216222,EUR,570067200,M,25,25,False,54.0,42.0,6.0,5.0,21.0,27.0,23.0,29.0,6.0,,,,,,90.0,71.0,6.7,14.0,0.0,0.0,0.0527401,1.0,0,,,,,8.0,3.0,,2.0,1.0,2.0,3.0,1.0,,1.0,1.0,,,1.0,2.0,,,,2.0,2.0,5.0,,,,,,,,,
10389821,home,Clermont Foot,Neto Borges,neto-borges,N. Borges,D,21,183,239,M,920008,EUR,842572800,M,3,3,False,40.0,31.0,4.0,1.0,11.0,13.0,20.0,30.0,8.0,,,,,,90.0,71.0,6.9,18.0,0.0689,0.0272,0.0559395,,1,,,,,5.0,5.0,1.0,4.0,2.0,1.0,3.0,,,2.0,3.0,,,1.0,1.0,,1.0,,3.0,,1.0,,,,,,,,,
10389821,home,Clermont Foot,Saîf-Eddine Khaoui,saif-eddine-khaoui,S. Khaoui,M,10,180,616,M,346262,EUR,798940800,F,10,10,False,15.0,13.0,1.0,1.0,2.0,3.0,11.0,13.0,7.0,,,,,,69.0,30.0,6.8,8.0,0.48,1.3407,0.0225825,,2,,,,,9.0,4.0,2.0,4.0,2.0,,1.0,1.0,1.0,,1.0,,2.0,,1.0,,2.0,,1.0,,2.0,,1.0,1.0,,,,,,
10389821,home,Clermont Foot,Elbasan Rashani,elbasan-rashani,E. Rashani,F,11,181,221,M,113409,EUR,736905600,F,18,18,False,27.0,21.0,,,7.0,9.0,15.0,21.0,5.0,,,,,,90.0,46.0,6.9,11.0,0.1353,0.0,0.208419,2.0,1,,,,,8.0,2.0,1.0,1.0,,3.0,1.0,2.0,2.0,,,,1.0,,2.0,1.0,,,3.0,1.0,3.0,1.0,,,,,,,,
10389821,home,Clermont Foot,Grejohn Kyei,grejohn-kyei,G. Kyei,F,95,187,241,M,581146,EUR,808185600,F,95,95,False,13.0,9.0,1.0,1.0,5.0,6.0,4.0,8.0,3.0,,,,,,77.0,26.0,8.2,9.0,0.9343,1.6086,0.00384303,,2,,,,2.0,5.0,5.0,1.0,1.0,1.0,1.0,,1.0,1.0,3.0,1.0,,3.0,,,,2.0,,1.0,,1.0,,,,2.0,,,,,
10389821,home,Clermont Foot,Muhammed-Cham Saračević,muhammed-cham-saracevic,M. Cham-Saračević,M,10,180,998,M,958901,EUR,969926400,M,70,70,True,10.0,6.0,1.0,1.0,2.0,3.0,4.0,7.0,1.0,,,,,,21.0,13.0,6.8,5.0,0.0,0.0,0.00929838,2.0,0,,,,,1.0,2.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,
10389821,home,Clermont Foot,Maxime Gonalons,maxime-gonalons,M. Gonalons,M,,186,154,M,82555,EUR,605491200,M,12,12,True,8.0,8.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,,,,,,13.0,12.0,6.7,1.0,0.0,0.0,0.00278518,,0,,,,,1.0,,,,,,2.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
10389821,home,Clermont Foot,Komnen Andrić,komnen-andric,K. Andrić,F,17,189,318,M,314138,EUR,804556800,F,9,9,True,5.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,,,,,,13.0,10.0,5.9,3.0,0.0413,0.0,0.00063684,,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,
10389821,home,Clermont Foot,Jim Allevinah,jim-allevinah,J. Allevinah,M,18,172,920,M,988632,EUR,793843200,F,11,11,True,4.0,3.0,,,1.0,2.0,2.0,2.0,1.0,,,,,,12.0,6.0,6.6,1.0,0.0,0.0,0.0034909,,0,,,,,1.0,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,
