match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_clearanceOffLine,stat_totalTackle,stat_wonTackle,stat_fouls,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_wasFouled,stat_bigChanceMissed,stat_keyPass,stat_bigChanceCreated,stat_hitWoodwork,stat_totalOffside,stat_accurateCross,stat_goodHighClaim,player_sofascoreId,stat_goalAssist,stat_goals
10913528,home,Al-Ettifaq,Paulo Victor,,,paulo-victor,P. Victor,G,48,187.0,212,M,34142,EUR,537408000.0,G,48,48,False,18.0,10.0,11.0,3.0,8.0,10.0,2.0,8.0,7.0,2.0,2.0,90.0,28.0,6.2,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913528,home,Al-Ettifaq,Saeed Almuwallad,,,saeed-al-muwallad,S. Almuwallad,D,2,184.0,20,M,872205,EUR,668476800.0,D,2,2,False,47.0,40.0,6.0,3.0,12.0,14.0,28.0,36.0,4.0,,,90.0,58.0,6.4,12.0,0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10913528,home,Al-Ettifaq,Marcel Tisserand,,,marcel-tisserand,M. Tisserand,D,32,190.0,461,M,338651,EUR,726624000.0,D,32,32,False,40.0,36.0,7.0,3.0,24.0,25.0,12.0,15.0,4.0,,,90.0,50.0,6.9,4.0,0,,,2.0,4.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
10913528,home,Al-Ettifaq,Darko Velkovski,,,darko-velkovski,D. Velkovski,D,24,188.0,155,M,156990,EUR,803692800.0,D,14,14,False,37.0,30.0,8.0,6.0,19.0,22.0,11.0,15.0,6.0,,,76.0,45.0,6.4,7.0,0,,,2.0,1.0,,1.0,3.0,5.0,1.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10913528,home,Al-Ettifaq,Alhwsawi Sanousi Mohammed,Alhwsawi Sanousi Mohammed,,alhwsawi-sanousi-mohammed,A. S. Mohammed,D,12,172.0,20,M,1085415,EUR,902707200.0,D,12,12,False,36.0,29.0,2.0,2.0,14.0,16.0,15.0,22.0,4.0,,,90.0,60.0,6.1,13.0,2,2.0,4.0,7.0,2.0,,3.0,3.0,9.0,3.0,,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,
10913528,home,Al-Ettifaq,Mohammed Al-Kuwaykibi,,,mohammed-al-kuwaykibi,M. Al-Kuwaykibi,F,7,168.0,101,M,847233,EUR,786326400.0,M,7,7,False,35.0,24.0,5.0,2.0,9.0,12.0,15.0,32.0,9.0,,,76.0,70.0,6.7,30.0,2,9.0,2.0,8.0,,,2.0,,5.0,1.0,,3.0,3.0,,,5.0,1.0,,4.0,True,1.0,1.0,2.0,,,,,,,,,,
10913528,home,Al-Ettifaq,Ali Hazazi,,,ali-hazazi,A. Hazazi,M,11,185.0,62,M,818699,EUR,761529600.0,M,11,11,False,54.0,50.0,7.0,6.0,20.0,20.0,30.0,35.0,5.0,,,90.0,71.0,7.2,5.0,1,1.0,,7.0,,2.0,2.0,,3.0,2.0,,5.0,2.0,1.0,,,,,,,,1.0,2.0,1.0,,,,,,,,,
10913528,home,Al-Ettifaq,Faisal Al-Ghamdi,Faisal,Al-Ghamdi,al-ghamdi-faisal,F. A. Ghamdi,M,16,185.0,951,M,966452,EUR,997660800.0,M,16,16,False,35.0,30.0,,,19.0,23.0,11.0,12.0,6.0,,,76.0,48.0,7.2,6.0,2,,2.0,7.0,,1.0,3.0,1.0,4.0,,,5.0,3.0,2.0,1.0,,,2.0,,,,,,,1.0,,,,,,,,
10913528,home,Al-Ettifaq,Berat Ayberk Özdemir,,,berat-ayberk-ozdemir,B. A. Özdemir,M,2,187.0,216,M,876857,EUR,895881600.0,M,98,98,False,42.0,31.0,8.0,8.0,13.0,16.0,18.0,26.0,8.0,,,83.0,50.0,6.9,14.0,0,,,2.0,1.0,,,1.0,3.0,,,2.0,1.0,1.0,,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,
10913528,home,Al-Ettifaq,Ahmed Al-Ghamdi,,,ahmed-al-ghamdi,A. Al-Ghamdi,M,27,178.0,356,M,984415,EUR,1000944000.0,M,15,15,False,28.0,22.0,1.0,1.0,3.0,3.0,19.0,29.0,6.0,,,90.0,54.0,7.1,17.0,6,4.0,1.0,7.0,,,1.0,,5.0,1.0,,2.0,2.0,3.0,,3.0,2.0,,4.0,,4.0,2.0,2.0,1.0,,,2.0,1.0,,,,,
