match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wasFouled,captain,stat_outfielderBlock,stat_wonTackle,stat_fouls,player_firstName,player_lastName,stat_unsuccessfulTouch,stat_totalCross,stat_goalAssist,stat_shotOffTarget,stat_penaltyConceded,stat_keyPass,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_penaltyWon
10665993,home,Al Raed,Silviu Lung Jr.,silviu-lung-jr,S. Lung Jr.,G,1,189.0,122,M,44556,EUR,612921600,G,1,1,False,27.0,22.0,15.0,10.0,15.0,16.0,7.0,11.0,8.0,2.0,1.0,4.0,90.0,36.0,6.3,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665993,home,Al Raed,Mohammed Al-Dosari,mohammed-al-dosari,M. Al-Dosari,D,32,,12,M,970908,EUR,931651200,D,32,32,False,36.0,25.0,1.0,,16.0,21.0,9.0,15.0,5.0,,,,90.0,60.0,6.5,13.0,0,1.0,2.0,3.0,10.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
10665993,home,Al Raed,Abdullah Al-Fahad,al-fahad-abdullah,A. Al-Fahad,D,19,177.0,20,M,817947,EUR,771638400,D,19,19,False,42.0,37.0,8.0,5.0,28.0,30.0,9.0,12.0,1.0,,,,90.0,56.0,6.8,5.0,0,1.0,4.0,2.0,7.0,,,,7.0,1.0,3.0,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10665993,home,Al Raed,Mohammed Salem,mohammed-salem,M. Salem,D,,175.0,5,M,818554,EUR,492134400,D,12,12,False,34.0,23.0,9.0,1.0,18.0,21.0,5.0,13.0,5.0,,,,90.0,47.0,6.3,12.0,0,1.0,1.0,1.0,3.0,,1.0,1.0,6.0,1.0,1.0,,,2.0,1.0,,Mohammed,Salem,1.0,,,,,,,,,,,,,,,,
10665993,home,Al Raed,Khalid Al-Khathlan,khalid-al-khathlan,K. Al-Khathlan,D,4,178.0,2,M,974145,EUR,805939200,D,4,4,False,13.0,8.0,1.0,,4.0,6.0,4.0,8.0,3.0,,,,90.0,34.0,6.1,8.0,0,,,2.0,2.0,,2.0,1.0,5.0,2.0,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,
10665993,home,Al Raed,Karim El Berkaoui,el-berkaoui-karim,K. El Berkaoui,F,33,175.0,2625,M,919719,EUR,818812800,M,11,11,False,19.0,13.0,,,9.0,12.0,4.0,7.0,7.0,,,,87.0,34.0,6.1,8.0,1,1.0,,4.0,3.0,1.0,1.0,,6.0,1.0,1.0,2.0,,,1.0,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,
10665993,home,Al Raed,Naif Hazzazi,naif-hazzazi,N. Hazzazi,M,88,176.0,9,M,818734,EUR,717811200,M,18,18,False,35.0,29.0,2.0,2.0,22.0,25.0,7.0,10.0,6.0,,,,90.0,46.0,6.5,8.0,0,1.0,,2.0,1.0,1.0,,,,2.0,1.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,
10665993,home,Al Raed,Abdulaziz Al Jebreen,abdulaziz-al-jebreen,A. A. Jebreen,M,,178.0,12,M,791406,EUR,640483200,M,16,16,False,11.0,7.0,2.0,1.0,7.0,11.0,,,7.0,,,,45.0,23.0,6.9,5.0,0,,,2.0,4.0,,1.0,1.0,3.0,1.0,2.0,1.0,,2.0,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,
10665993,home,Al Raed,Damjan Đoković,damjan-dokovic,D. Djoković,M,88,188.0,128,M,108740,EUR,640396800,M,88,88,False,12.0,7.0,3.0,1.0,3.0,4.0,4.0,8.0,1.0,,,,90.0,17.0,6.2,6.0,1,1.0,,3.0,,,,,1.0,1.0,,,,1.0,,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,
10665993,home,Al Raed,Alexandru Mitriță,alexandru-mitrita,A. Mitriță,F,20,167.0,1639,M,179639,EUR,792201600,M,82,82,False,4.0,1.0,1.0,,,2.0,1.0,3.0,2.0,,,,79.0,22.0,6.6,10.0,1,,,4.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,2.0,1.0,,,,,,1.0,1.0,,,,,,,,
10665993,home,Al Raed,Júlio Tavares,julio-tavares,J. Tavares,F,11,187.0,109,M,218652,EUR,595900800,F,17,17,False,29.0,17.0,3.0,2.0,11.0,11.0,6.0,18.0,1.0,,,,87.0,41.0,6.8,14.0,0,4.0,6.0,6.0,8.0,,1.0,,4.0,,,2.0,,,,1.0,,,1.0,,,,,1.0,,,,1.0,,,,,,,
10665993,home,Al Raed,Mansour Al Bishi,mansour-al-bishi,M. A. Bishi,M,14,168.0,20,M,982351,EUR,956534400,M,14,14,True,10.0,6.0,1.0,,5.0,6.0,1.0,4.0,5.0,,,,45.0,14.0,6.3,5.0,0,2.0,,3.0,2.0,,,,,,2.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
10665993,home,Al Raed,Raed Al-Ghamdi,raed-al-ghamdi,R. Al-Ghamdi,F,,176.0,15,M,795468,EUR,768182400,F,9,9,True,3.0,3.0,,,1.0,1.0,2.0,2.0,2.0,,,,11.0,6.0,6.3,2.0,0,,,2.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10665993,home,Al Raed,Yahya Sunbul,sunbul-yahya,Y. Sunbul,M,45,166.0,9,M,958020,EUR,884131200,M,45,45,True,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,,9.0,5.0,6.5,2.0,0,,,1.0,1.0,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
10665993,home,Al Raed,Yahia Al-Shehri,yahia-al-shehri,Y. A. Shehri,M,88,164.0,76,M,196396,EUR,646358400,M,8,8,True,7.0,4.0,1.0,,2.0,2.0,2.0,5.0,,,,,9.0,9.0,6.7,3.0,0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10665993,home,Al Raed,Ahmad Al Harbi,ahmad-al-harbi,A. A. Harbi,G,22,183.0,197,M,828527,EUR,781401600,G,23,23,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665993,home,Al Raed,Mshari Sanyoor,mshari-sanyoor,M. Sanyoor,G,50,181.0,64,M,972698,EUR,1007510400,G,50,50,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665993,home,Al Raed,Mubarak Al-Rajeh,mubarak-al-rajeh,M. Al-Rajeh,D,94,,39,M,1429814,EUR,1059696000,D,94,94,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Mubarak Abdul Rahman Al Rajeh,,,,,,,,,,,,,,,,,,
10665993,home,Al Raed,Omar Fahad Al Kreidi,omar-fahad-al-kreidi,O. F. A. Kreidi,M,15,,1,M,1399132,EUR,1019952000,M,15,15,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Omar Fahad Al Kreidi,,,,,,,,,,,,,,,,,,
10665993,home,Al Raed,Rakan Al-Dosari,rakan-al-dosari,R. Aldosari,F,99,172.0,8,M,1194407,EUR,1012089600,F,20,20,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Rakan Aldosari,,,,,,,,,,,,,,,,,,
10665993,away,Al-Nassr,David Ospina,david-ospina,D. Ospina,G,1,183.0,5027,M,33596,EUR,588988800,G,25,25,False,27.0,25.0,8.0,6.0,23.0,24.0,2.0,3.0,5.0,,,,90.0,28.0,6.3,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,D_Ospina1,1.0,1.0,,,,
10665993,away,Al-Nassr,Sultan Al-Ghannam,sultan-al-ghannam,S. Al-Ghannam,D,2,173.0,1607,M,830126,EUR,768182400,D,2,2,False,45.0,42.0,5.0,3.0,13.0,13.0,30.0,37.0,1.0,,,,79.0,62.0,6.7,10.0,0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,True,,1.0,,,,2.0,5.0,,,,1.0,,,,1.0,,,,1.0,,,
10665993,away,Al-Nassr,Abdulelah Al-Amri,abdulelah-al-amri,A. Al-Amri,D,5,185.0,1135,M,881831,EUR,853286400,D,5,5,False,85.0,77.0,9.0,5.0,36.0,39.0,41.0,46.0,5.0,,,,90.0,96.0,7.5,11.0,2,3.0,4.0,4.0,6.0,,,,,1.0,2.0,,,,1.0,1.0,,,2.0,,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,
10665993,away,Al-Nassr,Álvaro González,alvaro-gonzalez,Á. González,D,,183.0,313,M,150212,EUR,631756800,D,21,21,False,101.0,94.0,14.0,10.0,44.0,46.0,50.0,55.0,3.0,,,,90.0,105.0,7.0,7.0,0,2.0,1.0,3.0,2.0,,,,2.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
10665993,away,Al-Nassr,Ghislain Konan,ghislain-konan,G. Konan,D,3,176.0,2811,M,831781,EUR,820022400,D,13,13,False,73.0,66.0,2.0,1.0,30.0,31.0,38.0,47.0,9.0,,,,90.0,95.0,6.8,13.0,1,1.0,2.0,4.0,3.0,,1.0,,1.0,3.0,,1.0,,,,2.0,Ghislain,Konan,2.0,5.0,,1.0,,1.0,,,,,,,,2.0,,,
10665993,away,Al-Nassr,Luiz Gustavo,luiz-gustavo,L. Gustavo,M,14,187.0,2128,M,29735,EUR,553996800,M,18,18,False,66.0,64.0,5.0,4.0,14.0,15.0,50.0,53.0,2.0,,,,79.0,80.0,6.7,6.0,2,1.0,,5.0,4.0,1.0,,,,,2.0,2.0,,,1.0,2.0,,,1.0,2.0,,,,,1.0,,,1.0,,,,,,2.0,
