match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_dispossessed,captain,stat_goalAssist,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_errorLeadToAGoal,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_lastManTackle
11352511,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195,61053,M,EmiMartínez,158263,EUR,715392000,G,1,1,False,27.0,26.0,1.0,26.0,27.0,8.0,1.0,90.0,33.0,6.7,1.0,0.0001819,0,-0.0714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352511,home,Aston Villa,Matty Cash,matty-cash,M. Cash,D,2,185,9380,M,mattycash622,833956,EUR,870912000,D,2,2,False,83.0,69.0,4.0,24.0,28.0,3.0,,90.0,117.0,7.5,25.0,0.28186,1,,1.0,48.0,64.0,9.0,3.0,2.0,4.0,6.0,10.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0066,2.0,,,,,,,,,,,,,,,,,,,
11352511,home,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183,3197,M,,827679,EUR,877564800,D,4,4,False,100.0,95.0,3.0,48.0,50.0,8.0,,90.0,109.0,7.1,5.0,0.0327447,1,,3.0,47.0,50.0,,,1.0,2.0,1.0,4.0,,,,,,2.0,,,,,2.0,,0.1289,,,,1.0,1.0,2.0,,,,,,,,,,,,,,
11352511,home,Aston Villa,Clément Lenglet,clement-lenglet,C. Lenglet,D,15,186,7982,M,clement_lenglet,580550,EUR,803347200,D,17,17,False,115.0,105.0,7.0,52.0,54.0,5.0,,90.0,126.0,6.9,11.0,0.0432514,1,,2.0,53.0,61.0,,,4.0,,6.0,3.0,,,,,1.0,,,2.0,1.0,1.0,1.0,2.0,0.0242,1.0,,,,,,,,,,,,,,,,,,,
11352511,home,Aston Villa,Lucas Digne,lucas-digne,L. Digne,D,12,178,4442,M,LDigne,96538,EUR,743126400,D,12,12,False,37.0,33.0,2.0,9.0,11.0,2.0,,74.0,49.0,6.9,5.0,0.0202312,1,,2.0,24.0,27.0,1.0,,2.0,2.0,2.0,2.0,,,,,,1.0,,,,,,,0.0149,,,,,1.0,,,,,,,,,,,,,,,
11352511,home,Aston Villa,Leon Bailey,leon-bailey,L. Bailey,M,31,178,7677,M,leonbailey,808590,EUR,871084800,M,31,31,False,27.0,24.0,,6.0,6.0,3.0,,81.0,40.0,6.6,10.0,0.107308,1,,,18.0,23.0,2.0,,1.0,1.0,9.0,4.0,1.0,3.0,,,,,,,,,3.0,2.0,0.0186,2.0,,,,1.0,,2.0,,,,,,,,,,,,,
11352511,home,Aston Villa,John McGinn,john-mcginn,J. McGinn,M,7,175,3895,M,,250223,EUR,782438400,M,7,7,False,79.0,67.0,4.0,18.0,18.0,5.0,,90.0,96.0,6.8,23.0,0.327113,0,,1.0,51.0,66.0,5.0,2.0,,,10.0,3.0,2.0,2.0,1.0,1.0,,,,1.0,,,1.0,,,2.0,,,,,,7.0,True,,,,,,,,,,,,
11352511,home,Aston Villa,Douglas Luiz,douglas-luiz,D. Luiz,M,21,175,11801,M,Douglas_Luiz,867887,EUR,894672000,M,6,6,False,88.0,82.0,2.0,33.0,36.0,4.0,,90.0,108.0,7.8,12.0,0.214603,1,,2.0,50.0,58.0,6.0,1.0,1.0,5.0,5.0,9.0,1.0,,,1.0,1.0,,,2.0,,1.0,2.0,3.0,0.0371,2.0,,,,,2.0,,,1.0,,,,,,,,,,,
11352511,home,Aston Villa,Jacob Ramsey,jacob-ramsey,J. Ramsey,M,41,180,3186,M,,975937,EUR,991008000,M,41,41,False,41.0,32.0,,9.0,9.0,4.0,,90.0,55.0,6.9,13.0,0.205906,0,,,23.0,34.0,2.0,,2.0,1.0,6.0,5.0,1.0,,,,,,,1.0,1.0,,3.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,
11352511,home,Aston Villa,Moussa Diaby,diaby-moussa,M. Diaby,M,19,170,7575,M,moussadiaby,855817,EUR,931305600,F,19,19,False,24.0,18.0,,4.0,7.0,1.0,,74.0,40.0,6.7,14.0,0.0353747,1,,,14.0,18.0,1.0,,2.0,1.0,9.0,5.0,1.0,7.0,2.0,,,,,,,,2.0,,0.0965,,,,,,,1.0,,,1.0,0.1315,,,,,,,,,
