match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_accurateOwnHalfPasses,stat_challengeLost,stat_wonTackle,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalCross,stat_accurateCross,stat_keyPass,stat_fouls,captain,stat_dispossessed,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_hitWoodwork,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed
10407453,home,Cercle Brugge,Warleson,,,warleson,Warleson,G,1,191,144,M,861071,EUR,841449600,G,21,21,False,24.0,9.0,24.0,9.0,2.0,9.0,22.0,1.0,1.0,2.0,9.0,1.0,1.0,1.0,1.0,90.0,29.0,6.5,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407453,home,Cercle Brugge,Boris Popović,,,boris-popovic,B. Popović,D,5,189,111,M,902050,EUR,951523200,D,5,5,False,22.0,9.0,9.0,2.0,,9.0,22.0,2.0,5.0,3.0,6.0,,,,,90.0,37.0,6.9,14.0,1,7.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10407453,home,Cercle Brugge,Christiaan Ravych,,,ravych-christiaan,C. Ravych,D,66,187,206,M,1191212,EUR,1027987200,D,66,66,False,21.0,16.0,3.0,1.0,14.0,5.0,7.0,4.0,8.0,2.0,6.0,,,,,90.0,33.0,6.8,5.0,0,2.0,4.0,,2.0,,3.0,,1.0,11.0,2.0,1.0,,,,,,,,,,,,,,,,,
10407453,home,Cercle Brugge,Jesper Daland,,,jesper-daland,J. Daland,D,2,188,224,M,958915,EUR,947116800,D,4,4,False,37.0,23.0,6.0,3.0,16.0,13.0,21.0,2.0,5.0,2.0,13.0,,,,,90.0,47.0,6.8,14.0,1,2.0,3.0,,1.0,1.0,1.0,,1.0,10.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
10407453,home,Cercle Brugge,Hugo Siquet,,,hugo-siquet,H. Siquet,D,41,180,607,M,983041,EUR,1026172800,M,41,41,False,26.0,12.0,3.0,1.0,2.0,16.0,37.0,2.0,3.0,1.0,2.0,,,,,90.0,58.0,7.4,25.0,2,1.0,3.0,,,2.0,1.0,,,1.0,2.0,1.0,,,2.0,13.0,5.0,3.0,,,,,,,,,,,
10407453,home,Cercle Brugge,Abu Francis,,,francis-abu,A. Francis,M,17,182,1501,M,988801,EUR,988329600,M,17,17,False,29.0,19.0,4.0,,9.0,12.0,20.0,3.0,8.0,,11.0,,,,,86.0,45.0,7.3,11.0,3,2.0,6.0,1.0,,1.0,3.0,,1.0,7.0,1.0,1.0,1.0,1.0,2.0,,,1.0,3.0,,,,,,,,,,
10407453,home,Cercle Brugge,Hannes Van Der Bruggen,,,hannes-van-der-bruggen,H. V. D. Bruggen,M,28,180,73,M,94290,EUR,733622400,M,28,28,False,41.0,27.0,10.0,8.0,7.0,22.0,36.0,2.0,8.0,,5.0,,,,,90.0,57.0,7.1,19.0,1,2.0,7.0,1.0,,2.0,3.0,1.0,,5.0,3.0,1.0,4.0,3.0,,2.0,,2.0,,True,1.0,,,,,,,,
10407453,home,Cercle Brugge,Olivier Deman,,,deman-olivier,O. Deman,D,2,181,445,M,960114,EUR,954979200,M,23,23,False,32.0,19.0,5.0,2.0,7.0,18.0,31.0,,3.0,2.0,12.0,,,,,90.0,80.0,7.3,35.0,1,,4.0,,,1.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,,,6.0,3.0,3.0,,,1.0,1.0,,,,,,,
10407453,home,Cercle Brugge,Thibo Somers,,,somers-thibo,T. Somers,F,24,183,225,M,1002804,EUR,921542400,F,34,34,False,30.0,15.0,,,2.0,14.0,28.0,1.0,4.0,,4.0,,,,,90.0,45.0,6.6,19.0,1,6.0,7.0,,,,3.0,3.0,,1.0,,2.0,1.0,,,,,,,,,1.0,1.0,,,,,,
10407453,home,Cercle Brugge,Ayase Ueda,,,ueda-ayase,A. Ueda,F,9,182,7469,M,985823,EUR,904262400,F,36,36,False,24.0,18.0,1.0,,3.0,15.0,21.0,6.0,7.0,,6.0,,,,,89.0,34.0,7.8,8.0,5,4.0,7.0,1.0,,,1.0,1.0,,3.0,1.0,1.0,,,4.0,,,,1.0,,1.0,,2.0,bee18,1.0,1.0,,,
