match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_sofascoreId,stat_outfielderBlock,stat_wasFouled,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_errorLeadToAShot,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside
11406858,home,Fiorentina,Pietro Terracciano,pietro-terracciano,P. Terracciano,G,1,193,1591,M,136856,EUR,636854400,G,1,1,False,38.0,24.0,24.0,10.0,16.0,18.0,8.0,20.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,90.0,47.0,6.9,14.0,0.00162799,0,-0.4776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406858,home,Fiorentina,Michael Kayode,michael-kayode,M. Kayode,D,33,179,2419,M,1137431,EUR,1089417600,D,33,33,False,36.0,30.0,5.0,3.0,15.0,19.0,16.0,20.0,5.0,,3.0,,2.0,1.0,,,,,,90.0,65.0,6.9,16.0,0.0712507,0,,,,3.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
11406858,home,Fiorentina,Nikola Milenković,nikola-milenkovic,N. Milenković,D,31,195,5064,M,836168,EUR,876614400,D,4,4,False,44.0,37.0,4.0,,30.0,32.0,7.0,12.0,6.0,5.0,2.0,,1.0,,,,,,,90.0,60.0,7.3,7.0,0.00143402,0,,,,,,,3.0,,,,,2.0,,,,milenkovicn_4,3.0,3.0,,,,,,,,,,,,,,
11406858,home,Fiorentina,Lucas Martínez Quarta,lucas-martinez-quarta,L. M. Quarta,D,28,183,3115,M,795297,EUR,831686400,D,28,28,False,50.0,38.0,13.0,6.0,25.0,28.0,13.0,22.0,7.0,1.0,6.0,,3.0,1.0,,,,,,73.0,65.0,7.4,15.0,0.0255114,2,,,,,,2.0,2.0,5.0,,2.0,1.0,,1.0,1.0,,chinomartinezquarta96,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2712,0.1032,,,,,,,
11406858,home,Fiorentina,Cristiano Biraghi,cristiano-biraghi,C. Biraghi,D,34,184,1338,M,122848,EUR,715305600,D,3,3,False,44.0,37.0,6.0,2.0,18.0,20.0,21.0,30.0,3.0,5.0,4.0,,2.0,,,,,,,90.0,73.0,7.2,15.0,0.277541,0,,,,6.0,2.0,1.0,1.0,5.0,1.0,1.0,,,,2.0,3.0,,,,,,,,,,,True,1.0,1.0,,,,
11406858,home,Fiorentina,Alfred Duncan,alfred-duncan,A. Duncan,M,32,178,572,M,232224,EUR,731721600,M,32,32,False,25.0,17.0,4.0,1.0,9.0,11.0,10.0,16.0,1.0,2.0,5.0,,,,,,,,,73.0,32.0,7.5,8.0,0.216096,1,,,,2.0,2.0,,,3.0,,1.0,1.0,,,4.0,2.0,,,,,,1.0,,,0.0567,0.279,,2.0,,,,,
11406858,home,Fiorentina,Rolando Mandragora,rolando-mandragora,R. Mandragora,M,8,183,2103,M,548178,EUR,867542400,M,38,38,False,28.0,20.0,2.0,,14.0,15.0,6.0,14.0,9.0,2.0,,,4.0,2.0,,,,,,90.0,40.0,6.7,9.0,0.00686236,2,,,,1.0,,2.0,4.0,5.0,1.0,,,1.0,,3.0,,,,1.0,,2.0,,,,0.2057,,,,,1.0,,,
11406858,home,Fiorentina,Jonathan Ikoné,jonathan-ikone,J. Ikoné,M,93,180,1415,M,802142,EUR,894067200,M,11,11,False,30.0,27.0,1.0,1.0,6.0,6.0,21.0,24.0,3.0,,1.0,,2.0,2.0,,,,,,90.0,44.0,8.6,10.0,0.28789,2,,,,,,,,4.0,,4.0,1.0,,3.0,1.0,3.0,,,,,1.0,1.0,1.0,,0.0728,0.2318,,1.0,2.0,,,,
11406858,home,Fiorentina,Lucas Beltrán,lucas-beltran,L. Beltrán,M,15,177,3780,M,962029,EUR,985824000,M,9,9,False,19.0,14.0,,,3.0,3.0,11.0,17.0,3.0,2.0,5.0,,1.0,1.0,,,,,,83.0,33.0,7.1,6.0,0.102339,2,,,,1.0,,2.0,,2.0,,1.0,1.0,,,,2.0,beltranlucass,,1.0,,1.0,,,,0.2068,,,,,1.0,1.0,1.0,
11406858,home,Fiorentina,Nicolás González,nicolas-gonzalez,N. González,M,23,180,17229,M,901325,EUR,891820800,M,10,10,False,26.0,15.0,3.0,1.0,6.0,8.0,9.0,22.0,5.0,1.0,2.0,,,,,,,,,60.0,39.0,7.0,20.0,0.0320725,3,,,,4.0,,3.0,5.0,7.0,,1.0,,,3.0,3.0,3.0,nicoigonzalez,,,1.0,2.0,1.0,1.0,,0.5481,0.2384,,,1.0,2.0,,,
