match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_outfielderBlock,stat_wasFouled,player_firstName,player_lastName,stat_accurateCross,stat_wonContest,stat_penaltyConceded,stat_shotOffTarget,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_errorLeadToAShot,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon,stat_bigChanceMissed,stat_bigChanceCreated
11450158,home,Hatayspor,Erce Kardeşler,erce-kardesler,E. Kardeşler,G,31,186,93,M,758606,EUR,763603200,G,1,1,False,True,40.0,23.0,31.0,14.0,12.0,14.0,11.0,26.0,6.0,2.0,1.0,2.0,90.0,48.0,7.0,17.0,0.00083779,0,0.4859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450158,home,Hatayspor,Kerim Alıcı,kerim-alici,K. Alıcı,D,27,183,22,M,758870,EUR,867110400,D,22,22,False,,39.0,36.0,6.0,4.0,26.0,27.0,10.0,13.0,1.0,,,,90.0,59.0,6.6,11.0,0.012065,0,,1.0,4.0,4.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11450158,home,Hatayspor,Guy-Marcelin Kilama,guy-marcelin-kilama,G. M. Kilama,D,,180,314,M,944222,EUR,928022400,D,3,3,False,,43.0,40.0,6.0,3.0,35.0,35.0,5.0,8.0,3.0,,,,90.0,52.0,6.7,3.0,0.00349184,0,,,1.0,1.0,,,,8.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11450158,home,Hatayspor,Recep Burak Yılmaz,recep-burak-yilmaz,R. B. Yılmaz,D,15,185,31,M,904172,EUR,817430400,D,15,15,False,,33.0,28.0,4.0,2.0,24.0,26.0,4.0,7.0,,,,,90.0,42.0,6.9,6.0,0.00852193,0,,,2.0,3.0,1.0,,,3.0,1.0,,,1.0,,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,
11450158,home,Hatayspor,Oguzhan Matur,oguzhan-matur,O. Matur,D,23,173,23,M,926396,EUR,935020800,D,31,31,False,,16.0,13.0,1.0,1.0,9.0,11.0,4.0,5.0,2.0,,,,79.0,31.0,7.0,4.0,0.00854209,0,,,2.0,3.0,2.0,,,6.0,2.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11450158,home,Hatayspor,Görkem Sağlam,gorkem-saglam,G. Sağlam,M,61,175,118,M,795001,EUR,892252800,M,5,5,False,,40.0,33.0,8.0,3.0,21.0,22.0,13.0,22.0,6.0,,,,89.0,57.0,6.5,13.0,0.0508542,0,,4.0,2.0,3.0,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,3.0,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,
11450158,home,Hatayspor,Joelson Fernandes,joelson-fernandes,J. Fernandes,M,11,172,481,M,1032547,EUR,1046390400,M,77,77,False,,16.0,12.0,2.0,,7.0,10.0,6.0,9.0,4.0,,,,79.0,30.0,6.5,10.0,0.0350339,1,,3.0,8.0,2.0,3.0,1.0,,,1.0,1.0,3.0,3.0,1.0,,1.0,,1.0,Joelson Mendes,,1.0,,,1.0,1.0,0.0296,1.0,,,,,,,,,,,
11450158,home,Hatayspor,Fisayo Dele-Bashiru,dele-bashiru-oluwafisayo,F. Dele-Bashiru,M,7,186,3768,M,910121,EUR,981417600,M,17,17,False,,16.0,13.0,,,7.0,9.0,6.0,7.0,4.0,,,,90.0,20.0,6.1,6.0,0.00256743,0,,,10.0,1.0,,1.0,1.0,1.0,,,1.0,3.0,5.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,
11450158,home,Hatayspor,Armin Hodžić,armin-hodzic,A. Hodžić,M,,188,68,M,928333,EUR,951782400,M,18,18,False,,14.0,9.0,2.0,,4.0,6.0,5.0,8.0,2.0,,,,89.0,25.0,6.5,7.0,0.0203795,0,,,6.0,2.0,,,1.0,3.0,,,1.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,
11450158,home,Hatayspor,Rigoberto Rivas,rigoberto-rivas,R. Rivas,M,99,178,347,M,837742,EUR,901843200,M,99,99,False,,25.0,14.0,4.0,1.0,11.0,15.0,3.0,11.0,7.0,,,,90.0,41.0,7.1,16.0,0.0618644,2,,1.0,5.0,3.0,1.0,2.0,,2.0,1.0,1.0,2.0,2.0,,2.0,3.0,,,,,,,,,,0.0332,,1.0,1.0,1.0,0.1871,,,,,,,
11450158,home,Hatayspor,Renat Dadaşov,renat-dadasov,R. Dadaşov,F,77,186,1648,M,836941,EUR,926899200,F,9,9,False,,22.0,15.0,1.0,1.0,7.0,9.0,8.0,13.0,5.0,,,,79.0,35.0,6.9,12.0,0.00648556,1,,,7.0,4.0,1.0,1.0,2.0,2.0,,,2.0,2.0,2.0,2.0,,,1.0,,,,1.0,,1.0,,0.0261,1.0,,,,,1.0,,,,,,
11450158,home,Hatayspor,Cengiz Demir,demir-cengiz,C. Demir,D,5,186,15,M,1015360,EUR,987552000,D,27,27,True,,7.0,3.0,2.0,,2.0,5.0,1.0,2.0,1.0,,,,11.0,16.0,6.7,5.0,0.0005047,0,,,,,,,,1.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,
11450158,home,Hatayspor,Mehdi Boudjemaa,mehdi-boudjemaa,M. Boudjemaa,M,4,182,595,M,960088,EUR,891907200,M,8,8,True,,3.0,2.0,,,1.0,2.0,1.0,1.0,,,,,11.0,5.0,6.4,1.0,6.659e-05,0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450158,home,Hatayspor,Carlos Strandberg,carlos-strandberg,C. Strandberg,F,10,187,170,M,333423,EUR,829440000,F,10,10,True,,4.0,1.0,,,1.0,2.0,,2.0,1.0,,,,11.0,4.0,6.3,3.0,4.409e-05,0,,,4.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,
11450158,home,Hatayspor,Rayane Aabid,rayane-aabid,R. Aabid,M,14,178,224,M,297510,EUR,695779200,M,20,20,True,,,,,,,,,,,,,,1.0,2.0,,,,0,,,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11450158,home,Hatayspor,Giorgi Aburjania,giorgi-aburjania,G. Aburjania,M,29,187,128,M,156569,EUR,789004800,M,29,29,True,,4.0,2.0,2.0,,2.0,2.0,,2.0,2.0,,,,1.0,6.0,,3.0,2.537e-05,0,,,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
11450158,home,Hatayspor,Visar Bekaj,visar-bekaj,V. Bekaj,G,1,191,221,M,890652,EUR,864432000,G,12,12,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450158,home,Hatayspor,Kamil Ahmet Çörekçi,kamil-ahmet-corekci,K. A. Çörekçi,D,22,173,57,M,124728,EUR,696902400,D,2,2,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450158,home,Hatayspor,Burak Bekaroğlu,burak-bekaroglu,B. Bekaroğlu,D,86,185,23,M,802645,EUR,861148800,D,86,86,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450158,home,Hatayspor,Chandrel Massanga,chandrel-massanga,C. Massanga,M,8,172,201,M,1083138,EUR,934848000,M,4,4,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Chandrel Massanga,,,,,,,,,,,,,,,,,,,
11450158,away,Alanyaspor,Ertuğrul Taşkıran,ertugrul-taskiran,E. Taşkıran,G,1,191,137,M,105974,EUR,626227200,G,1,1,False,,12.0,10.0,3.0,1.0,9.0,10.0,1.0,2.0,5.0,1.0,,,90.0,16.0,6.3,2.0,0.00021458,0,-0.8129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,
11450158,away,Alanyaspor,Florent Hadergjonaj,florent-hadergjonaj,F. Hadergjonaj,D,94,183,410,M,354860,EUR,775612800,D,94,94,False,,68.0,59.0,7.0,4.0,11.0,13.0,49.0,59.0,3.0,,,,90.0,94.0,6.9,20.0,0.0703677,0,,4.0,3.0,4.0,,2.0,1.0,,2.0,1.0,1.0,,,,,,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,
11450158,away,Alanyaspor,Nuno Lima,nuno-lima,N. Lima,D,3,184,123,M,1133301,EUR,984700800,D,2,2,False,,127.0,117.0,5.0,4.0,42.0,46.0,76.0,82.0,5.0,,,,90.0,141.0,8.2,10.0,0.235629,2,,1.0,2.0,8.0,,,,2.0,1.0,1.0,,1.0,1.0,6.0,1.0,,1.0,Nuno Lima,,1.0,,,2.0,,0.1654,1.0,,,,,,,,,1.0,,
11450158,away,Alanyaspor,Fidan Aliti,fidan-aliti,F. Aliti,D,5,182,320,M,385296,EUR,749606400,D,5,5,False,,115.0,105.0,5.0,2.0,36.0,39.0,69.0,77.0,2.0,,,,90.0,129.0,7.1,12.0,0.0354653,1,,1.0,4.0,8.0,,,,2.0,2.0,1.0,1.0,,4.0,5.0,,,1.0,,,,,,1.0,,0.0303,,,,,,,,,,,,
11450158,away,Alanyaspor,Yusuf Özdemir,yusuf-ozdemir,Y. Özdemir,M,88,181,157,M,1084884,EUR,979084800,D,88,88,False,,66.0,64.0,2.0,1.0,23.0,23.0,41.0,44.0,3.0,,,,76.0,77.0,7.0,4.0,0.0349268,1,,1.0,2.0,2.0,1.0,,1.0,3.0,1.0,,,,,,,,1.0,Yusuf Ozdemir,,,,,1.0,,0.0173,,,,,,,,,,,,
11450158,away,Alanyaspor,Richard,richard-candido,Richard,M,36,191,349,M,897617,EUR,761529600,M,25,25,False,,48.0,43.0,3.0,1.0,15.0,17.0,28.0,32.0,3.0,,,,90.0,61.0,7.1,8.0,0.0400551,1,,1.0,1.0,4.0,,1.0,,1.0,2.0,1.0,1.0,,,2.0,,1.0,,,,,,,,,0.0518,,1.0,,,0.1042,,,,,,,
11450158,away,Alanyaspor,Leroy Fer,leroy-fer,L. Fer,M,8,188,136,M,31821,EUR,631497600,M,8,8,False,,44.0,37.0,1.0,1.0,7.0,8.0,30.0,36.0,6.0,,,,90.0,55.0,6.7,10.0,0.0322613,2,,,4.0,3.0,1.0,,2.0,,,,1.0,,2.0,1.0,2.0,,1.0,,,,1.0,,1.0,,0.4658,1.0,,1.0,,,,,,,,1.0,
