match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_duelLost,stat_challengeLost,stat_totalContest,stat_errorLeadToAShot,stat_wasFouled,stat_fouls,stat_totalOffside,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_shotOffTarget,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_dispossessed,stat_wonContest,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_keyPass,stat_onTargetScoringAttempt,stat_bigChanceCreated,player_sofascoreId,stat_goodHighClaim
10434100,home,Trabzonspor,Marc Bartra,marc-bartra,M. Bartra,D,5,183,1897,M,99519,EUR,663897600,D,3,3,True,,8.0,4.0,1.0,,1.0,1.0,3.0,8.0,,2.0,1.0,1.0,,,,,21.0,19.0,6.7,5.0,0,,,2.0,,,,1.0,,,,,1.0,,,1.0,,2.0,,,,,,,,,
10434100,home,Trabzonspor,Jean-Philippe Gbamin,jean-philippe-gbamin,J. Gbamin,M,5,186,1198,M,326343,EUR,811987200,M,25,25,True,,,,,,,,,,,,,1.0,1.0,,,,8.0,2.0,6.4,1.0,0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
10434100,home,Trabzonspor,Umut Bozok,umut-bozok,U. Bozok,F,19,178,386,M,869839,EUR,843091200,F,9,9,True,,1.0,1.0,,,,,1.0,1.0,1.0,2.0,,,,,,,8.0,3.0,6.6,,0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
10434100,home,Trabzonspor,Muhammet Taha Tepe,muhammet-taha-tepe,M. T. Tepe,G,54,184,104,M,910094,EUR,978307200,G,54,54,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10434100,home,Trabzonspor,Arif Boşluk,arif-bosluk,A. Boşluk,D,24,183,173,M,1138095,EUR,1054857600,D,72,72,True,,,,,,,,,,,,,,,,,,,,,,0,Arif Bosluk,,,,,,,,,,,,,,,,,,,,,,,,,
10434100,home,Trabzonspor,Marek Hamšík,marek-hamsik,M. Hamšík,M,17,183,1354,,25985,EUR,554342400,M,17,17,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10434100,home,Trabzonspor,Enis Bardhi,enis-bardhi,E. Bardhi,M,10,172,1009,M,355024,EUR,804643200,M,29,29,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10434100,home,Trabzonspor,Doğucan Haspolat,dogucan-haspolat,D. Haspolat,M,34,177,456,M,846087,EUR,950227200,M,34,34,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10434100,home,Trabzonspor,Yusuf Yazıcı,yusuf-yazici,Y. Yazıcı,M,97,183,2251,M,827804,EUR,854496000,M,61,61,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10434100,away,Beşiktaş JK,Mert Günok,mert-gunok,M. Günok,G,34,196,4070,M,39573,EUR,604713600,G,34,34,False,,28.0,21.0,12.0,5.0,17.0,17.0,4.0,11.0,,1.0,,6.0,,3.0,4.0,,90.0,39.0,8.1,7.0,0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0
10434100,away,Beşiktaş JK,Onur Bulut,onur-bulut,O. Bulut,D,6,179,562,M,142494,EUR,766454400,D,4,4,False,,33.0,28.0,2.0,,12.0,14.0,16.0,20.0,1.0,2.0,3.0,4.0,1.0,,,,90.0,56.0,6.4,14.0,0,,,8.0,2.0,1.0,,,2.0,,1.0,1.0,1.0,,,1.0,,1.0,2.0,,,,,,,,
10434100,away,Beşiktaş JK,Romain Saïss,romain-saiss,R. Saiss,D,29,190,7929,M,187729,EUR,638409600,D,26,26,False,,73.0,62.0,5.0,2.0,45.0,49.0,17.0,24.0,6.0,13.0,3.0,7.0,1.0,,,,90.0,91.0,7.4,14.0,0,,,5.0,2.0,,,2.0,2.0,,1.0,2.0,5.0,3.0,,,,,1.0,,,,,,,romain_saiss27,
10434100,away,Beşiktaş JK,Omar Colley,omar-colley,O. Colley,D,15,190,966,M,238408,EUR,719798400,D,6,6,False,,58.0,47.0,5.0,1.0,33.0,39.0,14.0,19.0,1.0,6.0,5.0,3.0,,,,,90.0,72.0,7.0,11.0,0,,,5.0,1.0,,,4.0,1.0,,,1.0,1.0,1.0,,,,3.0,,,,,1.0,,,,
10434100,away,Beşiktaş JK,Arthur Masuaku,arthur-masuaku,A. Masuaku,D,27,179,10350,M,174975,EUR,752630400,D,25,25,False,,51.0,43.0,5.0,2.0,19.0,20.0,24.0,35.0,,6.0,2.0,7.0,,,,,90.0,82.0,7.0,17.0,0,,,6.0,1.0,6.0,,,2.0,,,,1.0,1.0,,4.0,,,2.0,5.0,,,1.0,,,masuaku26,
10434100,away,Beşiktaş JK,Gedson Fernandes,gedson-fernandes,G. Fernandes,M,83,184,5232,M,862055,EUR,915840000,M,83,83,False,,43.0,35.0,,,20.0,22.0,15.0,21.0,,6.0,,12.0,2.0,,,,90.0,60.0,7.1,11.0,2,,,5.0,2.0,4.0,,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,4.0,,,1.0,1.0,,gedson_83,
10434100,away,Beşiktaş JK,Salih Uçan,salih-ucan,S. Uçan,M,8,182,1367,M,135695,EUR,757814400,M,8,8,False,,46.0,38.0,3.0,1.0,16.0,22.0,22.0,25.0,3.0,6.0,,4.0,2.0,,,,89.0,57.0,6.5,12.0,1,,,8.0,5.0,1.0,,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,
10434100,away,Beşiktaş JK,Rachid Ghezzal,rachid-ghezzal,R. Ghezzal,M,18,182,3146,M,123228,EUR,705369600,M,18,18,False,True,45.0,36.0,1.0,,16.0,20.0,22.0,30.0,,2.0,,5.0,3.0,,,,68.0,63.0,7.0,16.0,4,,,3.0,1.0,2.0,,,1.0,,,1.0,,,,5.0,2.0,,1.0,2.0,,2.0,,2.0,,,
10434100,away,Beşiktaş JK,Alexandru Maxim,alexandru-maxim,A. Maxim,M,44,177,793,M,180511,EUR,647395200,M,44,44,False,,28.0,25.0,1.0,,11.0,11.0,15.0,21.0,,3.0,,,3.0,,,,68.0,43.0,6.9,11.0,1,,,6.0,,,,,4.0,,,1.0,3.0,3.0,,4.0,1.0,,2.0,,,1.0,2.0,,,,
10434100,away,Beşiktaş JK,Nathan Redmond,nathan-redmond,N. Redmond,M,,173,416,M,115346,EUR,762912000,M,15,15,False,,40.0,35.0,1.0,,14.0,16.0,23.0,27.0,,4.0,,4.0,,,,,90.0,50.0,7.1,7.0,1,,,3.0,1.0,1.0,,1.0,1.0,,,,2.0,1.0,,3.0,2.0,,1.0,1.0,,,2.0,1.0,,,
10434100,away,Beşiktaş JK,Vincent Aboubakar,vincent-aboubakar,V. Aboubakar,F,45,184,11201,M,116869,EUR,696038400,F,10,10,False,,16.0,15.0,,,3.0,3.0,12.0,13.0,,1.0,,3.0,2.0,,,,90.0,25.0,6.6,6.0,2,,,6.0,,2.0,,,1.0,,,,,,2.0,,,2.0,2.0,1.0,,,1.0,,,aboubakarvincent,
10434100,away,Beşiktaş JK,Georges-Kévin N'Koudou,georges-kevin-nkoudou,G. N'Koudou,M,11,172,2369,M,342909,EUR,792633600,M,7,7,True,,8.0,5.0,2.0,2.0,1.0,1.0,4.0,9.0,,1.0,,,1.0,,,,22.0,14.0,6.5,7.0,0,,,2.0,,1.0,,,1.0,,,,1.0,1.0,,2.0,,,,,,,,,,,
10434100,away,Beşiktaş JK,Jackson Muleka,jackson-muleka,J. Muleka,F,40,180,3687,M,927649,EUR,938995200,F,40,40,True,,9.0,7.0,,,4.0,5.0,3.0,8.0,1.0,2.0,,1.0,,,,,22.0,17.0,6.8,6.0,1,,,2.0,,,,,1.0,,,,1.0,,1.0,4.0,,1.0,,,,,1.0,,,,
10434100,away,Beşiktaş JK,Necip Uysal,necip-uysal,N. Uysal,D,20,180,1751,M,43394,EUR,664675200,D,20,20,True,,2.0,2.0,,,,,2.0,2.0,,,,,,,,,1.0,4.0,,,0,,,2.0,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,
10434100,away,Beşiktaş JK,Ersin Destanoğlu,ersin-destanoglu,E. Destanoğlu,G,30,195,1609,M,913656,EUR,978307200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10434100,away,Beşiktaş JK,Valentin Rosier,valentin-rosier,V. Rosier,D,19,175,795,M,842419,EUR,840412800,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10434100,away,Beşiktaş JK,Welinton,welinton,Welinton,D,,181,86,M,76529,EUR,608169600,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10434100,away,Beşiktaş JK,Umut Meraş,umut-meras,U. Meraş,D,77,178,154,M,609746,EUR,819417600,D,77,77,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10434100,away,Beşiktaş JK,Kerem Atakan Kesgin,kerem-atakan-kesgin,K. A. Kesgin,M,17,174,132,M,857745,EUR,973382400,M,17,17,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10434100,away,Beşiktaş JK,Berkay Vardar,vardar-berkay,B. Vardar,M,,188,82,M,1144933,EUR,1042502400,M,22,22,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10434100,away,Beşiktaş JK,Tayfur Bingöl,tayfur-bingol,T. Bingöl,M,75,180,459,M,255957,EUR,726710400,M,88,88,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
