match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_penaltyConceded,stat_fouls,stat_totalContest,stat_wonContest,stat_aerialLost,stat_wasFouled,stat_totalOffside,player_firstName,player_lastName,stat_dispossessed,stat_bigChanceMissed,stat_goals,stat_errorLeadToAGoal,stat_outfielderBlock,stat_hitWoodwork,stat_errorLeadToAShot,stat_penaltyWon
12764001,home,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189,12217,M,oblakjan,69768,EUR,726364800,G,13,13,False,True,12.0,10.0,2.0,0.0,10.0,11.0,1.0,5.0,1.0,1.0,1.0,90.0,17.0,6.6,2.0,0.00012612,0,-0.1274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764001,home,Atlético Madrid,Marcos Llorente,marcos-llorente,M. Llorente,D,14,184,9261,M,marcosllorente,353138,EUR,791424000,D,14,14,False,,68.0,61.0,1.0,1.0,17.0,17.0,57.0,4.0,,,,90.0,94.0,8.3,13.0,0.867204,2,,1.0,46.0,6.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,0.043,0.0634,2.0,,,,,,,,,,,,,,,,,,,,,
12764001,home,Atlético Madrid,José María Giménez,jose-maria-gimenez,J. M. Giménez,D,2,185,5896,M,JoseMaGimenez13,325355,EUR,790560000,D,2,2,False,,77.0,73.0,2.0,0.0,29.0,32.0,45.0,5.0,,,,90.0,89.0,7.1,4.0,0.0312186,1,,1.0,44.0,,,1.0,4.0,1.0,,,,1.0,,,0.0979,,,3.0,1.0,5.0,3.0,,,,,,,,,,,,,,,,,
12764001,home,Atlético Madrid,Clément Lenglet,clement-lenglet,C. Lenglet,D,15,186,7965,M,clement_lenglet,580550,EUR,803347200,D,15,15,False,,71.0,68.0,5.0,0.0,27.0,27.0,44.0,5.0,,,,90.0,74.0,6.5,3.0,0.0296964,0,,2.0,41.0,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
12764001,home,Atlético Madrid,Javi Galán,javi-galan,J. Galán,D,20,172,2451,M,,825133,EUR,785203200,D,21,21,False,,55.0,52.0,1.0,0.0,22.0,23.0,40.0,4.0,,,,90.0,77.0,7.1,11.0,0.0937575,0,,1.0,33.0,8.0,3.0,3.0,4.0,1.0,,,,1.0,,3.0,,,1.0,,,,1.0,,2.0,3.0,3.0,,,,,,,,,,,,,
12764001,home,Atlético Madrid,Giuliano Simeone,giuliano-simeone,G. Simeone,M,20,178,16161,M,giulisimeone,1099352,EUR,1040169600,M,22,22,False,,33.0,31.0,,0.0,5.0,5.0,29.0,2.0,,,,90.0,45.0,6.7,7.0,0.0589012,0,,,26.0,1.0,,3.0,2.0,1.0,,,,1.0,1.0,2.0,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,
12764001,home,Atlético Madrid,Rodrigo de Paul,rodrigo-de-paul,R. de Paul,M,7,180,54296,M,RodridePaul,249399,EUR,769737600,M,5,5,False,,112.0,97.0,9.0,0.0,17.0,19.0,97.0,4.0,,,,90.0,127.0,8.1,20.0,0.31447,1,,5.0,80.0,4.0,,4.0,5.0,1.0,,,1.0,2.0,1.0,,0.0049,,1.0,,,1.0,2.0,,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,
12764001,home,Atlético Madrid,Pablo Barrios,pablo-barrios,P. Barrios,M,8,181,6634,M,PBarrios,1142588,EUR,1055635200,M,8,8,False,,53.0,46.0,2.0,0.0,4.0,6.0,47.0,5.0,,,,45.0,58.0,6.9,9.0,0.0687444,1,,1.0,42.0,,,4.0,,,,,,,,,0.0274,,2.0,,1.0,,,,2.0,1.0,,,,,,,1.0,,,,,,,
12764001,home,Atlético Madrid,Samuel Lino,samuel-lino,S. Lino,M,16,178,22210,M,osamuellino,874705,EUR,945907200,M,12,12,False,,41.0,38.0,2.0,1.0,9.0,10.0,31.0,8.0,,,,73.0,57.0,7.7,6.0,0.326348,6,,1.0,29.0,,,1.0,5.0,,1.0,1.0,1.0,3.0,2.0,1.0,0.6174,0.7717,2.0,1.0,4.0,,,,,,,,1.0,,,,1.0,2.0,,,,,,
12764001,home,Atlético Madrid,Antoine Griezmann,antoine-griezmann,A. Griezmann,F,7,176,99570,M,AGriez,85859,EUR,669513600,F,7,7,False,,37.0,35.0,2.0,0.0,6.0,6.0,36.0,2.0,,,,73.0,52.0,8.9,11.0,0.0863544,3,,1.0,29.0,5.0,,3.0,2.0,,,3.0,,,,2.0,0.7642,1.0499,,1.0,,,1.0,,,2.0,1.0,2.0,,2.0,,,,,2.0,,,,,
