match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_wonContest,player_firstName,player_lastName,stat_wonTackle,stat_errorLeadToAShot,stat_fouls,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_accurateCross,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork,captain,stat_shotOffTarget,stat_totalOffside,player_sofascoreId,stat_penaltyFaced,stat_penaltyConceded
11453057,home,Al-Khaleej,Marwan Al-Haidari,marwan-al-haidari,M. Al-Haidari,G,96,191.0,32,M,832497,EUR,829267200,G,96,96,False,21.0,17.0,10.0,6.0,16.0,17.0,1.0,4.0,2.0,2.0,2.0,7.0,1.0,2.0,3.0,2.0,90.0,31.0,7.1,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453057,home,Al-Khaleej,Saeed Al Hamsal,saeed-al-hamsal,S. A. Hamsal,D,39,176.0,21,M,818563,EUR,829785600,D,39,39,False,29.0,23.0,1.0,1.0,9.0,9.0,14.0,22.0,,3.0,1.0,5.0,,,,,90.0,46.0,7.0,10.0,0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11453057,home,Al-Khaleej,Mohammed Al-Khabrani,mohammed-al-khabrani,M. Al-Khabrani,D,3,178.0,21,M,818696,EUR,750556800,D,3,3,False,34.0,31.0,5.0,2.0,23.0,23.0,8.0,11.0,,2.0,2.0,2.0,,,,,90.0,44.0,6.8,5.0,0,,7.0,1.0,2.0,,1.0,,,,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11453057,home,Al-Khaleej,Lisandro López,lisandro-lopez,L. López,D,17,187.0,201,M,174377,EUR,620611200,D,4,4,False,46.0,38.0,6.0,3.0,25.0,29.0,13.0,17.0,3.0,8.0,3.0,7.0,,,,,90.0,57.0,7.1,9.0,0,,5.0,1.0,,1.0,3.0,,,,1.0,,2.0,2.0,Lisandro,López,2.0,1.0,3.0,,,,,,,,,,,,,,
11453057,home,Al-Khaleej,Pedro Rebocho,pedro-rebocho,P. Rebocho,D,5,172.0,204,M,190139,EUR,790819200,D,5,5,False,18.0,15.0,2.0,2.0,3.0,4.0,12.0,18.0,,,3.0,1.0,,,,,45.0,29.0,6.6,9.0,0,4.0,2.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,
11453057,home,Al-Khaleej,Khaled Narey,khaled-narey,K. Narey,M,7,180.0,366,M,190065,EUR,774921600,M,7,7,False,9.0,9.0,,,3.0,3.0,6.0,8.0,3.0,4.0,2.0,2.0,,,,,57.0,20.0,6.5,3.0,1,2.0,3.0,1.0,,,,,,1.0,,,1.0,1.0,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,
11453057,home,Al-Khaleej,Mansour Hamzi,mansour-hamzi,M. Hamzi,M,15,170.0,31,M,818581,EUR,738892800,M,15,15,False,25.0,21.0,,,9.0,10.0,14.0,17.0,1.0,9.0,1.0,3.0,,,,,78.0,43.0,7.7,7.0,2,2.0,2.0,1.0,1.0,,2.0,2.0,6.0,3.0,,,,,,,2.0,,1.0,1.0,2.0,,1.0,2.0,1.0,,,,,,,,
11453057,home,Al-Khaleej,Woo-Young Jung,woo-young-jung,W. Jung,M,5,186.0,181,M,147128,EUR,629596800,M,55,55,False,46.0,34.0,15.0,9.0,15.0,16.0,19.0,31.0,2.0,8.0,,8.0,,,,,90.0,59.0,7.5,13.0,2,1.0,1.0,,,,5.0,,,,,1.0,1.0,1.0,,,3.0,,,,1.0,,,,,1.0,1.0,,,,,,
11453057,home,Al-Khaleej,Ivo Rodrigues,ivo-rodrigues,I. Rodrigues,M,7,182.0,204,M,190171,EUR,796521600,M,8,8,False,30.0,27.0,2.0,2.0,10.0,12.0,17.0,19.0,2.0,8.0,3.0,4.0,,,,,84.0,54.0,7.2,9.0,1,1.0,7.0,,1.0,3.0,2.0,2.0,2.0,,1.0,2.0,4.0,2.0,,,2.0,,2.0,,,,,,,1.0,,,,,,,
11453057,home,Al-Khaleej,Fábio Martins,fabio-martins,F. Martins,M,10,178.0,359,M,193064,EUR,743472000,M,10,10,False,28.0,21.0,3.0,1.0,7.0,11.0,16.0,20.0,,5.0,,10.0,,,,,89.0,45.0,9.2,9.0,4,3.0,4.0,1.0,,,3.0,,2.0,3.0,1.0,1.0,,,,,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,,True,1.0,1.0,,,
11453057,home,Al-Khaleej,Mohamed Sherif,mohamed-sherif,M. Sherif,F,10,184.0,13085,M,918784,EUR,823392000,F,9,9,False,12.0,10.0,,,5.0,5.0,5.0,7.0,,1.0,,1.0,,,,,83.0,19.0,6.7,3.0,3,,1.0,,,,1.0,1.0,,2.0,,1.0,,,,,1.0,,,,1.0,1.0,,,2.0,,,,2.0,3.0,mohamed_shereif19,,
11453057,home,Al-Khaleej,Bandar Al Mutairi,bandar-al-mutairi,B. A. Mutairi,D,33,168.0,13,M,847483,EUR,637372800,D,33,33,True,22.0,18.0,1.0,1.0,10.0,10.0,8.0,12.0,1.0,4.0,,3.0,,,,,45.0,29.0,6.6,7.0,0,,2.0,,,,1.0,2.0,1.0,,,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,
11453057,home,Al-Khaleej,Khaled Al-Semeiry,khaled-al-semeiry,K. Al-Semeiry,M,88,170.0,35,M,857390,EUR,852076800,M,6,6,True,9.0,8.0,,,4.0,4.0,4.0,5.0,,1.0,,,,,,,12.0,13.0,6.8,2.0,2,,3.0,,,,1.0,,,,,1.0,1.0,,,,1.0,,1.0,,2.0,,,,,,,,,,,,
11453057,home,Al-Khaleej,Abdullah Al-Salem,abdullah-al-salem,A. Al-Salem,F,9,183.0,285,M,818674,EUR,724723200,F,11,11,True,5.0,4.0,,,2.0,2.0,2.0,3.0,,,,,,,,,14.0,7.0,6.5,2.0,0,,3.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
11453057,home,Al-Khaleej,Fwaz Altryes,fwaz-altryes,F. Altryes,F,8,170.0,19,M,902358,EUR,861840000,M,27,27,True,2.0,2.0,,,,,2.0,2.0,,,,,,,,,13.0,4.0,6.4,1.0,0,,2.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
11453057,home,Al-Khaleej,Hamad Al Abdan,hamad-al-abdan,H. A. Abdan,M,,165.0,13,M,1019294,EUR,959299200,M,99,99,True,1.0,1.0,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453057,home,Al-Khaleej,Raed Ozaybi,ozaybi-raed,O. Raed,G,50,181.0,31,M,1089085,EUR,1001116800,G,22,22,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Ozaybi Raed,,,,,,,,,,,,,,,,,,
11453057,home,Al-Khaleej,Abdullah Al-Shanqiti,abdullah-al-shanqiti,A. Al-Shanqiti,D,13,179.0,10,M,1085896,EUR,914284800,D,13,13,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Abdullah Alshenqiti,,,,,,,,,,,,,,,,,,
11453057,home,Al-Khaleej,Arif Al-Haydar,arif-al-haydar,A. Al-Haydar,D,25,172.0,6,M,1084262,EUR,866764800,D,25,25,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Arif Al-Haydar,,,,,,,,,,,,,,,,,,
11453057,home,Al-Khaleej,Hassan Al-Majhad,hassan-al-majhad,H. Al-Majhad,M,17,175.0,4,M,1915048,EUR,706147200,M,17,17,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Hassan,Al-Majhad,,,,,,,,,,,,,,,,,
