match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_sofascoreId,stat_totalCross,stat_dispossessed,captain,stat_accurateCross,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
11072740,home,Eintracht Frankfurt,Kevin Trapp,kevin-trapp,K. Trapp,G,35,189,1779,M,38440,EUR,647395200,G,1,1,False,27.0,23.0,9.0,5.0,20.0,21.0,3.0,6.0,1.0,2.0,1.0,9.0,1.0,1.0,1.0,2.0,1.0,90.0,39.0,7.4,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11072740,home,Eintracht Frankfurt,Kristijan Jakić,kristijan-jakic,K. Jakić,M,17,181,2257,M,796206,EUR,863568000,D,6,6,False,88.0,77.0,11.0,8.0,49.0,53.0,28.0,35.0,7.0,10.0,3.0,11.0,,,,,,90.0,103.0,7.4,12.0,2,,,11.0,14.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11072740,home,Eintracht Frankfurt,Makoto Hasebe,makoto-hasebe,M. Hasebe,D,,180,533,M,24397,EUR,443232000,D,20,20,False,82.0,70.0,17.0,9.0,53.0,57.0,17.0,25.0,2.0,5.0,8.0,7.0,2.0,,,,,90.0,105.0,7.5,13.0,0,,,2.0,5.0,3.0,,,,,1.0,5.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
11072740,home,Eintracht Frankfurt,Evan Ndicka,evan-ndicka,E. Ndicka,D,5,190,9187,M,848287,EUR,935107200,D,2,2,False,83.0,66.0,7.0,1.0,51.0,54.0,15.0,29.0,3.0,5.0,8.0,5.0,1.0,,,,,90.0,99.0,7.4,18.0,0,,,1.0,1.0,,,,,,,2.0,1.0,,1.0,,1.0,evanndicka,,,,,,,,,,,,,,
11072740,home,Eintracht Frankfurt,Aurélio Buta,aurelio-buta,A. Buta,D,17,169,494,M,357752,EUR,855532800,M,24,24,False,31.0,25.0,,,13.0,15.0,12.0,19.0,1.0,3.0,1.0,4.0,1.0,,,,,78.0,52.0,6.5,15.0,0,,,,5.0,1.0,2.0,1.0,,,,,,,,2.0,,,3.0,1.0,,,,,,,,,,,,
11072740,home,Eintracht Frankfurt,Sebastian Rode,sebastian-rode,S. Rode,M,,179,171,M,35194,EUR,655603200,M,17,17,False,70.0,64.0,2.0,2.0,39.0,40.0,25.0,30.0,,2.0,,6.0,,,,,,78.0,80.0,7.1,9.0,1,,,1.0,3.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,3.0,2.0,,,,,True,,,,,,,,,,,
11072740,home,Eintracht Frankfurt,Djibril Sow,djibril-sow,D. Sow,M,20,184,1938,M,799054,EUR,855187200,M,8,8,False,45.0,42.0,,,15.0,15.0,27.0,30.0,,2.0,,5.0,1.0,,,,,90.0,50.0,6.8,5.0,0,,,1.0,3.0,1.0,,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,
11072740,home,Eintracht Frankfurt,Philipp Max,philipp-max,P. Max,D,,178,608,M,142672,EUR,749347200,M,32,32,False,51.0,43.0,3.0,1.0,23.0,24.0,20.0,34.0,1.0,3.0,4.0,4.0,2.0,,,,,90.0,77.0,6.7,15.0,0,,,2.0,4.0,2.0,,,,,1.0,,,,,,,,7.0,,,,,,,,,,,,,
11072740,home,Eintracht Frankfurt,Rafael Borré,rafael-borre,R. Borré,F,19,174,5874,M,560116,EUR,811123200,F,19,19,False,19.0,16.0,1.0,,3.0,4.0,14.0,16.0,,1.0,,,,,,,,67.0,29.0,6.3,8.0,2,,,5.0,7.0,,,,2.0,,,1.0,1.0,,3.0,,,rafaelsantosborre,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,
11072740,home,Eintracht Frankfurt,Mario Götze,mario-gotze,M. Götze,M,27,176,5880,M,66518,EUR,707529600,F,27,27,False,59.0,49.0,2.0,2.0,25.0,26.0,25.0,38.0,,7.0,,4.0,1.0,,,,,90.0,77.0,8.2,18.0,0,,,,3.0,,4.0,2.0,,,,,4.0,4.0,2.0,1.0,3.0,MarioGotze,5.0,,,1.0,,,,2.0,1.0,,,,,
