match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,player_sofascoreId,stat_outfielderBlock,stat_interceptionWon,player_firstName,player_lastName,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_wonContest,captain,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_punches
12437712,home,Deportivo Alavés,Antonio Sivera,antonio-sivera,A. Sivera,G,1,184,563,M,369004,EUR,839721600,G,1,1,False,19.0,11.0,13.0,5.0,0.0,6.0,8.0,5.0,11.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,90.0,27.0,7.2,9.0,0.00389802,0,0.0483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437712,home,Deportivo Alavés,Nahuel Tenaglia,nahuel-tenaglia,N. Tenaglia,D,14,182,1025,M,896073,EUR,824860800,D,14,14,False,8.0,5.0,1.0,,0.0,3.0,5.0,3.0,7.0,2.0,4.0,,,,,,77.0,36.0,7.6,12.0,0.0881554,3,,4.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,0.2858,3.0,,,,,,,,,,,,,,,
12437712,home,Deportivo Alavés,Abdelkabir Abqar,abqar-abdelkabir,A. Abqar,D,3,188,4060,M,1101232,EUR,921024000,D,5,5,False,48.0,37.0,12.0,3.0,0.0,20.0,21.0,18.0,29.0,3.0,5.0,,,,,,90.0,61.0,7.3,13.0,0.0789995,0,,2.0,1.0,2.0,1.0,3.0,3.0,,,,,,2.0,2.0,1.0,,1.0,,1.0,abdel.abqar,2.0,2.0,,,,,,,,,,,,
12437712,home,Deportivo Alavés,Santiago Mouriño,santiago-mourino,S. Mouriño,D,15,186,2593,M,1468046,EUR,1013558400,D,12,12,False,58.0,51.0,6.0,4.0,0.0,34.0,37.0,17.0,21.0,3.0,5.0,,,,,,90.0,67.0,6.6,9.0,0.00749609,1,,,,4.0,2.0,9.0,4.0,,,,,,2.0,1.0,,,2.0,0.091,,,,1.0,,,1.0,2.0,1.0,0.4283,,,,,,
12437712,home,Deportivo Alavés,Moussa Diarra,diarra-moussa,M. Diarra,D,93,183,821,M,985262,EUR,973814400,D,22,22,False,46.0,36.0,8.0,4.0,0.0,19.0,23.0,18.0,28.0,1.0,6.0,,,,,,90.0,77.0,6.8,23.0,0.0272079,0,,5.0,1.0,,1.0,4.0,5.0,3.0,,,,,1.0,1.0,2.0,,1.0,,,,,,,,,3.0,,,3.0,,,,,
12437712,home,Deportivo Alavés,Ander Guevara,ander-guevara,A. Guevara,M,6,180,265,M,891931,EUR,868233600,M,6,6,False,46.0,38.0,6.0,5.0,0.0,19.0,21.0,19.0,25.0,1.0,3.0,,,,,,90.0,62.0,6.7,12.0,0.0427075,0,,,,2.0,3.0,9.0,8.0,1.0,,,,,5.0,2.0,2.0,,1.0,,,,1.0,,,,4.0,1.0,,,,True,,,,
12437712,home,Deportivo Alavés,Antonio Blanco,antonio-blanco,A. Blanco,M,8,176,1655,M,855832,EUR,964310400,M,8,8,False,15.0,9.0,3.0,1.0,0.0,1.0,3.0,8.0,13.0,1.0,3.0,,,,,,70.0,26.0,6.4,9.0,0.00545118,1,,1.0,,1.0,,8.0,4.0,2.0,,,1.0,,2.0,1.0,,,1.0,0.0098,,,,1.0,,,4.0,2.0,,,2.0,,,,,
12437712,home,Deportivo Alavés,Jon Guridi,jon-guridi,J. Guridi,M,18,179,324,M,788141,EUR,793929600,M,18,18,False,22.0,18.0,,,0.0,3.0,4.0,17.0,25.0,,2.0,,,,,,77.0,42.0,6.9,16.0,0.0852057,1,,7.0,2.0,1.0,,6.0,3.0,2.0,,,,,1.0,1.0,3.0,2.0,1.0,0.061,1.0,,,,,,1.0,1.0,1.0,0.1866,,,,,,
12437712,home,Deportivo Alavés,Carlos Vicente,vicente-carlos,C. Vicente,M,23,179,1926,M,1084399,EUR,924825600,F,7,7,False,17.0,14.0,2.0,2.0,0.0,4.0,7.0,14.0,26.0,,2.0,,,,,,90.0,52.0,7.6,24.0,0.343878,3,,16.0,4.0,3.0,1.0,9.0,3.0,3.0,,1.0,1.0,,1.0,1.0,2.0,1.0,,0.2704,3.0,,,,,,1.0,2.0,1.0,0.0879,,,1.0,,,
12437712,home,Deportivo Alavés,Kike García,kike-garcia,K. García,F,19,186,1005,M,84972,EUR,627955200,F,17,17,False,23.0,16.0,2.0,1.0,0.0,3.0,3.0,13.0,22.0,2.0,5.0,,,,,,90.0,44.0,7.1,16.0,0.050102,4,,2.0,,3.0,3.0,7.0,4.0,1.0,,,2.0,,,,4.0,1.0,3.0,0.1189,1.0,,,,,,,2.0,2.0,0.0628,,,,1.0,,
12437712,home,Deportivo Alavés,Carlos Martín,carlos-martin,C. Martín,F,14,182,1239,M,1131581,EUR,1019433600,F,15,15,False,15.0,12.0,,,0.0,6.0,6.0,6.0,10.0,1.0,3.0,,,,,,70.0,28.0,6.9,5.0,0.0236505,2,,1.0,,2.0,1.0,8.0,5.0,,,1.0,,,2.0,1.0,,2.0,2.0,0.1346,,,,,Carlos Martín,,3.0,1.0,1.0,0.5116,,,,,,
12437712,home,Deportivo Alavés,Toni Martínez,toni-martinez,T. Martínez,F,11,180,1253,M,831253,EUR,867628800,F,11,11,True,6.0,6.0,,,0.0,,,6.0,6.0,,,,,,,,20.0,9.0,6.5,,0.0263012,2,,,,2.0,2.0,3.0,2.0,,,,1.0,,,,,,1.0,0.1121,2.0,,,,,,,,1.0,0.1469,,,,,1.0,
12437712,home,Deportivo Alavés,Stoichkov,stoichkov,Stoichkov,F,22,178,370,M,566894,EUR,752457600,F,19,19,True,8.0,6.0,,,0.0,1.0,1.0,5.0,10.0,,2.0,,,,,,20.0,19.0,6.8,8.0,0.00332459,1,,3.0,,,,2.0,4.0,2.0,,,1.0,,,,1.0,3.0,,0.0489,,,,,,,,1.0,,,1.0,,,,,
