match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_aerialLost,stat_wasFouled,stat_bigChanceCreated,stat_goalAssist,stat_outfielderBlock,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,stat_goodHighClaim,stat_errorLeadToAGoal,stat_blockedScoringAttempt
11409211,home,Estoril Praia,Cassiano,,,cassiano,Cassiano,F,90,184,251,M,157023,EUR,613958400,F,11,11,False,,7.0,5.0,,,2.0,4.0,3.0,3.0,,2.0,,,,,65.0,11.0,6.4,3.0,0.0,0.0,0.00125722,0,,1.0,11.0,2.0,1.0,,,1.0,1.0,1.0,3.0,,,,,,,,7.0,,,,,,,,,,
11409211,home,Estoril Praia,Alex Soares,,,alex-soares,A. Soares,M,,179,17,M,203258,EUR,667785600,M,6,6,True,,19.0,12.0,4.0,1.0,4.0,7.0,8.0,12.0,,6.0,,,,,51.0,30.0,6.7,10.0,0.0169,0.0,0.00859339,1,,,3.0,5.0,,1.0,2.0,2.0,1.0,,,,,,,,2.0,,,3.0,,,,,1.0,,,,
11409211,home,Estoril Praia,Rodrigo Gomes,,,gomes-rodrigo,R. Gomes,M,21,171,1190,M,1006073,EUR,1057536000,F,21,21,True,,16.0,12.0,1.0,,3.0,3.0,9.0,13.0,2.0,5.0,,,,,51.0,27.0,6.6,7.0,0.3179,0.6198,0.0458645,2,,1.0,2.0,2.0,,1.0,,,,1.0,,1.0,1.0,,,,2.0,1.0,,,,,,1.0,1.0,,,,
11409211,home,Estoril Praia,Erick Cabaco,,,erick-cabaco,E. Cabaco,D,,186,107,M,587074,EUR,798249600,D,18,18,True,,12.0,10.0,3.0,1.0,5.0,6.0,5.0,6.0,5.0,1.0,,,,,45.0,19.0,6.9,2.0,0.0,0.0,0.00108174,0,,1.0,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11409211,home,Estoril Praia,Alejandro Marqués,,,alejandro-marques,A. Marqués,F,9,189,759,M,929894,EUR,965347200,F,9,9,True,,4.0,3.0,,,2.0,2.0,1.0,2.0,,3.0,,,,,25.0,9.0,7.1,3.0,0.6592,0.8563,0.00050378,1,,,3.0,,,1.0,,,,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,
11409211,home,Estoril Praia,Mor Ndiaye,,,mor-ndiaye,M. Ndiaye,M,19,185,163,M,979225,EUR,974764800,M,64,64,True,,5.0,1.0,,,,,1.0,5.0,2.0,,,,,,8.0,11.0,6.1,7.0,0.0,0.0,0.00059553,0,,,5.0,1.0,,2.0,,,,,,,,,,,1.0,,2.0,1.0,,,,,,,,,
11409211,home,Estoril Praia,Marcelo Carné,,,marcelo-carne,M. Carné,G,1,188,61,M,243463,EUR,634262400,G,31,31,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409211,home,Estoril Praia,Raúl Parra,,,raul-parra,R. Parra,D,36,187,79,M,1069725,EUR,943574400,D,2,2,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409211,home,Estoril Praia,Koba Koindredi,,,koba-koindredi,K. Koindredi,M,8,184,471,M,930233,EUR,1004140800,M,83,83,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409211,home,Estoril Praia,João Carlos,,,joao-carlos,J. Carlos,F,,187,69,M,880129,EUR,794016000,F,20,20,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409211,away,Rio Ave,Magrão,Magrão,,magrao,Magrão,G,15,197,176,M,1083070,EUR,958348800,G,82,82,False,,24.0,24.0,6.0,6.0,22.0,22.0,2.0,2.0,,11.0,2.0,2.0,,,90.0,36.0,7.0,,0.0,0.0,0.00025731,0,0.546,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
11409211,away,Rio Ave,Renato Pantalon,,,renato-pantalon,R. Pantalon,D,84,196,88,M,826561,EUR,877910400,D,42,42,False,,46.0,40.0,4.0,,34.0,38.0,6.0,8.0,3.0,5.0,,,,,73.0,53.0,6.3,6.0,0.0,0.0,0.00252634,0,,,3.0,2.0,1.0,,,1.0,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,
11409211,away,Rio Ave,Aderllan Santos,,,aderllan-santos,A. Santos,D,33,193,103,M,129617,EUR,608083200,D,33,33,False,,95.0,73.0,19.0,5.0,54.0,58.0,19.0,37.0,3.0,5.0,,,,,90.0,109.0,6.9,23.0,0.0493,0.0707,0.00996749,1,,5.0,3.0,10.0,,1.0,1.0,4.0,2.0,,,,1.0,,,,1.0,1.0,2.0,,,,,,,,,,
11409211,away,Rio Ave,Josué Sá,,,josue-sa,J. Sá,D,3,186,48,M,137982,EUR,708739200,D,23,23,False,,87.0,80.0,4.0,2.0,51.0,52.0,29.0,35.0,4.0,7.0,,,,,90.0,99.0,6.8,8.0,0.0463,0.0,0.0103725,1,,3.0,5.0,6.0,1.0,,1.0,3.0,,1.0,3.0,,,,,,,,1.0,,,,,,1.0,,,,
11409211,away,Rio Ave,Costinha,,,costinha,Costinha,D,20,181,818,M,988333,EUR,954028800,M,20,20,False,,24.0,20.0,3.0,2.0,12.0,13.0,10.0,19.0,,5.0,,,,,90.0,56.0,6.7,16.0,0.0,0.0,0.16688,0,,1.0,7.0,8.0,2.0,,,4.0,3.0,2.0,1.0,2.0,,,8.0,2.0,5.0,2.0,1.0,1.0,,,,,,,,,
11409211,away,Rio Ave,Amine Oudrhiri,,,amine-oudrhiri,A. Oudrhiri,M,95,184,104,M,374560,EUR,720835200,M,10,10,False,,59.0,51.0,2.0,2.0,36.0,38.0,15.0,21.0,,6.0,,,,,77.0,64.0,6.8,9.0,0.0,0.0,0.011386,0,,,2.0,3.0,,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,2.0,,,,,,,,,
11409211,away,Rio Ave,Gonçalo Rodrigues,,,goncalo-rodrigues,G. Rodrigues,M,16,168,231,M,357740,EUR,869184000,M,6,6,False,True,51.0,45.0,5.0,4.0,24.0,28.0,21.0,28.0,,3.0,,,,,90.0,68.0,7.0,13.0,0.0,0.0,0.0153226,0,,,5.0,8.0,3.0,,,3.0,3.0,1.0,1.0,,,,5.0,,3.0,2.0,,3.0,,,,,,,,,
11409211,away,Rio Ave,Fábio Ronaldo,,,fabio-ronaldo,F. Ronaldo,F,11,178,236,M,1134514,EUR,988416000,M,77,77,False,,31.0,24.0,3.0,,11.0,12.0,13.0,21.0,,4.0,,,,,90.0,70.0,7.0,17.0,0.2747,0.7761,0.0278673,2,,,5.0,12.0,,2.0,,6.0,3.0,4.0,2.0,,1.0,,2.0,,3.0,2.0,1.0,4.0,,,,1.0,1.0,,,,
11409211,away,Rio Ave,Joca Fernandes,,,joca-fernandes,J. Fernandes,M,8,167,50,M,583834,EUR,822873600,F,14,14,False,,19.0,14.0,1.0,,4.0,4.0,11.0,16.0,,4.0,,,,,59.0,27.0,6.7,9.0,0.0,0.0,0.0964122,0,,,2.0,1.0,,2.0,1.0,,,2.0,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,
11409211,away,Rio Ave,Leonardo Ruiz,,,leonardo-ruiz,L. Ruiz,F,17,185,112,M,605426,EUR,829785600,F,9,9,False,,22.0,15.0,1.0,1.0,11.0,12.0,4.0,11.0,1.0,3.0,,,,,59.0,32.0,6.9,10.0,0.0632,0.0,0.00204593,1,,4.0,2.0,5.0,,2.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,1.0,1.0,,,
11409211,away,Rio Ave,Hernâni,,,hernani,Hernâni,F,27,181,163,M,143587,EUR,682646400,F,7,7,False,,4.0,3.0,,,3.0,3.0,1.0,5.0,,2.0,,,,,59.0,17.0,6.6,10.0,0.0182,0.0,0.0503027,1,,,3.0,1.0,1.0,2.0,,,,3.0,,,,,4.0,1.0,,,,1.0,,,,,1.0,,,,
11409211,away,Rio Ave,Emmanuel Boateng,,,emmanuel-boateng,E. Boateng,F,9,175,588,M,580392,EUR,832809600,F,22,22,True,,5.0,4.0,,,2.0,3.0,2.0,2.0,,3.0,,,,,31.0,12.0,6.8,2.0,0.1468,0.0,0.00196344,2,,,4.0,2.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,2.0,1.0,,,,,2.0,,,,
11409211,away,Rio Ave,Zé Manuel,,,ze-manuel,Z. Manuel,F,70,181,50,M,141021,EUR,656640000,F,70,70,True,,13.0,12.0,,,4.0,4.0,8.0,10.0,,,,,,,31.0,17.0,6.7,2.0,0.0,0.0,0.0238704,0,,,1.0,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,
11409211,away,Rio Ave,André Pereira,,,andre-pereira,A. Pereira,F,,188,56,M,804313,EUR,799632000,F,95,95,True,,13.0,9.0,,,3.0,4.0,6.0,9.0,,1.0,,,,,31.0,19.0,6.5,7.0,0.0263,0.0,0.00245223,1,,1.0,3.0,2.0,,,,,,2.0,2.0,,,,,,1.0,,,1.0,,,,,1.0,,,,
11409211,away,Rio Ave,Sávio,,,savio,Sávio,D,16,175,141,M,866369,EUR,801532800,D,16,16,True,,24.0,20.0,5.0,1.0,11.0,11.0,10.0,15.0,1.0,1.0,,,,,17.0,30.0,5.0,6.0,0.0,0.0,0.052696,0,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,1.0,
11409211,away,Rio Ave,João Graça,,,joao-graca,J. Graça,M,21,177,46,M,309296,EUR,803433600,M,21,21,True,,9.0,9.0,,,4.0,4.0,6.0,7.0,1.0,1.0,,,,,13.0,16.0,6.4,3.0,0.0188,0.0,0.102969,1,,,4.0,1.0,,,,1.0,,1.0,3.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,1.0
11409211,away,Rio Ave,Lucas Flores,,,flores-lucas,L. Flores,G,40,196,32,M,1170703,EUR,1025740800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409211,away,Rio Ave,Julien Lomboto,,,lomboto-julien,J. Lomboto,D,63,191,40,M,1478890,EUR,1021248000,D,13,13,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409211,away,Rio Ave,Patrick William,,,patrick-william,P. William,D,,186,83,M,921624,EUR,865296000,D,4,4,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409211,away,Rio Ave,Ukra,Ukra,,ukra,Ukra,M,,175,54,M,59586,EUR,574473600,F,17,17,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
