match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,stat_lastManTackle,stat_fouls,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12764917,home,APOEL Nicosia,Vid Belec,vid-belec,V. Belec,G,27,193.0,251,M,106713,EUR,644630400,G,27,27,False,True,20.0,13.0,9.0,2.0,0.0,13.0,15.0,5.0,1.0,1.0,3.0,1.0,2.0,1.0,90.0,25.0,6.6,7.0,0.00011772,0,0.6311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764917,home,APOEL Nicosia,Issam Chebake,issam-chebake,I. Chebake,D,29,176.0,241,M,386630,EUR,624153600,D,29,29,False,,30.0,22.0,6.0,2.0,0.0,11.0,13.0,20.0,11.0,2.0,3.0,1.0,,,90.0,55.0,7.2,14.0,0.0518863,2,,Issam,Chebake,12.0,3.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,0.14,1.0,,,,,,,,,,,,,
12764917,home,APOEL Nicosia,Radosav Petrović,radosav-petrovic,R. Petrović,D,,193.0,121,M,39586,EUR,605318400,D,3,3,False,,28.0,23.0,5.0,2.0,0.0,15.0,16.0,12.0,3.0,1.0,3.0,,,,78.0,33.0,6.7,6.0,0.00246381,0,,Radosav,Petrović,8.0,,,,1.0,,,,1.0,1.0,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,
12764917,home,APOEL Nicosia,Konstantinos Laifis,konstantinos-laifis,K. Laifis,D,34,186.0,340,M,97061,EUR,737769600,D,34,34,False,,31.0,26.0,8.0,6.0,0.0,15.0,16.0,15.0,5.0,3.0,4.0,,,,90.0,37.0,6.9,5.0,0.00485044,0,,,,11.0,,,1.0,2.0,3.0,1.0,,,,,,,3.0,3.0,,,1.0,,,1.0,,,,,,,,,,
12764917,home,APOEL Nicosia,Xavi Quintilla,xavier-quintilla,X. Quintilla,D,19,177.0,83,M,286153,EUR,840758400,D,19,19,False,,27.0,23.0,2.0,2.0,0.0,7.0,8.0,24.0,2.0,4.0,2.0,,,,90.0,53.0,6.9,10.0,0.0188366,0,,,,16.0,5.0,,1.0,,2.0,,,1.0,,,,1.0,2.0,2.0,,,1.0,,,,,,,,,,,,,
12764917,home,APOEL Nicosia,Dieumerci Ndongala,dieumerci-ndongala,D. Ndongala,M,17,170.0,162,M,167247,EUR,676857600,M,77,77,False,,10.0,9.0,1.0,1.0,0.0,3.0,3.0,8.0,4.0,,3.0,,,,86.0,22.0,7.0,5.0,0.0907499,3,,,,7.0,1.0,1.0,1.0,,6.0,,2.0,3.0,2.0,1.0,1.0,,2.0,2.0,1.0,0.0831,1.0,,,2.0,1.0,1.0,0.0713,,,,,,,
12764917,home,APOEL Nicosia,Georgi Kostadinov,georgi-kostadinov,G. Kostadinov,M,70,184.0,229,M,81239,EUR,652665600,M,70,70,False,,18.0,15.0,2.0,1.0,0.0,10.0,11.0,7.0,4.0,,6.0,3.0,,,61.0,28.0,6.8,3.0,0.00616169,1,,,,5.0,,,,,2.0,,,,,1.0,,,1.0,1.0,,0.0333,,1.0,,2.0,,,,,,,,,,
12764917,home,APOEL Nicosia,Sergio Tejera,sergio-tejera,S. Tejera,M,14,181.0,76,M,82497,EUR,643852800,M,8,8,False,,34.0,22.0,4.0,3.0,0.0,12.0,18.0,19.0,9.0,,6.0,5.0,,,90.0,51.0,7.1,16.0,0.156276,2,,,,11.0,3.0,1.0,2.0,2.0,8.0,1.0,2.0,,,2.0,,1.0,3.0,2.0,,0.0585,3.0,,,3.0,,,,,,,,,,
12764917,home,APOEL Nicosia,Anastasios Donis,anastasios-donis,A. Donis,M,11,178.0,350,M,280553,EUR,841276800,M,11,11,False,,15.0,12.0,,,0.0,2.0,2.0,19.0,3.0,,4.0,2.0,,,86.0,42.0,7.0,19.0,0.0513332,5,,,,10.0,6.0,,1.0,1.0,10.0,1.0,3.0,5.0,,3.0,,1.0,1.0,1.0,1.0,0.2276,1.0,,,,,2.0,0.8775,1.0,,,,,,
12764917,home,APOEL Nicosia,David Abagna,david-abagna,D. Abagna,M,17,177.0,336,M,1169364,EUR,905299200,F,17,17,False,,33.0,28.0,4.0,2.0,0.0,12.0,13.0,21.0,2.0,1.0,5.0,1.0,,,90.0,51.0,6.5,9.0,0.00705296,3,,David Abagna,,16.0,1.0,,,,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,0.499,,,,4.0,,1.0,0.0337,,1.0,1.0,,,,
