match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_firstName,player_lastName,stat_goalAssist,stat_aerialWon,stat_blockedScoringAttempt,stat_outfielderBlock,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_totalContest,stat_fouls,stat_shotOffTarget,stat_wonContest,stat_bigChanceCreated,stat_totalOffside,captain,stat_goals,stat_goodHighClaim,stat_punches,stat_errorLeadToAShot,stat_hitWoodwork
10388469,home,Borussia M'gladbach,Jonas Omlin,jonas-omlin,J. Omlin,G,18,189,396,M,571622,EUR,758160000,G,1,1,False,32.0,30.0,3.0,1.0,29.0,31.0,1.0,1.0,2.0,2.0,3.0,90.0,37.0,6.4,2.0,0.0,0.0,0.00025773,0,-0.6415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388469,home,Borussia M'gladbach,Stefan Lainer,stefan-lainer,S. Lainer,D,22,176,447,M,113920,EUR,714873600,D,18,18,False,48.0,41.0,2.0,1.0,23.0,23.0,18.0,25.0,4.0,,,56.0,61.0,6.5,9.0,0.0,0.0,0.0198218,0,,1.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10388469,home,Borussia M'gladbach,Ko Itakura,ko-itakura,K. Itakura,D,4,189,3073,M,790989,EUR,854323200,D,3,3,False,116.0,113.0,4.0,4.0,72.0,73.0,41.0,43.0,7.0,,,90.0,124.0,7.2,3.0,0.0318,0.0,0.0418064,1,,1.0,3.0,4.0,2.0,,2.0,1.0,2.0,1.0,,,,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10388469,home,Borussia M'gladbach,Nico Elvedi,nico-elvedi,N. Elvedi,D,30,188,1059,M,282229,EUR,844041600,D,30,30,False,94.0,90.0,4.0,3.0,59.0,61.0,31.0,33.0,8.0,,,90.0,109.0,7.1,7.0,0.3843,0.1291,0.0128629,2,,,1.0,4.0,1.0,,1.0,,4.0,2.0,,,,,,,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,
10388469,home,Borussia M'gladbach,Ramy Bensebaini,ramy-bensebaini,R. Bensebaini,D,5,186,29068,M,577726,EUR,797990400,D,25,25,False,49.0,43.0,2.0,1.0,16.0,17.0,28.0,35.0,2.0,,,90.0,65.0,6.1,12.0,0.0481,0.0,0.21015,1,,,3.0,5.0,,1.0,,1.0,,,3.0,,,,2.0,1.0,,1.0,,,1.0,rbens,3.0,1.0,1.0,1.0,,,,,,,,,,
10388469,home,Borussia M'gladbach,Julian Weigl,julian-weigl,J. Weigl,M,5,186,1190,M,237068,EUR,810518400,M,8,8,False,92.0,81.0,5.0,1.0,39.0,41.0,42.0,51.0,7.0,,,90.0,100.0,6.7,11.0,0.0744,0.0,0.0268512,2,,1.0,5.0,2.0,,,1.0,2.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,4.0,2.0,,,,,,,,,
10388469,home,Borussia M'gladbach,Manu Koné,manu-kone,M. Koné,M,17,186,6974,M,974087,EUR,990057600,M,17,17,False,44.0,40.0,3.0,1.0,15.0,15.0,25.0,30.0,8.0,,,77.0,67.0,6.7,12.0,0.0786,0.0432,0.0477453,2,,,6.0,5.0,1.0,2.0,,2.0,1.0,1.0,2.0,,,,,,,1.0,,2.0,4.0,,1.0,,3.0,2.0,,2.0,,,,,,,,
10388469,home,Borussia M'gladbach,Jonas Hofmann,jonas-hofmann,J. Hofmann,F,7,176,2115,M,142390,EUR,711072000,M,23,23,False,38.0,31.0,3.0,1.0,15.0,16.0,19.0,27.0,3.0,,,77.0,54.0,7.4,11.0,0.0,0.0,0.294068,0,,,1.0,4.0,,,,1.0,,,2.0,,,,1.0,,,5.0,,,1.0,,5.0,3.0,1.0,1.0,,1.0,1.0,2.0,,,,,,
10388469,home,Borussia M'gladbach,Christoph Kramer,christoph-kramer,C. Kramer,M,,191,168,M,110967,EUR,666921600,M,6,6,False,31.0,26.0,1.0,1.0,8.0,8.0,18.0,23.0,2.0,,,56.0,37.0,6.5,6.0,0.0,0.0,0.0200744,0,,,2.0,2.0,2.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,True,,,,,
10388469,home,Borussia M'gladbach,Alassane Pléa,alassane-plea,A. Pléa,M,14,180,1816,M,192308,EUR,731721600,M,14,14,False,38.0,32.0,,,8.0,11.0,24.0,30.0,7.0,,,90.0,51.0,6.3,13.0,0.0671,0.2478,0.0716205,2,,,5.0,2.0,,3.0,,,1.0,1.0,1.0,,,,,1.0,,,,1.0,1.0,,3.0,,,2.0,,,,2.0,,,,,,
10388469,home,Borussia M'gladbach,Nathan N'Goumou,nathan-ngoumou,N. Ngoumou,M,19,182,657,M,962409,EUR,952992000,F,19,19,False,22.0,19.0,,,5.0,6.0,14.0,17.0,,,,56.0,28.0,6.8,4.0,0.0338,0.1018,0.0414884,1,,1.0,1.0,3.0,,,,,1.0,,,,,,2.0,,,,,1.0,,,1.0,,,,,,,,,,,,,
10388469,home,Borussia M'gladbach,Joseph Scally,scally-joseph,J. Scally,D,29,184,1087,M,1002920,EUR,1041292800,D,29,29,True,21.0,18.0,,,8.0,8.0,10.0,15.0,2.0,,,34.0,31.0,6.6,7.0,0.085,0.0,0.00488204,1,,,,2.0,,,,,,,1.0,,,,1.0,,,,,,2.0,,2.0,,,,1.0,,,,,,,,,
