match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_shotValueNormalized,stat_aerialLost,stat_fouls,stat_totalCross,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_accurateCross,stat_dispossessed,stat_penaltyConceded,stat_keyPass,captain,stat_errorLeadToAShot,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_blockedScoringAttempt,stat_hitWoodwork,stat_penaltyWon
14064494,home,Olympique de Marseille,Gerónimo Rulli,geronimo-rulli,G. Rulli,G,1,189,13371,M,gerorulli,128383,EUR,706320000,G,1,1,False,28.0,14.0,18.0,4.0,0.0,12.0,13.0,2.0,15.0,1.0,2.0,6.0,2.0,3.0,1.0,1.0,2.0,90.0,39.0,6.9,14.0,0.00081428,14.265998755413,3.0,6.8214677631248,0.0,0.3719,0,0.0219,0.05,0.01,-0.14,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064494,home,Olympique de Marseille,Timothy Weah,weah-timothy,T. Weah,M,22,185,11634,M,timothyweah,855810,EUR,951177600,D,22,22,False,34.0,28.0,3.0,2.0,0.0,16.0,19.0,12.0,15.0,2.0,4.0,2.0,,,,,,90.0,56.0,6.9,9.0,0.0246946,135.57405920925,10.0,80.309714901398,2.0,,1,,0.19,0.1,-0.15,,,,1.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,0.0483,40.61318271551,68.552011095043,-0.08,,,,,,,,,,,,,,,,,,,,,
14064494,home,Olympique de Marseille,Benjamin Pavard,benjamin-pavard,B. Pavard,D,28,186,10869,M,benpavard21,787505,EUR,827971200,D,28,28,False,34.0,30.0,4.0,2.0,0.0,26.0,28.0,4.0,6.0,1.0,1.0,,,,,,,90.0,42.0,6.0,4.0,0.00094278,46.882845812921,10.0,-26.858711624594,0.0,,0,,0.02,0.01,-0.32,,,,2.0,,,6.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
14064494,home,Olympique de Marseille,Nayef Aguerd,nayef-aguerd,N. Aguerd,D,21,188,25685,M,nayefaguard,877102,EUR,828144000,D,21,21,False,45.0,38.0,5.0,1.0,0.0,20.0,23.0,18.0,22.0,3.0,4.0,2.0,,,,,,90.0,58.0,6.3,9.0,0.0225154,117.85256269525,14.0,39.201084837564,1.0,,0,,0.23,0.13,-0.31,,,,4.0,1.0,,5.0,,4.0,,,,26.503259844295,31.184977168502,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
14064494,home,Olympique de Marseille,Emerson Palmieri,emerson-palmieri,Emerson,D,33,176,2407,M,,155997,EUR,775872000,D,33,33,False,40.0,34.0,3.0,1.0,0.0,18.0,19.0,16.0,21.0,1.0,9.0,4.0,2.0,,,,,90.0,70.0,6.5,13.0,0.0557949,121.61969675052,14.0,63.970982387052,3.0,,0,,0.21,0.2,-0.55,,,,4.0,1.0,,2.0,,,5.0,4.0,,13.977321560206,40.109566707845,,,2.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,
14064494,home,Olympique de Marseille,Pierre-Emile Højbjerg,pierre-emile-hojbjerg,P. Højbjerg,M,23,185,4504,M,hojbjerg23,149593,EUR,807580800,M,23,23,False,53.0,45.0,8.0,3.0,0.0,24.0,25.0,21.0,28.0,,5.0,9.0,2.0,,,,,90.0,77.0,6.9,12.0,0.0297566,273.97133856265,29.0,40.074547712338,1.0,,0,,0.28,0.19,-0.19,,,,3.0,2.0,,4.0,,3.0,3.0,3.0,,19.444162948579,19.629375155618,,1.0,,,,,4.0,,,,2.0,True,1.0,,,,,,,,,
14064494,home,Olympique de Marseille,Quinten Timber,quinten-timber,Q. Timber,M,27,177,8638,M,,959805,EUR,992736000,M,27,27,False,45.0,41.0,1.0,,0.0,15.0,15.0,26.0,30.0,,10.0,7.0,2.0,,,,,90.0,75.0,6.8,13.0,0.162348,110.92406207399,18.0,45.310201262789,0.0,,1,,0.48,0.03,-0.11,,,,10.0,3.0,1.0,2.0,,1.0,5.0,3.0,0.374,,,-0.76,,,,8.0,3.0,2.0,,2.0,,1.0,,,1.0,,,,,,,,
14064494,home,Olympique de Marseille,Mason Greenwood,mason-greenwood,M. Greenwood,F,10,181,65792,M,MGreenwood,942116,EUR,1001894400,M,10,10,False,34.0,28.0,3.0,2.0,0.0,13.0,14.0,15.0,20.0,,6.0,4.0,,,,,,90.0,50.0,7.5,11.0,0.0187158,205.69536600547,19.0,111.14292657273,6.0,,4,,-0.2,0.38,-0.22,,,,5.0,2.0,2.0,,,1.0,2.0,1.0,0.6155,24.615025228956,101.4191416217,0.45,,3.0,1.0,4.0,4.0,3.0,,,,,,,,2.0,1.0,0.815,,,,,
14064494,home,Olympique de Marseille,Bilal Nadir,bilal-nadir,B. Nadir,M,26,178,4770,M,,1129527,EUR,1069891200,M,26,26,False,39.0,36.0,1.0,1.0,0.0,21.0,23.0,15.0,16.0,,4.0,5.0,,,,,,71.0,47.0,6.7,4.0,0.0243481,46.573250485167,8.0,15.910950664572,1.0,,0,,-0.27,0.12,-0.03,,Bilal,Nadir,3.0,1.0,,,,2.0,3.0,1.0,,12.585875352849,14.131821149449,,,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,
14064494,home,Olympique de Marseille,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,P. Aubameyang,F,17,187,49593,M,Auba,51498,EUR,614131200,M,17,17,False,27.0,24.0,3.0,2.0,0.0,8.0,9.0,16.0,18.0,,6.0,5.0,2.0,,,,,71.0,47.0,8.2,10.0,0.62392,173.95293713667,13.0,85.798455537018,4.0,,2,,0.74,0.27,-0.02,,,,5.0,1.0,,,,1.0,3.0,3.0,0.1308,32.227405424625,103.27598120774,0.15,1.0,1.0,2.0,3.0,1.0,3.0,,,,2.0,,,,2.0,,0.4995,1.0,,,,
