match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_ballRecovery,stat_unsuccessfulTouch,stat_fouls,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_interceptionWon,stat_wasFouled,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_totalTackle,stat_wonTackle,captain,stat_goalAssist,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,player_sofascoreId
11408422,home,FC Arouca,Ignacio de Arruabarrena,ignacio-de-arruabarrena,I. d. Arruabarrena,G,12,186,301,M,789933,EUR,853372800,G,12,12,False,25.0,21.0,8.0,4.0,20.0,21.0,1.0,4.0,1.0,1.0,1.0,12.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,90.0,42.0,7.6,5.0,0.00015783,0,1.2459,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408422,home,FC Arouca,Tiago Esgaio,tiago-esgaio,T. Esgaio,D,28,175,68,M,863637,EUR,807235200,D,28,28,False,49.0,42.0,8.0,3.0,19.0,20.0,23.0,31.0,2.0,3.0,2.0,5.0,,,,,,,,80.0,59.0,7.7,10.0,0.0150212,2,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0184,0.5608,,,,,,,,,,,,,,,,,,
11408422,home,FC Arouca,Nino Galović,nino-galovic,N. Galović,D,,184,65,M,161431,EUR,710380800,D,44,44,False,51.0,48.0,1.0,1.0,38.0,40.0,10.0,11.0,5.0,4.0,5.0,6.0,,2.0,,,,,,90.0,57.0,6.7,3.0,0.00519086,0,,,1.0,1.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,
11408422,home,FC Arouca,Francisco Montero,francisco-montero,F. Montero,D,20,185,228,M,927376,EUR,916272000,D,4,4,False,77.0,64.0,15.0,8.0,50.0,57.0,14.0,20.0,2.0,3.0,3.0,2.0,,2.0,,,,,,90.0,90.0,7.0,13.0,0.00590645,1,,,1.0,1.0,1.0,,,5.0,1.0,0.0105,,2.0,1.0,1.0,,,,,,,,,,,,,,,
11408422,home,FC Arouca,Weverson,weverson,Weverson,D,36,185,168,M,905452,EUR,962755200,D,26,26,False,47.0,36.0,13.0,3.0,23.0,30.0,14.0,18.0,3.0,4.0,6.0,6.0,,1.0,,,,,,90.0,72.0,6.5,12.0,0.0469317,0,,1.0,,2.0,,,,3.0,,,,,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,
11408422,home,FC Arouca,David Simão,david-simao,D. Simão,M,8,183,75,M,54672,EUR,642729600,M,5,5,False,67.0,65.0,7.0,5.0,31.0,31.0,36.0,43.0,1.0,3.0,5.0,5.0,1.0,1.0,,,,,,80.0,82.0,7.7,9.0,0.0596577,0,,7.0,1.0,1.0,,,,,,,,1.0,2.0,3.0,2.0,,2.0,2.0,True,1.0,,,,,,,,,
11408422,home,FC Arouca,Pedro Santos,santos-pedro,P. S. Carvalho,M,89,183,49,M,1014259,EUR,971308800,M,89,89,False,50.0,41.0,4.0,3.0,18.0,21.0,23.0,29.0,,2.0,3.0,6.0,1.0,1.0,,,,,,61.0,57.0,7.0,11.0,0.0170662,1,,,,,1.0,,,,,0.0128,,,,1.0,,,2.0,1.0,,,,,2.0,1.0,,,,,
11408422,home,FC Arouca,Jason,jason,Jason,M,23,179,253,M,330677,EUR,773452800,M,10,10,False,35.0,26.0,2.0,1.0,5.0,6.0,22.0,38.0,1.0,2.0,3.0,2.0,1.0,,,,,,,80.0,59.0,7.6,20.0,0.0746479,3,,9.0,,1.0,,1.0,,,,0.1148,0.0427,,,3.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,2.0,2.0,,
11408422,home,FC Arouca,Cristo González,cristo-gonzalez,C. González,M,33,180,344,M,592100,EUR,877651200,M,23,23,False,37.0,27.0,1.0,1.0,7.0,8.0,21.0,33.0,1.0,1.0,5.0,5.0,4.0,,,,,,,90.0,61.0,8.8,18.0,0.138071,8,,4.0,1.0,,,6.0,1.0,,,0.6399,1.8813,,1.0,3.0,1.0,,,,,,,,3.0,3.0,1.0,2.0,,1.0,
11408422,home,FC Arouca,Morlaye Sylla,morlaye-sylla,M. Sylla,M,2,170,6425,M,822492,EUR,901497600,M,2,2,False,37.0,29.0,4.0,3.0,9.0,11.0,21.0,27.0,,2.0,6.0,6.0,1.0,,,,,,,72.0,49.0,8.1,9.0,0.367785,4,,1.0,,2.0,1.0,2.0,,,,0.0803,0.5101,,2.0,4.0,1.0,,2.0,1.0,,,,,2.0,2.0,1.0,1.0,,,morlayesylla2
11408422,home,FC Arouca,Rafa Mújica,rafa-mujica,R. Mújica,F,19,183,746,M,845424,EUR,909619200,F,19,19,False,16.0,14.0,,,2.0,2.0,12.0,14.0,3.0,7.0,4.0,2.0,2.0,3.0,,,,,,90.0,32.0,6.7,6.0,0.178413,7,,,2.0,,1.0,5.0,,1.0,,0.5967,1.5248,,,1.0,,,1.0,1.0,,1.0,,,2.0,,1.0,1.0,,3.0,
11408422,home,FC Arouca,Kouassi Eboue,kouassi-eboue,K. Eboue,M,8,185,220,M,839099,EUR,881971200,M,8,8,True,27.0,25.0,1.0,1.0,13.0,13.0,12.0,14.0,2.0,1.0,3.0,2.0,,,,,,,,29.0,30.0,6.9,2.0,0.00956801,1,,,1.0,,1.0,,,1.0,,0.0214,,,1.0,2.0,,,,,,,,,,,,,,,
11408422,home,FC Arouca,Alfonso Trezza,alfonso-trezza,A. Trezza,M,19,166,267,M,973517,EUR,930009600,F,9,9,True,3.0,1.0,2.0,1.0,,,1.0,3.0,,3.0,3.0,1.0,,1.0,,,,,,18.0,8.0,6.6,2.0,0.00124538,1,,,2.0,,1.0,,,,,0.0057,,,2.0,,,,,,,,,,1.0,1.0,,,,,
11408422,home,FC Arouca,Bogdan Milovanov,bogdan-milovanov,B. Milovanov,D,3,178,86,M,914162,EUR,892944000,D,22,22,True,5.0,2.0,1.0,1.0,,1.0,2.0,4.0,,2.0,,,,1.0,,,,,,10.0,6.0,6.3,3.0,0.0409442,0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11408422,home,FC Arouca,Pedro Moreira,pedro-moreira,P. Moreira,M,,182,5,M,61174,EUR,605923200,M,20,20,True,6.0,6.0,,,2.0,2.0,4.0,4.0,,3.0,,,,2.0,,,,,,10.0,7.0,6.1,1.0,0.00435182,0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
11408422,home,FC Arouca,Miguel Puche,puche-miguel,M. Puche,F,11,180,48,M,1000680,EUR,988588800,F,11,11,True,7.0,5.0,1.0,1.0,,,5.0,7.0,1.0,1.0,3.0,,1.0,,,,,,,10.0,11.0,6.7,4.0,0.0122731,0,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,
11408422,home,FC Arouca,João Valido,joao-valido,J. Valido,G,1,185,54,M,973352,EUR,952041600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408422,home,FC Arouca,Matías Rocha,matias-rocha,M. Rocha,D,4,183,65,M,1083250,EUR,982022400,D,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408422,home,FC Arouca,Yusuf Lawal,yusuf-lawal,Y. Lawal,M,24,175,112,M,898808,EUR,890611200,F,7,7,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408422,home,FC Arouca,Oriol Busquets,oriol-busquets,O. Busquets,M,66,185,483,M,817621,EUR,916790400,M,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408422,away,SC Farense,Ricardo Velho,ricardo-velho,R. Velho,G,24,188,499,M,845792,EUR,903571200,G,33,33,False,28.0,11.0,20.0,3.0,8.0,11.0,3.0,17.0,,,,8.0,,,,6.0,13.0,,,90.0,49.0,9.3,18.0,0.00029334,0,2.5197,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
11408422,away,SC Farense,Fran Delgado,fran-delgado,F. Delgado,D,2,181,27,M,1066011,EUR,994809600,D,2,2,False,21.0,18.0,3.0,1.0,11.0,12.0,7.0,9.0,,1.0,,1.0,,1.0,,,,,,57.0,35.0,6.5,5.0,0.00901743,0,,,,,,,,1.0,,,,,,,,,,,,,Fran Delgado,,,,,,,,
11408422,away,SC Farense,Gonçalo Silva,goncalo-silva,G. Silva,D,37,184,75,M,169729,EUR,675993600,D,37,37,False,39.0,32.0,9.0,5.0,25.0,26.0,7.0,13.0,2.0,1.0,3.0,7.0,1.0,,,,,,,90.0,47.0,6.7,8.0,0.00332413,1,,,1.0,,,1.0,,2.0,1.0,0.1209,0.0689,,,,,,1.0,1.0,,,,,,,,,,,
11408422,away,SC Farense,Igor Rossi,igor-rossi,I. Rossi,D,,189,32,M,147732,EUR,605491200,D,3,3,False,24.0,20.0,7.0,3.0,15.0,16.0,5.0,8.0,1.0,4.0,3.0,3.0,,,,,,,,90.0,43.0,6.9,4.0,0.00565452,0,,,4.0,,,,,11.0,1.0,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,
11408422,away,SC Farense,Talys,talys,Talys,D,,179,45,M,913907,EUR,918604800,D,12,12,False,26.0,12.0,8.0,2.0,9.0,18.0,4.0,12.0,3.0,4.0,5.0,4.0,3.0,1.0,,,,,,90.0,41.0,6.8,21.0,0.0622312,1,,4.0,1.0,2.0,,,,2.0,2.0,0.0856,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,1.0,,,
11408422,away,SC Farense,Fabrício Isidoro,fabricio-isidoro,F. Isidoro,M,14,172,31,M,915638,EUR,696556800,M,14,14,False,25.0,21.0,1.0,1.0,14.0,16.0,7.0,10.0,,4.0,3.0,4.0,3.0,,,,,,,72.0,39.0,6.5,11.0,0.00405236,0,,1.0,,1.0,,,,,1.0,,,1.0,2.0,,,2.0,,,True,,,,2.0,1.0,,,1.0,,
11408422,away,SC Farense,Facundo Cáseres,facundo-caseres,F. Cáseres,M,5,178,226,M,989837,EUR,991008000,M,5,5,False,34.0,30.0,1.0,1.0,20.0,22.0,10.0,12.0,,6.0,1.0,5.0,2.0,3.0,,,,,,90.0,44.0,6.4,6.0,0.00323348,0,,,2.0,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
11408422,away,SC Farense,Mattheus,mattheus,Mattheus,M,,182,151,M,243575,EUR,773539200,M,27,27,False,18.0,12.0,3.0,1.0,6.0,9.0,6.0,9.0,,5.0,4.0,4.0,,1.0,,,,,,57.0,28.0,6.7,7.0,0.00500973,0,,,2.0,1.0,,,,2.0,,,,1.0,1.0,,,1.0,3.0,3.0,,,,,,,,,,,
11408422,away,SC Farense,Marco Matias,marco-matias,M. Matias,F,77,177,35,M,77929,EUR,610761600,M,77,77,False,11.0,10.0,,,5.0,5.0,6.0,10.0,,4.0,5.0,5.0,,,,,,,,72.0,28.0,6.6,6.0,0.0832503,5,,4.0,1.0,1.0,2.0,2.0,,,,0.6769,0.8553,1.0,1.0,1.0,1.0,1.0,,,,,,,5.0,4.0,,1.0,,2.0,
11408422,away,SC Farense,Zé Luís,ze-luis,Z. Luís,F,,185,236,M,101973,EUR,664675200,F,91,91,False,7.0,4.0,,,,,4.0,8.0,1.0,6.0,3.0,1.0,,1.0,,,,,,72.0,17.0,5.9,6.0,0.225986,2,,1.0,4.0,,1.0,1.0,,1.0,,0.6817,0.9376,,2.0,1.0,,1.0,,,,,,,1.0,,,,,2.0,
