match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,stat_aerialLost,player_lastName,stat_shotOffTarget,captain,stat_goodHighClaim,stat_bigChanceMissed,stat_totalOffside,stat_bigChanceCreated,stat_errorLeadToAGoal
13472745,home,Vasco da Gama,Léo Jardim,leo-jardim,L. Jardim,G,1,188,5904,M,leocjardim,595598,EUR,795657600,G,1,1,False,34.0,22.0,13.0,1.0,0.0,21.0,22.0,1.0,12.0,1.0,3.0,3.0,4.0,1.0,1.0,90.0,43.0,7.3,12.0,0.00022933,0,1.0603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472745,home,Vasco da Gama,Paulo Henrique,paulo-henrique,P. Henrique,D,96,175,6662,M,,1021721,EUR,838252800,D,96,96,False,39.0,27.0,6.0,3.0,1.0,15.0,22.0,12.0,17.0,6.0,5.0,,,,,90.0,85.0,9.2,22.0,0.124187,2,,4.0,1.0,1.0,6.0,10.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,5.0,4.0,2.0,2.0,1.0,0.5587,0.8858,1.0,,,,,,,,,,
13472745,home,Vasco da Gama,Carlos Cuesta,carlos-cuesta,C. Cuesta,D,46,179,4436,M,,839095,EUR,920937600,D,46,46,False,33.0,25.0,5.0,1.0,0.0,22.0,27.0,3.0,6.0,8.0,6.0,,,,,89.0,53.0,7.6,9.0,0.00036114,0,,,,2.0,2.0,6.0,2.0,,,,,,,2.0,4.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
13472745,home,Vasco da Gama,Robert Renan,robert-renan,R. Renan,D,30,186,3212,M,,1191278,EUR,1065830400,D,30,30,False,43.0,35.0,11.0,5.0,0.0,24.0,28.0,11.0,15.0,9.0,3.0,,,,,90.0,60.0,7.5,8.0,0.0092572,0,,,,1.0,1.0,4.0,,,,,,,,,3.0,2.0,1.0,,1.0,1.0,,,1.0,Robert Renan,,,,,,,,,
13472745,home,Vasco da Gama,Puma Rodríguez,puma-rodriguez,P. Rodríguez,D,2,183,2505,M,,877591,EUR,858297600,D,2,2,False,36.0,29.0,7.0,4.0,0.0,19.0,23.0,10.0,13.0,3.0,8.0,,,,,90.0,53.0,7.2,9.0,0.0365376,1,,1.0,,,2.0,2.0,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,0.0412,,1.0,,2.0,,,,,,,,
13472745,home,Vasco da Gama,Cauan Barros,barros-cauan,C. Barros,M,88,183,2254,M,,1444694,EUR,1083801600,M,88,88,False,37.0,30.0,6.0,3.0,0.0,15.0,17.0,15.0,20.0,4.0,5.0,,,,,90.0,51.0,7.0,8.0,0.0352483,1,,,,1.0,5.0,2.0,1.0,1.0,,,,,,1.0,4.0,1.0,,,,3.0,0.0224,,1.0,,,,1.0,,,,,,
13472745,home,Vasco da Gama,Hugo Moura,hugo-moura,H. Moura,M,25,177,1953,M,,973293,EUR,883785600,M,25,25,False,35.0,27.0,7.0,1.0,0.0,19.0,22.0,8.0,13.0,1.0,3.0,,,,,90.0,47.0,7.2,8.0,0.00862633,0,,,,1.0,4.0,8.0,3.0,,1.0,1.0,,,,,3.0,6.0,5.0,,,1.0,,,,,,,,,,,,,
13472745,home,Vasco da Gama,Rayan,rayan,Rayan,M,37,185,31537,M,,1464966,EUR,1154563200,M,77,77,False,19.0,17.0,2.0,2.0,0.0,6.0,6.0,11.0,13.0,4.0,4.0,,,,,90.0,40.0,7.8,7.0,0.0257868,4,,1.0,,1.0,8.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,,2.0,3.0,2.0,1.0,2.0,2.0,0.2556,0.5938,,Rayan,2.0,,,,,,,,
13472745,home,Vasco da Gama,Philippe Coutinho,philippe-coutinho,P. Coutinho,M,,172,68539,M,Coutinho,119159,EUR,708307200,M,10,10,False,35.0,32.0,2.0,2.0,0.0,12.0,13.0,20.0,22.0,,6.0,,,,,80.0,49.0,7.3,8.0,0.237318,1,,3.0,,,4.0,3.0,1.0,1.0,,,1.0,,,1.0,,,,1.0,3.0,1.0,0.0378,0.1064,3.0,,1.0,,,,,,,,
13472745,home,Vasco da Gama,Nuno Moreira,nuno-moreira,N. Moreira,M,17,173,4340,M,,851285,EUR,929491200,M,17,17,False,16.0,15.0,1.0,,0.0,9.0,10.0,6.0,6.0,1.0,2.0,,,,,57.0,21.0,6.3,4.0,0.0368785,0,,,,,4.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,
13472745,home,Vasco da Gama,Pablo Vegetti,pablo-vegetti,P. Vegetti,F,99,187,16902,M,pablovegetti,583974,EUR,592876800,F,99,99,False,16.0,10.0,1.0,,0.0,4.0,5.0,6.0,11.0,2.0,2.0,,,,,57.0,32.0,6.9,10.0,0.0643154,0,,,,1.0,7.0,7.0,1.0,1.0,,,,,,,,3.0,2.0,3.0,3.0,3.0,,,1.0,,2.0,,,True,,,,,
13472745,home,Vasco da Gama,Andrés Gómez,andres-gomez,A. Gómez,M,11,172,4196,M,,1160386,EUR,1031788800,F,11,11,True,6.0,5.0,,,0.0,3.0,3.0,2.0,3.0,,1.0,,,,,33.0,17.0,7.1,3.0,0.00907222,1,,,,,3.0,6.0,,1.0,2.0,2.0,,1.0,,1.0,,3.0,1.0,1.0,1.0,1.0,0.0395,,,,1.0,,,,,,,,
13472745,home,Vasco da Gama,David,david,David,M,7,179,2160,M,,840291,EUR,813888000,F,7,7,True,14.0,11.0,,,0.0,3.0,4.0,8.0,10.0,1.0,2.0,,,,,33.0,17.0,6.7,4.0,0.0180571,1,,,,,1.0,,,,,,,,,,,,,1.0,,,0.1111,,,,1.0,,1.0,,,,,,
13472745,home,Vasco da Gama,Matheus França,matheus-franca,Matheus França,F,9,184,3705,M,,1116593,EUR,1080777600,F,9,9,True,6.0,6.0,,,0.0,3.0,3.0,3.0,3.0,,3.0,,,,,10.0,12.0,6.7,2.0,0.0936754,1,,,,,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,0.0117,,,Matheus França,1.0,,1.0,,,,,,
13472745,home,Vasco da Gama,Lucas Oliveira,lucas-oliveira,L. Oliveira,M,29,187,766,M,,867907,EUR,823219200,D,29,29,True,,,,,0.0,,,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472745,home,Vasco da Gama,Daniel Fuzato,daniel-fuzato,D. Fuzato,G,13,190,953,M,,863276,EUR,867974400,G,13,13,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472745,home,Vasco da Gama,Victor Luis,victor-luis,V. Luis,D,12,180,1056,M,,252781,EUR,740793600,D,12,12,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472745,home,Vasco da Gama,Lucas Freitas,lucas-freitas,L. Freitas,D,43,184,1198,M,,1069729,EUR,979948800,D,43,43,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472745,home,Vasco da Gama,Paulinho,paulinho,Paulinho,D,28,172,594,M,,1464309,EUR,1116806400,D,22,22,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Paulinho,,,,,,,,,
13472745,home,Vasco da Gama,Mateus Carvalho,mateus-carvalho,M. Carvalho,M,85,180,1394,M,,1391962,EUR,1016409600,M,85,85,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Matheus Carvalho,,,,,,,,,
13472745,home,Vasco da Gama,Benjamín Garré,benjamin-garre,B. Garré,M,90,171,1416,M,,904847,EUR,963273600,M,15,15,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472745,home,Vasco da Gama,Paulinho Paula,paulinho-paula,Paulinho,M,18,173,1795,M,,879902,EUR,852681600,M,18,18,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472745,home,Vasco da Gama,Guilherme Estrella,estrella-guilherme,G. Estrella,M,14,185,1609,M,,1634144,EUR,1114128000,M,14,14,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Guilherme Estrella de Paiva,,,,,,,,,
13472745,away,Cruzeiro,Cássio,cassio,Cássio,G,1,195,4592,M,rcassio12,27756,EUR,549936000,G,1,1,False,10.0,9.0,2.0,1.0,0.0,8.0,9.0,1.0,1.0,,7.0,1.0,2.0,,,90.0,19.0,6.7,1.0,0.00143442,0,-0.4141,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
13472745,away,Cruzeiro,William,william,William,D,12,176,2476,M,,604274,EUR,796867200,D,12,12,False,42.0,32.0,5.0,2.0,0.0,11.0,14.0,21.0,28.0,,5.0,,,,,90.0,68.0,7.4,16.0,0.255261,2,,8.0,4.0,1.0,2.0,3.0,,,1.0,1.0,,1.0,,1.0,2.0,1.0,1.0,,,2.0,0.0517,,5.0,,,,1.0,,,,,,
13472745,away,Cruzeiro,Fabrício Bruno,fabricio-bruno,F. Bruno,D,15,192,6526,M,fabriciobruno96,840220,EUR,824083200,D,15,15,False,51.0,45.0,6.0,4.0,0.0,29.0,33.0,16.0,18.0,3.0,6.0,,,,,90.0,61.0,7.2,6.0,0.00684284,3,,,,2.0,,3.0,,,,,1.0,,,1.0,,1.0,1.0,,,,0.3069,0.1228,,,,,2.0,,,,,,
13472745,away,Cruzeiro,Jonathan Jesus,jonathan,J. Jesus,D,34,187,1356,M,,1498670,EUR,1085616000,D,34,34,False,39.0,32.0,3.0,1.0,0.0,19.0,21.0,13.0,18.0,2.0,5.0,,,,,81.0,52.0,6.7,8.0,0.0100787,0,,,,2.0,6.0,5.0,2.0,,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,,3.0,,,,,1.0,,,,,,,,
13472745,away,Cruzeiro,Kaiki,kaiki,Kaiki,D,6,172,2601,M,,1112484,EUR,1047081600,D,6,6,False,32.0,24.0,4.0,,0.0,11.0,13.0,13.0,19.0,3.0,4.0,,,,,81.0,61.0,6.6,17.0,0.237389,1,,3.0,,,7.0,4.0,,3.0,3.0,1.0,,,,1.0,,2.0,1.0,,1.0,2.0,0.1646,,1.0,Kaiki,,,1.0,,,1.0,,,
13472745,away,Cruzeiro,Lucas Romero,lucas-romero,L. Romero,M,29,167,2727,M,,263477,EUR,766627200,M,29,29,False,33.0,26.0,5.0,3.0,0.0,11.0,13.0,15.0,20.0,,3.0,,,,,68.0,43.0,6.9,9.0,0.276585,0,,,,,3.0,2.0,,,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,2.0,,,,,,,,
13472745,away,Cruzeiro,Lucas Silva,lucas-silva,L. Silva,M,16,182,2401,M,,245159,EUR,729820800,M,16,16,False,66.0,54.0,6.0,4.0,0.0,24.0,24.0,30.0,42.0,1.0,7.0,,,,,90.0,81.0,7.0,15.0,0.0494608,2,,,,3.0,5.0,5.0,1.0,1.0,2.0,1.0,,1.0,,,3.0,,,1.0,1.0,2.0,0.0346,,1.0,,,,1.0,True,,,,,
13472745,away,Cruzeiro,Christian,christian,Christian,M,88,178,1761,M,,981733,EUR,977184000,M,88,88,False,6.0,3.0,1.0,1.0,0.0,2.0,3.0,1.0,3.0,,1.0,,,,,61.0,17.0,7.1,5.0,0.00717641,3,,,,1.0,3.0,4.0,,2.0,1.0,1.0,,,,,,,,,2.0,1.0,0.162,,,,1.0,,3.0,,,,1.0,,
13472745,away,Cruzeiro,Matheus Pereira,matheus-pereira,M. Pereira,M,10,175,14140,M,matheus_pereira,377238,EUR,831254400,M,10,10,False,49.0,35.0,5.0,2.0,0.0,10.0,12.0,25.0,37.0,,5.0,,,,,90.0,81.0,7.9,26.0,0.370005,2,,9.0,3.0,,5.0,10.0,,2.0,7.0,5.0,,,,,,2.0,2.0,1.0,3.0,,0.0741,,6.0,,1.0,,2.0,,,,,1.0,
