match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,captain,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_shotOffTarget,stat_errorLeadToAGoal,stat_bigChanceMissed,stat_goals,player_sofascoreId,stat_bigChanceCreated
14064454,home,Toulouse,Guillaume Restes,Guillaume,Restes,guillaume-restes,G. Restes,G,1,188,2069,M,1154630,EUR,1110499200,G,1,1,False,31.0,16.0,21.0,6.0,0.0,11.0,13.0,5.0,18.0,1.0,3.0,7.0,1.0,1.0,1.0,3.0,4.0,1.0,90.0,45.0,7.0,15.0,0.013928,23.759176097967,4.0,-1.89,1.26,0.7341,0,-0.1064,0.19,0.0,-0.41,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064454,home,Toulouse,Mark McKenzie,,,mark-mckenzie,M. McKenzie,D,3,183,647,M,922759,EUR,919900800,D,3,3,False,31.0,23.0,1.0,1.0,0.0,13.0,16.0,10.0,15.0,3.0,6.0,3.0,,,,,,,90.0,52.0,6.3,13.0,0.0225452,66.496126405802,9.0,23.1,8.4,,1,,0.03,0.02,-0.43,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0592,0.5022,1.0,-0.13,,,,,,,,,,,,,,,,,,,
14064454,home,Toulouse,Charlie Cresswell,,,charlie-cresswell,C. Cresswell,D,4,190,1084,M,1020744,EUR,1029456000,D,4,4,False,33.0,24.0,9.0,2.0,0.0,21.0,23.0,3.0,10.0,7.0,4.0,6.0,,1.0,,,,,90.0,46.0,6.0,10.0,0.0114759,142.85593712655,16.0,70.98,30.765,,0,,0.04,0.08,-0.39,,3.0,7.0,1.0,,3.0,2.0,,,,,,3.0,1.0,1.0,2.0,3.0,31.061839626783,1.0,,,,,,,,,,,,
14064454,home,Toulouse,Rasmus Nicolaisen,,,rasmus-nicolaisen,R. Nicolaisen,D,2,190,261,M,798124,EUR,858470400,D,2,2,False,9.0,8.0,3.0,2.0,0.0,5.0,5.0,3.0,4.0,1.0,,,,,,,,,30.0,12.0,6.9,1.0,0.00046402,38.943108150312,6.0,10.815,5.985,,1,,-0.01,0.0,-0.01,,1.0,,,1.0,,,,0.0545,0.1137,,0.1,,,,1.0,,,,True,,,,,,,,,,,
14064454,home,Toulouse,Aron Dønnum,,,aron-donnum,A. Dønnum,M,15,179,643,M,863133,EUR,893030400,M,15,15,False,28.0,19.0,2.0,1.0,0.0,8.0,14.0,11.0,14.0,2.0,,5.0,1.0,1.0,,,,,77.0,41.0,6.0,16.0,0.239606,101.43414517737,15.0,11.76,10.92,,1,,0.18,0.11,-0.29,,,8.0,,,,,2.0,0.0306,,2.0,-0.15,,2.0,,,5.0,,,,4.0,2.0,2.0,1.0,1.0,,,,,,
14064454,home,Toulouse,Cristian Cásseres Jr.,,,cristian-casseres-jr,C. Cásseres Jr.,M,23,174,1378,M,878938,EUR,948326400,M,23,23,False,38.0,35.0,5.0,5.0,0.0,20.0,20.0,15.0,18.0,16.0,,4.0,,4.0,,,,,90.0,68.0,8.1,9.0,0.0435644,138.93138054825,18.0,11.55,11.655,,1,,0.35,0.11,-0.06,,,3.0,,,8.0,5.0,3.0,0.0122,,,-0.01,1.0,1.0,,1.0,2.0,,,,2.0,1.0,4.0,4.0,,1.0,,,,,
14064454,home,Toulouse,Alexis Vossah,,,alexis-vossah,A. Vossah,M,17,181,216,M,2193194,EUR,1205193600,M,45,45,False,14.0,11.0,1.0,1.0,0.0,7.0,7.0,4.0,7.0,4.0,2.0,2.0,,1.0,,,,,63.0,23.0,6.5,6.0,0.0167479,60.10469634128,8.0,12.075,9.66,,0,,0.14,0.06,-0.32,,2.0,1.0,,,1.0,1.0,3.0,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,
14064454,home,Toulouse,Djibril Sidibé,,,djibril-sidibe,D. Sidibé,D,19,182,538,M,123388,EUR,712368000,M,19,19,False,20.0,16.0,,,0.0,7.0,7.0,9.0,13.0,4.0,2.0,1.0,,1.0,,,,,90.0,31.0,6.7,6.0,0.0304708,47.961953907886,6.0,37.065,10.185,,0,,0.09,0.04,-0.1,,1.0,1.0,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,2.0,,1.0,1.0,,,,,,,
14064454,home,Toulouse,Rafik Messali,Rafik Messali,,rafik-messali,R. Messali,M,22,177,837,M,1198264,EUR,1051488000,F,22,22,False,14.0,11.0,,,0.0,3.0,4.0,8.0,10.0,3.0,3.0,4.0,,,,,,,63.0,25.0,7.1,6.0,0.114683,51.226324685456,6.0,35.28,11.655,,0,,0.28,0.05,0.32,,,2.0,,,3.0,2.0,1.0,,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,,,
14064454,home,Toulouse,Yann Gboho,,,yann-gboho,Y. Gboho,F,10,173,957,M,911851,EUR,979430400,F,10,10,False,15.0,14.0,1.0,,0.0,5.0,5.0,9.0,10.0,5.0,,6.0,,4.0,,,,,90.0,36.0,6.3,13.0,0.00718568,186.79564182669,17.0,139.965,43.89,,1,,0.02,0.36,-0.07,,,12.0,1.0,,,,2.0,0.2675,,,-0.51,2.0,3.0,,,1.0,92.742899863323,4.0,,1.0,,6.0,1.0,,1.0,,,,,
