match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_possessionLostCtrl,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_fouls,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,captain,stat_totalOffside,stat_goals,stat_bigChanceMissed,stat_penaltyMiss,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_accurateCross,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded
11369354,home,Real Madrid,Kepa Arrizabalaga,kepa-arrizabalaga,K. Arrizabalaga,G,13,188,26145,M,KepaA,232422,EUR,781142400,G,25,25,False,29.0,29.0,2.0,2.0,29.0,29.0,4.0,1.0,90.0,32.0,7.0,0.0,0.0,4.793e-05,0,0.3232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369354,home,Real Madrid,Daniel Carvajal,daniel-carvajal,D. Carvajal,D,2,173,154229,M,DaniCarvajal,138572,EUR,695088000,D,2,2,False,48.0,46.0,3.0,3.0,20.0,20.0,1.0,,79.0,69.0,7.1,0.0153,0.1835,0.0564789,1,,1.0,26.0,29.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,
11369354,home,Real Madrid,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,14,188,145918,M,ATchouaméni,859025,EUR,948931200,D,18,18,False,90.0,83.0,11.0,8.0,49.0,51.0,4.0,,90.0,96.0,7.5,0.0,0.0,0.0996161,0,,,34.0,40.0,1.0,3.0,6.0,1.0,,,2.0,,2.0,1.0,,1.0,,9.0,2.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,
11369354,home,Real Madrid,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,22,191,192797,M,ARüdiger,142622,EUR,731116800,D,22,22,False,83.0,76.0,7.0,4.0,53.0,55.0,6.0,,90.0,86.0,7.1,0.0,0.0,0.174313,0,,,23.0,28.0,,3.0,2.0,,,,,,,,,,1.0,7.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11369354,home,Real Madrid,Ferland Mendy,ferland-mendy,F. Mendy,D,23,178,70735,M,FerMendy,792073,EUR,802569600,D,23,23,False,66.0,63.0,2.0,1.0,24.0,25.0,6.0,,90.0,81.0,7.5,0.0,0.0,0.0376779,0,,,39.0,41.0,,,3.0,,,,,3.0,,,,2.0,1.0,5.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,
11369354,home,Real Madrid,Federico Valverde,federico-valverde,F. Valverde,M,8,181,375509,M,Fede,831808,EUR,901065600,M,15,15,False,61.0,56.0,4.0,3.0,22.0,23.0,12.0,,90.0,78.0,9.4,0.0411,0.0,0.375147,1,,2.0,34.0,38.0,,4.0,6.0,,1.0,,,1.0,4.0,4.0,,2.0,,10.0,5.0,,,1.0,,4.0,2.0,2.0,1.0,,,,,,,,,,,,,
11369354,home,Real Madrid,Luka Modrić,luka-modric,L. Modrić,M,14,173,354764,M,LModric10,15466,EUR,495072000,M,10,10,False,93.0,84.0,12.0,9.0,40.0,42.0,6.0,,79.0,101.0,7.5,0.0,0.0,0.111982,0,,,44.0,53.0,2.0,1.0,2.0,,,,,,2.0,,,,,11.0,3.0,,,1.0,,,,,,True,1.0,,,,,,,,,,,
11369354,home,Real Madrid,Eduardo Camavinga,camavinga-eduardo,E. Camavinga,M,6,182,191301,M,Tacklevinga,973887,EUR,1036886400,M,12,12,False,64.0,57.0,,,28.0,30.0,5.0,,67.0,75.0,7.1,0.0109,0.0,0.0199875,1,,,29.0,34.0,,4.0,3.0,1.0,,,,1.0,1.0,1.0,,,1.0,8.0,,,,2.0,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,
11369354,home,Real Madrid,Jude Bellingham,jude-bellingham,J. Bellingham,M,5,188,1013050,M,JudeBell,991011,EUR,1056844800,M,5,5,False,53.0,48.0,1.0,1.0,12.0,12.0,2.0,,72.0,76.0,8.9,0.6522,0.6964,0.0323359,3,,,36.0,43.0,2.0,6.0,3.0,1.0,1.0,3.0,,3.0,2.0,1.0,,3.0,1.0,13.0,,1.0,,2.0,,1.0,,,,,1.0,2.0,,,,,,,,,,
11369354,home,Real Madrid,Joselu,joselu,Joselu,F,9,191,18060,M,joselumato,69418,EUR,638496000,F,14,14,False,15.0,12.0,1.0,,2.0,3.0,,,90.0,21.0,6.9,1.0871,1.7151,0.0605214,3,,,10.0,12.0,,2.0,,,,2.0,,,,,,1.0,,4.0,,2.0,,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,
