match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_totalContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_aerialLost,stat_challengeLost,stat_shotOffTarget,stat_goals,player_sofascoreId,stat_unsuccessfulTouch,stat_wonContest,stat_bigChanceCreated,stat_keyPass,stat_blockedScoringAttempt,stat_dispossessed,stat_bigChanceMissed,stat_goodHighClaim,stat_lastManTackle
12501545,home,Roma,Mile Svilar,svilar-mile,M. Svilar,G,99,189,4489,M,793986,EUR,935712000,G,99,99,False,26.0,22.0,10.0,6.0,0.0,22.0,22.0,4.0,2.0,1.0,5.0,2.0,2.0,2.0,90.0,34.0,6.9,4.0,0.0001269,0,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501545,home,Roma,Zeki Çelik,zeki-celik,Z. Çelik,D,19,180,2880,M,893008,EUR,856137600,D,19,19,False,71.0,64.0,4.0,2.0,0.0,24.0,26.0,47.0,5.0,2.0,2.0,,,,90.0,91.0,7.2,9.0,0.0251467,1,,,,41.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,0.018,0.0552,,,,,,,,,,,,,,,
12501545,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,23,190,4038,M,611210,EUR,829699200,D,23,23,False,62.0,56.0,8.0,7.0,0.0,28.0,31.0,31.0,2.0,1.0,3.0,1.0,,,90.0,70.0,7.6,6.0,0.0130386,2,,,,28.0,,,1.0,4.0,,1.0,1.0,1.0,,,,2.0,0.2186,0.9259,True,1.0,1.0,1.0,1.0,,,,,,,,,,
12501545,home,Roma,Evan Ndicka,evan-ndicka,E. Ndicka,D,5,190,9220,M,848287,EUR,935107200,D,5,5,False,74.0,69.0,6.0,3.0,0.0,32.0,33.0,41.0,1.0,1.0,3.0,,,,90.0,78.0,6.9,6.0,0.0170839,0,,,,37.0,,,,2.0,,,1.0,,1.0,1.0,,2.0,,,,,,,,evanndicka,1.0,,,,,,,,
12501545,home,Roma,Matías Soulé,matias-soule,M. Soulé,F,18,182,12526,M,1082406,EUR,1050364800,M,18,18,False,47.0,43.0,1.0,1.0,1.0,10.0,11.0,40.0,6.0,2.0,7.0,1.0,,,78.0,70.0,7.7,14.0,0.237261,1,,,,34.0,4.0,1.0,,3.0,6.0,,,1.0,2.0,1.0,,,0.0164,,,,,1.0,,matiassoule11,3.0,3.0,1.0,1.0,,,,,
12501545,home,Roma,Bryan Cristante,bryan-cristante,B. Cristante,M,4,186,2731,M,186855,EUR,794188800,M,4,4,False,35.0,31.0,3.0,3.0,0.0,7.0,7.0,29.0,2.0,,,,,,90.0,43.0,7.5,7.0,0.0409083,2,,,,24.0,1.0,,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,0.1754,0.7897,,1.0,,1.0,1.0,,1.0,,,1.0,,,,,
12501545,home,Roma,Leandro Paredes,leandro-paredes,L. Paredes,M,5,180,25603,M,255389,EUR,772848000,M,16,16,False,64.0,60.0,11.0,8.0,0.0,11.0,11.0,57.0,2.0,2.0,6.0,,,,78.0,73.0,7.9,8.0,0.237668,2,,,,49.0,4.0,,1.0,2.0,,1.0,,,1.0,,,,0.0547,0.198,,,2.0,,1.0,LeoParedes,,,,1.0,1.0,,,,
12501545,home,Roma,Manu Koné,manu-kone,M. Koné,M,17,186,6943,M,974087,EUR,990057600,M,17,17,False,49.0,48.0,1.0,1.0,0.0,14.0,15.0,34.0,11.0,,2.0,7.0,,,90.0,72.0,7.3,8.0,0.046506,0,,,,34.0,,,1.0,7.0,4.0,,,3.0,1.0,,,1.0,,,,2.0,,,,,2.0,2.0,,2.0,,3.0,,,
12501545,home,Roma,Angeliño,angelino,Angeliño,M,3,171,3336,M,848355,EUR,852336000,M,3,3,False,47.0,44.0,1.0,1.0,0.0,12.0,12.0,40.0,1.0,1.0,3.0,1.0,,,90.0,61.0,7.1,8.0,0.0237478,2,,,,32.0,5.0,,,,,,,,,,,,0.0836,,,,,1.0,,,,,,,1.0,,,,
12501545,home,Roma,Alexis Saelemaekers,alexis-saelemaekers,A. Saelemaekers,M,56,180,7592,M,901891,EUR,930441600,F,56,56,False,54.0,50.0,,,0.0,10.0,12.0,44.0,4.0,,5.0,2.0,,,84.0,70.0,7.6,8.0,0.0902136,4,,,,42.0,2.0,2.0,1.0,3.0,3.0,1.0,,1.0,,,,,0.2525,0.4938,,,1.0,2.0,,AS56,2.0,2.0,,2.0,1.0,1.0,,,
12501545,home,Roma,Eldor Shomurodov,shomurodov-eldor,E. Shomurodov,F,14,190,31540,M,791355,EUR,804384000,F,14,14,False,8.0,6.0,1.0,1.0,0.0,2.0,3.0,5.0,4.0,1.0,2.0,,,,84.0,19.0,6.8,6.0,0.00806001,0,,,,4.0,,,,6.0,4.0,,1.0,,2.0,1.0,,2.0,,,,3.0,,,,,2.0,2.0,,1.0,,,,,
12501545,home,Roma,Devyne Rensch,devyne-rensch,D. Rensch,D,2,182,2446,M,982778,EUR,1042848000,D,2,2,True,,,,,0.0,,,,1.0,,,,,,12.0,1.0,6.6,,,0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
12501545,home,Roma,Lucas Gourna-Douath,lucas-gourna-douath,L. Gourna-Douath,M,19,185,1200,M,1012657,EUR,1060041600,M,27,27,True,7.0,7.0,,,0.0,3.0,3.0,4.0,1.0,,1.0,1.0,,,12.0,8.0,6.6,,0.00106335,0,,,,4.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
12501545,home,Roma,Tommaso Baldanzi,tommaso-baldanzi,T. Baldanzi,M,8,170,2264,M,1012172,EUR,1048377600,M,35,35,True,3.0,3.0,,,0.0,1.0,1.0,2.0,,,,,,,10.0,3.0,6.5,,0.00137768,0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501545,home,Roma,Stephan El Shaarawy,stephan-el-shaarawy,S. El Shaarawy,F,22,178,5712,M,45925,EUR,720144000,F,92,92,True,5.0,4.0,,,1.0,1.0,2.0,4.0,,,,,,,10.0,8.0,6.7,2.0,0.0847637,1,,,,3.0,1.0,,,,,1.0,,,,,,,0.2537,0.2313,,,,,,stewel92,,,,2.0,,,1.0,,
