match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,player_sofascoreId,captain,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_expectedGoals,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_aerialLost,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside
13472698,home,Fluminense,Fábio,,,fabio,Fábio,G,1,188,4344,M,17785,EUR,339120000,G,1,1,False,15.0,13.0,4.0,2.0,0.0,11.0,13.0,2.0,2.0,1.0,1.0,2.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,90.0,25.0,7.2,3.0,0.00052116,0,0.564,,,,,,,,,,,,,,,,,,,,,,,,,,
13472698,home,Fluminense,Samuel Xavier,,,xavier-samuel,S. Xavier,D,2,166,1621,M,795773,EUR,644630400,D,2,2,False,25.0,23.0,5.0,4.0,0.0,4.0,5.0,19.0,20.0,,1.0,,3.0,,,,,,,,90.0,37.0,7.1,5.0,0.0835851,0,,2.0,1.0,5.0,2.0,1.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,
13472698,home,Fluminense,Thiago Silva,,,thiago-silva,T. Silva,D,3,181,42324,M,33541,EUR,464659200,D,3,3,False,39.0,35.0,10.0,6.0,0.0,19.0,21.0,16.0,18.0,1.0,1.0,2.0,4.0,,,,,,,,90.0,44.0,7.0,5.0,0.0441332,0,,,,,,,,,,ThiagoSilva,True,1.0,,,,,,,,,,,,,,,
13472698,home,Fluminense,Juan Freytes,,,juan-freytes,J. Freytes,D,22,182,1341,M,962187,EUR,947548800,D,22,22,False,41.0,29.0,12.0,5.0,0.0,17.0,25.0,12.0,16.0,3.0,7.0,11.0,5.0,1.0,,,,,,,90.0,60.0,7.4,13.0,0.00779308,1,,,,2.0,,2.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,0.2835,,,,,,,,,,
13472698,home,Fluminense,Renê,,,rene,Renê,D,6,174,1464,M,243113,EUR,716428800,D,6,6,False,41.0,39.0,5.0,5.0,0.0,20.0,20.0,19.0,21.0,1.0,1.0,1.0,2.0,,,,,,,,90.0,58.0,7.4,7.0,0.063139,2,,5.0,2.0,1.0,2.0,,,1.0,2.0,,,,,,,,0.1139,1.0,2.0,,,,,,,,
13472698,home,Fluminense,Hércules,,,hercules,Hércules,M,35,178,3079,M,1104068,EUR,972000000,M,35,35,False,24.0,20.0,5.0,2.0,0.0,6.0,7.0,14.0,17.0,2.0,4.0,,,1.0,,,,,,,90.0,33.0,6.7,6.0,0.0118986,1,,,,3.0,,1.0,,1.0,,,,1.0,,,,,0.1206,,1.0,1.0,1.0,1.0,,,,,
13472698,home,Fluminense,Matheus Martinelli,,,martinelli-matheus,M. Martinelli,M,8,176,4179,M,1067671,EUR,1002240000,M,8,8,False,30.0,27.0,2.0,1.0,0.0,11.0,12.0,16.0,18.0,,3.0,1.0,3.0,1.0,,,,,,,78.0,39.0,6.8,4.0,0.0199602,0,,1.0,1.0,5.0,,2.0,1.0,4.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,
13472698,home,Fluminense,Agustín Canobbio,,,agustin-canobbio,A. Canobbio,M,17,175,3082,M,846413,EUR,907200000,M,17,17,False,37.0,29.0,2.0,2.0,0.0,6.0,7.0,23.0,30.0,2.0,7.0,,7.0,,,,,,,,90.0,62.0,7.5,13.0,0.694179,3,,3.0,3.0,8.0,1.0,5.0,2.0,3.0,5.0,,,3.0,1.0,,2.0,3.0,0.9069,3.0,,2.0,1.0,,2.0,,,,
13472698,home,Fluminense,Luciano Acosta,,,luciano-acosta,L. F. Acosta,M,32,160,3376,M,548030,EUR,770342400,M,32,32,False,34.0,28.0,3.0,3.0,1.0,6.0,7.0,22.0,27.0,,7.0,1.0,6.0,2.0,,,,,,,86.0,57.0,7.7,16.0,0.125825,3,,2.0,,7.0,,2.0,1.0,1.0,1.0,,,3.0,5.0,3.0,2.0,1.0,0.7878,,,2.0,2.0,,,2.0,1.0623,,
13472698,home,Fluminense,Kevin Serna,,,serna-kevin,K. Serna,M,90,181,3425,M,981374,EUR,882748800,M,90,90,False,19.0,16.0,,,0.0,3.0,3.0,13.0,16.0,3.0,4.0,1.0,5.0,1.0,,,,,,,86.0,35.0,7.5,9.0,0.0619106,2,,2.0,,6.0,1.0,,,4.0,1.0,,,1.0,,,,,0.0656,,,,2.0,,,2.0,0.7188,1.0,
