match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_dispossessed,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_aerialLost,stat_outfielderBlock,player_sofascoreId,captain,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_shotValueNormalized,stat_totalOffside,stat_errorLeadToAShot,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
14773725,home,Al-Ettifaq,Marek Rodák,marek-rodak,M. Rodák,G,1,188.0,518,M,358694,EUR,850435200.0,G,1,1,False,34.0,23.0,15.0,5.0,0.0,19.0,21.0,4.0,13.0,1.0,1.0,1.0,9.0,1.0,2.0,1.0,90.0,46.0,7.5,11.0,56.309923798794,10.0,18.179974648115,0.0587,0,0.02,0.01,0.31,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773725,home,Al-Ettifaq,Radhi Al-Oteibi,radhi-al-oteibi,R. Al-Oteibi,D,61,170.0,28,M,963642,EUR,960768000.0,D,61,61,False,20.0,19.0,2.0,2.0,0.0,10.0,11.0,9.0,9.0,,6.0,2.0,5.0,4.0,,,89.0,44.0,8.1,7.0,73.310388722632,12.0,-10.27843884661,,0,0.55,-0.27,0.23,,7.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,
14773725,home,Al-Ettifaq,Jack Hendry,jack-hendry,J. Hendry,D,4,195.0,333,M,795696,EUR,799804800.0,D,4,4,False,37.0,33.0,4.0,2.0,0.0,21.0,22.0,12.0,15.0,1.0,4.0,6.0,5.0,1.0,,,90.0,52.0,6.9,7.0,176.69192473449,16.0,86.696210811456,,0,0.16,0.13,0.25,,,,6.0,1.0,1.0,,2.0,2.0,1.0,1.0,3.0,,,,1.0,32.832897953284,87.753834944949,3.0,,,,,,,,,,,,,,,,
14773725,home,Al-Ettifaq,Abdulbaset Hindi,abdulbaset-hindi,A. Hindi,D,37,181.0,80,M,949218,EUR,854841600.0,D,37,37,False,38.0,34.0,3.0,2.0,0.0,31.0,34.0,3.0,4.0,2.0,4.0,6.0,3.0,1.0,,,90.0,52.0,7.1,5.0,84.249339003704,16.0,2.49719531306,,0,0.08,0.02,0.29,,,,3.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,
14773725,home,Al-Ettifaq,Francisco Calvo,francisco-calvo,F. Calvo,D,5,181.0,677,M,156400,EUR,710553600.0,D,5,5,False,29.0,22.0,5.0,2.0,0.0,14.0,16.0,8.0,13.0,2.0,5.0,6.0,4.0,,,,90.0,53.0,7.5,13.0,64.181251382631,11.0,14.512824662497,,0,0.1,0.04,0.42,,,,4.0,1.0,,,1.0,3.0,2.0,3.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
14773725,home,Al-Ettifaq,Georginio Wijnaldum,georginio-wijnaldum,G. Wijnaldum,M,8,175.0,8339,M,22126,EUR,658281600.0,M,8,8,False,27.0,24.0,3.0,3.0,1.0,9.0,10.0,15.0,17.0,,2.0,,5.0,,,,90.0,46.0,7.8,11.0,148.75519239234,20.0,2.5320027704887,,4,0.08,0.01,0.2,,,,5.0,,7.0,,1.0,,,1.0,,1.0,,,,,,,,1.0,gwijnaldum,True,2.0,1.0,3.0,1.0,0.48,,,,,,,
14773725,home,Al-Ettifaq,Mukhtar Ali,ali-mukhtar,A. Mukhtar,M,7,185.0,334,M,788258,EUR,878169600.0,M,7,7,False,42.0,30.0,3.0,1.0,0.0,18.0,21.0,12.0,21.0,1.0,5.0,2.0,5.0,1.0,,,89.0,54.0,7.5,14.0,149.39488992945,18.0,8.1928094822322,,1,0.01,-0.38,-0.11,,,,6.0,4.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,,,14.528286787516,19.737771530748,1.0,,,,,1.0,,1.0,1.0,0.54,1.0,,,,,,
14773725,home,Al-Ettifaq,Álvaro Medrán,alvaro-medran,Á. Medrán,M,10,176.0,321,M,537018,EUR,763689600.0,M,10,10,False,36.0,33.0,6.0,4.0,0.0,19.0,20.0,14.0,16.0,,4.0,,7.0,1.0,,,90.0,49.0,7.6,7.0,189.01183893925,20.0,87.911329840372,,0,0.73,0.22,-0.15,,4.0,4.0,5.0,2.0,2.0,,,1.0,1.0,4.0,2.0,2.0,,,,36.111016624772,40.221439109012,1.0,1.0,,,,2.0,,,,,,1.0,,,,,
14773725,home,Al-Ettifaq,João Costa,joao-costa,J. Costa,F,18,178.0,623,M,1397478,EUR,1111968000.0,M,18,18,False,20.0,12.0,3.0,1.0,0.0,7.0,10.0,5.0,10.0,2.0,8.0,1.0,1.0,,,,90.0,49.0,7.3,18.0,126.6850297162,14.0,26.34938986151,,1,0.49,-0.04,0.16,,4.0,1.0,5.0,1.0,4.0,,1.0,4.0,2.0,4.0,2.0,,,,,20.341930159361,22.115038525854,1.0,,,,,2.0,1.0,,,-0.33,,,,,,,
14773725,home,Al-Ettifaq,Ahmed Hassan,ahmed-hassan,A. Hassan,F,19,191.0,1938,M,1143587,EUR,731289600.0,F,19,19,False,8.0,5.0,,,0.0,2.0,2.0,3.0,6.0,3.0,4.0,2.0,1.0,1.0,,,69.0,24.0,6.5,8.0,40.513478389585,6.0,1.4503738397323,,4,-0.55,0.59,-0.05,,,,5.0,2.0,1.0,,,,,2.0,,,,,1.0,6.3072926314793,14.873939832589,2.0,1.0,,,,,2.0,1.0,,-0.72,1.0,,1.0,1.0,,,
