match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,stat_shotOffTarget,stat_totalClearance,stat_expectedGoals,stat_shotValueNormalized,stat_challengeLost,stat_blockedScoringAttempt,stat_wonContest,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_accurateCross,stat_totalOffside,captain,stat_goals,stat_bigChanceMissed,player_lastName,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_errorLeadToAGoal,stat_lastManTackle
14083168,home,Barcelona,Joan García,joan-garcia,J. García,G,13,193,111965,M,930267,EUR,988934400,G,13,13,False,18.0,16.0,4.0,2.0,0.0,16.0,17.0,1.0,1.0,9.0,1.0,1.0,2.0,90.0,26.0,7.4,2.0,8.61e-05,8.7191248255994,2.0,1.365,1.26,0.5165,0,0.6499,0.02,-0.01,0.26,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083168,home,Barcelona,Jules Koundé,jules-kounde,J. Koundé,D,23,180,147044,M,827212,EUR,910828800,D,23,23,False,90.0,83.0,3.0,2.0,0.0,27.0,29.0,61.0,3.0,8.0,1.0,,,90.0,110.0,7.1,14.0,0.279819,152.36636477542,20.0,90.615,22.575,,0,,0.3,0.08,0.14,,JKoundé,56.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
14083168,home,Barcelona,Pau Cubarsí,pau-cubarsi,P. Cubarsí,D,5,184,156448,M,1402913,EUR,1169424000,D,5,5,False,84.0,78.0,3.0,1.0,0.0,31.0,32.0,52.0,3.0,5.0,,,,75.0,91.0,7.1,6.0,0.0235959,337.14598610589,43.0,166.53,21.525,,2,,0.25,0.26,0.17,,PauCubarsí,47.0,,3.0,3.0,3.0,,,,1.0,,,,,,Pau Cubarsí,2.0,2.0,0.1105,-0.31,,,,,,,,,,,,,,,,,,
14083168,home,Barcelona,Gerard Martín,gerard-martin,G. Martín,D,18,186,43738,M,1094827,EUR,1014681600,D,18,18,False,97.0,93.0,2.0,2.0,0.0,45.0,46.0,51.0,3.0,5.0,,,,90.0,111.0,7.5,6.0,0.0327266,326.14220313026,38.0,190.68,16.59,,1,,0.33,0.3,-0.01,,gerardmaartin,48.0,,2.0,,4.0,,,,4.0,3.0,2.0,1.0,1.0,,Gerard,,1.0,0.0331,-0.16,1.0,1.0,,,,,,,,,,,,,,,,
14083168,home,Barcelona,Alejandro Balde,alejandro-balde,A. Balde,D,3,175,128076,M,997035,EUR,1066435200,D,3,3,False,74.0,71.0,2.0,1.0,0.0,15.0,17.0,57.0,2.0,8.0,,,,88.0,90.0,7.1,10.0,0.0987761,270.41184834152,30.0,199.08,24.255,,1,,0.28,0.37,-0.02,,AlejandroBalde,56.0,2.0,1.0,,4.0,1.0,1.0,,,2.0,2.0,3.0,,2.0,,1.0,,0.0155,-0.08,1.0,,,,,,,,,,,,,,,,,
14083168,home,Barcelona,Eric García,eric-garcia,E. García,D,24,182,56393,M,876214,EUR,978998400,M,24,24,False,80.0,75.0,2.0,1.0,0.0,22.0,24.0,56.0,3.0,3.0,,,,90.0,91.0,6.6,7.0,0.0555544,154.05997919301,24.0,19.425,11.235,,2,,0.21,0.11,-0.13,,ericgm3,53.0,,5.0,1.0,8.0,,,,2.0,2.0,1.0,2.0,1.0,2.0,,2.0,,0.0444,-0.13,3.0,,,,,,,,,,,,,,,,,
14083168,home,Barcelona,Pedri,pedri,Pedri,M,8,174,636700,M,992587,EUR,1038182400,M,8,8,False,84.0,76.0,4.0,4.0,1.0,16.0,17.0,67.0,5.0,5.0,3.0,,,88.0,97.0,7.8,11.0,0.178641,388.53158938161,42.0,167.79,21.735,,1,,0.33,0.54,-0.11,,Pedri,60.0,1.0,,,1.0,,1.0,,2.0,1.0,1.0,2.0,1.0,2.0,,,,0.0124,-0.05,,,1.0,1.0,1.0,0.0692,,,,,,,,,,,,
14083168,home,Barcelona,Lamine Yamal,lamine-yamal,L. Yamal,M,10,180,1693852,M,1402912,EUR,1184284800,M,10,10,False,62.0,49.0,1.0,1.0,0.0,3.0,3.0,59.0,9.0,1.0,2.0,,,90.0,104.0,7.8,32.0,0.337967,401.55697922726,43.0,248.745,21.315,,5,,0.37,0.82,-0.01,,Lamiyamal,46.0,7.0,,,6.0,1.0,11.0,1.0,1.0,1.0,1.0,5.0,,3.0,,,,0.259,-0.37,,2.0,6.0,3.0,,0.3144,1.0,1.0,,,,,,,,,,
14083168,home,Barcelona,Raphinha,raphinha,Raphinha,M,11,176,878494,M,831005,EUR,850521600,M,11,11,False,41.0,35.0,3.0,2.0,0.0,4.0,4.0,37.0,,3.0,,,,88.0,61.0,8.9,14.0,0.19778,165.19747510409,20.0,91.875,23.52,,7,,-0.08,0.28,0.14,,Raphinha,31.0,4.0,,,2.0,,1.0,,,,,3.0,1.0,1.0,,3.0,1.0,1.0668,0.92,,2.0,,2.0,,1.2979,1.0,1.0,True,2.0,,,,,,,,
14083168,home,Barcelona,Marcus Rashford,marcus-rashford,M. Rashford,M,14,185,357139,M,814590,EUR,878256000,M,14,14,False,51.0,43.0,3.0,2.0,0.0,1.0,2.0,49.0,4.0,1.0,1.0,,,74.0,74.0,6.9,20.0,0.173071,297.31597461204,28.0,166.74,30.555,,3,,-0.19,0.5,-0.01,,Rashford,42.0,7.0,,,1.0,1.0,2.0,,,1.0,1.0,4.0,,2.0,,,1.0,0.42,-0.52,,2.0,2.0,1.0,,0.3432,,,,,1.0,,,,,,,
