match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,player_sofascoreId,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_expectedGoalsOnTarget,stat_challengeLost,stat_bigChanceMissed,stat_interceptionWon,stat_penaltyConceded,stat_dispossessed,captain,stat_blockedScoringAttempt,stat_hitWoodwork,stat_errorLeadToAGoal,stat_penaltyWon
12764370,home,AS Monaco,Radosław Majecki,radoslaw-majecki,R. Majecki,G,1,191,1541,M,849114,EUR,942710400,G,1,1,False,15.0,13.0,4.0,2.0,0.0,13.0,15.0,1.0,2.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,90.0,25.0,6.9,2.0,6.008e-05,0,0.1137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764370,home,AS Monaco,Vanderson,vanderson,Vanderson,D,2,173,6128,M,1090694,EUR,993081600,D,2,2,False,70.0,62.0,6.0,3.0,0.0,17.0,18.0,,2.0,1.0,3.0,,,,,,90.0,97.0,7.5,12.0,0.115631,2,,Vanderson,,47.0,56.0,4.0,2.0,1.0,3.0,2.0,1.0,2.0,0.0498,3.0,,,,,,,,,,,,,,,,,,,,,
12764370,home,AS Monaco,Wilfried Singo,wilfried-singo,W. Singo,D,90,190,12176,M,978285,EUR,977702400,D,17,17,False,75.0,69.0,7.0,4.0,1.0,32.0,32.0,1.0,2.0,3.0,4.0,,,,,,90.0,85.0,8.6,8.0,0.193169,1,,,,37.0,43.0,,,4.0,,,1.0,,0.0154,1.0,stephane_singo,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.2807,,,,,,,,,,
12764370,home,AS Monaco,Thilo Kehrer,thilo-kehrer,T. Kehrer,D,5,186,1906,M,281277,EUR,843264000,D,5,5,False,82.0,75.0,6.0,4.0,1.0,31.0,33.0,3.0,6.0,2.0,4.0,,,,,,90.0,93.0,6.9,8.0,0.0364022,1,,,,44.0,49.0,,,5.0,1.0,1.0,,1.0,0.2135,2.0,,2.0,,,,2.0,1.0,1.0,1.0,,,2.0,1.0,2.0,1.0,,,,,,
12764370,home,AS Monaco,Caio Henrique,caio-henrique,C. Henrique,D,12,178,3728,M,845170,EUR,870307200,D,12,12,False,36.0,28.0,4.0,2.0,0.0,12.0,13.0,,4.0,,1.0,,,,,,77.0,60.0,7.5,13.0,0.671971,1,,,,19.0,28.0,5.0,3.0,,,,1.0,,0.2159,4.0,,,1.0,,,4.0,3.0,2.0,,1.0,0.21,,1.0,,,,,,,,
12764370,home,AS Monaco,Lamine Camara,camara-lamine,L. Camara,M,15,174,20386,M,1389846,EUR,1072915200,M,15,15,False,50.0,40.0,4.0,3.0,0.0,14.0,17.0,1.0,8.0,2.0,2.0,5.0,,,,,77.0,69.0,7.4,11.0,0.242076,1,,Lamine Camara,,28.0,35.0,2.0,2.0,6.0,1.0,1.0,,1.0,0.0165,2.0,lamine_camara_5,4.0,,,,1.0,,,1.0,,,,,1.0,,1.0,,,,,
12764370,home,AS Monaco,Denis Zakaria,denis-zakaria,D. Zakaria,M,6,191,3240,M,770677,EUR,848448000,M,6,6,False,52.0,49.0,,,0.0,13.0,15.0,1.0,3.0,,5.0,,,,,,87.0,64.0,6.8,6.0,0.0385553,2,,,,36.0,37.0,,,3.0,1.0,,,,0.0637,,,,,,,2.0,1.0,2.0,1.0,,,1.0,,3.0,,,True,2.0,,,
12764370,home,AS Monaco,Maghnes Akliouche,maghnes-akliouche,M. Akliouche,M,11,183,5956,M,1130939,EUR,1014595200,M,11,11,False,47.0,41.0,2.0,2.0,0.0,3.0,4.0,,2.0,,3.0,,,,,,90.0,69.0,7.8,13.0,0.539277,6,,,,40.0,46.0,3.0,2.0,9.0,5.0,1.0,1.0,3.0,0.4533,2.0,,1.0,2.0,1.0,,1.0,,1.0,2.0,,0.7652,1.0,1.0,,,1.0,,1.0,1.0,,
12764370,home,AS Monaco,Takumi Minamino,takumi-minamino,T. Minamino,M,18,174,8843,M,155818,EUR,790214400,M,18,18,False,27.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,,,,,90.0,38.0,8.9,11.0,0.0997064,3,,,,19.0,26.0,,,5.0,,,,,0.9076,2.0,Minamino,,2.0,2.0,,1.0,,1.0,3.0,,1.5563,,,,,2.0,,1.0,,,
12764370,home,AS Monaco,Eliesse Ben Seghir,eliesse-ben-seghir,E. Ben Seghir,M,17,178,21522,M,1394353,EUR,1108512000,M,7,7,False,17.0,13.0,,,0.0,2.0,2.0,,1.0,,1.0,,,,,,45.0,27.0,6.1,9.0,0.0112203,1,,,,11.0,15.0,,,4.0,1.0,,,1.0,0.1694,,benseghir44,,,,,1.0,1.0,1.0,,,,1.0,1.0,,,2.0,,,,,
