match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_interceptionWon,stat_keyPass,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_shotOffTarget,stat_totalCross,stat_accurateCross,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_lastManTackle
13444508,home,Los Angeles FC 2,Cabral Carter,Cabral Carter,,cabral-carter,C. Carter,G,31,188.0,14,M,1192667,EUR,1088985600,G,31,31,False,True,26.0,23.0,8.0,5.0,0.0,23.0,26.0,2.0,2.0,2.0,6.0,4.0,2.0,90.0,38.0,7.1,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13444508,home,Los Angeles FC 2,Joshua Santiago,Joshua,Santiago,joshua-santiago,J. Santiago,D,62,,11,M,2204500,EUR,1169078400,D,62,62,False,,66.0,60.0,5.0,4.0,0.0,39.0,41.0,1.0,6.0,,7.0,,,90.0,78.0,6.8,9.0,0,21.0,25.0,8.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
13444508,home,Los Angeles FC 2,Érick Díaz,Érick Díaz,,erick-diaz,É. Díaz,D,55,183.0,49,M,1468943,EUR,1141430400,D,55,55,False,,52.0,49.0,7.0,5.0,0.0,35.0,38.0,,1.0,1.0,5.0,,,45.0,58.0,6.9,4.0,0,14.0,14.0,3.0,,1.0,,,1.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
13444508,home,Los Angeles FC 2,Christian Díaz,Christian Díaz,,christian-diaz,C. Díaz,D,44,,5,,1469010,EUR,1143676800,D,44,44,False,,67.0,60.0,5.0,1.0,0.0,45.0,45.0,2.0,3.0,4.0,6.0,,,90.0,74.0,6.4,8.0,0,15.0,22.0,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,
13444508,home,Los Angeles FC 2,Deryk Jones Jr,Deryk Jones Jr,,deryk-jones-jr,D. J. Jr,D,32,182.0,3,,2060301,EUR,1002326400,D,32,32,False,,75.0,70.0,2.0,1.0,1.0,38.0,40.0,2.0,11.0,3.0,3.0,,,90.0,98.0,7.5,7.0,0,32.0,35.0,5.0,1.0,,3.0,,6.0,4.0,1.0,2.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,
13444508,home,Los Angeles FC 2,Matthew Evans,Matthew Evans,,matthew-evans,M. Evans,M,70,,185,M,1468974,EUR,1148515200,M,70,70,False,,51.0,43.0,2.0,2.0,0.0,16.0,18.0,,,,6.0,,,65.0,60.0,8.8,11.0,2,27.0,33.0,3.0,2.0,1.0,,,,,,,,1.0,1.0,,2.0,,1.0,2.0,2.0,,,,,,,,,,
13444508,home,Los Angeles FC 2,Jude Terry,,,jude-terry,J. Terry,M,22,175.0,117,M,1847619,EUR,1223424000,M,56,56,False,,59.0,53.0,3.0,2.0,0.0,20.0,20.0,,5.0,1.0,9.0,,,75.0,75.0,9.2,10.0,4,33.0,39.0,4.0,,,4.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,3.0,,3.0,2.0,1.0,,,,,,,,,
13444508,home,Los Angeles FC 2,DeCarlo Guerra,DeCarlo Guerra,,decarlo-guerra,D. Guerra,M,46,187.0,52,,1643617,EUR,1201824000,M,46,46,False,,59.0,51.0,3.0,,0.0,25.0,27.0,,2.0,,3.0,,,65.0,62.0,6.8,8.0,0,26.0,32.0,1.0,,,,,2.0,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,
13444508,home,Los Angeles FC 2,Sebastian Nava,,,sebastian-nava,S. Nava,M,40,173.0,7,M,1025303,EUR,1047254400,F,40,40,False,,53.0,45.0,,,2.0,16.0,18.0,,3.0,,4.0,,,90.0,78.0,9.0,15.0,2,29.0,35.0,5.0,,1.0,3.0,,2.0,2.0,,1.0,1.0,2.0,5.0,,1.0,1.0,,1.0,1.0,1.0,4.0,2.0,,,,,,,
13444508,home,Los Angeles FC 2,Alec Hughes,Alec Hughes,,alec-hughes,A. Hughes,F,39,,8,M,2054130,EUR,1011657600,F,39,39,False,,9.0,8.0,,,0.0,2.0,3.0,,4.0,,,,,75.0,21.0,6.9,4.0,2,6.0,6.0,3.0,,2.0,2.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,2.0,,2.0,,,,,1.0,1.0,1.0,,,,
