match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_aerialLost,stat_goals,stat_totalClearance,player_firstName,stat_aerialWon,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_lastName,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_totalOffside,stat_lastManTackle,stat_savedShotsFromInsideTheBox,stat_punches,stat_outfielderBlock,stat_errorLeadToAShot
12450233,home,Paris Saint-Germain,Bradley Barcola,barcola-bradley,B. Barcola,F,29,182,37510,M,bradley_b,996952,EUR,1030924800,F,29,29,False,27.0,20.0,3.0,2.0,0.0,6.0,7.0,15.0,21.0,,,90.0,44.0,7.5,14.0,0.25974,3,,1.0,8.0,,3.0,5.0,,,1.0,1.0,2.0,2.0,,0.9018,0.9925,3.0,,,1.0,1.0,,,1.0,,,,,1.0,,2.0,2.0,,,,,
12450233,home,Paris Saint-Germain,Willian Pacho,willian-pacho,W. Pacho,D,51,187,25491,M,pachowilliam,979480,EUR,1003190400,D,51,51,True,27.0,24.0,1.0,,0.0,20.0,23.0,4.0,4.0,,,28.0,33.0,6.4,4.0,0.00082144,0,,,1.0,1.0,,,,,,,,,1.0,,,1.0,,,,2.0,,,,1.0,,,,,,,,,,,,
12450233,home,Paris Saint-Germain,Warren Zaïre-Emery,warren-zaire-emery,W. Zaïre-Emery,M,33,178,16154,M,wzairemery6,1142672,EUR,1141776000,M,33,33,True,21.0,20.0,,,0.0,11.0,12.0,9.0,9.0,4.0,,28.0,27.0,6.7,1.0,0.0169327,1,,,,3.0,,2.0,2.0,,,1.0,,,,0.0113,,,,,,,,,,,,1.0,,,,,,,,,,
12450233,home,Paris Saint-Germain,Vitinha,vitinha,Vitinha,M,17,172,50484,M,vitinha,902029,EUR,950400000,M,17,17,True,28.0,28.0,1.0,1.0,0.0,15.0,15.0,13.0,13.0,2.0,,27.0,37.0,7.1,2.0,0.00622978,0,,,,3.0,,2.0,2.0,,,,2.0,2.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,
12450233,home,Paris Saint-Germain,Khvicha Kvaratskhelia,khvicha-kvaratskhelia,K. Kvaratskhelia,F,7,183,97764,M,Kvaradona,889259,EUR,981936000,F,7,7,True,11.0,9.0,1.0,,0.0,5.0,5.0,5.0,8.0,3.0,,27.0,21.0,6.5,7.0,0.0804068,0,,2.0,5.0,2.0,2.0,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,2.0,,,,,,,
12450233,home,Paris Saint-Germain,Kang-in Lee,kang-in-lee,K. Lee,M,19,173,19307,M,kanginlee,917087,EUR,982540800,M,19,19,True,5.0,5.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,1.0,,15.0,7.0,6.5,1.0,0.00557222,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
12450233,home,Paris Saint-Germain,Matvey Safonov,matvey-safonov,M. Safonov,G,39,191,16026,M,MSafonov,800749,EUR,919900800,G,39,39,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450233,home,Paris Saint-Germain,Presnel Kimpembe,presnel-kimpembe,P. Kimpembe,D,3,183,7212,M,kimpembe3,352916,EUR,808272000,D,3,3,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450233,home,Paris Saint-Germain,Lucas Hernández,lucas-hernandez,L. Hernández,D,21,183,10246,M,lucashernandez21,352370,EUR,824256000,D,21,21,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450233,home,Paris Saint-Germain,Senny Mayulu,mayulu-senny,S. Mayulu,M,24,183,21840,M,,1473491,EUR,1147824000,M,24,24,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450233,away,Lille,Lucas Chevalier,chevalier-lucas,L. Chevalier,G,30,188,21320,M,,996953,EUR,1005004800,G,30,30,False,34.0,25.0,15.0,6.0,0.0,21.0,25.0,4.0,9.0,8.0,7.0,90.0,48.0,7.6,9.0,0.00131237,0,1.8074,,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,6.0,1.0,,
12450233,away,Lille,Thomas Meunier,thomas-meunier,T. Meunier,D,12,190,2781,M,,128587,EUR,684633600,D,12,12,False,43.0,35.0,4.0,2.0,0.0,16.0,19.0,19.0,26.0,4.0,,90.0,71.0,6.8,12.0,0.0322015,0,,2.0,4.0,10.0,,3.0,2.0,,,,,1.0,2.0,,,,,1.0,,4.0,,,,8.0,6.0,,,,,,,,,,,
12450233,away,Lille,Bafodé Diakité,bafode-diakite,B. Diakité,D,18,182,1863,M,,962408,EUR,978739200,D,18,18,False,58.0,54.0,1.0,1.0,0.0,40.0,43.0,14.0,15.0,8.0,,90.0,71.0,6.5,6.0,0.00925263,0,,,4.0,6.0,1.0,2.0,2.0,,,,1.0,2.0,1.0,,,,,2.0,,,,,,4.0,1.0,,,,,,,,,,1.0,
12450233,away,Lille,Alexsandro Ribeiro,alexsandro-ribeiro,A. Ribeiro,D,4,192,4572,M,,1049775,EUR,934156800,D,4,4,False,59.0,55.0,6.0,3.0,0.0,36.0,36.0,19.0,23.0,4.0,,90.0,79.0,6.4,7.0,0.0178229,1,,,4.0,5.0,1.0,1.0,1.0,1.0,,,2.0,2.0,2.0,0.2459,,,,,,6.0,Alexsandro Ribeiro,2.0,1.0,1.0,,1.0,,,1.0,,,,,,1.0,
12450233,away,Lille,Gabriel Gudmundsson,gabriel-gudmundsson,G. Gudmundsson,D,3,181,1194,M,,834308,EUR,925344000,D,5,5,False,39.0,32.0,6.0,3.0,0.0,18.0,21.0,14.0,19.0,6.0,,80.0,55.0,6.3,10.0,0.0117528,0,,1.0,2.0,4.0,,3.0,2.0,,,,2.0,,1.0,,,,,,,2.0,,,,1.0,,1.0,,,,,,,,,,
12450233,away,Lille,Nabil Bentaleb,nabil-bentaleb,N. Bentaleb,M,6,187,8306,M,nabilbentaleb,368120,EUR,785635200,M,6,6,False,48.0,43.0,4.0,2.0,0.0,22.0,25.0,21.0,24.0,3.0,,90.0,56.0,6.4,8.0,0.0295082,1,,1.0,3.0,3.0,1.0,,,,,,1.0,1.0,,0.0503,,1.0,,1.0,,1.0,,2.0,1.0,1.0,1.0,,,,1.0,,,,,,,1.0
12450233,away,Lille,Benjamin André,benjamin-andre,B. André,M,21,180,759,M,,51665,EUR,649641600,M,21,21,False,40.0,34.0,2.0,1.0,0.0,19.0,21.0,15.0,19.0,6.0,,90.0,57.0,6.7,7.0,0.00610465,1,,,7.0,4.0,3.0,,,,,,2.0,,2.0,0.0191,,,True,1.0,,2.0,,,1.0,3.0,2.0,1.0,,,1.0,,,,,,2.0,
12450233,away,Lille,Ngal'ayel Mukau,ngalayel-mukau,N. Mukau,M,17,188,7441,M,,1391541,EUR,1099440000,M,17,17,False,29.0,23.0,1.0,1.0,0.0,12.0,15.0,11.0,15.0,1.0,,63.0,37.0,6.2,11.0,0.00514426,0,,1.0,4.0,2.0,,2.0,1.0,,,,,2.0,1.0,,,,,1.0,,,Ngal'ayel Mukau,,,1.0,1.0,,,,1.0,,,,,,,
12450233,away,Lille,Angel Gomes,angel-gomes,A. Gomes,M,47,168,3430,M,,867441,EUR,967680000,M,8,8,False,20.0,18.0,1.0,1.0,0.0,11.0,12.0,7.0,9.0,2.0,,45.0,22.0,6.0,4.0,0.00530088,0,,1.0,4.0,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,
12450233,away,Lille,Mitchel Bakker,mitchel-bakker,M. Bakker,D,5,185,1246,M,,856638,EUR,961459200,M,20,20,False,15.0,11.0,,,0.0,4.0,4.0,7.0,12.0,1.0,,45.0,21.0,6.3,6.0,0.0107613,0,,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,1.0,
12450233,away,Lille,Chuba Akpom,chuba-akpom,C. Akpom,F,29,186,1675,M,,190867,EUR,813196800,F,24,24,False,15.0,12.0,1.0,1.0,0.0,8.0,9.0,4.0,6.0,,,63.0,19.0,6.5,5.0,0.00175593,0,,,,2.0,,1.0,1.0,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
12450233,away,Lille,Hakon Arnar Haraldsson,haraldsson-hakon-arnar,H. A. Haraldsson,M,10,180,2141,M,,1138804,EUR,1049932800,M,7,7,True,25.0,21.0,1.0,1.0,0.0,7.0,9.0,14.0,16.0,4.0,,45.0,30.0,6.7,6.0,0.023725,0,,,2.0,2.0,2.0,2.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
12450233,away,Lille,Ethan Mbappé,ethan-mbappe,E. Mbappé,M,8,180,27254,M,ethanmbappe,1402698,EUR,1167350400,M,29,29,True,23.0,18.0,1.0,1.0,0.0,4.0,6.0,15.0,19.0,1.0,,45.0,34.0,6.9,10.0,0.0305084,2,,2.0,3.0,1.0,1.0,1.0,,,1.0,,,2.0,,0.0407,0.3279,1.0,,,,,Ethan Mbappé,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,
12450233,away,Lille,Ayyoub Bouaddi,bouaddi-ayyoub,A. Bouaddi,M,32,185,5410,M,,1564180,EUR,1191283200,M,32,32,True,12.0,12.0,,,0.0,6.0,6.0,6.0,6.0,3.0,,27.0,20.0,6.8,3.0,0.0049653,0,,,1.0,,1.0,,,,,,2.0,3.0,,,,,,,,,Ayyoub Bouaddi,,,,,,,,,,,,,,1.0,
12450233,away,Lille,Jonathan David,jonathan-david,J. David,F,30,180,21023,M,jodavid,935564,EUR,947808000,F,9,9,True,9.0,8.0,,,0.0,3.0,4.0,5.0,5.0,1.0,,27.0,16.0,7.4,6.0,0.0252826,1,,,2.0,2.0,,1.0,,,1.0,,,3.0,,0.7368,0.7991,2.0,,,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,
12450233,away,Lille,Ismaily,ismaily,Ismaily,D,,177,339,M,,78352,EUR,632016000,D,31,31,True,7.0,6.0,,,0.0,3.0,3.0,3.0,4.0,,,10.0,8.0,6.6,1.0,0.00956002,0,,,1.0,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
12450233,away,Lille,Vito Mannone,vito-mannone,V. Mannone,G,,189,191,M,,17053,EUR,573264000,G,1,1,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450233,away,Lille,Aïssa Mandi,aissa-mandi,A. Mandi,D,23,186,10320,M,aissamandi23,122810,EUR,688089600,D,2,2,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450233,away,Lille,Rémy Cabella,remy-cabella,R. Cabella,M,20,171,1177,M,,72998,EUR,636854400,M,10,10,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450233,away,Lille,André Gomes,andre-gomes,A. Gomes,M,26,188,1679,M,,235460,EUR,743990400,M,26,26,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
